Image type	Feature Class	Feature Name	1: RTSTRUCT: RTstruct_7_segment_Lt post Cerebllar	1: RTSTRUCT: RTstruct_7_segment_Rt inf Occipital	1: RTSTRUCT: RTstruct_7_segment_Lt inf Temporal	1: RTSTRUCT: RTstruct_7_segment_Lt lat Temporal
log-sigma-4-0-mm-3D	glcm	Idn	1.0		1.0	0.8960778266322621
log-sigma-4-0-mm-3D	glcm	InverseVariance	0.0		0.0	0.41568869347095144
log-sigma-4-0-mm-3D	glcm	MaximumProbability	1.0		1.0	0.41464004753086636
log-sigma-4-0-mm-3D	glcm	SumEntropy	-3.203426503814917e-16		-3.203426503814917e-16	1.6933492264228152
log-sigma-4-0-mm-3D	glcm	SumSquares	0.0		0.0	0.333295544748125
log-sigma-4-0-mm-3D	glrlm	GrayLevelNonUniformity	3.25		2.5	14.264268207095448
log-sigma-4-0-mm-3D	glrlm	GrayLevelNonUniformityNormalized	1.0		1.0	0.3948250026402616
log-sigma-4-0-mm-3D	glrlm	GrayLevelVariance	0.0		0.0	0.46830709856901875
log-sigma-4-0-mm-3D	glrlm	HighGrayLevelRunEmphasis	1.0		1.0	5.515927901383658
log-sigma-4-0-mm-3D	glrlm	LongRunEmphasis	4.5		3.0	3.6461535825016926
log-sigma-4-0-mm-3D	glrlm	LongRunHighGrayLevelEmphasis	4.5		3.0	19.92063433112606
log-sigma-4-0-mm-3D	glrlm	LongRunLowGrayLevelEmphasis	4.5		3.0	0.9552299592722083
log-sigma-4-0-mm-3D	glrlm	LowGrayLevelRunEmphasis	1.0		1.0	0.3024729357515884
log-sigma-4-0-mm-3D	glrlm	RunEntropy	0.4999999999999995		0.4591479170272443	2.3236139910768157
log-sigma-4-0-mm-3D	glrlm	RunLengthNonUniformity	2.25		1.8333333333333335	20.19333573188648
log-sigma-4-0-mm-3D	glrlm	RunLengthNonUniformityNormalized	0.75		0.7777777777777778	0.5234505645137539
log-sigma-4-0-mm-3D	glrlm	RunPercentage	0.5416666666666666		0.625	0.6723646723646723
log-sigma-4-0-mm-3D	glrlm	RunVariance	0.125		0.1111111111111111	0.46444745529424863
log-sigma-4-0-mm-3D	glrlm	ShortRunEmphasis	0.4027777777777778		0.5	0.672079377756213
log-sigma-4-0-mm-3D	glrlm	ShortRunHighGrayLevelEmphasis	0.4027777777777778		0.5	3.8649316524894246
log-sigma-4-0-mm-3D	glrlm	ShortRunLowGrayLevelEmphasis	0.4027777777777778		0.5	0.21318242900821613
log-sigma-4-0-mm-3D	glszm	GrayLevelNonUniformity	1.0		1.0	1.0
log-sigma-4-0-mm-3D	glszm	GrayLevelNonUniformityNormalized	1.0		1.0	0.3333333333333333
log-sigma-4-0-mm-3D	glszm	GrayLevelVariance	0.0		0.0	0.6666666666666666
log-sigma-4-0-mm-3D	glszm	HighGrayLevelZoneEmphasis	1.0		1.0	4.666666666666667
log-sigma-4-0-mm-3D	glszm	LargeAreaEmphasis	36.0		16.0	412.6666666666667
log-sigma-4-0-mm-3D	glszm	LargeAreaHighGrayLevelEmphasis	36.0		16.0	2216.3333333333335
log-sigma-4-0-mm-3D	glszm	LargeAreaLowGrayLevelEmphasis	36.0		16.0	95.4537037037037
log-sigma-4-0-mm-3D	glszm	LowGrayLevelZoneEmphasis	1.0		1.0	0.4537037037037037
log-sigma-4-0-mm-3D	glszm	SizeZoneNonUniformity	1.0		1.0	1.0
log-sigma-4-0-mm-3D	glszm	SizeZoneNonUniformityNormalized	1.0		1.0	0.3333333333333333
log-sigma-4-0-mm-3D	glszm	SmallAreaEmphasis	0.027777777777777776		0.0625	0.010578973840787867
log-sigma-4-0-mm-3D	glszm	SmallAreaHighGrayLevelEmphasis	0.027777777777777776		0.0625	0.01915492275619548
log-sigma-4-0-mm-3D	glszm	SmallAreaLowGrayLevelEmphasis	0.027777777777777776		0.0625	0.009460943316563027
log-sigma-4-0-mm-3D	glszm	ZoneEntropy	-3.203426503814917e-16		-3.203426503814917e-16	1.5849625007211552
log-sigma-4-0-mm-3D	glszm	ZonePercentage	0.16666666666666666		0.25	0.05555555555555555
log-sigma-4-0-mm-3D	glszm	ZoneVariance	0.0		0.0	88.66666666666666
log-sigma-4-0-mm-3D	gldm	DependenceEntropy	0.9182958340544889		-3.203426503814917e-16	4.182779113467515
log-sigma-4-0-mm-3D	gldm	DependenceNonUniformity	3.3333333333333335		4.0	5.296296296296297
log-sigma-4-0-mm-3D	gldm	DependenceNonUniformityNormalized	0.5555555555555556		1.0	0.09807956104252401
log-sigma-4-0-mm-3D	gldm	DependenceVariance	0.8888888888888888		0.0	15.879286694101507
log-sigma-4-0-mm-3D	gldm	GrayLevelNonUniformity	6.0		4.0	22.925925925925927
log-sigma-4-0-mm-3D	gldm	GrayLevelVariance	0.0		0.0	0.4050068587105624
log-sigma-4-0-mm-3D	gldm	HighGrayLevelEmphasis	1.0		1.0	5.425925925925926
log-sigma-4-0-mm-3D	gldm	LargeDependenceEmphasis	22.666666666666668		16.0	106.48148148148148
log-sigma-4-0-mm-3D	gldm	LargeDependenceHighGrayLevelEmphasis	22.666666666666668		16.0	520.5
log-sigma-4-0-mm-3D	gldm	LargeDependenceLowGrayLevelEmphasis	22.666666666666668		16.0	25.67232510288066
log-sigma-4-0-mm-3D	gldm	LowGrayLevelEmphasis	1.0		1.0	0.28446502057613166
log-sigma-4-0-mm-3D	gldm	SmallDependenceEmphasis	0.05092592592592593		0.0625	0.019069415480586206
log-sigma-4-0-mm-3D	gldm	SmallDependenceHighGrayLevelEmphasis	0.05092592592592593		0.0625	0.10222285820960259
log-sigma-4-0-mm-3D	gldm	SmallDependenceLowGrayLevelEmphasis	0.05092592592592593		0.0625	0.007818944782606127
log-sigma-4-0-mm-3D	ngtdm	Busyness	0.0		0.0	2.044971813251314
log-sigma-4-0-mm-3D	ngtdm	Coarseness	1000000.0		1000000.0	0.1269530381460957
log-sigma-4-0-mm-3D	ngtdm	Complexity	0.0		0.0	1.1498711477339307
log-sigma-4-0-mm-3D	ngtdm	Contrast	0.0		0.0	0.05214984641096048
log-sigma-4-0-mm-3D	ngtdm	Strength	0.0		0.0	0.32492389846305764
log-sigma-5-0-mm-3D	firstorder	10Percentile	14.627775192260742		-35.72239990234375	-4.684726095199583
log-sigma-5-0-mm-3D	firstorder	90Percentile	18.69556427001953		-32.791137313842775	26.992419052124024
log-sigma-5-0-mm-3D	firstorder	Energy	601406.1830883733		282453.3182535177	5258794.918925068
log-sigma-5-0-mm-3D	firstorder	Entropy	-3.203426503814917e-16		-3.203426503814917e-16	1.2812087355322805
log-sigma-5-0-mm-3D	firstorder	InterquartileRange	2.815830707550049		2.214169502258301	18.076475918293
log-sigma-5-0-mm-3D	firstorder	Kurtosis	1.5738462232789345		1.3139811011551152	1.9193768807867726
log-sigma-5-0-mm-3D	firstorder	Maximum	18.801414489746094		-32.52952194213867	31.563377380371094
log-sigma-5-0-mm-3D	firstorder	MeanAbsoluteDeviation	1.4401547114054363		1.3062772750854492	9.854847893629872
log-sigma-5-0-mm-3D	firstorder	Mean	16.593626976013184		-34.27182483673096	11.853197009475142
log-sigma-5-0-mm-3D	firstorder	Median	16.457541465759277		-34.309465408325195	12.105918884277344
log-sigma-5-0-mm-3D	firstorder	Minimum	14.251827239990234		-35.938846588134766	-7.950705528259277
log-sigma-5-0-mm-3D	firstorder	Range	4.549587249755859		3.4093246459960938	39.51408290863037
log-sigma-5-0-mm-3D	firstorder	RobustMeanAbsoluteDeviation	1.0228352546691895		0.9078922271728516	7.43267531081392
log-sigma-5-0-mm-3D	firstorder	RootMeanSquared	316.5981109357133		265.73168716466506	312.06584415985833
log-sigma-5-0-mm-3D	firstorder	Skewness	0.06256911408670884		0.04609015155859541	-0.044600236028813654
log-sigma-5-0-mm-3D	firstorder	TotalEnergy	802994.8478107315		377130.40817089716	5258794.918925068
log-sigma-5-0-mm-3D	firstorder	Uniformity	1.0		1.0	0.4835390946502057
log-sigma-5-0-mm-3D	firstorder	Variance	2.8392062352356024		1.8664877784349299	132.67460617443695
log-sigma-5-0-mm-3D	glcm	Autocorrelation	1.0		1.0	3.890011608488656
log-sigma-5-0-mm-3D	glcm	JointAverage	1.0		1.0	1.9428910184477803
log-sigma-5-0-mm-3D	glcm	ClusterProminence	0.0		0.0	2.044845219707915
log-sigma-5-0-mm-3D	glcm	ClusterShade	0.0		0.0	-0.15834148591287386
log-sigma-5-0-mm-3D	glcm	ClusterTendency	0.0		0.0	0.789705298192885
log-sigma-5-0-mm-3D	glcm	Contrast	0.0		0.0	0.333533111737206
log-sigma-5-0-mm-3D	glcm	Correlation	1.0		1.0	0.4007114467222204
log-sigma-5-0-mm-3D	glcm	DifferenceAverage	0.0		0.0	0.333533111737206
log-sigma-5-0-mm-3D	glcm	DifferenceEntropy	-3.203426503814917e-16		-3.203426503814917e-16	0.7895253283713569
log-sigma-5-0-mm-3D	glcm	DifferenceVariance	0.0		0.0	0.18522536152869426
log-sigma-5-0-mm-3D	glcm	JointEnergy	1.0		1.0	0.36495314441087234
log-sigma-5-0-mm-3D	glcm	JointEntropy	-3.203426503814917e-16		-3.203426503814917e-16	1.9306752292954168
log-sigma-5-0-mm-3D	glcm	Imc1	0.0		0.0	-0.2803515069612337
log-sigma-5-0-mm-3D	glcm	Imc2	0.0		0.0	0.6297307015972865
log-sigma-5-0-mm-3D	glcm	Idm	1.0		1.0	0.833233444131397
log-sigma-5-0-mm-3D	glcm	Idmn	1.0		1.0	0.9666466888262792
log-sigma-5-0-mm-3D	glcm	Id	1.0		1.0	0.833233444131397
log-sigma-5-0-mm-3D	glcm	Idn	1.0		1.0	0.9166167220656987
log-sigma-5-0-mm-3D	glcm	InverseVariance	0.0		0.0	0.333533111737206
log-sigma-5-0-mm-3D	glcm	MaximumProbability	1.0		1.0	0.5480193535652592
log-sigma-5-0-mm-3D	glcm	SumEntropy	-3.203426503814917e-16		-3.203426503814917e-16	1.5971421175582117
log-sigma-5-0-mm-3D	glcm	SumSquares	0.0		0.0	0.28080960248252274
log-sigma-5-0-mm-3D	glrlm	GrayLevelNonUniformity	3.25		2.5	14.087768641689221
log-sigma-5-0-mm-3D	glrlm	GrayLevelNonUniformityNormalized	1.0		1.0	0.4131647961628924
log-sigma-5-0-mm-3D	glrlm	GrayLevelVariance	0.0		0.0	0.43695580556714386
log-sigma-5-0-mm-3D	glrlm	HighGrayLevelRunEmphasis	1.0		1.0	4.229041069772494
log-sigma-5-0-mm-3D	glrlm	LongRunEmphasis	4.5		3.0	3.6784393192942844
log-sigma-5-0-mm-3D	glrlm	LongRunHighGrayLevelEmphasis	4.5		3.0	15.062147139680482
log-sigma-5-0-mm-3D	glrlm	LongRunLowGrayLevelEmphasis	4.5		3.0	1.3036358182370955
log-sigma-5-0-mm-3D	glrlm	LowGrayLevelRunEmphasis	1.0		1.0	0.4083432435762934
log-sigma-5-0-mm-3D	glrlm	RunEntropy	0.4999999999999995		0.4591479170272443	2.4190118749700202
log-sigma-5-0-mm-3D	glrlm	RunLengthNonUniformity	2.25		1.8333333333333335	16.940469145148832
log-sigma-5-0-mm-3D	glrlm	RunLengthNonUniformityNormalized	0.75		0.7777777777777778	0.4694363738357949
log-sigma-5-0-mm-3D	glrlm	RunPercentage	0.5416666666666666		0.625	0.6353276353276354
log-sigma-5-0-mm-3D	glrlm	RunVariance	0.125		0.1111111111111111	0.47945772853159546
log-sigma-5-0-mm-3D	glrlm	ShortRunEmphasis	0.4027777777777778		0.5	0.6202311897536041
log-sigma-5-0-mm-3D	glrlm	ShortRunHighGrayLevelEmphasis	0.4027777777777778		0.5	2.736403856150257
log-sigma-5-0-mm-3D	glrlm	ShortRunLowGrayLevelEmphasis	0.4027777777777778		0.5	0.27295962534194895
log-sigma-5-0-mm-3D	glszm	GrayLevelNonUniformity	1.0		1.0	1.0
log-sigma-5-0-mm-3D	glszm	GrayLevelNonUniformityNormalized	1.0		1.0	0.3333333333333333
log-sigma-5-0-mm-3D	glszm	GrayLevelVariance	0.0		0.0	0.6666666666666666
log-sigma-5-0-mm-3D	glszm	HighGrayLevelZoneEmphasis	1.0		1.0	4.666666666666667
log-sigma-5-0-mm-3D	glszm	LargeAreaEmphasis	36.0		16.0	470.0
log-sigma-5-0-mm-3D	glszm	LargeAreaHighGrayLevelEmphasis	36.0		16.0	1865.6666666666667
log-sigma-5-0-mm-3D	glszm	LargeAreaLowGrayLevelEmphasis	36.0		16.0	144.78703703703704
log-sigma-5-0-mm-3D	glszm	LowGrayLevelZoneEmphasis	1.0		1.0	0.4537037037037037
log-sigma-5-0-mm-3D	glszm	SizeZoneNonUniformity	1.0		1.0	1.0
log-sigma-5-0-mm-3D	glszm	SizeZoneNonUniformityNormalized	1.0		1.0	0.3333333333333333
log-sigma-5-0-mm-3D	glszm	SmallAreaEmphasis	0.027777777777777776		0.0625	0.008235263113509866
log-sigma-5-0-mm-3D	glszm	SmallAreaHighGrayLevelEmphasis	0.027777777777777776		0.0625	0.05071825631078878
log-sigma-5-0-mm-3D	glszm	SmallAreaLowGrayLevelEmphasis	0.027777777777777776		0.0625	0.003401551851227176
log-sigma-5-0-mm-3D	glszm	ZoneEntropy	-3.203426503814917e-16		-3.203426503814917e-16	1.5849625007211552
log-sigma-5-0-mm-3D	glszm	ZonePercentage	0.16666666666666666		0.25	0.05555555555555555
log-sigma-5-0-mm-3D	glszm	ZoneVariance	0.0		0.0	146.0
log-sigma-5-0-mm-3D	gldm	DependenceEntropy	0.9182958340544889		-3.203426503814917e-16	4.136663835769866
log-sigma-5-0-mm-3D	gldm	DependenceNonUniformity	3.3333333333333335		4.0	4.62962962962963
log-sigma-5-0-mm-3D	gldm	DependenceNonUniformityNormalized	0.5555555555555556		1.0	0.08573388203017833
log-sigma-5-0-mm-3D	gldm	DependenceVariance	0.8888888888888888		0.0	20.36076817558299
log-sigma-5-0-mm-3D	gldm	GrayLevelNonUniformity	6.0		4.0	26.11111111111111
log-sigma-5-0-mm-3D	gldm	GrayLevelVariance	0.0		0.0	0.3487654320987654
log-sigma-5-0-mm-3D	gldm	HighGrayLevelEmphasis	1.0		1.0	4.12962962962963
log-sigma-5-0-mm-3D	gldm	LargeDependenceEmphasis	22.666666666666668		16.0	130.22222222222223
log-sigma-5-0-mm-3D	gldm	LargeDependenceHighGrayLevelEmphasis	22.666666666666668		16.0	507.8703703703704
log-sigma-5-0-mm-3D	gldm	LargeDependenceLowGrayLevelEmphasis	22.666666666666668		16.0	40.09002057613169
log-sigma-5-0-mm-3D	gldm	LowGrayLevelEmphasis	1.0		1.0	0.382201646090535
log-sigma-5-0-mm-3D	gldm	SmallDependenceEmphasis	0.05092592592592593		0.0625	0.016964053527059205
log-sigma-5-0-mm-3D	gldm	SmallDependenceHighGrayLevelEmphasis	0.05092592592592593		0.0625	0.08559242281050494
log-sigma-5-0-mm-3D	gldm	SmallDependenceLowGrayLevelEmphasis	0.05092592592592593		0.0625	0.007237230982146564
log-sigma-5-0-mm-3D	ngtdm	Busyness	0.0		0.0	1.4236236752175775
log-sigma-5-0-mm-3D	ngtdm	Coarseness	1000000.0		1000000.0	0.160726154885745
log-sigma-5-0-mm-3D	ngtdm	Complexity	0.0		0.0	0.864485582066024
log-sigma-5-0-mm-3D	ngtdm	Contrast	0.0		0.0	0.03696881835341391
log-sigma-5-0-mm-3D	ngtdm	Strength	0.0		0.0	0.355879547336393
wavelet-LLH	firstorder	10Percentile	40.51857666247605		-5.292106204052411	-125.43683385293646
wavelet-LLH	firstorder	90Percentile	74.46036821850544		30.286817684187657	27.829218122579647
wavelet-LLH	firstorder	Energy	786010.5852343512		393404.9663886207	4210873.552914795
wavelet-LLH	firstorder	Entropy	1.4591479170272437		1.4999999999999991	2.725790713396321
wavelet-LLH	firstorder	InterquartileRange	21.71061165769912		30.719056080908846	68.754720889031
wavelet-LLH	firstorder	Kurtosis	1.5985553187317267		1.1337175057875237	2.9485015499346594
wavelet-LLH	firstorder	Maximum	77.44862553975555		30.92979263902469	51.379238998227756
wavelet-LLH	firstorder	MeanAbsoluteDeviation	14.068661502703657		16.709491320268654	48.49550456750968
wavelet-LLH	firstorder	Mean	61.62156891653154		13.148676394027648	-27.327748104436722
wavelet-LLH	firstorder	Median	69.88576186861312		14.776978028927715	-1.9775187427727992
wavelet-LLH	firstorder	Minimum	37.93598389633193		-7.889043120769525	-174.58767545923376
wavelet-LLH	firstorder	Range	39.51264164342362		38.81883575979421	225.9669144574615
wavelet-LLH	firstorder	RobustMeanAbsoluteDeviation	10.242515793577633		14.009564760640195	31.248955577423004
wavelet-LLH	firstorder	RootMeanSquared	361.94165856630156		313.61001514166475	279.2474527525587
wavelet-LLH	firstorder	Skewness	-0.6409060306285193		-0.08964392078474202	-1.0678480989315668
wavelet-LLH	firstorder	TotalEnergy	1049477.8205084335		525272.5528875988	4210873.552914795
wavelet-LLH	firstorder	Uniformity	0.3888888888888889		0.375	0.20576131687242796
wavelet-LLH	firstorder	Variance	231.60510007142682		289.14806982373887	3628.9829149949646
wavelet-LLH	glcm	Autocorrelation	3.7291666666666665		4.75	46.845012825859605
wavelet-LLH	glcm	JointAverage	1.9583333333333333		2.25	6.724735575718826
wavelet-LLH	glcm	ClusterProminence	1.2824074074074072		1.28125	616.6193402953413
wavelet-LLH	glcm	ClusterShade	-0.18518518518518481		0.0	-48.86337619210157
wavelet-LLH	glcm	ClusterTendency	0.763888888888889		0.625	14.403006240244896
wavelet-LLH	glcm	Contrast	1.2083333333333333		2.0	8.268699524772725
wavelet-LLH	glcm	Correlation	-0.21323529411764688		-0.5454545454545452	0.2288278897638109
wavelet-LLH	glcm	DifferenceAverage	0.8333333333333334		1.25	2.088164912439106
wavelet-LLH	glcm	DifferenceEntropy	0.8545739585136218		0.4999999999999995	2.2820899219330397
wavelet-LLH	glcm	DifferenceVariance	0.4305555555555556		0.125	3.0903062323387376
wavelet-LLH	glcm	JointEnergy	0.2647569444444444		0.40625	0.06983383315649465
wavelet-LLH	glcm	JointEntropy	2.0420739585136207		1.3749999999999991	4.263696495298419
wavelet-LLH	glcm	Imc1	-0.6296662030737292		-0.9166666666666662	-0.3660548089258108
wavelet-LLH	glcm	Imc2	0.8654517487677644		0.9411022862699828	0.9031715985629124
wavelet-LLH	glcm	Idm	0.6208333333333333		0.44999999999999996	0.4106341101858582
wavelet-LLH	glcm	Idmn	0.8964743589743589		0.8346153846153845	0.9347746402677537
wavelet-LLH	glcm	Id	0.6458333333333333		0.5	0.47438061887217775
wavelet-LLH	glcm	Idn	0.8104166666666667		0.7250000000000001	0.8469446275060617
wavelet-LLH	glcm	InverseVariance	0.5052083333333334		0.59375	0.38575462665320015
wavelet-LLH	glcm	MaximumProbability	0.3333333333333333		0.4375	0.14578752674131087
wavelet-LLH	glcm	SumEntropy	1.0212406251802881		0.4999999999999995	3.079208899162502
wavelet-LLH	glcm	SumSquares	0.4930555555555556		0.65625	5.667926441254404
wavelet-LLH	glrlm	GrayLevelNonUniformity	1.8583333333333334		1.375	9.018448762952344
wavelet-LLH	glrlm	GrayLevelNonUniformityNormalized	0.37097222222222226		0.3645833333333333	0.18776550097593747
wavelet-LLH	glrlm	GrayLevelVariance	0.5230555555555556		0.6822916666666666	6.091130144959787
wavelet-LLH	glrlm	HighGrayLevelRunEmphasis	3.9833333333333334		5.479166666666667	46.93913480205368
wavelet-LLH	glrlm	LongRunEmphasis	1.675		1.25	1.5031841359254787
wavelet-LLH	glrlm	LongRunHighGrayLevelEmphasis	6.120833333333334		7.729166666666666	74.71305108620541
wavelet-LLH	glrlm	LongRunLowGrayLevelEmphasis	0.7903935185185185		0.4172453703703704	0.15357659888611047
wavelet-LLH	glrlm	LowGrayLevelRunEmphasis	0.4810185185185185		0.3894675925925926	0.1091369037884052
wavelet-LLH	glrlm	RunEntropy	1.825751026700491		1.5212406251802881	3.1714232466303014
wavelet-LLH	glrlm	RunLengthNonUniformity	3.7		3.416666666666667	39.25331238832573
wavelet-LLH	glrlm	RunLengthNonUniformityNormalized	0.7150000000000001		0.8888888888888888	0.8035147829865666
wavelet-LLH	glrlm	RunPercentage	0.8333333333333334		0.9375	0.8846153846153844
wavelet-LLH	glrlm	RunVariance	0.14250000000000002		0.05555555555555555	0.16154109293878602
wavelet-LLH	glrlm	ShortRunEmphasis	0.83125		0.9375	0.905821575711032
wavelet-LLH	glrlm	ShortRunHighGrayLevelEmphasis	3.4489583333333336		4.916666666666666	41.88221146051201
wavelet-LLH	glrlm	ShortRunLowGrayLevelEmphasis	0.4036747685185186		0.38252314814814814	0.09856468223519864
wavelet-LLH	glszm	GrayLevelNonUniformity	1.0		1.0	1.6666666666666667
wavelet-LLH	glszm	GrayLevelNonUniformityNormalized	0.3333333333333333		0.3333333333333333	0.1111111111111111
wavelet-LLH	glszm	GrayLevelVariance	0.6666666666666666		0.6666666666666666	7.7155555555555555
wavelet-LLH	glszm	HighGrayLevelZoneEmphasis	4.666666666666667		4.666666666666667	37.6
wavelet-LLH	glszm	LargeAreaEmphasis	4.666666666666667		2.0	37.2
wavelet-LLH	glszm	LargeAreaHighGrayLevelEmphasis	16.333333333333332		13.666666666666666	2121.866666666667
wavelet-LLH	glszm	LargeAreaLowGrayLevelEmphasis	2.1203703703703702		0.5648148148148148	1.775347327202486
wavelet-LLH	glszm	LowGrayLevelZoneEmphasis	0.4537037037037037		0.4537037037037037	0.13142736415553877
wavelet-LLH	glszm	SizeZoneNonUniformity	1.0		1.6666666666666667	4.333333333333333
wavelet-LLH	glszm	SizeZoneNonUniformityNormalized	0.3333333333333333		0.5555555555555556	0.28888888888888886
wavelet-LLH	glszm	SmallAreaEmphasis	0.4537037037037037		0.75	0.536295783317944
wavelet-LLH	glszm	SmallAreaHighGrayLevelEmphasis	3.2314814814814814		2.4166666666666665	17.857189391607672
wavelet-LLH	glszm	SmallAreaLowGrayLevelEmphasis	0.12962962962962962		0.4259259259259259	0.051824409723345045
wavelet-LLH	glszm	ZoneEntropy	1.5849625007211552		1.5849625007211552	3.506890595608515
wavelet-LLH	glszm	ZonePercentage	0.5		0.75	0.2777777777777778
wavelet-LLH	glszm	ZoneVariance	0.6666666666666666		0.2222222222222222	24.240000000000002
wavelet-LLH	gldm	DependenceEntropy	1.4591479170272437		1.4999999999999991	4.157097225543204
wavelet-LLH	gldm	DependenceNonUniformity	2.3333333333333335		2.0	7.407407407407407
wavelet-LLH	gldm	DependenceNonUniformityNormalized	0.3888888888888889		0.5	0.13717421124828533
wavelet-LLH	gldm	DependenceVariance	0.5555555555555556		0.25	4.777777777777777
wavelet-LLH	gldm	GrayLevelNonUniformity	2.3333333333333335		1.5	11.11111111111111
wavelet-LLH	gldm	GrayLevelVariance	0.4722222222222222		0.6875	5.916323731138546
wavelet-LLH	gldm	HighGrayLevelEmphasis	3.8333333333333335		5.75	47.925925925925924
wavelet-LLH	gldm	LargeDependenceEmphasis	6.0		2.5	20.77777777777778
wavelet-LLH	gldm	LargeDependenceHighGrayLevelEmphasis	20.833333333333332		19.25	1188.4814814814815
wavelet-LLH	gldm	LargeDependenceLowGrayLevelEmphasis	2.4768518518518516		0.5347222222222222	1.550074066492166
wavelet-LLH	gldm	LowGrayLevelEmphasis	0.47685185185185186		0.3680555555555556	0.10766784886108079
wavelet-LLH	gldm	SmallDependenceEmphasis	0.3055555555555555		0.625	0.21050034176908075
wavelet-LLH	gldm	SmallDependenceHighGrayLevelEmphasis	1.8055555555555556		2.375	7.738457058406353
wavelet-LLH	gldm	SmallDependenceLowGrayLevelEmphasis	0.11574074074074074		0.3263888888888889	0.01994329768694458
wavelet-LLH	ngtdm	Busyness	0.5		0.3	0.15148493545331046
wavelet-LLH	ngtdm	Coarseness	0.7499999999999999		0.6666666666666666	0.08375730488872685
wavelet-LLH	ngtdm	Complexity	1.9733333333333334		3.1111111111111107	56.1658485994777
wavelet-LLH	ngtdm	Contrast	0.11193415637860084		0.22916666666666666	0.17999028921929497
wavelet-LLH	ngtdm	Strength	1.6406249999999996		2.125	4.093123737242638
wavelet-LHL	firstorder	10Percentile	-40.158129956717545		-27.010385020089828	-67.95332952026475
wavelet-LHL	firstorder	90Percentile	14.824337205132991		14.917224910747613	34.31295263091487
wavelet-LHL	firstorder	Energy	497409.92816571676		350272.3762813405	4322673.850882635
wavelet-LHL	firstorder	Entropy	1.5849625007211552		1.4999999999999991	2.5253183591664223
wavelet-LHL	firstorder	InterquartileRange	34.97618179742964		29.007153309980296	48.82670654505329
wavelet-LHL	firstorder	Kurtosis	1.6972307774367992		1.551188107067147	2.3287770477968417
wavelet-LHL	firstorder	Maximum	19.997322902522903		17.263949416408614	54.99416563862703
wavelet-LHL	firstorder	MeanAbsoluteDeviation	20.084062456439728		18.09259238300602	30.83179980208491
wavelet-LHL	firstorder	Mean	-13.007854113326943		-4.739850476032411	-19.592397657293866
wavelet-LHL	firstorder	Median	-13.689769588396281		-1.4730265294356686	-25.367310843558826
wavelet-LHL	firstorder	Minimum	-46.845849162917744		-33.27729826166692	-95.94508455924428
wavelet-LHL	firstorder	Range	66.84317206544065		50.541247678075536	150.9392501978713
wavelet-LHL	firstorder	RobustMeanAbsoluteDeviation	13.415300668299428		10.914560926974275	21.665451631270166
wavelet-LHL	firstorder	RootMeanSquared	287.9264744588211		295.9190667570022	282.9302312533707
wavelet-LHL	firstorder	Skewness	0.0021546776697591876		-0.3310991772960926	0.10080038856853892
wavelet-LHL	firstorder	TotalEnergy	664139.5130257322		467682.1113477107	4322673.850882635
wavelet-LHL	firstorder	Uniformity	0.3333333333333333		0.375	0.196159122085048
wavelet-LHL	firstorder	Variance	537.1628936486926		389.5381734194467	1421.0923055006413
wavelet-LHL	glcm	Autocorrelation	4.166666666666666		4.75	13.90346081616553
wavelet-LHL	glcm	JointAverage	2.0		2.25	3.5801929334249425
wavelet-LHL	glcm	ClusterProminence	3.4166666666666665		1.28125	101.1689211829822
wavelet-LHL	glcm	ClusterShade	0.0		0.0	4.1762893847081495
wavelet-LHL	glcm	ClusterTendency	1.4166666666666665		0.625	6.913461927704991
wavelet-LHL	glcm	Contrast	0.75		2.0	2.6102478483992133
wavelet-LHL	glcm	Correlation	0.24999999999999992		-0.5454545454545451	0.44887301968798704
wavelet-LHL	glcm	DifferenceAverage	0.75		1.25	1.2791220292709125
wavelet-LHL	glcm	DifferenceEntropy	-3.203426503814917e-16		0.4999999999999995	1.607514371784279
wavelet-LHL	glcm	DifferenceVariance	0.0		0.125	0.6836491252279621
wavelet-LHL	glcm	JointEnergy	0.2708333333333333		0.40625	0.06870549343486639
wavelet-LHL	glcm	JointEntropy	1.896240625180288		1.3749999999999991	4.107019923153453
wavelet-LHL	glcm	Imc1	-0.7499999999999994		-0.9166666666666662	-0.3699276071299755
wavelet-LHL	glcm	Imc2	0.9420979455162395		0.9411022862699828	0.900580562148217
wavelet-LHL	glcm	Idm	0.625		0.45	0.49226758228298156
wavelet-LHL	glcm	Idmn	0.9249999999999999		0.8346153846153845	0.9526093724952079
wavelet-LHL	glcm	Id	0.625		0.5	0.5444209489975619
wavelet-LHL	glcm	Idn	0.8125		0.7250000000000001	0.8573021212808742
wavelet-LHL	glcm	InverseVariance	0.75		0.59375	0.4630384097161049
wavelet-LHL	glcm	MaximumProbability	0.2708333333333333		0.4375	0.1220775836858343
wavelet-LHL	glcm	SumEntropy	1.1462406251802884		0.4999999999999995	2.9406757846085174
wavelet-LHL	glcm	SumSquares	0.5416666666666666		0.65625	2.380927444026051
wavelet-LHL	glrlm	GrayLevelNonUniformity	1.75		1.375	8.940957866795443
wavelet-LHL	glrlm	GrayLevelNonUniformityNormalized	0.3333333333333333		0.3645833333333333	0.1926217458463832
wavelet-LHL	glrlm	GrayLevelVariance	0.6666666666666666		0.6822916666666666	2.3572078949485147
