Image type	Feature Class	Feature Name	1: RTSTRUCT: ANON_34_segment_Lt Occipital Inf	1: RTSTRUCT: ANON_34_segment_Rt Parietal	1: RTSTRUCT: ANON_34_segment_Lt Para median	1: RTSTRUCT: ANON_34_segment_Lt Frontal Cavity	1: RTSTRUCT: ANON_34_segment_L superior parietal	1: RTSTRUCT: ANON_34_segment_L occipital1	1: RTSTRUCT: ANON_34_segment_L occipital2	1: RTSTRUCT: ANON_34_segment_L occipital3
diagnostics	Mask-interpolated	CenterOfMass	(32.25225227027675, 38.6958813987766, -77.37996128084454)	(-32.30833332801118, -23.23565011951339, -27.65158290246618)	(10.69277109380488, -3.024405148413349, -14.116040733791484)	(39.374029284672375, -29.87961363941403, 0.39421595176680313)	(4.750000011984576, 9.247683206219179, 16.99841709753383)	(42.095238110731394, 26.354826055702404, -49.930154331037606)	(37.50000001928282, 44.831016532835385, -52.001582902466176)	(43.70000001885213, 42.73101653156376, -54.301582902466166)
diagnostics	Mask-interpolated	Mean	178.38285554473583	184.68729006224288	193.88278020656162	251.07409092448958	209.1039186647486	215.65565997864664	198.00725341119806	194.39270185498236
diagnostics	Mask-interpolated	Minimum	63.17958357134764	103.30570787161366	30.562475378759657	15.523910169901203	155.50442526686155	125.18817525645972	139.06567930929626	154.54524870966424
diagnostics	Mask-interpolated	Maximum	261.7175045708343	245.76537246925895	262.4889293662962	321.5679494587299	277.96382301346716	300.0613916473687	247.9102839795575	234.12422812201328
original	shape	Elongation	0.8470308280035325	0.8035230054170436	0.7866033636263932	0.7872342569716089	0.65635702289764	0.5584992410867875	1.0	0.8871932705409059
original	shape	Flatness	0.35482214434460546	0.46789947076342847	0.5712687552084229	0.6451831643702468	0.41857341035181655	0.4273071285682992	0.6123724356957945	0.6117423840751239
original	shape	LeastAxisLength	2.8757322106116323	3.5705842476285117	4.903272004120795	23.482710331069196	1.9878577215720257	2.7701986327506796	2.0	1.7535915407951628
original	shape	MajorAxisLength	8.10471459137202	7.631092725543627	8.583126522177594	36.396966982221706	4.749125654926825	6.482921644748318	3.2659863237109046	2.8665523044416292
original	shape	Maximum2DDiameterColumn	8.06225774829855	7.0710678118654755	9.486832980505138	42.579337712087536	4.123105625617661	7.280109889280518	3.1622776601683795	3.1622776601683795
original	shape	Maximum2DDiameterRow	7.0710678118654755	7.280109889280518	9.848857801796104	48.46648326421054	4.47213595499958	7.0710678118654755	3.605551275463989	3.1622776601683795
original	shape	Maximum2DDiameterSlice	8.94427190999916	8.602325267042627	8.06225774829855	35.84689665786984	4.0	4.47213595499958	3.1622776601683795	3.1622776601683795
original	shape	Maximum3DDiameter	9.0	8.660254037844387	10.63014581273465	48.507731342539614	4.58257569495584	7.3484692283495345	3.7416573867739413	3.3166247903554
original	shape	MeshVolume	103.75	113.41666666666667	156.875	15645.125	6.916666666666667	36.333333333333336	14.666666666666666	7.458333333333333
original	shape	MinorAxisLength	6.864943111062153	6.131758561444953	6.751516192775801	28.652939258269484	3.1171219762345754	3.6207068186170437	3.2659863237109046	2.5431859141541397
original	shape	Sphericity	0.7634106793759259	0.8260542967896208	0.7285268233148	0.6709030805583962	0.6026114115572381	0.7743999725511942	0.9090741261949199	0.8630374674009554
original	shape	SurfaceArea	139.86787081151198	137.17030870554063	193.08168070449585	4508.96672214089	29.132516680497503	68.50500321762145	31.874186431299808	21.390240472307745
original	shape	SurfaceVolumeRatio	1.3481240560145733	1.2094369614007991	1.2307995582756708	0.28820266518425963	4.211930122481567	1.8854588041547187	2.17323998395226	2.8679652029909826
original	shape	VoxelVolume	111.0	120.0	166.0	15710.0	12.0	42.0	18.0	10.0
original	firstorder	10Percentile	115.08019708654903	150.0286495390111	151.77463650551982	198.20799734824323	156.96030470845153	140.32124681923864	154.23982058856922	155.96374299769536
original	firstorder	90Percentile	231.648778441218	219.563230122987	236.67667688476422	300.00621059050934	247.71983150123611	278.133388070119	242.36469323382428	229.45145093501253
original	firstorder	Energy	25624532.321345486	28292220.940531608	40776100.85551972	4794028164.497448	3124960.044182508	11273418.783281656	4484580.162942821	2453025.042973855
original	firstorder	Entropy	2.805791993345594	2.2103883721990014	2.461397398783418	2.635916447108033	2.054585169337798	2.878035961910248	1.9942994759573016	1.9219280948873612
original	firstorder	InterquartileRange	62.50666572067644	41.247764249087	42.431492449609806	55.577229750240264	37.13042034427005	77.0262959291465	50.889554559686474	56.44064049708237
original	firstorder	Kurtosis	2.5618942399659375	2.7679306533269696	5.94704947999007	3.0941033932830426	2.458855369684462	2.0398720713450107	1.9955182001030387	1.4085265996289433
original	firstorder	Maximum	261.7175045708343	245.76537246925895	262.4889293662962	321.5679494587299	277.96382301346716	300.0613916473687	247.9102839795575	234.12422812201328
original	firstorder	MeanAbsoluteDeviation	36.64738760440452	23.392083263978645	29.457121730968222	30.671364507244093	27.586558547971254	42.33569895554855	28.482079291496152	26.54434232673242
original	firstorder	Mean	178.38285554473583	184.68729006224288	193.88278020656162	251.07409092448958	209.1039186647486	215.65565997864664	198.00725341119806	194.39270185498236
original	firstorder	Median	184.47673501789828	184.77091414538432	200.4841603157924	252.09466981647822	215.1813832264811	222.33406075841924	187.03112173454753	192.53417860725813
original	firstorder	Minimum	63.17958357134764	103.30570787161366	30.562475378759657	15.523910169901203	155.50442526686155	125.18817525645972	139.06567930929626	154.54524870966424
original	firstorder	Range	198.53792099948666	142.4596645976453	231.92645398753655	306.0440392888287	122.45939774660562	174.87321639090896	108.84460467026125	79.57897941234904
original	firstorder	RobustMeanAbsoluteDeviation	26.931054576687366	16.462517672192757	17.370243277781604	22.47892893967062	14.380821940281265	30.12281087013727	21.429499723493507	23.233055481871894
original	firstorder	RootMeanSquared	480.470230643527	485.55999406640103	495.61997718033854	552.410847466186	510.3071006905636	518.0875726508767	499.1426072634075	495.2802280501267
original	firstorder	Skewness	-0.4924762927895642	-0.1800418934964934	-1.5268033569140491	-0.5708270215745261	0.06874469008118682	-0.16398849701466187	-0.044010729682644766	-0.0041816175909095655
original	firstorder	TotalEnergy	25624532.321345486	28292220.940531608	40776100.85551972	4794028164.497448	3124960.044182508	11273418.783281656	4484580.162942821	2453025.042973855
original	firstorder	Uniformity	0.16370424478532583	0.24583333333333338	0.22543184787342144	0.18173597602308875	0.2777777777777778	0.14172335600907027	0.29012345679012347	0.28
original	firstorder	Variance	2001.48605550846	846.7386898826421	1718.9611956763733	1475.0907100572958	1226.5370154060038	2513.97326726392	1132.1179355470415	878.3606499160753
original	glcm	Autocorrelation	33.670383608842855	16.293525010413966	57.70332937235997	115.36965987305507	11.008333333333335	25.041877579434136	14.188034188034187	4.9692307692307685
original	glcm	JointAverage	5.7515480482765104	4.003431469478034	7.516434999843133	10.687841181581271	3.2430555555555554	4.8425308288996085	3.759615384615385	2.2615384615384615
original	glcm	ClusterProminence	178.2789462489094	26.135652957089533	281.4017091450035	138.16175412512257	22.968711419753088	292.6413077566457	24.758246527777775	8.17771452991453
original	glcm	ClusterShade	-13.445347296344504	-0.05548516793321652	-26.617287962568998	-6.440021615575367	0.7987654320987659	-22.26930494059325	-2.1402243589743546	0.6138632478632471
original	glcm	ClusterTendency	7.638169803107498	2.998130868339034	6.380152280139841	6.638371901184069	1.8773148148148149	10.27368521841564	3.1479700854700856	1.5743589743589743
original	glcm	Contrast	5.284032193784474	1.9378651278383077	1.6004798034501453	2.081243005432102	2.2583333333333333	4.074627069762816	3.019230769230769	2.905128205128205
original	glcm	Correlation	0.18447367467862436	0.21460975466536839	0.5830005043294202	0.5203733890667487	-0.12342930895193356	0.4157949212093111	0.02328279619096654	-0.3192791687703804
original	glcm	DifferenceAverage	1.8332308203393286	1.0771976513765844	0.9354978077733769	0.9835868930076235	1.097222222222222	1.6079533588583361	1.3205128205128203	1.405128205128205
original	glcm	DifferenceEntropy	2.2180837514422493	1.722783060583423	1.6436126014826653	1.8529688548844352	0.7552336408986946	1.943525111583699	1.4337285658091403	0.7222900754982647
original	glcm	DifferenceVariance	1.6709231303409031	0.7469250317461393	0.6894935263870313	1.097685991968155	0.35435185185185186	1.406117959785769	1.0566239316239316	0.5586324786324787
original	glcm	JointEnergy	0.03974367991270332	0.07081119261760738	0.07531945848005014	0.053535318825626683	0.4324074074074074	0.05358018152903391	0.16056801994301992	0.31554487179487184
original	glcm	JointEntropy	4.990938057817118	4.150989587299197	4.114756216523914	4.757131821771334	1.5400373214903078	4.384125513295773	2.793004995014072	1.8191341301490906
original	glcm	Imc1	-0.20350124721563567	-0.08835349587079942	-0.2056478552649015	-0.12960887961709178	-0.5417304603026029	-0.40779190010618943	-0.338899607337344	-0.8661917512702038
original	glcm	Imc2	0.8150210478166037	0.5431789335824755	0.7666919683520832	0.6761403010153862	0.6977550583709206	0.9393078324734667	0.7511312838540748	0.9506092220653856
original	glcm	Idm	0.39101828145037903	0.5462134207340091	0.5972439891462756	0.6075609349950031	0.5675	0.4263523108512462	0.501470588235294	0.4474358974358975
original	glcm	Idmn	0.9438163924425977	0.9529100352970563	0.9847935690737448	0.9883891665105774	0.9466141141141141	0.9449222505681086	0.9062774718478969	0.8647028657616893
original	glcm	Id	0.4636546660671549	0.5829445338272081	0.6255841083519732	0.6371891929885474	0.6060185185185184	0.4859488381151277	0.566292735042735	0.5115384615384615
original	glcm	Idn	0.8438070252494104	0.8603984535530967	0.9197275754929735	0.9344911744726725	0.8621362433862433	0.8454808225962072	0.8159531440781441	0.764871794871795
original	glcm	InverseVariance	0.3936463191779161	0.522134122381586	0.5083444190729124	0.46044672239204254	0.44853395061728385	0.47922904039985487	0.31112001424501423	0.4316595441595442
original	glcm	MaximumProbability	0.08550453543647368	0.13577496297743316	0.1329402164090464	0.11806923682043162	0.4708333333333334	0.08650966303681236	0.22275641025641027	0.3576923076923077
original	glcm	SumEntropy	3.2472257596881984	2.760092907908432	2.9856763396847743	3.334268673867012	0.8344817659347524	3.0204791388706482	2.0686460206550987	0.8281084891234501
original	glcm	SumSquares	3.230550499222993	1.2339989990443354	1.9951580208974964	2.1799037266540426	1.0339120370370372	3.5870780720446143	1.5418002136752138	1.119871794871795
original	glrlm	GrayLevelNonUniformity	15.754865030759133	23.390220872809557	27.711232430478198	1745.9265964593267	3.1207070707070703	5.483982547520613	4.358886375062845	2.6041514041514042
original	glrlm	GrayLevelNonUniformityNormalized	0.15848209172926683	0.23484174328252486	0.20980501840097257	0.16602773079874747	0.27514845423936335	0.14240942443328536	0.2770262926898596	0.2778308816404055
original	glrlm	GrayLevelVariance	3.440811712590285	1.3806893602119976	3.0360139898028375	2.867081276422369	1.9966903887358434	3.9780775484379842	1.7170989569470323	1.3500567862472623
original	glrlm	HighGrayLevelRunEmphasis	34.96359891304162	16.63427365120787	54.35179698559083	111.68077677895151	10.196969696969697	21.60076348144137	13.470506535947713	6.327472527472527
original	glrlm	LongRunEmphasis	1.4130768297505552	1.7168284245285066	1.9431301240476915	3.337801823979859	1.1863636363636363	1.2864177049375036	1.4964932126696833	1.2271062271062272
original	glrlm	LongRunHighGrayLevelEmphasis	50.696455847215944	28.98892565339873	111.15204859758343	384.9312307736112	11.469696969696969	28.395430180398577	21.815642282554048	7.353113553113554
original	glrlm	LongRunLowGrayLevelEmphasis	0.08376181189261812	0.1555623290305543	0.056284090756137335	0.03129721545853171	0.4051715067340067	0.2415786077680792	0.2556885125132674	0.620538258038258
original	glrlm	LowGrayLevelRunEmphasis	0.06759798468563259	0.10248837968481159	0.03689873488993076	0.010218357443092048	0.3229429713804714	0.1922093458922855	0.2016786457460477	0.4718559218559219
original	glrlm	RunEntropy	3.270858033787638	2.9488789404220417	3.3538314851306072	4.035503935906625	2.2145634090649002	3.1600915801055836	2.405655307503746	2.050012241012556
original	glrlm	RunLengthNonUniformity	81.52349966529053	70.64583654433842	88.14402060616928	5719.104867226952	10.157575757575758	32.71200343055779	12.41945701357466	8.437118437118437
original	glrlm	RunLengthNonUniformityNormalized	0.8096747902090171	0.7027289688630566	0.6614007498977	0.5413570519740668	0.8906887052341598	0.840307978765927	0.7731976976310886	0.8863499815880769
original	glrlm	RunPercentage	0.8946638946638947	0.8294871794871796	0.7956441149212234	0.6692307692307692	0.9444444444444445	0.9175824175824178	0.8717948717948718	0.9384615384615385
original	glrlm	RunVariance	0.13168455671811863	0.23555990999274673	0.3312355021351501	1.0761184054180144	0.05465564738292011	0.07984601061703646	0.11340115118445568	0.05682500920596159
original	glrlm	ShortRunEmphasis	0.9136013074767759	0.860642897350824	0.8375376897586645	0.7633533942886845	0.9534090909090908	0.928395573765624	0.8758766968325791	0.9432234432234432
original	glrlm	ShortRunHighGrayLevelEmphasis	31.680463807428218	14.185403930192852	44.56300401641799	83.55402446972458	9.878787878787877	19.90209680670207	11.384222599296127	6.071062271062273
original	glrlm	ShortRunLowGrayLevelEmphasis	0.06409428205291569	0.09190898646799377	0.03349269901962776	0.008080434890950252	0.30238583754208753	0.17986703042333707	0.18817617905424278	0.43468533781033786
original	glszm	GrayLevelNonUniformity	3.6666666666666665	3.0	2.8	97.53269537480064	1.0	2.0	1.0	1.0
original	glszm	GrayLevelNonUniformityNormalized	0.1527777777777778	0.23076923076923078	0.14	0.15555453807783196	0.2	0.14285714285714285	0.2	0.25
original	glszm	GrayLevelVariance	5.206597222222221	2.1301775147928996	6.010000000000001	3.388918141373442	2.96	4.428571428571428	2.0	1.25
original	glszm	HighGrayLevelZoneEmphasis	27.375	12.076923076923077	38.5	74.70653907496013	13.2	20.428571428571427	11.0	7.5
original	glszm	LargeAreaEmphasis	62.041666666666664	244.6153846153846	266.5	60964.81020733652	8.0	12.857142857142858	18.8	7.0
original	glszm	LargeAreaHighGrayLevelEmphasis	2434.6666666666665	4047.5384615384614	16330.25	7338193.712918661	67.6	307.92857142857144	282.6	33.0
original	glszm	LargeAreaLowGrayLevelEmphasis	2.1199978282207943	17.418311965811963	4.863119740488789	525.6286134655312	2.4611111111111112	1.814166362973761	2.2768888888888887	4.423611111111111
original	glszm	LowGrayLevelZoneEmphasis	0.14318306064709835	0.20807692307692308	0.09869586955152432	0.017897499271269705	0.29027777777777775	0.21723649578879173	0.2927222222222222	0.3559027777777778
original	glszm	SizeZoneNonUniformity	8.666666666666666	2.5384615384615383	4.8	171.00637958532695	1.4	3.4285714285714284	1.4	2.5
original	glszm	SizeZoneNonUniformityNormalized	0.3611111111111111	0.1952662721893491	0.24	0.2727374475045087	0.28	0.24489795918367346	0.28	0.625
original	glszm	SmallAreaEmphasis	0.604043577149924	0.3257165907489924	0.4895805148327961	0.5316778356060974	0.4802222222222222	0.32913194444444444	0.30963718820861674	0.203125
original	glszm	SmallAreaHighGrayLevelEmphasis	14.526028874509143	2.6926988079268375	14.862174048058014	38.96432320375105	8.894222222222222	7.7544097222222215	1.8256235827664402	1.828125
original	glszm	SmallAreaLowGrayLevelEmphasis	0.118920636430708	0.07452510482620982	0.0760308348026189	0.010617440981092118	0.08179166666666667	0.05572188928481446	0.10380073696145123	0.04210069444444445
original	glszm	ZoneEntropy	3.7364405016961393	3.392747410448781	4.084183719779183	5.398576315176505	2.321928094887361	3.664497779200457	2.321928094887361	1.9999999999999987
original	glszm	ZonePercentage	0.21621621621621623	0.10833333333333334	0.12048192771084337	0.039910884786760026	0.4166666666666667	0.3333333333333333	0.2777777777777778	0.4
original	glszm	ZoneVariance	40.651041666666664	159.40828402366867	197.61000000000004	60337.01602273045	2.24	3.8571428571428568	5.84	0.75
original	gldm	DependenceEntropy	4.911011062180018	4.981506537730644	5.408845721277885	6.64779529492408	2.459147917027243	3.7675833523614335	2.752715278979702	2.321928094887361
original	gldm	DependenceNonUniformity	18.333333333333332	13.916666666666666	14.650602409638553	860.9778485041375	4.666666666666667	10.047619047619047	5.0	4.4
original	gldm	DependenceNonUniformityNormalized	0.16516516516516516	0.11597222222222223	0.088256641021919	0.05480444611738622	0.3888888888888889	0.23922902494331066	0.2777777777777778	0.44
original	gldm	DependenceVariance	2.9497605713821926	7.062222222222223	10.841631586587313	27.695633354551244	0.5555555555555556	1.693877551020408	3.2222222222222223	0.64
original	gldm	GrayLevelNonUniformity	18.17117117117117	29.5	37.42168674698795	2855.0721833227244	3.3333333333333335	5.9523809523809526	5.222222222222222	2.8
original	gldm	GrayLevelVariance	3.3062251440629824	1.2955555555555556	2.715669908549862	2.4868918141959555	1.9722222222222223	4.025510204081632	1.6944444444444444	1.36
original	gldm	HighGrayLevelEmphasis	35.31531531531532	16.766666666666666	55.58433734939759	113.77797581158498	10.0	21.785714285714285	13.944444444444445	6.2
original	gldm	LargeDependenceEmphasis	16.92792792792793	36.583333333333336	50.69879518072289	119.85563335455124	6.0	11.571428571428571	22.0	7.4
original	gldm	LargeDependenceHighGrayLevelEmphasis	652.1621621621622	630.9166666666666	3104.0542168674697	14052.72705283259	42.5	283.54761904761904	389.27777777777777	28.2
original	gldm	LargeDependenceLowGrayLevelEmphasis	0.644453142201158	2.5635810185185184	0.9556687122640221	1.070653494627112	2.638888888888889	1.865323567919231	1.9722839506172842	5.338888888888889
original	gldm	LowGrayLevelEmphasis	0.0644580450632038	0.0976273148148148	0.03351954112747286	0.009815002631896524	0.3298611111111111	0.19048013848396503	0.18848765432098766	0.4847222222222222
original	gldm	SmallDependenceEmphasis	0.20229073461216318	0.09160122931443451	0.1044816920679813	0.05100630707503809	0.3055555555555555	0.19702380952380955	0.14101851851851854	0.18472222222222223
original	gldm	SmallDependenceHighGrayLevelEmphasis	5.74081229188372	1.1750592476401736	4.059110641779216	4.500689165074234	4.652777777777778	4.315046296296296	1.1117592592592593	1.484722222222222
original	gldm	SmallDependenceLowGrayLevelEmphasis	0.02932195876431987	0.015333373383025593	0.01082831608066663	0.0007718634965248136	0.061246141975308636	0.034902443340651956	0.046067386831275724	0.05590277777777778
original	ngtdm	Busyness	0.35534213989402225	0.9385793779278119	0.21908886877269898	10.629374450158801	0.24888632872503844	0.2539175369930948	0.26785841609371025	1.0874716553287982
original	ngtdm	Coarseness	0.05716965544074347	0.05390084250090385	0.0499989048826988	0.0006158823706419317	0.3888288844314149	0.16775662440967887	0.22399893523976122	0.32841578480946665
original	ngtdm	Complexity	36.47016654638698	10.162213801654167	30.47885756567646	56.694231756935075	8.555819160997734	24.248088108829155	9.598871405594096	6.335740740740741
original	ngtdm	Contrast	0.11394461728940028	0.06790610388924465	0.040840047153696206	0.026956653146820716	0.1606930665784832	0.1586923987806758	0.16976086730988688	0.23780211640211646
original	ngtdm	Strength	1.3600179529886118	0.5596398672046634	2.5106921499509136	0.05383592028190744	5.182028491416048	3.2293917227227684	2.1872734803769287	2.0588546788713216
exponential	firstorder	10Percentile	7.15850431257431	28.80633990790725	16.910296534225182	32.082316104691856	17.261895576329074	14.447960999012754	15.239909719032948	15.49961732193805
exponential	firstorder	90Percentile	52.56544984811085	136.71451797242636	82.15846242334115	190.49037476411036	89.6219713939005	197.79735266609248	70.81697742785958	56.4061749782205
exponential	firstorder	Energy	11921513.00528804	17316469.97578881	19981424.97090669	2548328798.184302	1521160.467234971	6671204.441041177	2069760.794431201	1123223.4032756032
exponential	firstorder	Entropy	1.4378528039661633	2.7361062584689595	1.9596338729006575	2.9562902169930925	2.1258145836939097	3.029022637869677	1.87764028317342	1.5709505944546676
exponential	firstorder	InterquartileRange	25.623595011256352	59.4818071527183	33.39484584259212	89.6634724425817	28.900796663854152	90.19199300598176	35.295086687757816	32.13819378399448
exponential	firstorder	Kurtosis	3.205675328471306	4.175482772618762	3.202881584298447	2.0992754674237486	4.989233523546938	3.7870906665913333	1.8429710862832116	1.4276031905909363
exponential	firstorder	Maximum	87.91289953851891	245.76537246925898	132.88195446032836	277.798396291283	154.29631642485762	300.06139164736857	77.98959679362041	61.2099901080746
exponential	firstorder	MeanAbsoluteDeviation	14.784190857326529	38.39352581428228	20.491098191723882	48.59909219801115	25.60025559463786	61.02170364531464	19.401948158410335	15.844472465849103
exponential	firstorder	Mean	27.22798860043643	76.60816731773957	45.983897383344996	98.61273463843652	54.14773504689876	90.58166479056054	38.3941924689438	34.709857535487785
exponential	firstorder	Median	23.458689492029333	62.69795926425081	41.866239724021625	82.37077286578744	49.44452293996779	68.66369305170886	26.755962031629032	29.50758295929078
exponential	firstorder	Minimum	2.946466875330702	10.112026312762339	1.7670235666029925	1.3121174314113517	16.75931804053139	10.802224980902126	11.517045105096466	15.117508761262695
exponential	firstorder	Range	84.96643266318821	235.65334615649664	131.11493089372536	276.4862788598716	137.53699838432624	289.25916666646646	66.47255168852394	46.09248134681191
exponential	firstorder	RobustMeanAbsoluteDeviation	10.909951075834236	24.799285514888478	13.829012073971702	37.71903501733211	10.52016777792258	37.97134235193519	14.913047330466133	13.828162170261086
exponential	firstorder	RootMeanSquared	327.72094541798515	379.8735532580634	346.9438426391525	402.75379244092085	356.0384421232922	398.5451053233133	339.09690473629126	335.1452525809672
exponential	firstorder	Skewness	0.8345109449631892	1.2565543441436755	0.6682310810582321	0.5630608738659804	1.5450788510803544	1.2673470373748765	0.5934877468810764	0.28580181500793916
exponential	firstorder	TotalEnergy	11921513.00528804	17316469.97578881	19981424.97090669	2548328798.184302	1521160.467234971	6671204.441041177	2069760.794431201	1123223.4032756032
exponential	firstorder	Uniformity	0.42326109893677466	0.18013888888888888	0.30577732617215847	0.14707724871669473	0.25	0.14058956916099774	0.29012345679012347	0.33999999999999997
exponential	firstorder	Variance	322.8615421706797	2470.2047744801903	665.172696652024	3318.5051096117395	1342.7540307325298	6284.164106605118	476.08130502480225	291.6515961337841
exponential	glcm	Autocorrelation	2.6219693573880796	14.148412320567683	6.3870496880418255	23.912610115576094	9.391666666666667	29.33920926358709	5.502136752136753	3.7730769230769234
exponential	glcm	JointAverage	1.6077618711905208	3.6321630416910926	2.4531443629506238	4.581047473537188	2.9805555555555556	5.138140404090629	2.373397435897436	1.9512820512820512
exponential	glcm	ClusterProminence	4.819015841102056	353.1726533797425	21.66180938802972	568.703207324672	27.7184561728395	2293.9848918703187	5.8369161491720085	2.3706136752136753
exponential	glcm	ClusterShade	1.0841273822300683	30.77578632808978	1.9626815753631979	32.409935323348606	2.011506172839505	69.91814181107651	0.12465500356125357	0.07913390313390317
exponential	glcm	ClusterTendency	1.259558867808892	9.698211219910808	2.694620019903755	16.137913790426996	2.0557407407407404	30.60327690503049	1.5703792735042736	0.8876923076923077
exponential	glcm	Contrast	1.114037190601395	5.887699084994818	1.229229886047548	4.433322233728459	3.6777777777777776	19.384658893143055	2.2339743589743586	1.3743589743589741
exponential	glcm	Correlation	0.059706132556354645	0.24176305475839863	0.3743822415436418	0.5683864221744643	-0.1697103155848018	0.22560296513240213	-0.13895585284340123	-0.3632152179339109
exponential	glcm	DifferenceAverage	0.7285208098365322	1.7968068616568142	0.7697676026320147	1.4072818655274846	1.25	3.3191350504698915	1.204059829059829	0.935897435897436
exponential	glcm	DifferenceEntropy	1.465088494459964	2.38827698975459	1.5609337292052017	2.289951418988665	0.7552336408986947	2.8107724613516853	1.4625282868692326	0.8161555243382553
exponential	glcm	DifferenceVariance	0.5314055071316955	2.5735413677659387	0.6149220394082289	2.409376236090533	0.7761111111111111	7.8104014714291115	0.6723498338081673	0.38743589743589746
exponential	glcm	JointEnergy	0.19834733012570543	0.04125427054921497	0.12149172048634571	0.03695763263392041	0.4411574074074074	0.044453843008617225	0.13601762820512822	0.33050213675213674
exponential	glcm	JointEntropy	2.7875047497896506	5.01714050560905	3.581801002300556	5.481451203672238	1.5150373214903077	4.716742636540548	3.0332321718788506	1.7678520788670393
exponential	glcm	Imc1	-0.10928664389299374	-0.17170539601730303	-0.14672620820791168	-0.12648788244795756	-0.5513252157729944	-0.5063397861085986	-0.35210143784309633	-0.7410904723681695
exponential	glcm	Imc2	0.4682609068235253	0.775643537544756	0.627523991037031	0.7033287602396953	0.7005874110543884	0.9764075021981872	0.8134636951494093	0.8774365343393282
exponential	glcm	Idm	0.6742912331582201	0.4274662390327179	0.6604815432763531	0.54048378399175	0.5869180492709904	0.3156231162135329	0.5009615384615385	0.5758974358974359
exponential	glcm	Idmn	0.9427684498642895	0.9510914008687379	0.9693814677423835	0.9729083119763515	0.9414644386641785	0.9119054270633481	0.8932805429864253	0.882800788954635
exponential	glcm	Id	0.6941020650090123	0.4903649274258975	0.6827441829327451	0.5855546742859006	0.6241666666666666	0.393292673922118	0.5439814814814814	0.6051282051282052
exponential	glcm	Idn	0.8664732114638805	0.8620863795802511	0.8977921440988221	0.9058059010403416	0.871436588103255	0.8200513588645092	0.7905881155881155	0.787948717948718
exponential	glcm	InverseVariance	0.4468242118913769	0.409961914252882	0.4481710131961847	0.38698580727927434	0.3781558641975309	0.2647415900798359	0.5450498575498574	0.5522435897435897
exponential	glcm	MaximumProbability	0.3192297929554608	0.09177864176292812	0.2642631863435945	0.09534155287794346	0.4916666666666667	0.09557684020353704	0.19391025641025636	0.39615384615384613
exponential	glcm	SumEntropy	1.9664457884248372	3.3541350682513644	2.6462010552700117	3.807470138761777	0.7844817659347525	3.4477578706891574	1.8957265360980127	0.8588777198926809
exponential	glcm	SumSquares	0.5933990146025717	3.8964775762264066	0.9809624764878256	5.142809006038863	1.4333796296296295	12.496983949543388	0.951088408119658	0.5655128205128205
exponential	glrlm	GrayLevelNonUniformity	31.550082764353178	17.847769681227263	33.53499357780371	1469.0661555092108	2.7651515151515156	5.225856868539795	4.786969679390494	3.141941391941392
exponential	glrlm	GrayLevelNonUniformityNormalized	0.38591960044132334	0.17027319347155226	0.2741976648676414	0.13359158372891244	0.24758953168044076	0.13543649113274808	0.29123687486064676	0.3434432961218675
exponential	glrlm	GrayLevelVariance	0.6092183834373573	4.142978883323602	1.1565399510428493	5.29719430793969	2.669654882154882	10.696822502791978	0.9376555820051966	0.6847231307052735
exponential	glrlm	HighGrayLevelRunEmphasis	3.5291033904366804	17.257285126624875	7.146033909723166	24.73189676053087	9.992676767676768	28.940628049164633	5.61958705572959	4.324023199023198
exponential	glrlm	LongRunEmphasis	3.1005220437161727	1.503344280552998	2.405270443671489	3.037820311407411	1.2363636363636363	1.2849161715015371	1.3167681865645666	1.3104395604395604
exponential	glrlm	LongRunHighGrayLevelEmphasis	7.241827929791934	23.061303626809497	13.872957083277132	78.81701663911802	11.29949494949495	33.001424646546596	7.317011350891442	5.586843711843712
exponential	glrlm	LongRunLowGrayLevelEmphasis	2.3380502371103193	0.29008744401373066	0.7998227287778399	0.3830969101235563	0.4495549314001695	0.442694238690733	0.5323735607271618	0.6739460385293718
exponential	glrlm	LowGrayLevelRunEmphasis	0.5820446410037137	0.20270594359993513	0.3216410792150439	0.15181453673925133	0.3520170526122907	0.2815557732169017	0.41168259696493104	0.5044303690137023
exponential	glrlm	RunEntropy	2.5277705477360377	3.3095165263054747	3.0584330058729816	4.211854843164006	2.326981025197734	3.307080894676449	2.150071640013748	1.8048739880002527
exponential	glrlm	RunLengthNonUniformity	50.167413131555186	81.70158374394663	71.68199876991831	6477.942374954287	9.724242424242425	32.66996049435074	13.978733031674208	7.838827838827839
exponential	glrlm	RunLengthNonUniformityNormalized	0.5876312069596108	0.7751707221532163	0.5778598848245478	0.5863160415061721	0.864022038567493	0.8399027913705104	0.8388173102516329	0.8423091458805743
exponential	glrlm	RunPercentage	0.7283437283437283	0.8730769230769231	0.7358665430954587	0.6996768349409979	0.9305555555555555	0.9175824175824177	0.9145299145299146	0.9153846153846155
exponential	glrlm	RunVariance	0.8376213235966941	0.17486422462140186	0.48695880165378747	0.9642014724348047	0.06798898071625344	0.08004860431474474	0.0928808305364503	0.07884542705971277
exponential	glrlm	ShortRunEmphasis	0.7759655550957238	0.900411281013965	0.7813273237232565	0.7934464590140945	0.9409090909090909	0.9287709571246159	0.9273825753180955	0.9223901098901097
