Image type	Feature Class	Feature Name	1: RTSTRUCT: ANON_27_segment_Rt Cerebellar	1: RTSTRUCT: ANON_27_segment_Lt Occipital	1: RTSTRUCT: ANON_27_segment_Rt Mesial Frontal
log-sigma-3-0-mm-3D	gldm	HighGrayLevelEmphasis	10.000912616929044	4.207207207207207	2.6875
log-sigma-3-0-mm-3D	gldm	LargeDependenceEmphasis	263.2413871777321	172.45045045045046	23.75
log-sigma-3-0-mm-3D	gldm	LargeDependenceHighGrayLevelEmphasis	2168.0292037417294	598.027027027027	64.4375
log-sigma-3-0-mm-3D	gldm	LargeDependenceLowGrayLevelEmphasis	41.57076430115738	69.1393893893894	13.578125
log-sigma-3-0-mm-3D	gldm	LowGrayLevelEmphasis	0.14341692262881273	0.3583583583583584	0.578125
log-sigma-3-0-mm-3D	gldm	SmallDependenceEmphasis	0.01127753957119026	0.022171670658525724	0.05373263888888888
log-sigma-3-0-mm-3D	gldm	SmallDependenceHighGrayLevelEmphasis	0.1906344610572104	0.16802388800568716	0.14524305555555556
log-sigma-3-0-mm-3D	gldm	SmallDependenceLowGrayLevelEmphasis	0.0010654110337804722	0.0041199982251807574	0.03085503472222222
log-sigma-3-0-mm-3D	ngtdm	Busyness	14.054409563200498	5.526483945925104	1.6331168831168832
log-sigma-3-0-mm-3D	ngtdm	Coarseness	0.0027560131053180827	0.037753953251813355	0.4453280318091451
log-sigma-3-0-mm-3D	ngtdm	Complexity	6.533994611702912	0.8632621993395514	0.2806919642857143
log-sigma-3-0-mm-3D	ngtdm	Contrast	0.010223101150864267	0.03320676664951021	0.06866455078125
log-sigma-3-0-mm-3D	ngtdm	Strength	0.06175195809218447	0.083809212687915	0.448
log-sigma-4-0-mm-3D	firstorder	10Percentile	-64.85269622802734	-39.44428176879883	-44.12280082702637
log-sigma-4-0-mm-3D	firstorder	90Percentile	-18.710033798217765	-14.153339099884032	-23.72123146057129
log-sigma-4-0-mm-3D	firstorder	Energy	290971704.44702935	16522530.685202137	1125135.4013885679
log-sigma-4-0-mm-3D	firstorder	Entropy	1.6477815949785692	0.9501866467511045	0.5435644431995957
log-sigma-4-0-mm-3D	firstorder	InterquartileRange	26.538771629333496	14.568716049194336	12.840560913085938
log-sigma-4-0-mm-3D	firstorder	Kurtosis	2.988086316192545	2.41106585883312	2.012662994673198
log-sigma-4-0-mm-3D	firstorder	Maximum	39.65641784667969	-2.365713357925415	-20.342252731323242
log-sigma-4-0-mm-3D	firstorder	MeanAbsoluteDeviation	14.760622664096537	7.8430123033195365	6.5521732568740845
log-sigma-4-0-mm-3D	firstorder	Mean	-42.97211064928992	-27.352539398648716	-34.93313491344452
log-sigma-4-0-mm-3D	firstorder	Median	-44.74810028076172	-28.18568992614746	-35.503028869628906
log-sigma-4-0-mm-3D	firstorder	Minimum	-87.90059661865234	-43.21969223022461	-45.57748031616211
log-sigma-4-0-mm-3D	firstorder	Range	127.55701446533203	40.853978872299194	25.235227584838867
log-sigma-4-0-mm-3D	firstorder	RobustMeanAbsoluteDeviation	10.878766343201109	5.773071572184563	4.708369890848796
log-sigma-4-0-mm-3D	firstorder	RootMeanSquared	257.65563420540417	272.81094900554655	265.1809996715177
log-sigma-4-0-mm-3D	firstorder	Skewness	0.46956022560553917	0.4337195878789894	0.40738928489327225
log-sigma-4-0-mm-3D	firstorder	TotalEnergy	290971704.44702935	16522530.685202137	2159534.076858703
log-sigma-4-0-mm-3D	firstorder	Uniformity	0.35629409231496073	0.5341287233179125	0.78125
log-sigma-4-0-mm-3D	firstorder	Variance	323.0899337081657	89.17612494152557	60.519619971301815
log-sigma-4-0-mm-3D	glcm	Autocorrelation	7.562714265509289	1.790975150519676	1.2121212121212122
log-sigma-4-0-mm-3D	glcm	JointAverage	2.679889637697	1.2983047466917956	1.093560606060606
log-sigma-4-0-mm-3D	glcm	ClusterProminence	9.442246982453197	0.825836282294664	0.32444748530888645
log-sigma-4-0-mm-3D	glcm	ClusterShade	1.2314811996122172	0.4164237238112521	0.21481456437654778
log-sigma-4-0-mm-3D	glcm	ClusterTendency	1.8210140721421302	0.6280925979515646	0.20191230486685036
log-sigma-4-0-mm-3D	glcm	Contrast	0.30184359564706426	0.20787817911142126	0.13712121212121212
log-sigma-4-0-mm-3D	glcm	Correlation	0.7132369985802449	0.49903919720398765	0.17449494949494904
log-sigma-4-0-mm-3D	glcm	DifferenceAverage	0.29900030475360856	0.20787817911142126	0.13712121212121212
log-sigma-4-0-mm-3D	glcm	DifferenceEntropy	0.8688960536449599	0.7230176155407584	0.5139972380436889
log-sigma-4-0-mm-3D	glcm	DifferenceVariance	0.20634855835610794	0.16151015829384974	0.11191230486685032
log-sigma-4-0-mm-3D	glcm	JointEnergy	0.22866989302755103	0.4205044531746574	0.7185709366391185
log-sigma-4-0-mm-3D	glcm	JointEntropy	2.5604379877459635	1.5633948484664926	0.7683673485622211
log-sigma-4-0-mm-3D	glcm	Imc1	-0.34062905194078785	-0.21709345992910614	-0.2726474370573909
log-sigma-4-0-mm-3D	glcm	Imc2	0.7948753215072716	0.5337584955007035	0.31652685608383857
log-sigma-4-0-mm-3D	glcm	Idm	0.8507841767125413	0.8960609104442894	0.9314393939393939
log-sigma-4-0-mm-3D	glcm	Idmn	0.9918535918374851	0.9584243641777158	0.9725757575757576
log-sigma-4-0-mm-3D	glcm	Id	0.8509737294387717	0.8960609104442894	0.9314393939393939
log-sigma-4-0-mm-3D	glcm	Idn	0.9573364438011532	0.9307072736295263	0.9542929292929294
log-sigma-4-0-mm-3D	glcm	InverseVariance	0.2965124252218348	0.20787817911142126	0.13712121212121212
log-sigma-4-0-mm-3D	glcm	MaximumProbability	0.3443562819829362	0.5977561637524936	0.837878787878788
log-sigma-4-0-mm-3D	glcm	SumEntropy	2.254012491063681	1.3555166693550713	0.6312461364410091
log-sigma-4-0-mm-3D	glcm	SumSquares	0.5307144169472986	0.20899269426574651	0.08475837924701561
log-sigma-4-0-mm-3D	glrlm	GrayLevelNonUniformity	578.8092208199107	52.403512508483345	4.2023809523809526
log-sigma-4-0-mm-3D	glrlm	GrayLevelNonUniformityNormalized	0.3293269553659318	0.5054819339244777	0.6236536281179139
log-sigma-4-0-mm-3D	glrlm	GrayLevelVariance	0.7087165749295596	0.24725903303776114	0.18817318594104307
log-sigma-4-0-mm-3D	glrlm	HighGrayLevelRunEmphasis	10.123629480962299	2.5422767551281655	1.7767857142857144
log-sigma-4-0-mm-3D	glrlm	LongRunEmphasis	13.033265025855645	7.061091616730338	7.005952380952381
log-sigma-4-0-mm-3D	glrlm	LongRunHighGrayLevelEmphasis	90.92545674618678	12.545295696923741	8.157738095238095
log-sigma-4-0-mm-3D	glrlm	LongRunLowGrayLevelEmphasis	2.4073808712163283	5.690040596681988	6.7180059523809526
log-sigma-4-0-mm-3D	glrlm	LowGrayLevelRunEmphasis	0.14480187164977487	0.6144308112179587	0.8058035714285714
log-sigma-4-0-mm-3D	glrlm	RunEntropy	3.943090573839837	2.6558667762820085	1.8097961713511683
log-sigma-4-0-mm-3D	glrlm	RunLengthNonUniformity	489.25259385073764	32.93440078362026	2.4523809523809526
log-sigma-4-0-mm-3D	glrlm	RunLengthNonUniformityNormalized	0.26242431941309996	0.3049932456209194	0.3647250566893424
log-sigma-4-0-mm-3D	glrlm	RunPercentage	0.3982519875743696	0.4681219681219681	0.421875
log-sigma-4-0-mm-3D	glrlm	RunVariance	5.246071278864266	1.7332988346883407	1.1442743764172336
log-sigma-4-0-mm-3D	glrlm	ShortRunEmphasis	0.4853588209928047	0.5015610250143052	0.3672007275132275
log-sigma-4-0-mm-3D	glrlm	ShortRunHighGrayLevelEmphasis	5.9053557621332775	1.566765488734655	1.0502364417989418
log-sigma-4-0-mm-3D	glrlm	ShortRunLowGrayLevelEmphasis	0.058899742662838046	0.23525990908421768	0.19644179894179895
log-sigma-4-0-mm-3D	glszm	GrayLevelNonUniformity	6.363636363636363	1.0	1.0
log-sigma-4-0-mm-3D	glszm	GrayLevelNonUniformityNormalized	0.2892561983471074	0.5	0.5
log-sigma-4-0-mm-3D	glszm	GrayLevelVariance	1.785123966942149	0.25	0.25
log-sigma-4-0-mm-3D	glszm	HighGrayLevelZoneEmphasis	19.272727272727273	2.5	2.5
log-sigma-4-0-mm-3D	glszm	LargeAreaEmphasis	307471.4090909091	13162.0	100.0
log-sigma-4-0-mm-3D	glszm	LargeAreaHighGrayLevelEmphasis	2261485.409090909	23248.0	106.0
log-sigma-4-0-mm-3D	glszm	LargeAreaLowGrayLevelEmphasis	51224.63458333334	10640.5	98.5
log-sigma-4-0-mm-3D	glszm	LowGrayLevelZoneEmphasis	0.14609848484848484	0.625	0.625
log-sigma-4-0-mm-3D	glszm	SizeZoneNonUniformity	2.909090909090909	1.0	1.0
log-sigma-4-0-mm-3D	glszm	SizeZoneNonUniformityNormalized	0.1322314049586777	0.5	0.5
log-sigma-4-0-mm-3D	glszm	SmallAreaEmphasis	0.32196471427071455	9.987070378419065e-05	0.12755102040816327
log-sigma-4-0-mm-3D	glszm	SmallAreaHighGrayLevelEmphasis	7.528156716550043	0.00032295220289186465	0.5025510204081632
log-sigma-4-0-mm-3D	glszm	SmallAreaLowGrayLevelEmphasis	0.015058680031334225	4.410032900727215e-05	0.03380102040816327
log-sigma-4-0-mm-3D	glszm	ZoneEntropy	4.06148218672077	0.9999999999999993	0.9999999999999993
log-sigma-4-0-mm-3D	glszm	ZonePercentage	0.005019393109742185	0.009009009009009009	0.125
log-sigma-4-0-mm-3D	glszm	ZoneVariance	267779.902892562	841.0	36.0
log-sigma-4-0-mm-3D	gldm	DependenceEntropy	5.556950022350415	4.997793365174662	2.483458593344347
log-sigma-4-0-mm-3D	gldm	DependenceNonUniformity	228.98402920374173	12.522522522522523	3.5
log-sigma-4-0-mm-3D	gldm	DependenceNonUniformityNormalized	0.05224367538301203	0.056407759110461815	0.21875
log-sigma-4-0-mm-3D	gldm	DependenceVariance	35.67306107552936	37.42115088061034	3.859375
log-sigma-4-0-mm-3D	gldm	GrayLevelNonUniformity	1561.6370066164727	118.57657657657657	12.5
log-sigma-4-0-mm-3D	gldm	GrayLevelVariance	0.608994503008195	0.23293563834104375	0.109375
log-sigma-4-0-mm-3D	gldm	HighGrayLevelEmphasis	8.35295459730778	2.108108108108108	1.375
log-sigma-4-0-mm-3D	gldm	LargeDependenceEmphasis	312.74401095140314	257.31531531531533	35.5
log-sigma-4-0-mm-3D	gldm	LargeDependenceHighGrayLevelEmphasis	2048.1184120465437	394.8018018018018	37.0
log-sigma-4-0-mm-3D	gldm	LargeDependenceLowGrayLevelEmphasis	59.84480017491824	222.9436936936937	35.125
log-sigma-4-0-mm-3D	gldm	LowGrayLevelEmphasis	0.1663918041929678	0.722972972972973	0.90625
log-sigma-4-0-mm-3D	gldm	SmallDependenceEmphasis	0.008528997314745842	0.011268266164410838	0.058605274864575466
log-sigma-4-0-mm-3D	gldm	SmallDependenceHighGrayLevelEmphasis	0.12422356404011857	0.036665068179224825	0.15235527486457545
log-sigma-4-0-mm-3D	gldm	SmallDependenceLowGrayLevelEmphasis	0.0009652198316332727	0.004919065660707343	0.03516777486457546
log-sigma-4-0-mm-3D	ngtdm	Busyness	20.230530639842275	107.474796507843	0.8525
log-sigma-4-0-mm-3D	ngtdm	Coarseness	0.002682607478780348	0.04303334502859458	0.93841642228739
log-sigma-4-0-mm-3D	ngtdm	Complexity	4.215917162954486	0.20934949404985245	0.133203125
log-sigma-4-0-mm-3D	ngtdm	Contrast	0.010713101506315296	0.051162018191627745	0.0171142578125
log-sigma-4-0-mm-3D	ngtdm	Strength	0.04191818295661824	0.04101713221072919	0.7988587731811697
log-sigma-5-0-mm-3D	firstorder	10Percentile	-72.17344665527344	-29.237586212158202	-28.613545417785645
log-sigma-5-0-mm-3D	firstorder	90Percentile	-20.51691398620605	-6.941173076629639	-8.688960552215576
log-sigma-5-0-mm-3D	firstorder	Energy	280816169.2946745	17617495.883864954	1260341.0113693178
log-sigma-5-0-mm-3D	firstorder	Entropy	1.7891088876916552	0.9674209723690013	0.8112781244591322
log-sigma-5-0-mm-3D	firstorder	InterquartileRange	28.982053756713867	13.400693655014038	11.271430969238281
log-sigma-5-0-mm-3D	firstorder	Kurtosis	3.1209458081473773	2.235497235726163	1.9555518168145842
log-sigma-5-0-mm-3D	firstorder	Maximum	41.76514434814453	3.1412160396575928	-5.49471378326416
log-sigma-5-0-mm-3D	firstorder	MeanAbsoluteDeviation	16.379432371814367	7.245385862259827	6.393263220787048
log-sigma-5-0-mm-3D	firstorder	Mean	-47.688712069562875	-18.42441273916949	-19.440746665000916
log-sigma-5-0-mm-3D	firstorder	Median	-49.30934524536133	-19.345459938049316	-19.48353385925293
log-sigma-5-0-mm-3D	firstorder	Minimum	-95.35165405273438	-33.36787033081055	-30.796232223510742
log-sigma-5-0-mm-3D	firstorder	Range	137.1167984008789	36.50908637046814	25.301518440246582
log-sigma-5-0-mm-3D	firstorder	RobustMeanAbsoluteDeviation	11.851447041679656	5.504790793026774	4.628442446390788
log-sigma-5-0-mm-3D	firstorder	RootMeanSquared	253.11933452801236	281.70567897534346	280.6622760731879
log-sigma-5-0-mm-3D	firstorder	Skewness	0.4164937212641863	0.3486236264944254	0.2608219643099266
log-sigma-5-0-mm-3D	firstorder	TotalEnergy	280816169.2946745	17617495.883864954	2419041.618595949
log-sigma-5-0-mm-3D	firstorder	Uniformity	0.3357080529490639	0.5858696534372209	0.625
log-sigma-5-0-mm-3D	firstorder	Variance	408.41149478789833	73.27822567769269	57.81857869016037
log-sigma-5-0-mm-3D	glcm	Autocorrelation	6.837463121372428	3.159699991022077	3.230681818181818
log-sigma-5-0-mm-3D	glcm	JointAverage	2.5138371996270825	1.7419659718061302	1.7785984848484846
log-sigma-5-0-mm-3D	glcm	ClusterProminence	17.571087269396216	1.176143452017047	0.6946911484262548
log-sigma-5-0-mm-3D	glcm	ClusterShade	1.50419735061361	-0.437986196972844	-0.3994391730667557
log-sigma-5-0-mm-3D	glcm	ClusterTendency	2.3112711027945725	0.6836791538068978	0.47782311753902673
log-sigma-5-0-mm-3D	glcm	Contrast	0.2422551711815396	0.18359511973691606	0.21022727272727273
log-sigma-5-0-mm-3D	glcm	Correlation	0.8092667809698674	0.5788345242364369	0.3666537667698654
log-sigma-5-0-mm-3D	glcm	DifferenceAverage	0.24138308456976884	0.18359511973691606	0.21022727272727273
log-sigma-5-0-mm-3D	glcm	DifferenceEntropy	0.7888684362459654	0.6652143947106747	0.6726803248561484
log-sigma-5-0-mm-3D	glcm	DifferenceVariance	0.18105268425509863	0.14535455442352266	0.1500361570247934
log-sigma-5-0-mm-3D	glcm	JointEnergy	0.23563410029587478	0.44378961254511423	0.5059386478420569
log-sigma-5-0-mm-3D	glcm	JointEntropy	2.6318424271810748	1.5939990398586517	1.3132891163381488
log-sigma-5-0-mm-3D	glcm	Imc1	-0.4487033484655676	-0.29446414986282027	-0.2670933417446181
log-sigma-5-0-mm-3D	glcm	Imc2	0.8795202634417273	0.620292310433319	0.5187242340481281
log-sigma-5-0-mm-3D	glcm	Idm	0.8793956663762924	0.9082024401315418	0.8948863636363636
log-sigma-5-0-mm-3D	glcm	Idmn	0.9934560984273033	0.9816404880263083	0.9579545454545455
log-sigma-5-0-mm-3D	glcm	Id	0.879453805483744	0.9082024401315418	0.8948863636363636
log-sigma-5-0-mm-3D	glcm	Idn	0.965532275179529	0.954101220065771	0.9299242424242423
log-sigma-5-0-mm-3D	glcm	InverseVariance	0.24062000878446943	0.18359511973691606	0.21022727272727273
log-sigma-5-0-mm-3D	glcm	MaximumProbability	0.3844830883432946	0.6245687764655272	0.6734848484848485
log-sigma-5-0-mm-3D	glcm	SumEntropy	2.388165202516036	1.4104039201217362	1.1030618436108763
log-sigma-5-0-mm-3D	glcm	SumSquares	0.6383815684940282	0.21681856838595343	0.17201259756657486
log-sigma-5-0-mm-3D	glrlm	GrayLevelNonUniformity	460.2374336692603	53.21796740014697	4.061904761904763
log-sigma-5-0-mm-3D	glrlm	GrayLevelNonUniformityNormalized	0.2968052817871611	0.5284584329036682	0.5443990929705216
log-sigma-5-0-mm-3D	glrlm	GrayLevelVariance	0.9004730537526768	0.2774989467719655	0.2278004535147392
log-sigma-5-0-mm-3D	glrlm	HighGrayLevelRunEmphasis	9.24852583158466	3.3847532208864943	2.9142857142857146
log-sigma-5-0-mm-3D	glrlm	LongRunEmphasis	15.900126684894405	7.650718636925585	5.75
log-sigma-5-0-mm-3D	glrlm	LongRunHighGrayLevelEmphasis	100.31714803266333	26.06344994679836	20.2
log-sigma-5-0-mm-3D	glrlm	LongRunLowGrayLevelEmphasis	3.65074267230037	3.1168275223396567	2.1375
log-sigma-5-0-mm-3D	glrlm	LowGrayLevelRunEmphasis	0.19574984450285776	0.457634650946553	0.5214285714285714
log-sigma-5-0-mm-3D	glrlm	RunEntropy	4.3276253089940475	2.958181432709194	1.8462969848536637
log-sigma-5-0-mm-3D	glrlm	RunLengthNonUniformity	353.55850177839517	30.362134740207566	3.026190476190476
log-sigma-5-0-mm-3D	glrlm	RunLengthNonUniformityNormalized	0.21752723500494572	0.2869155182583692	0.40715419501133787
log-sigma-5-0-mm-3D	glrlm	RunPercentage	0.35105916214745786	0.45114345114345117	0.46875
log-sigma-5-0-mm-3D	glrlm	RunVariance	6.229952696545632	1.712100706149023	0.7199773242630385
log-sigma-5-0-mm-3D	glrlm	ShortRunEmphasis	0.42087786417090456	0.44484659668372506	0.37351190476190477
log-sigma-5-0-mm-3D	glrlm	ShortRunHighGrayLevelEmphasis	4.877284924037584	1.6082172458364379	0.8369047619047619
log-sigma-5-0-mm-3D	glrlm	ShortRunLowGrayLevelEmphasis	0.06434509742766434	0.20395970138520136	0.2576636904761905
log-sigma-5-0-mm-3D	glszm	GrayLevelNonUniformity	6.0	1.5	1.0
log-sigma-5-0-mm-3D	glszm	GrayLevelNonUniformityNormalized	0.3	0.375	0.5
log-sigma-5-0-mm-3D	glszm	GrayLevelVariance	1.7	0.6875	0.25
log-sigma-5-0-mm-3D	glszm	HighGrayLevelZoneEmphasis	17.7	5.75	2.5
log-sigma-5-0-mm-3D	glszm	LargeAreaEmphasis	315062.05	7216.5	80.0
log-sigma-5-0-mm-3D	glszm	LargeAreaHighGrayLevelEmphasis	2025083.45	26450.5	296.0
log-sigma-5-0-mm-3D	glszm	LargeAreaLowGrayLevelEmphasis	61161.78880555555	2412.722222222222	26.0
log-sigma-5-0-mm-3D	glszm	LowGrayLevelZoneEmphasis	0.15844444444444444	0.3680555555555556	0.625
log-sigma-5-0-mm-3D	glszm	SizeZoneNonUniformity	2.2	1.0	1.0
log-sigma-5-0-mm-3D	glszm	SizeZoneNonUniformityNormalized	0.11	0.25	0.5
log-sigma-5-0-mm-3D	glszm	SmallAreaEmphasis	0.2584622179481418	0.265711712377847	0.034722222222222224
log-sigma-5-0-mm-3D	glszm	SmallAreaHighGrayLevelEmphasis	5.666774815857368	2.390741009252847	0.04513888888888889
log-sigma-5-0-mm-3D	glszm	SmallAreaLowGrayLevelEmphasis	0.012385544763229653	0.02959327704798592	0.03211805555555555
log-sigma-5-0-mm-3D	glszm	ZoneEntropy	3.84643934467101	1.9999999999999987	0.9999999999999993
log-sigma-5-0-mm-3D	glszm	ZonePercentage	0.004563084645220169	0.018018018018018018	0.125
log-sigma-5-0-mm-3D	glszm	ZoneVariance	267035.3275	4136.25	16.0
log-sigma-5-0-mm-3D	gldm	DependenceEntropy	5.821745715975542	5.06462539142064	2.6022170014624804
log-sigma-5-0-mm-3D	gldm	DependenceNonUniformity	240.56422541638148	12.9009009009009	3.5
log-sigma-5-0-mm-3D	gldm	DependenceNonUniformityNormalized	0.05488574615933869	0.058112166220274326	0.21875
log-sigma-5-0-mm-3D	gldm	DependenceVariance	35.52993523553476	29.863890917944975	2.6875
log-sigma-5-0-mm-3D	gldm	GrayLevelNonUniformity	1471.4083960757473	130.06306306306305	10.0
log-sigma-5-0-mm-3D	gldm	GrayLevelVariance	0.7229603269304917	0.22441360279198114	0.1875
log-sigma-5-0-mm-3D	gldm	HighGrayLevelEmphasis	7.512890714122747	3.3423423423423424	3.25
log-sigma-5-0-mm-3D	gldm	LargeDependenceEmphasis	354.9548254620123	263.0450450450451	30.25
log-sigma-5-0-mm-3D	gldm	LargeDependenceHighGrayLevelEmphasis	2154.9183207848505	888.018018018018	111.625
log-sigma-5-0-mm-3D	gldm	LargeDependenceLowGrayLevelEmphasis	86.46151823966335	107.05705705705707	9.90625
log-sigma-5-0-mm-3D	gldm	LowGrayLevelEmphasis	0.22087471797601846	0.43943943943943947	0.4375
log-sigma-5-0-mm-3D	gldm	SmallDependenceEmphasis	0.0072085846257103885	0.012410616065894657	0.04795519770408164
log-sigma-5-0-mm-3D	gldm	SmallDependenceHighGrayLevelEmphasis	0.09442564568045161	0.07417583463722513	0.12671662414965987
log-sigma-5-0-mm-3D	gldm	SmallDependenceLowGrayLevelEmphasis	0.0010283966705767378	0.0037121653881382255	0.028264841092687072
log-sigma-5-0-mm-3D	ngtdm	Busyness	18.061438076758545	3.3540972014057355	0.6182142857142857
log-sigma-5-0-mm-3D	ngtdm	Coarseness	0.0033345934881113606	0.05425221816424695	0.6470248411322935
log-sigma-5-0-mm-3D	ngtdm	Complexity	3.569024844488541	0.6129351752273845	0.19319196428571428
log-sigma-5-0-mm-3D	ngtdm	Contrast	0.010789650675331396	0.013388274480927498	0.03837890625
log-sigma-5-0-mm-3D	ngtdm	Strength	0.054292665794492344	0.14284594354641453	0.6106870229007634
wavelet-LLH	firstorder	10Percentile	-54.85350810031407	-68.95641320962375	7.318670676242839
wavelet-LLH	firstorder	90Percentile	33.1150807227627	33.837107438807635	72.19323294739573
wavelet-LLH	firstorder	Energy	375312404.2712831	16663349.567246754	1942234.346885826
wavelet-LLH	firstorder	Entropy	2.5815710222856407	2.518262154250516	2.0217822215997967
wavelet-LLH	firstorder	InterquartileRange	39.349872361708925	43.281314676214095	20.332548710685373
wavelet-LLH	firstorder	Kurtosis	4.4143637546980905	3.984645045368536	3.1441424097208763
wavelet-LLH	firstorder	Maximum	164.5705723918012	109.18150417741315	86.56442752275915
wavelet-LLH	firstorder	MeanAbsoluteDeviation	27.21042002682728	31.039806935537353	19.639427024219394
wavelet-LLH	firstorder	Mean	-9.692953868829672	-29.139236073274468	47.433832672143296
wavelet-LLH	firstorder	Median	-9.605099425167538	-39.620705191266374	54.918467049353936
wavelet-LLH	firstorder	Minimum	-166.73608773540082	-130.3839126893731	-11.751143036783198
wavelet-LLH	firstorder	Range	331.306660127202	239.56541686678622	98.31557055954235
wavelet-LLH	firstorder	RobustMeanAbsoluteDeviation	17.083503000777597	19.20225295382866	10.51372024265063
wavelet-LLH	firstorder	RootMeanSquared	292.6245264063623	273.97104442950933	348.41017017355296
wavelet-LLH	firstorder	Skewness	0.410584235726629	0.9637459620130775	-0.8884100012414542
wavelet-LLH	firstorder	TotalEnergy	375312404.2712831	16663349.567246754	3727836.8916034405
wavelet-LLH	firstorder	Uniformity	0.2115875698159499	0.2410924437951465	0.2890625
wavelet-LLH	firstorder	Variance	1350.9324211423652	1694.5797508268452	679.3785951092559
wavelet-LLH	glcm	Autocorrelation	51.561627615053794	26.786686993483784	12.328030303030303
wavelet-LLH	glcm	JointAverage	7.133817292070107	5.141419104554893	3.4511363636363637
wavelet-LLH	glcm	ClusterProminence	147.4537823927339	147.75021681500033	30.887838687589642
wavelet-LLH	glcm	ClusterShade	5.851119275110097	11.21359799939428	-4.592127723516153
wavelet-LLH	glcm	ClusterTendency	5.556799124658723	5.619792196721151	3.0513429752066115
wavelet-LLH	glcm	Contrast	2.8772239224080898	4.282013511074619	1.3856060606060607
wavelet-LLH	glcm	Correlation	0.3068316484032788	0.08258858657232356	0.37965757812399037
wavelet-LLH	glcm	DifferenceAverage	1.1798985663803359	1.3411902619850933	0.8651515151515152
wavelet-LLH	glcm	DifferenceEntropy	1.997849273868035	2.1279662663171512	1.402169789188203
wavelet-LLH	glcm	DifferenceVariance	1.4073711165832454	2.269656945100288	0.5672635445362718
wavelet-LLH	glcm	JointEnergy	0.060779136495132495	0.08904061215903282	0.13577508034894398
wavelet-LLH	glcm	JointEntropy	4.821124798857979	4.277885386990539	3.106741857343751
wavelet-LLH	glcm	Imc1	-0.08281613141975769	-0.19691457586126282	-0.3521540413671683
wavelet-LLH	glcm	Imc2	0.4797062413549673	0.7368483739504389	0.8554278304780035
wavelet-LLH	glcm	Idm	0.5558387939345436	0.5528104696894532	0.619469696969697
wavelet-LLH	glcm	Idmn	0.9863079239227776	0.9705051651006388	0.9525341376000604
wavelet-LLH	glcm	Id	0.5944491307337327	0.5940503108736269	0.6416666666666667
wavelet-LLH	glcm	Idn	0.9276369432149264	0.9034830023934272	0.8673069985569986
wavelet-LLH	glcm	InverseVariance	0.4592038471159633	0.4101825442789577	0.5278093434343435
wavelet-LLH	glcm	MaximumProbability	0.13895133207555677	0.1962856102956504	0.23068181818181818
wavelet-LLH	glcm	SumEntropy	3.2025744167063626	2.966887114354054	2.319909936391923
wavelet-LLH	glcm	SumSquares	2.1085057617667022	2.475451426948943	1.109237258953168
wavelet-LLH	glrlm	GrayLevelNonUniformity	602.4203740160763	34.6797235362933	3.1390692640692643
wavelet-LLH	glrlm	GrayLevelNonUniformityNormalized	0.18746930866997544	0.2020751415124339	0.25629731920316334
wavelet-LLH	glrlm	GrayLevelVariance	2.6691264418185736	3.1840198588770017	1.4911215002529938
wavelet-LLH	glrlm	HighGrayLevelRunEmphasis	53.44898892637897	32.99431972007167	12.281655844155845
wavelet-LLH	glrlm	LongRunEmphasis	2.6866354949158664	2.4285512185265663	2.1185064935064934
wavelet-LLH	glrlm	LongRunHighGrayLevelEmphasis	140.07799963345738	70.3772130042203	28.501623376623378
wavelet-LLH	glrlm	LongRunLowGrayLevelEmphasis	0.060215991092819755	0.11584836888407647	0.35864177489177496
wavelet-LLH	glrlm	LowGrayLevelRunEmphasis	0.024051075385295273	0.05152858766355492	0.22228467712842714
wavelet-LLH	glrlm	RunEntropy	3.7924881906552224	3.519058524159927	2.689785231184744
wavelet-LLH	glrlm	RunLengthNonUniformity	1977.020630066181	112.99190072860627	7.7754329004329
wavelet-LLH	glrlm	RunLengthNonUniformityNormalized	0.604720475613838	0.6413528029412827	0.6266485588725849
wavelet-LLH	glrlm	RunPercentage	0.7322522332789274	0.766112266112266	0.765625
wavelet-LLH	glrlm	RunVariance	0.7195849568919535	0.5549751345102696	0.374161372537996
wavelet-LLH	glrlm	ShortRunEmphasis	0.8018815668808265	0.8176791912090354	0.8042196518759018
wavelet-LLH	glrlm	ShortRunHighGrayLevelEmphasis	43.226743038195536	28.336482882243637	9.568204365079364
wavelet-LLH	glrlm	ShortRunLowGrayLevelEmphasis	0.019713132354513944	0.04271985097988621	0.19343579489087304
wavelet-LLH	glszm	GrayLevelNonUniformity	29.419753086419753	3.9166666666666665	1.3333333333333333
wavelet-LLH	glszm	GrayLevelNonUniformityNormalized	0.12106894274246811	0.16319444444444445	0.2222222222222222
wavelet-LLH	glszm	GrayLevelVariance	7.944046469880946	5.859375	1.6666666666666665
wavelet-LLH	glszm	HighGrayLevelZoneEmphasis	66.21810699588477	43.375	10.666666666666666
wavelet-LLH	glszm	LargeAreaEmphasis	14792.893004115227	458.1666666666667	11.333333333333334
wavelet-LLH	glszm	LargeAreaHighGrayLevelEmphasis	750875.9958847737	11306.833333333334	163.66666666666666
wavelet-LLH	glszm	LargeAreaLowGrayLevelEmphasis	302.5216898377652	20.387179203793675	1.4306018518518517
wavelet-LLH	glszm	LowGrayLevelZoneEmphasis	0.03265572480850516	0.08292048299206939	0.26245370370370374
wavelet-LLH	glszm	SizeZoneNonUniformity	47.89711934156379	4.166666666666667	1.6666666666666667
