Image type	Feature Class	Feature Name	1: RTSTRUCT: ANON_segment_R atrium	1: RTSTRUCT: ANON_segment_L temporal
wavelet-LLH	gldm	SmallDependenceLowGrayLevelEmphasis	0.000957544	0.007574442
wavelet-LLH	ngtdm	Busyness	14.68261036	0.544794674
wavelet-LLH	ngtdm	Coarseness	0.000684945	0.032364183
wavelet-LLH	ngtdm	Complexity	31.29004746	14.13319468
wavelet-LLH	ngtdm	Contrast	0.011049291	0.015864266
wavelet-LLH	ngtdm	Strength	0.03710752	0.956851198
wavelet-LHL	firstorder	10Percentile	-36.00987919	-20.25207347
wavelet-LHL	firstorder	90Percentile	29.3462462	8.82936118
wavelet-LHL	firstorder	Energy	1029835148	19119218.97
wavelet-LHL	firstorder	Entropy	2.200671881	1.385515149
wavelet-LHL	firstorder	InterquartileRange	29.87349319	12.57508561
wavelet-LHL	firstorder	Kurtosis	4.698636005	5.720097919
wavelet-LHL	firstorder	Maximum	170.1699745	50.45035411
wavelet-LHL	firstorder	MeanAbsoluteDeviation	20.29099281	9.22188614
wavelet-LHL	firstorder	Mean	-3.179336266	-4.146694422
wavelet-LHL	firstorder	Median	-3.183426723	-3.937645515
wavelet-LHL	firstorder	Minimum	-146.2765845	-47.61102689
wavelet-LHL	firstorder	Range	316.446559	98.061381
wavelet-LHL	firstorder	RobustMeanAbsoluteDeviation	12.80700058	5.419844523
wavelet-LHL	firstorder	RootMeanSquared	298.0863829	296.1466517
wavelet-LHL	firstorder	Skewness	0.027710713	0.232727029
wavelet-LHL	firstorder	TotalEnergy	1029835148	19119218.97
wavelet-LHL	firstorder	Uniformity	0.271570773	0.459893948
wavelet-LHL	firstorder	Variance	752.9852319	173.6608802
wavelet-LHL	glcm	Autocorrelation	41.14869926	5.244751578
wavelet-LHL	glcm	JointAverage	6.376366621	2.271335827
wavelet-LHL	glcm	ClusterProminence	54.18319534	3.691220867
wavelet-LHL	glcm	ClusterShade	0.552921529	0.544202263
wavelet-LHL	glcm	ClusterTendency	3.536188044	0.912023863
wavelet-LHL	glcm	Contrast	1.573756507	0.569717896
wavelet-LHL	glcm	Correlation	0.382581382	0.229820141
wavelet-LHL	glcm	DifferenceAverage	0.862539013	0.465339424
wavelet-LHL	glcm	DifferenceEntropy	1.67427856	1.172760075
wavelet-LHL	glcm	DifferenceVariance	0.795145796	0.348705227
wavelet-LHL	glcm	JointEnergy	0.090555102	0.260738646
wavelet-LHL	glcm	JointEntropy	4.180372771	2.490919941
wavelet-LHL	glcm	Imc1	-0.092037747	-0.097507829
wavelet-LHL	glcm	Imc2	0.496158388	0.457562182
wavelet-LHL	glcm	Idm	0.635117828	0.777768135
wavelet-LHL	glcm	Idmn	0.991087376	0.979134792
wavelet-LHL	glcm	Id	0.659170752	0.783121325
wavelet-LHL	glcm	Idn	0.941534159	0.924813961
wavelet-LHL	glcm	InverseVariance	0.472672789	0.389170138
wavelet-LHL	glcm	MaximumProbability	0.183906615	0.44303688
wavelet-LHL	glcm	SumEntropy	2.911801407	1.869152703
wavelet-LHL	glcm	SumSquares	1.277486138	0.37043544
wavelet-LHL	glrlm	GrayLevelNonUniformity	1791.808672	51.75352363
wavelet-LHL	glrlm	GrayLevelNonUniformityNormalized	0.239286888	0.392281078
wavelet-LHL	glrlm	GrayLevelVariance	1.577936179	0.537182894
wavelet-LHL	glrlm	HighGrayLevelRunEmphasis	42.29535516	6.251944571
wavelet-LHL	glrlm	LongRunEmphasis	3.561012411	3.823821586
wavelet-LHL	glrlm	LongRunHighGrayLevelEmphasis	146.9103175	20.23946595
wavelet-LHL	glrlm	LongRunLowGrayLevelEmphasis	0.096690749	0.917665076
wavelet-LHL	glrlm	LowGrayLevelRunEmphasis	0.029137238	0.253422583
wavelet-LHL	glrlm	RunEntropy	3.75594769	2.968166845
wavelet-LHL	glrlm	RunLengthNonUniformity	3748.299676	56.91803918
wavelet-LHL	glrlm	RunLengthNonUniformityNormalized	0.491490515	0.424651161
wavelet-LHL	glrlm	RunPercentage	0.646107387	0.603740296
wavelet-LHL	glrlm	RunVariance	1.043888276	0.96119125
wavelet-LHL	glrlm	ShortRunEmphasis	0.721679116	0.662243072
wavelet-LHL	glrlm	ShortRunHighGrayLevelEmphasis	30.77806837	4.457377676
wavelet-LHL	glrlm	ShortRunLowGrayLevelEmphasis	0.02168209	0.174071876
wavelet-LHL	glszm	GrayLevelNonUniformity	37.19217082	2.555555556
wavelet-LHL	glszm	GrayLevelNonUniformityNormalized	0.13235648	0.283950617
wavelet-LHL	glszm	GrayLevelVariance	6.682032902	1.50617284
wavelet-LHL	glszm	HighGrayLevelZoneEmphasis	46.22419929	9.222222222
wavelet-LHL	glszm	LargeAreaEmphasis	122801.3808	2314
wavelet-LHL	glszm	LargeAreaHighGrayLevelEmphasis	4980330.822	11225
wavelet-LHL	glszm	LargeAreaLowGrayLevelEmphasis	3140.276027	532.5044444
wavelet-LHL	glszm	LowGrayLevelZoneEmphasis	0.062468354	0.310771605
wavelet-LHL	glszm	SizeZoneNonUniformity	58.20284698	1.888888889
wavelet-LHL	glszm	SizeZoneNonUniformityNormalized	0.207127569	0.209876543
wavelet-LHL	glszm	SmallAreaEmphasis	0.460750339	0.353001357
wavelet-LHL	glszm	SmallAreaHighGrayLevelEmphasis	21.31060431	4.868708234
wavelet-LHL	glszm	SmallAreaLowGrayLevelEmphasis	0.035656041	0.043133595
wavelet-LHL	glszm	ZoneEntropy	5.871376956	2.947702779
wavelet-LHL	glszm	ZonePercentage	0.024245039	0.041284404
wavelet-LHL	glszm	ZoneVariance	121100.1853	1727.283951
wavelet-LHL	gldm	DependenceEntropy	6.128043097	4.958334325
wavelet-LHL	gldm	DependenceNonUniformity	689.6324418	13.2293578
wavelet-LHL	gldm	DependenceNonUniformityNormalized	0.059502368	0.060685128
wavelet-LHL	gldm	DependenceVariance	21.32828154	25.8716438
wavelet-LHL	gldm	GrayLevelNonUniformity	3147.505263	100.2568807
wavelet-LHL	gldm	GrayLevelVariance	1.293415011	0.418167663
wavelet-LHL	gldm	HighGrayLevelEmphasis	41.85789474	5.78440367
wavelet-LHL	gldm	LargeDependenceEmphasis	125.3929249	153.6238532
wavelet-LHL	gldm	LargeDependenceHighGrayLevelEmphasis	5095.950733	731.0963303
wavelet-LHL	gldm	LargeDependenceLowGrayLevelEmphasis	3.284654332	36.14525229
wavelet-LHL	gldm	LowGrayLevelEmphasis	0.028191257	0.245914883
wavelet-LHL	gldm	SmallDependenceEmphasis	0.032443615	0.032044769
wavelet-LHL	gldm	SmallDependenceHighGrayLevelEmphasis	1.433072022	0.324638573
wavelet-LHL	gldm	SmallDependenceLowGrayLevelEmphasis	0.001556005	0.007298293
wavelet-LHL	ngtdm	Busyness	11.57910217	2.146185036
wavelet-LHL	ngtdm	Coarseness	0.000715254	0.036173641
wavelet-LHL	ngtdm	Complexity	46.70823745	4.067941184
wavelet-LHL	ngtdm	Contrast	0.010005658	0.016171938
wavelet-LHL	ngtdm	Strength	0.05833823	0.342236281
wavelet-LHH	firstorder	10Percentile	-9.623090513	-5.237434533
wavelet-LHH	firstorder	90Percentile	9.676880241	5.450718303
wavelet-LHH	firstorder	Energy	1043915913	19620680.79
wavelet-LHH	firstorder	Entropy	1.056355178	0.999028352
wavelet-LHH	firstorder	InterquartileRange	9.795808082	4.985897471
wavelet-LHH	firstorder	Kurtosis	4.15484317	6.109674438
wavelet-LHH	firstorder	Maximum	45.67109934	16.40841367
wavelet-LHH	firstorder	MeanAbsoluteDeviation	6.115899211	3.4654931
wavelet-LHH	firstorder	Mean	0.011673066	-0.034274527
wavelet-LHH	firstorder	Median	-0.024287517	-0.241752536
wavelet-LHH	firstorder	Minimum	-42.76577753	-23.13333648
wavelet-LHH	firstorder	Range	88.43687687	39.54175016
wavelet-LHH	firstorder	RobustMeanAbsoluteDeviation	4.093723156	2.107297775
wavelet-LHH	firstorder	RootMeanSquared	300.1173071	300.0052048
wavelet-LHH	firstorder	Skewness	-0.000858056	-0.326125541
wavelet-LHH	firstorder	TotalEnergy	1043915913	19620680.79
wavelet-LHH	firstorder	Uniformity	0.493574837	0.500673344
wavelet-LHH	firstorder	Variance	63.3940204	23.68644775
wavelet-LHH	glcm	Autocorrelation	6.283286504	2.196227916
wavelet-LHH	glcm	JointAverage	2.502480482	1.474226735
wavelet-LHH	glcm	ClusterProminence	0.679332781	0.544690541
wavelet-LHH	glcm	ClusterShade	-0.001088026	0.03191751
wavelet-LHH	glcm	ClusterTendency	0.569126982	0.54405478
wavelet-LHH	glcm	Contrast	0.485622134	0.452904575
wavelet-LHH	glcm	Correlation	0.079235022	0.091362984
wavelet-LHH	glcm	DifferenceAverage	0.474710806	0.452904575
wavelet-LHH	glcm	DifferenceEntropy	1.025302949	0.981848399
wavelet-LHH	glcm	DifferenceVariance	0.255301535	0.243900521
wavelet-LHH	glcm	JointEnergy	0.249390848	0.257619801
wavelet-LHH	glcm	JointEntropy	2.097659582	1.977722295
wavelet-LHH	glcm	Imc1	-0.019317377	-0.017912954
wavelet-LHH	glcm	Imc2	0.124938352	0.122316544
wavelet-LHH	glcm	Idm	0.76373573	0.773547713
wavelet-LHH	glcm	Idmn	0.971628435	0.909419085
wavelet-LHH	glcm	Id	0.764455714	0.773547713
wavelet-LHH	glcm	Idn	0.9054207	0.849031808
wavelet-LHH	glcm	InverseVariance	0.465233636	0.452904575
wavelet-LHH	glcm	MaximumProbability	0.273301024	0.299320978
wavelet-LHH	glcm	SumEntropy	1.585647344	1.52481772
wavelet-LHH	glcm	SumSquares	0.263687279	0.249239839
wavelet-LHH	glrlm	GrayLevelNonUniformity	2919.259571	68.14305979
wavelet-LHH	glrlm	GrayLevelNonUniformityNormalized	0.487982995	0.500194156
wavelet-LHH	glrlm	GrayLevelVariance	0.274495953	0.249902922
wavelet-LHH	glrlm	HighGrayLevelRunEmphasis	6.490688328	2.495950735
wavelet-LHH	glrlm	LongRunEmphasis	6.074348927	3.491080526
wavelet-LHH	glrlm	LongRunHighGrayLevelEmphasis	39.71569575	8.321899
wavelet-LHH	glrlm	LongRunLowGrayLevelEmphasis	1.095954215	2.283375907
wavelet-LHH	glrlm	LowGrayLevelRunEmphasis	0.185795654	0.626012316
wavelet-LHH	glrlm	RunEntropy	2.982218857	2.447285097
wavelet-LHH	glrlm	RunLengthNonUniformity	2211.151045	62.25771974
wavelet-LHH	glrlm	RunLengthNonUniformityNormalized	0.361592147	0.447034437
wavelet-LHH	glrlm	RunPercentage	0.516015132	0.624911785
wavelet-LHH	glrlm	RunVariance	1.955252595	0.762151668
wavelet-LHH	glrlm	ShortRunEmphasis	0.580972021	0.66108396
wavelet-LHH	glrlm	ShortRunHighGrayLevelEmphasis	3.765727356	1.689653716
wavelet-LHH	glrlm	ShortRunLowGrayLevelEmphasis	0.11003443	0.403941521
wavelet-LHH	glszm	GrayLevelNonUniformity	22.45833333	1
wavelet-LHH	glszm	GrayLevelNonUniformityNormalized	0.467881944	0.5
wavelet-LHH	glszm	GrayLevelVariance	2.131510417	0.25
wavelet-LHH	glszm	HighGrayLevelZoneEmphasis	7.479166667	2.5
wavelet-LHH	glszm	LargeAreaEmphasis	1381215.083	11897
wavelet-LHH	glszm	LargeAreaHighGrayLevelEmphasis	8958119.375	28434.5
wavelet-LHH	glszm	LargeAreaLowGrayLevelEmphasis	249936.6768	7762.625
wavelet-LHH	glszm	LowGrayLevelZoneEmphasis	0.575231481	0.625
wavelet-LHH	glszm	SizeZoneNonUniformity	19.5	1
wavelet-LHH	glszm	SizeZoneNonUniformityNormalized	0.40625	0.5
wavelet-LHH	glszm	SmallAreaEmphasis	0.643015048	8.45E-05
wavelet-LHH	glszm	SmallAreaHighGrayLevelEmphasis	4.331209499	0.000220563
wavelet-LHH	glszm	SmallAreaLowGrayLevelEmphasis	0.412502894	5.05E-05
wavelet-LHH	glszm	ZoneEntropy	2.538797412	1
wavelet-LHH	glszm	ZonePercentage	0.004141501	0.009174312
wavelet-LHH	glszm	ZoneVariance	1322912.957	16
wavelet-LHH	gldm	DependenceEntropy	4.732226035	4.792052811
wavelet-LHH	gldm	DependenceNonUniformity	1056.769802	16.42201835
wavelet-LHH	gldm	DependenceNonUniformityNormalized	0.091179448	0.075330359
wavelet-LHH	gldm	DependenceVariance	11.04335507	14.75515529
wavelet-LHH	gldm	GrayLevelNonUniformity	5720.532355	109.146789
wavelet-LHH	gldm	GrayLevelVariance	0.262940517	0.249663328
wavelet-LHH	gldm	HighGrayLevelEmphasis	6.506471096	2.444954128
wavelet-LHH	gldm	LargeDependenceEmphasis	195.5577222	130.3669725
wavelet-LHH	gldm	LargeDependenceHighGrayLevelEmphasis	1279.955824	303.7201835
wavelet-LHH	gldm	LargeDependenceLowGrayLevelEmphasis	35.07287293	87.02866972
wavelet-LHH	gldm	LowGrayLevelEmphasis	0.182982216	0.638761468
wavelet-LHH	gldm	SmallDependenceEmphasis	0.010257451	0.015648306
wavelet-LHH	gldm	SmallDependenceHighGrayLevelEmphasis	0.069200059	0.044514473
wavelet-LHH	gldm	SmallDependenceLowGrayLevelEmphasis	0.003213486	0.008431764
wavelet-LHH	ngtdm	Busyness	241.951647	55.24774829
wavelet-LHH	ngtdm	Coarseness	0.000380453	0.020339496
wavelet-LHH	ngtdm	Complexity	3.204382291	0.451058967
wavelet-LHH	ngtdm	Contrast	0.020391187	0.112728778
wavelet-LHH	ngtdm	Strength	0.002244361	0.020318585
wavelet-HLL	firstorder	10Percentile	-38.18945303	-30.69736849
wavelet-HLL	firstorder	90Percentile	35.51208857	20.25568397
wavelet-HLL	firstorder	Energy	1040970818	19414308.58
wavelet-HLL	firstorder	Entropy	2.399252577	1.900095911
wavelet-HLL	firstorder	InterquartileRange	34.0987975	29.96737034
wavelet-HLL	firstorder	Kurtosis	5.834274017	4.984068964
wavelet-HLL	firstorder	Maximum	197.213478	84.9563903
wavelet-HLL	firstorder	MeanAbsoluteDeviation	23.55056597	18.24736573
wavelet-HLL	firstorder	Mean	-2.096263569	-2.564185266
wavelet-HLL	firstorder	Median	-2.748761388	1.045786559
wavelet-HLL	firstorder	Minimum	-180.9329545	-93.59491233
wavelet-HLL	firstorder	Range	378.1464325	178.5513026
wavelet-HLL	firstorder	RobustMeanAbsoluteDeviation	14.51913732	11.88162673
wavelet-HLL	firstorder	RootMeanSquared	299.6936627	298.4232923
wavelet-HLL	firstorder	Skewness	0.15279134	-0.494353631
wavelet-HLL	firstorder	TotalEnergy	1040970818	19414308.58
wavelet-HLL	firstorder	Uniformity	0.244704615	0.342732093
wavelet-HLL	firstorder	Variance	1069.655298	588.39748
wavelet-HLL	glcm	Autocorrelation	71.04877259	19.44274786
wavelet-HLL	glcm	JointAverage	8.400041391	4.398695705
wavelet-HLL	glcm	ClusterProminence	118.1736194	14.55392145
wavelet-HLL	glcm	ClusterShade	1.226189836	-0.855833915
wavelet-HLL	glcm	ClusterTendency	4.501680837	1.773720035
wavelet-HLL	glcm	Contrast	2.549494509	1.400410386
wavelet-HLL	glcm	Correlation	0.273251401	0.106630594
wavelet-HLL	glcm	DifferenceAverage	1.084882921	0.759265925
wavelet-HLL	glcm	DifferenceEntropy	1.912525046	1.565121378
wavelet-HLL	glcm	DifferenceVariance	1.305749574	0.76921987
wavelet-HLL	glcm	JointEnergy	0.073253201	0.149017915
wavelet-HLL	glcm	JointEntropy	4.589868739	3.376810757
wavelet-HLL	glcm	Imc1	-0.077448152	-0.144330285
wavelet-HLL	glcm	Imc2	0.456003494	0.581679453
wavelet-HLL	glcm	Idm	0.580679791	0.680357432
wavelet-HLL	glcm	Idmn	0.990624644	0.980341396
wavelet-HLL	glcm	Id	0.614458872	0.699591165
wavelet-HLL	glcm	Idn	0.940451601	0.922001573
wavelet-HLL	glcm	InverseVariance	0.465676632	0.430428737
wavelet-HLL	glcm	MaximumProbability	0.155146435	0.238323585
wavelet-HLL	glcm	SumEntropy	3.044318929	2.317008388
wavelet-HLL	glcm	SumSquares	1.762793836	0.793532605
wavelet-HLL	glrlm	GrayLevelNonUniformity	1725.215088	45.2106425
wavelet-HLL	glrlm	GrayLevelNonUniformityNormalized	0.213793631	0.300832023
wavelet-HLL	glrlm	GrayLevelVariance	2.190887351	1.260102877
wavelet-HLL	glrlm	HighGrayLevelRunEmphasis	73.22405347	20.50773264
wavelet-HLL	glrlm	LongRunEmphasis	2.993609408	3.36889178
wavelet-HLL	glrlm	LongRunHighGrayLevelEmphasis	214.9015187	68.9407888
wavelet-HLL	glrlm	LongRunLowGrayLevelEmphasis	0.045573284	0.210091637
wavelet-HLL	glrlm	LowGrayLevelRunEmphasis	0.016074292	0.081205026
wavelet-HLL	glrlm	RunEntropy	3.778190229	3.229816239
wavelet-HLL	glrlm	RunLengthNonUniformity	4541.410182	80.38866193
wavelet-HLL	glrlm	RunLengthNonUniformityNormalized	0.552910844	0.520569575
wavelet-HLL	glrlm	RunPercentage	0.695493463	0.682427664
wavelet-HLL	glrlm	RunVariance	0.819119835	0.886847158
wavelet-HLL	glrlm	ShortRunEmphasis	0.7667196	0.735964641
wavelet-HLL	glrlm	ShortRunHighGrayLevelEmphasis	56.48292686	15.09108929
wavelet-HLL	glrlm	ShortRunLowGrayLevelEmphasis	0.012586576	0.06646573
wavelet-HLL	glszm	GrayLevelNonUniformity	55.03636364	2
wavelet-HLL	glszm	GrayLevelNonUniformityNormalized	0.125082645	0.142857143
wavelet-HLL	glszm	GrayLevelVariance	8.284498967	5.352040816
wavelet-HLL	glszm	HighGrayLevelZoneEmphasis	81.27045455	21.92857143
wavelet-HLL	glszm	LargeAreaEmphasis	69016.27273	1157.857143
wavelet-HLL	glszm	LargeAreaHighGrayLevelEmphasis	4811306.686	24540.92857
wavelet-HLL	glszm	LargeAreaLowGrayLevelEmphasis	1011.807796	58.60554756
wavelet-HLL	glszm	LowGrayLevelZoneEmphasis	0.024559631	0.227622793
wavelet-HLL	glszm	SizeZoneNonUniformity	93.63181818	4.142857143
wavelet-HLL	glszm	SizeZoneNonUniformityNormalized	0.212799587	0.295918367
wavelet-HLL	glszm	SmallAreaEmphasis	0.464851134	0.541326316
wavelet-HLL	glszm	SmallAreaHighGrayLevelEmphasis	36.83894731	12.87362452
wavelet-HLL	glszm	SmallAreaLowGrayLevelEmphasis	0.011509779	0.139027894
wavelet-HLL	glszm	ZoneEntropy	6.019640598	3.664497779
wavelet-HLL	glszm	ZonePercentage	0.037963762	0.064220183
wavelet-HLL	glszm	ZoneVariance	68322.42924	915.3877551
wavelet-HLL	gldm	DependenceEntropy	6.145048086	5.312434273
wavelet-HLL	gldm	DependenceNonUniformity	730.8697153	13.91743119
wavelet-HLL	gldm	DependenceNonUniformityNormalized	0.063060372	0.063841427
wavelet-HLL	gldm	DependenceVariance	19.39728069	22.16337009
wavelet-HLL	gldm	GrayLevelNonUniformity	2836.126488	74.71559633
wavelet-HLL	gldm	GrayLevelVariance	1.795641537	0.967953034
wavelet-HLL	gldm	HighGrayLevelEmphasis	72.64003451	20.48165138
wavelet-HLL	gldm	LargeDependenceEmphasis	98.91320104	107.853211
wavelet-HLL	gldm	LargeDependenceHighGrayLevelEmphasis	6999.15289	2176.545872
wavelet-HLL	gldm	LargeDependenceLowGrayLevelEmphasis	1.452666607	5.72729036
wavelet-HLL	gldm	LowGrayLevelEmphasis	0.015691896	0.072177189
wavelet-HLL	gldm	SmallDependenceEmphasis	0.047317023	0.063144203
wavelet-HLL	gldm	SmallDependenceHighGrayLevelEmphasis	3.638359716	1.348624612
wavelet-HLL	gldm	SmallDependenceLowGrayLevelEmphasis	0.000967874	0.012320045
wavelet-HLL	ngtdm	Busyness	7.370838861	0.580450205
wavelet-HLL	ngtdm	Coarseness	0.000671605	0.036741396
wavelet-HLL	ngtdm	Complexity	89.5372811	14.62259075
wavelet-HLL	ngtdm	Contrast	0.011629232	0.020328359
wavelet-HLL	ngtdm	Strength	0.081897905	0.776927988
wavelet-HLH	firstorder	10Percentile	-11.06055438	-7.909513739
wavelet-HLH	firstorder	90Percentile	11.5480272	6.646611758
wavelet-HLH	firstorder	Energy	1045703616	19540834.49
wavelet-HLH	firstorder	Entropy	1.179242857	1.10107964
wavelet-HLH	firstorder	InterquartileRange	11.12815553	8.131106992
wavelet-HLH	firstorder	Kurtosis	5.944693469	11.13255763
wavelet-HLH	firstorder	Maximum	62.8534521	46.48442094
wavelet-HLH	firstorder	MeanAbsoluteDeviation	7.300309407	5.417471893
wavelet-HLH	firstorder	Mean	0.210423452	-0.709861473
wavelet-HLH	firstorder	Median	0.019364825	-0.370470704
wavelet-HLH	firstorder	Minimum	-60.94271424	-25.11970667
wavelet-HLH	firstorder	Range	123.7961663	71.60412761
wavelet-HLH	firstorder	RobustMeanAbsoluteDeviation	4.674676121	3.400724065
wavelet-HLH	firstorder	RootMeanSquared	300.3741722	299.3941473
wavelet-HLH	firstorder	Skewness	0.202949091	1.089260123
wavelet-HLH	firstorder	TotalEnergy	1045703616	19540834.49
wavelet-HLH	firstorder	Uniformity	0.474848807	0.48821648
wavelet-HLH	firstorder	Variance	98.34495545	62.26844786
wavelet-HLH	glcm	Autocorrelation	12.31569344	6.142714291
wavelet-HLH	glcm	JointAverage	3.506711164	2.477679524
wavelet-HLH	glcm	ClusterProminence	1.31679876	0.622323706
wavelet-HLH	glcm	ClusterShade	0.078441417	0.028747331
wavelet-HLH	glcm	ClusterTendency	0.642853429	0.535060248
wavelet-HLH	glcm	Contrast	0.568232483	0.520363322
wavelet-HLH	glcm	Correlation	0.060636938	0.013608235
wavelet-HLH	glcm	DifferenceAverage	0.51720745	0.502626852
wavelet-HLH	glcm	DifferenceEntropy	1.114298053	1.015384402
wavelet-HLH	glcm	DifferenceVariance	0.294534891	0.251879708
wavelet-HLH	glcm	JointEnergy	0.23419309	0.259127567
wavelet-HLH	glcm	JointEntropy	2.303129078	2.053520691
wavelet-HLH	glcm	Imc1	-0.031836681	-0.055948264
wavelet-HLH	glcm	Imc2	0.222187897	0.302872259
wavelet-HLH	glcm	Idm	0.746448807	0.750460221
wavelet-HLH	glcm	Idmn	0.984913745	0.969703389
wavelet-HLH	glcm	Id	0.749121345	0.751642652
wavelet-HLH	glcm	Idn	0.926985579	0.900065845
wavelet-HLH	glcm	InverseVariance	0.479567569	0.487107441
wavelet-HLH	glcm	MaximumProbability	0.260296056	0.311494331
wavelet-HLH	glcm	SumEntropy	1.682879916	1.507816311
wavelet-HLH	glcm	SumSquares	0.302771478	0.263855893
wavelet-HLH	glrlm	GrayLevelNonUniformity	2870.301536	68.4460536
wavelet-HLH	glrlm	GrayLevelNonUniformityNormalized	0.459112727	0.480630077
wavelet-HLH	glrlm	GrayLevelVariance	0.343576334	0.291603415
wavelet-HLH	glrlm	HighGrayLevelRunEmphasis	12.6699847	6.479702172
wavelet-HLH	glrlm	LongRunEmphasis	5.504155551	3.486149639
wavelet-HLH	glrlm	LongRunHighGrayLevelEmphasis	68.99752909	22.23177052
wavelet-HLH	glrlm	LongRunLowGrayLevelEmphasis	0.481351982	0.648633286
wavelet-HLH	glrlm	LowGrayLevelRunEmphasis	0.089054756	0.187977419
wavelet-HLH	glrlm	RunEntropy	3.065776799	2.502656854
wavelet-HLH	glrlm	RunLengthNonUniformity	2423.10121	70.55450108
wavelet-HLH	glrlm	RunLengthNonUniformityNormalized	0.379577951	0.477001532
wavelet-HLH	glrlm	RunPercentage	0.539211522	0.652787579
wavelet-HLH	glrlm	RunVariance	1.732334758	0.800441629
wavelet-HLH	glrlm	ShortRunEmphasis	0.606905569	0.694445061
wavelet-HLH	glrlm	ShortRunHighGrayLevelEmphasis	7.739791549	4.575157844
wavelet-HLH	glrlm	ShortRunLowGrayLevelEmphasis	0.054781112	0.130432879
wavelet-HLH	glszm	GrayLevelNonUniformity	35.19047619	1
wavelet-HLH	glszm	GrayLevelNonUniformityNormalized	0.41893424	0.25
wavelet-HLH	glszm	GrayLevelVariance	2.39271542	1.25
wavelet-HLH	glszm	HighGrayLevelZoneEmphasis	13.58333333	7.5
wavelet-HLH	glszm	LargeAreaEmphasis	758814.4762	5800.5
wavelet-HLH	glszm	LargeAreaHighGrayLevelEmphasis	9473979.44	35964.5
wavelet-HLH	glszm	LargeAreaLowGrayLevelEmphasis	65951.55734	1095.923611
wavelet-HLH	glszm	LowGrayLevelZoneEmphasis	0.171881614	0.355902778
wavelet-HLH	glszm	SizeZoneNonUniformity	20.11904762	1
wavelet-HLH	glszm	SizeZoneNonUniformityNormalized	0.239512472	0.25
wavelet-HLH	glszm	SmallAreaEmphasis	0.467656501	0.312543744
wavelet-HLH	glszm	SmallAreaHighGrayLevelEmphasis	6.206156494	1.250297513
wavelet-HLH	glszm	SmallAreaLowGrayLevelEmphasis	0.082491331	0.253913782
wavelet-HLH	glszm	ZoneEntropy	3.738526229	2
wavelet-HLH	glszm	ZonePercentage	0.007247627	0.018348624
wavelet-HLH	glszm	ZoneVariance	739777.0471	2830.25
wavelet-HLH	gldm	DependenceEntropy	4.880950526	4.898573843
wavelet-HLH	gldm	DependenceNonUniformity	998.4969802	15.75229358
wavelet-HLH	gldm	DependenceNonUniformityNormalized	0.086151594	0.072258227
wavelet-HLH	gldm	DependenceVariance	12.71264824	15.83410487
wavelet-HLH	gldm	GrayLevelNonUniformity	5503.49767	106.4311927
wavelet-HLH	gldm	GrayLevelVariance	0.306389363	0.276996886
wavelet-HLH	gldm	HighGrayLevelEmphasis	12.59991372	6.412844037
wavelet-HLH	gldm	LargeDependenceEmphasis	181.2060397	116.3853211
wavelet-HLH	gldm	LargeDependenceHighGrayLevelEmphasis	2261.601294	735.3944954
wavelet-HLH	gldm	LargeDependenceLowGrayLevelEmphasis	15.78477802	21.60881753
wavelet-HLH	gldm	LowGrayLevelEmphasis	0.088131627	0.187372579
wavelet-HLH	gldm	SmallDependenceEmphasis	0.013018777	0.025744084
wavelet-HLH	gldm	SmallDependenceHighGrayLevelEmphasis	0.171865334	0.175944617
wavelet-HLH	gldm	SmallDependenceLowGrayLevelEmphasis	0.001556372	0.007801708
wavelet-HLH	ngtdm	Busyness	91.98793519	5.050977541
wavelet-HLH	ngtdm	Coarseness	0.000384217	0.01916517
wavelet-HLH	ngtdm	Complexity	8.191240977	3.429558374
wavelet-HLH	ngtdm	Contrast	0.010136147	0.023366979
wavelet-HLH	ngtdm	Strength	0.006724816	0.110749636
wavelet-HHL	firstorder	10Percentile	-12.23064743	-6.294433694
wavelet-HHL	firstorder	90Percentile	12.54371544	7.038315291
wavelet-HHL	firstorder	Energy	1045505202	19634291.76
wavelet-HHL	firstorder	Entropy	1.1984303	1.032137604
wavelet-HHL	firstorder	InterquartileRange	12.37435089	6.502850305
wavelet-HHL	firstorder	Kurtosis	4.935851264	7.01271137
wavelet-HHL	firstorder	Maximum	50.73608986	24.47223271
wavelet-HHL	firstorder	MeanAbsoluteDeviation	7.968079853	4.484972607
wavelet-HHL	firstorder	Mean	0.15810235	0.042173723
wavelet-HHL	firstorder	Median	0.144882911	-0.651906187
wavelet-HHL	firstorder	Minimum	-69.92199342	-30.90582482
wavelet-HHL	firstorder	Range	120.6580833	55.37805752
wavelet-HHL	firstorder	RobustMeanAbsoluteDeviation	5.198139336	2.740203977
wavelet-HHL	firstorder	RootMeanSquared	300.345674	300.1092443
wavelet-HHL	firstorder	Skewness	-0.021229823	-0.156129891
wavelet-HHL	firstorder	TotalEnergy	1045505202	19634291.76
wavelet-HHL	firstorder	Uniformity	0.470846189	0.499242488
wavelet-HHL	firstorder	Variance	112.63748	40.25250617
wavelet-HHL	glcm	Autocorrelation	12.33507989	6.034982721
wavelet-HHL	glcm	JointAverage	3.509807279	2.456218826
wavelet-HHL	glcm	ClusterProminence	1.252877201	0.507806557
wavelet-HHL	glcm	ClusterShade	0.00735405	0.041885645
