Image type	Feature Class	Feature Name	1: RTSTRUCT: RTstruct_12_segment_Left cerebellar	1: RTSTRUCT: RTstruct_12_segment_R fourth ventr
log-sigma-5-0-mm-3D	glszm	LargeAreaEmphasis	33489.0	3844.0
log-sigma-5-0-mm-3D	glszm	LargeAreaHighGrayLevelEmphasis	33489.0	3844.0
log-sigma-5-0-mm-3D	glszm	LargeAreaLowGrayLevelEmphasis	33489.0	3844.0
log-sigma-5-0-mm-3D	glszm	LowGrayLevelZoneEmphasis	1.0	1.0
log-sigma-5-0-mm-3D	glszm	SizeZoneNonUniformity	1.0	1.0
log-sigma-5-0-mm-3D	glszm	SizeZoneNonUniformityNormalized	1.0	1.0
log-sigma-5-0-mm-3D	glszm	SmallAreaEmphasis	2.986055122577563e-05	0.00026014568158168577
log-sigma-5-0-mm-3D	glszm	SmallAreaHighGrayLevelEmphasis	2.986055122577563e-05	0.00026014568158168577
log-sigma-5-0-mm-3D	glszm	SmallAreaLowGrayLevelEmphasis	2.986055122577563e-05	0.00026014568158168577
log-sigma-5-0-mm-3D	glszm	ZoneEntropy	-3.203426503814917e-16	-3.203426503814917e-16
log-sigma-5-0-mm-3D	glszm	ZonePercentage	0.00546448087431694	0.016129032258064516
log-sigma-5-0-mm-3D	glszm	ZoneVariance	0.0	0.0
log-sigma-5-0-mm-3D	gldm	DependenceEntropy	4.069697751118955	3.7614140036845676
log-sigma-5-0-mm-3D	gldm	DependenceNonUniformity	12.530054644808743	5.387096774193548
log-sigma-5-0-mm-3D	gldm	DependenceNonUniformityNormalized	0.06847024396070352	0.08688865764828303
log-sigma-5-0-mm-3D	gldm	DependenceVariance	31.062318970408192	25.127991675338187
log-sigma-5-0-mm-3D	gldm	GrayLevelNonUniformity	183.0	62.0
log-sigma-5-0-mm-3D	gldm	GrayLevelVariance	0.0	0.0
log-sigma-5-0-mm-3D	gldm	HighGrayLevelEmphasis	1.0	1.0
log-sigma-5-0-mm-3D	gldm	LargeDependenceEmphasis	385.448087431694	280.0967741935484
log-sigma-5-0-mm-3D	gldm	LargeDependenceHighGrayLevelEmphasis	385.448087431694	280.0967741935484
log-sigma-5-0-mm-3D	gldm	LargeDependenceLowGrayLevelEmphasis	385.448087431694	280.0967741935484
log-sigma-5-0-mm-3D	gldm	LowGrayLevelEmphasis	1.0	1.0
log-sigma-5-0-mm-3D	gldm	SmallDependenceEmphasis	0.0037948041592851312	0.005092884414844959
log-sigma-5-0-mm-3D	gldm	SmallDependenceHighGrayLevelEmphasis	0.0037948041592851312	0.005092884414844959
log-sigma-5-0-mm-3D	gldm	SmallDependenceLowGrayLevelEmphasis	0.0037948041592851312	0.005092884414844959
log-sigma-5-0-mm-3D	ngtdm	Busyness	0.0	0.0
log-sigma-5-0-mm-3D	ngtdm	Coarseness	1000000.0	1000000.0
log-sigma-5-0-mm-3D	ngtdm	Complexity	0.0	0.0
log-sigma-5-0-mm-3D	ngtdm	Contrast	0.0	0.0
log-sigma-5-0-mm-3D	ngtdm	Strength	0.0	0.0
wavelet-LLH	firstorder	10Percentile	-57.71500417911611	-49.677309156164455
wavelet-LLH	firstorder	90Percentile	20.76833905824726	41.97761995712229
wavelet-LLH	firstorder	Energy	15000602.378247615	5282579.057182569
wavelet-LLH	firstorder	Entropy	2.2497537604717355	2.304563823100548
wavelet-LLH	firstorder	InterquartileRange	38.136894130339385	54.80926541433435
wavelet-LLH	firstorder	Kurtosis	2.662825556354505	2.470288872533259
wavelet-LLH	firstorder	Maximum	59.047840989815896	72.94659436207182
wavelet-LLH	firstorder	MeanAbsoluteDeviation	23.17359209202144	30.123046663328253
wavelet-LLH	firstorder	Mean	-15.158577790537866	-10.247520796807116
wavelet-LLH	firstorder	Median	-13.820054749082088	-24.02560991817836
wavelet-LLH	firstorder	Minimum	-75.19864986423556	-64.39755379354483
wavelet-LLH	firstorder	Range	134.24649085405144	137.34414815561667
wavelet-LLH	firstorder	RobustMeanAbsoluteDeviation	15.959555059358875	21.847970382894406
wavelet-LLH	firstorder	RootMeanSquared	286.30491577890746	291.89533743976403
wavelet-LLH	firstorder	Skewness	0.07376539990216617	0.6613256285018994
wavelet-LLH	firstorder	TotalEnergy	15000602.378247615	5282579.057182569
wavelet-LLH	firstorder	Uniformity	0.24172116217265374	0.24297606659729445
wavelet-LLH	firstorder	Variance	835.86899285822	1246.388814676968
wavelet-LLH	glcm	Autocorrelation	15.045389654245053	9.091128664671455
wavelet-LLH	glcm	JointAverage	3.8468996588065787	2.882232027927828
wavelet-LLH	glcm	ClusterProminence	29.07529300416836	76.7143914388755
wavelet-LLH	glcm	ClusterShade	0.35849220777173224	8.582096614479132
wavelet-LLH	glcm	ClusterTendency	3.178004037309975	5.745703602958538
wavelet-LLH	glcm	Contrast	2.19245719791679	2.6150597057991765
wavelet-LLH	glcm	Correlation	0.1809805353661617	0.3761709920035568
wavelet-LLH	glcm	DifferenceAverage	1.0820442703674753	1.2065094220189554
wavelet-LLH	glcm	DifferenceEntropy	1.8269293049615565	1.8366142972496675
wavelet-LLH	glcm	DifferenceVariance	0.9533648894106529	1.0098305306928863
wavelet-LLH	glcm	JointEnergy	0.06748332316376021	0.0786365162961994
wavelet-LLH	glcm	JointEntropy	4.260193079481758	4.171884294449116
wavelet-LLH	glcm	Imc1	-0.09784734448109399	-0.2260701043510507
wavelet-LLH	glcm	Imc2	0.5389371391930856	0.784775063535554
wavelet-LLH	glcm	Idm	0.5649105170299097	0.5307253872693254
wavelet-LLH	glcm	Idmn	0.9609732248238235	0.9400698257734063
wavelet-LLH	glcm	Id	0.6020921406543537	0.5754692036001039
wavelet-LLH	glcm	Idn	0.8786269149923102	0.8498816216803118
wavelet-LLH	glcm	InverseVariance	0.47096156594540345	0.45511245916269155
wavelet-LLH	glcm	MaximumProbability	0.13922240949644113	0.19270064676398307
wavelet-LLH	glcm	SumEntropy	2.8078680840545713	2.8861972106532052
wavelet-LLH	glcm	SumSquares	1.3426153088066914	2.0901908271894287
wavelet-LLH	glrlm	GrayLevelNonUniformity	32.87187381887678	11.214660289324824
wavelet-LLH	glrlm	GrayLevelNonUniformityNormalized	0.22954041799436833	0.21772083056987784
wavelet-LLH	glrlm	GrayLevelVariance	1.4806627893972215	2.0806838318665934
wavelet-LLH	glrlm	HighGrayLevelRunEmphasis	16.81262803375779	11.852641124344315
wavelet-LLH	glrlm	LongRunEmphasis	2.0496108747819872	1.8116410134194314
wavelet-LLH	glrlm	LongRunHighGrayLevelEmphasis	32.756495376165496	17.90932082064308
wavelet-LLH	glrlm	LongRunLowGrayLevelEmphasis	0.1882863776970177	0.44048204409664354
wavelet-LLH	glrlm	LowGrayLevelRunEmphasis	0.09560723071494028	0.223368261637236
wavelet-LLH	glrlm	RunEntropy	3.1703262035034445	2.9568499359155016
wavelet-LLH	glrlm	RunLengthNonUniformity	92.86747485481966	37.17199956397734
wavelet-LLH	glrlm	RunLengthNonUniformityNormalized	0.6401941556164921	0.7067261174192809
wavelet-LLH	glrlm	RunPercentage	0.7826817990752417	0.8287841191066997
wavelet-LLH	glrlm	RunVariance	0.36608755442040153	0.2669347436484174
wavelet-LLH	glrlm	ShortRunEmphasis	0.8227524027889943	0.8583127401722308
wavelet-LLH	glrlm	ShortRunHighGrayLevelEmphasis	14.168785361224897	10.662765040417232
wavelet-LLH	glrlm	ShortRunLowGrayLevelEmphasis	0.0790936628050871	0.18738042106460073
wavelet-LLH	glszm	GrayLevelNonUniformity	2.5	2.4
wavelet-LLH	glszm	GrayLevelNonUniformityNormalized	0.15625	0.24
wavelet-LLH	glszm	GrayLevelVariance	3.234375	2.4400000000000004
wavelet-LLH	glszm	HighGrayLevelZoneEmphasis	20.25	15.4
wavelet-LLH	glszm	LargeAreaEmphasis	426.0625	88.2
wavelet-LLH	glszm	LargeAreaHighGrayLevelEmphasis	6523.125	658.7
wavelet-LLH	glszm	LargeAreaLowGrayLevelEmphasis	33.40951991213152	20.54877777777778
wavelet-LLH	glszm	LowGrayLevelZoneEmphasis	0.14850588151927438	0.18525
wavelet-LLH	glszm	SizeZoneNonUniformity	2.625	1.6
wavelet-LLH	glszm	SizeZoneNonUniformityNormalized	0.1640625	0.16
wavelet-LLH	glszm	SmallAreaEmphasis	0.3639802846966221	0.27789526077097504
wavelet-LLH	glszm	SmallAreaHighGrayLevelEmphasis	6.983621887343563	5.515549297052154
wavelet-LLH	glszm	SmallAreaLowGrayLevelEmphasis	0.09133171244156105	0.023930467529604434
wavelet-LLH	glszm	ZoneEntropy	3.9999999999999942	3.12192809488736
wavelet-LLH	glszm	ZonePercentage	0.08743169398907104	0.16129032258064516
wavelet-LLH	glszm	ZoneVariance	295.24609375	49.75999999999999
wavelet-LLH	gldm	DependenceEntropy	5.484904971354827	4.21365755235082
wavelet-LLH	gldm	DependenceNonUniformity	15.765027322404372	8.903225806451612
wavelet-LLH	gldm	DependenceNonUniformityNormalized	0.08614769028636268	0.14360041623309053
wavelet-LLH	gldm	DependenceVariance	11.921407029173759	8.505723204994798
wavelet-LLH	gldm	GrayLevelNonUniformity	44.23497267759563	15.064516129032258
wavelet-LLH	gldm	GrayLevelVariance	1.3625966735345934	2.0158688865764827
wavelet-LLH	gldm	HighGrayLevelEmphasis	16.415300546448087	11.112903225806452
wavelet-LLH	gldm	LargeDependenceEmphasis	56.14754098360656	38.225806451612904
wavelet-LLH	gldm	LargeDependenceHighGrayLevelEmphasis	831.2896174863388	246.82258064516128
wavelet-LLH	gldm	LargeDependenceLowGrayLevelEmphasis	4.891633613372489	9.7552688172043
wavelet-LLH	gldm	LowGrayLevelEmphasis	0.09445872520228493	0.23032258064516128
wavelet-LLH	gldm	SmallDependenceEmphasis	0.07703056961970432	0.09937122488760701
wavelet-LLH	gldm	SmallDependenceHighGrayLevelEmphasis	1.5189843525286333	1.6646472322254338
wavelet-LLH	gldm	SmallDependenceLowGrayLevelEmphasis	0.01137002543903044	0.014176895184547745
wavelet-LLH	ngtdm	Busyness	1.042900343661083	0.7880816253203315
wavelet-LLH	ngtdm	Coarseness	0.03708203361040434	0.12982187090266986
wavelet-LLH	ngtdm	Complexity	15.034151365901886	8.599458798747085
wavelet-LLH	ngtdm	Contrast	0.05225654053915939	0.09538312529121355
wavelet-LLH	ngtdm	Strength	0.5107734668585191	1.4089626303897032
wavelet-LHL	firstorder	10Percentile	-35.982965371261315	-51.350143347284565
wavelet-LHL	firstorder	90Percentile	17.686030694239385	34.26343693442299
wavelet-LHL	firstorder	Energy	15499127.854944065	5318751.661146494
wavelet-LHL	firstorder	Entropy	1.8495767427400314	2.2749247862776794
wavelet-LHL	firstorder	InterquartileRange	24.24609990702022	57.33123711051982
wavelet-LHL	firstorder	Kurtosis	7.4219963025270825	1.806656271107849
wavelet-LHL	firstorder	Maximum	49.03490911228404	44.58590813956205
wavelet-LHL	firstorder	MeanAbsoluteDeviation	16.285067868397004	27.202621865449565
wavelet-LHL	firstorder	Mean	-9.873571975415555	-8.803966736151446
wavelet-LHL	firstorder	Median	-9.213020755263631	-7.691638695333985
wavelet-LHL	firstorder	Minimum	-134.6458987223573	-65.81720776627435
wavelet-LHL	firstorder	Range	183.6808078346413	110.4031159058364
wavelet-LHL	firstorder	RobustMeanAbsoluteDeviation	9.890951245697968	20.963071447720736
wavelet-LHL	firstorder	RootMeanSquared	291.02351748945443	292.8930130871442
wavelet-LHL	firstorder	Skewness	-0.9766467127876918	-0.07989593077820482
wavelet-LHL	firstorder	TotalEnergy	15499127.854944065	5318751.661146494
wavelet-LHL	firstorder	Uniformity	0.3519065961957658	0.21279916753381894
wavelet-LHL	firstorder	Variance	521.3434936304122	991.1873266656384
wavelet-LHL	glcm	Autocorrelation	37.16319591266098	10.010088340075372
wavelet-LHL	glcm	JointAverage	6.087235521175315	3.039322793205202
wavelet-LHL	glcm	ClusterProminence	17.801863799028013	44.84301663733426
wavelet-LHL	glcm	ClusterShade	-1.1298578660958922	0.8570088645401555
wavelet-LHL	glcm	ClusterTendency	1.8408349304899885	5.038336024499407
wavelet-LHL	glcm	Contrast	1.4083354056666921	1.9739770643254724
wavelet-LHL	glcm	Correlation	0.14499417648219282	0.43167813286884804
wavelet-LHL	glcm	DifferenceAverage	0.7964494530442531	1.0802418229101087
wavelet-LHL	glcm	DifferenceEntropy	1.5797051946829062	1.6217741967028572
wavelet-LHL	glcm	DifferenceVariance	0.740504567085786	0.6833457780275248
wavelet-LHL	glcm	JointEnergy	0.13856811503717362	0.06968078037186487
wavelet-LHL	glcm	JointEntropy	3.4673367834437574	4.017142171069361
wavelet-LHL	glcm	Imc1	-0.09468310606439556	-0.24811336592023758
wavelet-LHL	glcm	Imc2	0.5208236729508328	0.7879923746105877
wavelet-LHL	glcm	Idm	0.656812301294099	0.5482609811066153
wavelet-LHL	glcm	Idmn	0.9803307319955709	0.9344063853464679
wavelet-LHL	glcm	Id	0.6785207711950971	0.5861105136037714
wavelet-LHL	glcm	Idn	0.9175285689991954	0.8395713346104838
wavelet-LHL	glcm	InverseVariance	0.4568728661624301	0.5058679993085129
wavelet-LHL	glcm	MaximumProbability	0.29568504474650664	0.1130813817569229
wavelet-LHL	glcm	SumEntropy	2.3799565612939584	2.8380865751303115
wavelet-LHL	glcm	SumSquares	0.8122925840391702	1.7530782722062204
wavelet-LHL	glrlm	GrayLevelNonUniformity	39.21772057393422	11.142397892103663
wavelet-LHL	glrlm	GrayLevelNonUniformityNormalized	0.3011785119992457	0.2158864839363647
wavelet-LHL	glrlm	GrayLevelVariance	1.1192631939886275	1.6142960544319354
wavelet-LHL	glrlm	HighGrayLevelRunEmphasis	38.156685232446	11.378104579391922
wavelet-LHL	glrlm	LongRunEmphasis	2.5950300656749863	1.7284914487566216
wavelet-LHL	glrlm	LongRunHighGrayLevelEmphasis	97.88575386762383	19.521324752181236
wavelet-LHL	glrlm	LongRunLowGrayLevelEmphasis	0.08070890756948422	0.40458930608427485
wavelet-LHL	glrlm	LowGrayLevelRunEmphasis	0.03667555890005735	0.23115050677859592
wavelet-LHL	glrlm	RunEntropy	3.0868484387598127	2.8500407229139557
wavelet-LHL	glrlm	RunLengthNonUniformity	72.17589537395608	37.62630802857756
wavelet-LHL	glrlm	RunLengthNonUniformityNormalized	0.5472649960555265	0.7107538322046322
wavelet-LHL	glrlm	RunPercentage	0.7103825136612022	0.8349875930521091
wavelet-LHL	glrlm	RunVariance	0.5505227436862822	0.21948474621999278
wavelet-LHL	glrlm	ShortRunEmphasis	0.7601001856394441	0.8589297815400516
wavelet-LHL	glrlm	ShortRunHighGrayLevelEmphasis	29.035177778967753	9.805795438357274
wavelet-LHL	glrlm	ShortRunLowGrayLevelEmphasis	0.0300818737132176	0.19790303212636012
wavelet-LHL	glszm	GrayLevelNonUniformity	3.0	1.75
wavelet-LHL	glszm	GrayLevelNonUniformityNormalized	0.1875	0.21875
wavelet-LHL	glszm	GrayLevelVariance	4.0	1.5
wavelet-LHL	glszm	HighGrayLevelZoneEmphasis	34.25	10.5
wavelet-LHL	glszm	LargeAreaEmphasis	671.0625	87.5
wavelet-LHL	glszm	LargeAreaHighGrayLevelEmphasis	24949.9375	1042.125
wavelet-LHL	glszm	LargeAreaLowGrayLevelEmphasis	18.42806565334467	17.33420138888889
wavelet-LHL	glszm	LowGrayLevelZoneEmphasis	0.0998372838718821	0.2359027777777778
wavelet-LHL	glszm	SizeZoneNonUniformity	3.375	1.5
wavelet-LHL	glszm	SizeZoneNonUniformityNormalized	0.2109375	0.1875
wavelet-LHL	glszm	SmallAreaEmphasis	0.4346101819617623	0.2695699401093031
wavelet-LHL	glszm	SmallAreaHighGrayLevelEmphasis	9.45113854945863	2.680224204881657
wavelet-LHL	glszm	SmallAreaLowGrayLevelEmphasis	0.08420742045291191	0.04296315258616065
wavelet-LHL	glszm	ZoneEntropy	3.7028195311147787	2.9999999999999973
wavelet-LHL	glszm	ZonePercentage	0.08743169398907104	0.12903225806451613
wavelet-LHL	glszm	ZoneVariance	540.24609375	27.4375
wavelet-LHL	gldm	DependenceEntropy	5.106446646547791	4.538221311325239
wavelet-LHL	gldm	DependenceNonUniformity	12.005464480874316	8.903225806451612
wavelet-LHL	gldm	DependenceNonUniformityNormalized	0.06560363104302905	0.14360041623309053
wavelet-LHL	gldm	DependenceVariance	18.970408193735256	4.464099895941728
wavelet-LHL	gldm	GrayLevelNonUniformity	64.39890710382514	13.193548387096774
wavelet-LHL	gldm	GrayLevelVariance	0.8930096449580459	1.6485431841831426
wavelet-LHL	gldm	HighGrayLevelEmphasis	38.01639344262295	11.338709677419354
wavelet-LHL	gldm	LargeDependenceEmphasis	91.73224043715847	32.45161290322581
wavelet-LHL	gldm	LargeDependenceHighGrayLevelEmphasis	3427.590163934426	349.14516129032256
wavelet-LHL	gldm	LargeDependenceLowGrayLevelEmphasis	2.5215776055413057	7.424744623655914
wavelet-LHL	gldm	LowGrayLevelEmphasis	0.033968858035017285	0.23237007168458781
wavelet-LHL	gldm	SmallDependenceEmphasis	0.06570915622271478	0.08202114268646528
wavelet-LHL	gldm	SmallDependenceHighGrayLevelEmphasis	1.9860541869559225	0.8657058585082779
wavelet-LHL	gldm	SmallDependenceLowGrayLevelEmphasis	0.008115889754257664	0.017929011539278197
wavelet-LHL	ngtdm	Busyness	0.40727276399850837	0.8818945235742068
wavelet-LHL	ngtdm	Coarseness	0.04636094888821055	0.12377322532299406
wavelet-LHL	ngtdm	Complexity	13.65843077271427	5.559884631764208
wavelet-LHL	ngtdm	Contrast	0.02468861840977437	0.1115147938879244
wavelet-LHL	ngtdm	Strength	0.9750579037757147	0.8729921133895545
wavelet-LHH	firstorder	10Percentile	-13.298298543557484	-14.971368434931577
wavelet-LHH	firstorder	90Percentile	14.766553084351479	14.240953231613117
wavelet-LHH	firstorder	Energy	16541035.482353255	5631150.3559351815
wavelet-LHH	firstorder	Entropy	1.1796327131524336	1.3443147670664148
wavelet-LHH	firstorder	InterquartileRange	14.194615785045288	18.450558885091354
wavelet-LHH	firstorder	Kurtosis	3.794337912928218	3.6324267953648834
wavelet-LHH	firstorder	Maximum	43.254555404712924	39.416823550802214
wavelet-LHH	firstorder	MeanAbsoluteDeviation	8.814391489769267	10.662508752469908
wavelet-LHH	firstorder	Mean	0.4277010628979504	1.0741594493790276
wavelet-LHH	firstorder	Median	0.1686970637234353	0.34782683610673953
wavelet-LHH	firstorder	Minimum	-34.40704597867648	-30.97163988435492
wavelet-LHH	firstorder	Range	77.66160138338941	70.38846343515713
wavelet-LHH	firstorder	RobustMeanAbsoluteDeviation	5.935615273430455	7.388813715413414
wavelet-LHH	firstorder	RootMeanSquared	300.64625731034346	301.37187284298784
wavelet-LHH	firstorder	Skewness	0.052514825065725315	0.23421221896672043
wavelet-LHH	firstorder	TotalEnergy	16541035.482353255	5631150.3559351815
wavelet-LHH	firstorder	Uniformity	0.4736779240944788	0.44016649323621226
wavelet-LHH	firstorder	Variance	131.36846877926428	179.35625273991664
wavelet-LHH	glcm	Autocorrelation	6.246312787545156	6.233718845467641
wavelet-LHH	glcm	JointAverage	2.4971361562587537	2.4982552261250293
wavelet-LHH	glcm	ClusterProminence	0.9962450769084126	1.6452455535969626
wavelet-LHH	glcm	ClusterShade	-0.05014710641308473	-0.12475315104418651
wavelet-LHH	glcm	ClusterTendency	0.6246618974794094	0.7602802787239523
wavelet-LHH	glcm	Contrast	0.582995949063185	0.7916746290475102
wavelet-LHH	glcm	Correlation	0.0351193121515037	-0.026955897355265816
wavelet-LHH	glcm	DifferenceAverage	0.5281091953730955	0.6362284266106548
wavelet-LHH	glcm	DifferenceEntropy	1.1162444215284975	1.179994776825333
wavelet-LHH	glcm	DifferenceVariance	0.29573352407444237	0.3327557615461045
wavelet-LHH	glcm	JointEnergy	0.23461963342818015	0.2250715808036863
wavelet-LHH	glcm	JointEntropy	2.2797092668034757	2.471232885253244
wavelet-LHH	glcm	Imc1	-0.04669222002110802	-0.1729318553535781
wavelet-LHH	glcm	Imc2	0.30323678005459903	0.5722228260169696
wavelet-LHH	glcm	Idm	0.7414340776824613	0.6974304069383581
wavelet-LHH	glcm	Idmn	0.9668270629532044	0.9561740724519734
wavelet-LHH	glcm	Id	0.7444936591412831	0.7077934871008152
wavelet-LHH	glcm	Idn	0.8961392010441341	0.8779358547590976
wavelet-LHH	glcm	InverseVariance	0.48574556518063494	0.5002129994784064
wavelet-LHH	glcm	MaximumProbability	0.2770145769389027	0.3100406186418075
wavelet-LHH	glcm	SumEntropy	1.6566872098222318	1.6797839270551154
wavelet-LHH	glcm	SumSquares	0.30191446163564856	0.38798872694286557
wavelet-LHH	glrlm	GrayLevelNonUniformity	55.57208810246274	19.495872245891682
wavelet-LHH	glrlm	GrayLevelNonUniformityNormalized	0.4613369875676611	0.42319522427299183
wavelet-LHH	glrlm	GrayLevelVariance	0.3309236692072981	0.41861952711294853
wavelet-LHH	glrlm	HighGrayLevelRunEmphasis	6.531550752416698	6.670914880833641
wavelet-LHH	glrlm	LongRunEmphasis	3.0509184166602017	2.3521157654255758
wavelet-LHH	glrlm	LongRunHighGrayLevelEmphasis	20.1215435769247	15.883041315405828
wavelet-LHH	glrlm	LongRunLowGrayLevelEmphasis	0.5635326541667125	0.44941274389014624
wavelet-LHH	glrlm	LowGrayLevelRunEmphasis	0.1983014054141872	0.2100966740023602
wavelet-LHH	glrlm	RunEntropy	2.5547118635181567	2.327994097842943
wavelet-LHH	glrlm	RunLengthNonUniformity	58.113591471241385	28.30062851746851
wavelet-LHH	glrlm	RunLengthNonUniformityNormalized	0.4737301401056628	0.5907443690796914
wavelet-LHH	glrlm	RunPercentage	0.6578394283312315	0.7419354838709679
wavelet-LHH	glrlm	RunVariance	0.6242139292288094	0.3120949971624544
wavelet-LHH	glrlm	ShortRunEmphasis	0.6944699622379714	0.7467484240048123
wavelet-LHH	glrlm	ShortRunHighGrayLevelEmphasis	4.500029387811683	4.949748819677334
wavelet-LHH	glrlm	ShortRunLowGrayLevelEmphasis	0.143871857718203	0.16471877325843984
wavelet-LHH	glszm	GrayLevelNonUniformity	1.4	1.0
wavelet-LHH	glszm	GrayLevelNonUniformityNormalized	0.28	0.25
wavelet-LHH	glszm	GrayLevelVariance	1.36	1.25
wavelet-LHH	glszm	HighGrayLevelZoneEmphasis	6.2	7.5
wavelet-LHH	glszm	LargeAreaEmphasis	3171.8	423.0
wavelet-LHH	glszm	LargeAreaHighGrayLevelEmphasis	20974.8	2826.0
wavelet-LHH	glszm	LargeAreaLowGrayLevelEmphasis	563.5222222222222	75.0625
wavelet-LHH	glszm	LowGrayLevelZoneEmphasis	0.4847222222222222	0.3559027777777778
wavelet-LHH	glszm	SizeZoneNonUniformity	1.4	1.5
wavelet-LHH	glszm	SizeZoneNonUniformityNormalized	0.28	0.375
wavelet-LHH	glszm	SmallAreaEmphasis	0.3000505752423276	0.12559665532879818
wavelet-LHH	glszm	SmallAreaHighGrayLevelEmphasis	1.050323059331827	1.0662755102040815
wavelet-LHH	glszm	SmallAreaLowGrayLevelEmphasis	0.25313428941162314	0.06651683358528596
wavelet-LHH	glszm	ZoneEntropy	2.321928094887361	1.9999999999999987
wavelet-LHH	glszm	ZonePercentage	0.0273224043715847	0.06451612903225806
wavelet-LHH	glszm	ZoneVariance	1832.2399999999998	182.75
wavelet-LHH	gldm	DependenceEntropy	4.63933490313568	4.073080334853147
wavelet-LHH	gldm	DependenceNonUniformity	15.688524590163935	8.64516129032258
wavelet-LHH	gldm	DependenceNonUniformityNormalized	0.08572964256920183	0.13943808532778357
wavelet-LHH	gldm	DependenceVariance	10.759712144286183	6.915712799167534
wavelet-LHH	gldm	GrayLevelNonUniformity	86.68306010928961	27.29032258064516
wavelet-LHH	gldm	GrayLevelVariance	0.30463734360536293	0.3787721123829344
wavelet-LHH	gldm	HighGrayLevelEmphasis	6.5683060109289615	6.709677419354839
wavelet-LHH	gldm	LargeDependenceEmphasis	108.69398907103825	66.35483870967742
wavelet-LHH	gldm	LargeDependenceHighGrayLevelEmphasis	728.3497267759562	464.64516129032256
wavelet-LHH	gldm	LargeDependenceLowGrayLevelEmphasis	19.057832422586518	11.159498207885305
wavelet-LHH	gldm	LowGrayLevelEmphasis	0.19118093503339406	0.20094086021505378
wavelet-LHH	gldm	SmallDependenceEmphasis	0.02401208857204333	0.03396225890928434
wavelet-LHH	gldm	SmallDependenceHighGrayLevelEmphasis	0.13568538757074725	0.24771388326647248
wavelet-LHH	gldm	SmallDependenceLowGrayLevelEmphasis	0.010764926045452997	0.011935627203567152
wavelet-LHH	ngtdm	Busyness	3.788927843980406	1.3800971536110107
wavelet-LHH	ngtdm	Coarseness	0.02474314736527477	0.0719941883069627
wavelet-LHH	ngtdm	Complexity	3.2314674267218186	3.4495414134269335
wavelet-LHH	ngtdm	Contrast	0.0250817421936865	0.03592205820374316
wavelet-LHH	ngtdm	Strength	0.13757650361267698	0.36939712852356527
wavelet-HLL	firstorder	10Percentile	-44.219191399772924	-53.72006196903127
wavelet-HLL	firstorder	90Percentile	30.38178306980919	10.02573208736935
wavelet-HLL	firstorder	Energy	15687660.540208176	4694985.047562287
wavelet-HLL	firstorder	Entropy	2.3367761752299008	2.054856615648669
wavelet-HLL	firstorder	InterquartileRange	43.36252663408261	32.03069116169343
wavelet-HLL	firstorder	Kurtosis	3.2149985157467404	3.6496602874398287
wavelet-HLL	firstorder	Maximum	63.96810491314286	28.741779420386017
wavelet-HLL	firstorder	MeanAbsoluteDeviation	24.205151931364412	18.692289971711038
wavelet-HLL	firstorder	Mean	-8.795773082663235	-25.936545653820495
wavelet-HLL	firstorder	Median	-9.721234119073522	-25.959225350783083
wavelet-HLL	firstorder	Minimum	-101.9803301658718	-98.92276744952757
wavelet-HLL	firstorder	Range	165.94843507901467	127.66454686991358
wavelet-HLL	firstorder	RobustMeanAbsoluteDeviation	16.831878172301266	11.481942438242756
wavelet-HLL	firstorder	RootMeanSquared	292.7881845033097	275.18278522331786
wavelet-HLL	firstorder	Skewness	-0.23027297645016293	-0.05384316135011888
wavelet-HLL	firstorder	TotalEnergy	15687660.540208176	4694985.047562287
wavelet-HLL	firstorder	Uniformity	0.23174773806324464	0.2887617065556712
wavelet-HLL	firstorder	Variance	925.0192102203764	614.7882751022801
wavelet-HLL	glcm	Autocorrelation	25.73268898858099	11.124120042534114
wavelet-HLL	glcm	JointAverage	5.051562727316611	3.314245308379271
wavelet-HLL	glcm	ClusterProminence	39.65266545149984	18.139812748428408
wavelet-HLL	glcm	ClusterShade	0.29127796396779304	0.9444525761434318
wavelet-HLL	glcm	ClusterTendency	3.4916543589664295	2.3349207104917458
wavelet-HLL	glcm	Contrast	2.6439547717540304	1.7813313659621586
wavelet-HLL	glcm	Correlation	0.13194578216887962	0.14068062562062972
wavelet-HLL	glcm	DifferenceAverage	1.1600884626266519	1.00165269810549
wavelet-HLL	glcm	DifferenceEntropy	1.9051761635338447	1.6705963228902698
wavelet-HLL	glcm	DifferenceVariance	1.1944582383819862	0.7424739648571012
wavelet-HLL	glcm	JointEnergy	0.06646231559872752	0.09639433359210926
wavelet-HLL	glcm	JointEntropy	4.335864352572343	3.730397096367985
wavelet-HLL	glcm	Imc1	-0.13528730297734898	-0.16222169736889136
wavelet-HLL	glcm	Imc2	0.6522372485735376	0.6813810629780358
wavelet-HLL	glcm	Idm	0.5546340716274831	0.5742279305659408
wavelet-HLL	glcm	Idmn	0.9642921702538323	0.95699747750021
wavelet-HLL	glcm	Id	0.5929957152272407	0.6074807977214741
wavelet-HLL	glcm	Idn	0.8854692944925902	0.869693835923
wavelet-HLL	glcm	InverseVariance	0.46774579248625436	0.503440867380003
wavelet-HLL	glcm	MaximumProbability	0.12441659051266601	0.17588763539572752
wavelet-HLL	glcm	SumEntropy	2.8335146637967026	2.503688808305356
