Image type	Feature Class	Feature Name	1: RTSTRUCT: RTstruct_14_segment_Lt Sup Frontal	1: RTSTRUCT: RTstruct_14_segment_Lt ant frontal	1: RTSTRUCT: RTstruct_14_segment_Lt post central	1: RTSTRUCT: RTstruct_14_segment_Rt ant front 2	1: RTSTRUCT: RTstruct_14_segment_Lt ant inf  frontal	1: RTSTRUCT: RTstruct_14_segment_Lt Internal Capsule	1: RTSTRUCT: RTstruct_14_segment_Lt Median Parietal	1: RTSTRUCT: RTstruct_14_segment_Lt Lat Parietal	1: RTSTRUCT: RTstruct_14_segment_Lt ant temporal	1: RTSTRUCT: RTstruct_14_segment_Right Inf Temporal	1: RTSTRUCT: RTstruct_14_segment_Lt Parietal	1: RTSTRUCT: RTstruct_14_segment_Rt Median Parietal	1: RTSTRUCT: RTstruct_14_segment_Rt Parital 2	1: RTSTRUCT: RTstruct_14_segment_Lt Parietal 2	1: RTSTRUCT: RTstruct_14_segment_Lt parietal surface	1: RTSTRUCT: RTstruct_14_segment_L frontal lateral	1: RTSTRUCT: RTstruct_14_segment_R frontal pole	1: RTSTRUCT: RTstruct_14_segment_Lt cerebellar	1: RTSTRUCT: RTstruct_14_segment_R ant frontal 1	1: RTSTRUCT: RTstruct_14_segment_L frontal pole	1: RTSTRUCT: RTstruct_14_segment_Rt Inf Frontal
wavelet-HHL	glszm	GrayLevelNonUniformityNormalized	0.5	0.5555555555555556	0.5	0.5	0.3333333333333333	0.3333333333333333	0.5	0.5	0.3333333333333333	0.5	0.5	0.5	0.5555555555555556	0.5	0.5555555555555556	0.3333333333333333	0.5	0.5	0.5	0.5	0.5555555555555556
wavelet-HHL	glszm	GrayLevelVariance	0.25	0.2222222222222222	0.25	0.25	1.3333333333333333	0.6666666666666666	0.25	0.25	0.6666666666666666	0.25	0.25	0.25	0.2222222222222222	0.25	0.2222222222222222	0.8888888888888888	0.25	0.25	0.25	0.25	0.2222222222222222
wavelet-HHL	glszm	HighGrayLevelZoneEmphasis	2.5	2.0	2.5	2.5	10.333333333333334	4.666666666666667	2.5	2.5	4.666666666666667	2.5	2.5	2.5	2.0	2.5	2.0	8.0	2.5	2.5	2.5	2.5	2.0
wavelet-HHL	glszm	LargeAreaEmphasis	11666.5	10217.0	24812.5	1406.5	70550.33333333333	25260.666666666668	1234.0	4097.0	6673.0	1234.0	1980.5	19649.0	368.6666666666667	158.5	1846.0	5048.166666666667	1604.0	169.0	42.5	104.0	15.0
wavelet-HHL	glszm	LargeAreaHighGrayLevelEmphasis	32552.5	28986.0	60850.0	3460.0	463947.6666666667	66088.66666666667	3400.0	10050.5	17284.666666666668	3400.0	5018.0	46182.5	897.6666666666666	340.0	4655.0	29082.666666666668	3770.0	422.5	96.5	200.0	40.0
wavelet-HHL	glszm	LargeAreaLowGrayLevelEmphasis	6445.0	5524.75	15803.125	893.125	12589.258101851852	15057.0	692.5	2608.625	4020.453703703704	692.5	1221.125	13015.625	236.41666666666666	113.125	1143.75	1020.861111111111	1062.5	105.625	29.0	80.0	8.75
wavelet-HHL	glszm	LowGrayLevelZoneEmphasis	0.625	0.75	0.625	0.625	0.25810185185185186	0.4537037037037037	0.625	0.625	0.4537037037037037	0.625	0.625	0.625	0.75	0.625	0.75	0.2743055555555555	0.625	0.625	0.625	0.625	0.75
wavelet-HHL	glszm	SizeZoneNonUniformity	1.0	1.0	1.0	1.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.3333333333333333	1.0	2.0	1.0	1.0	1.0
wavelet-HHL	glszm	SizeZoneNonUniformityNormalized	0.5	0.3333333333333333	0.5	0.5	0.5	0.3333333333333333	0.5	0.5	0.3333333333333333	0.5	0.5	0.5	0.3333333333333333	0.5	0.3333333333333333	0.2222222222222222	0.5	1.0	0.5	0.5	0.3333333333333333
wavelet-HHL	glszm	SmallAreaEmphasis	8.904983154228157e-05	0.3333791491143084	4.0342904526534864e-05	0.000711490482771459	0.6666682430607676	0.037054738423158005	0.0008345416378116343	0.0002443195117187791	0.33340018027034063	0.0008345416378116343	0.0005051780430568309	5.140466121059387e-05	0.3345421567597844	0.0066832518131219425	0.013575273687070934	0.35272691346884977	0.000629707099829775	0.005917159763313609	0.024092970521541947	0.011284722222222222	0.1175
wavelet-HHL	glszm	SmallAreaHighGrayLevelEmphasis	0.000196777496006516	0.3334324284579069	0.00010277786810613945	0.001807180767650933	8.16667679331306	0.3333755421206895	0.0018733228012465374	0.0006222484610762999	3.000161106527921	0.0018733228012465374	0.0012459187837975717	0.00013620312353181046	0.33643251592802637	0.019079946027997976	0.01393127226307663	3.032304537956614	0.001668488263264678	0.014792899408284023	0.06575963718820861	0.034722222222222224	0.1575
wavelet-HHL	glszm	SmallAreaLowGrayLevelEmphasis	6.211791542622296e-05	0.33336582927840874	2.4734163631633716e-05	0.00043756791155159054	0.1979169546243588	0.004126800873260737	0.0005748463469529086	0.00014983727437939892	0.03708031907631595	0.0005748463469529086	0.00031999285787164575	3.0205045630289728e-05	0.3340695669677239	0.0035840782594029346	0.013486274043069508	0.055612612980476754	0.00037001180897104917	0.0036982248520710057	0.013676303854875282	0.005425347222222222	0.1075
wavelet-HHL	glszm	ZoneEntropy	0.9999999999999993	1.5849625007211552	0.9999999999999993	0.9999999999999993	1.7924812503605767	1.5849625007211552	0.9999999999999993	0.9999999999999993	1.5849625007211552	0.9999999999999993	0.9999999999999993	0.9999999999999993	1.5849625007211552	0.9999999999999993	1.5849625007211552	2.2516291673878213	0.9999999999999993	0.9999999999999993	0.9999999999999993	0.9999999999999993	1.5849625007211552
wavelet-HHL	glszm	ZonePercentage	0.009302325581395349	0.012145748987854251	0.006349206349206349	0.02666666666666667	0.006493506493506494	0.007653061224489796	0.02857142857142857	0.015625	0.014925373134328358	0.02857142857142857	0.02247191011235955	0.007142857142857143	0.0625	0.08	0.02727272727272727	0.022988505747126436	0.025	0.07692307692307693	0.15384615384615385	0.1	0.2727272727272727
wavelet-HHL	glszm	ZoneVariance	110.25	3438.2222222222217	6.25	0.25	46834.33333333333	8186.88888888889	9.0	1.0	2184.0	9.0	0.25	49.0	112.66666666666666	2.25	501.5555555555555	3155.9166666666665	4.0	0.0	0.25	4.0	1.5555555555555554
wavelet-HHL	gldm	DependenceEntropy	4.521218631311786	4.673371170497632	4.70976736993926	4.274667358829369	4.798331308026036	4.601820900475476	4.196791682699462	4.650030685730024	4.491639537901978	4.111306145999511	4.261018865114655	4.701028495848506	4.3040470120677305	3.4136606896881823	4.568891396209779	4.9013741797539385	4.384306458753673	3.5364142371222265	2.8150724101159406	3.446439344671011	2.4817145729860712
wavelet-HHL	gldm	DependenceNonUniformity	18.6	19.963562753036438	25.27936507936508	8.253333333333334	74.14935064935065	33.8469387755102	7.228571428571429	9.765625	18.73134328358209	7.457142857142857	9.9438202247191	23.507142857142856	5.125	4.2	10.036363636363637	19.521072796934867	7.95	3.8461538461538463	3.3076923076923075	3.3	2.8181818181818183
wavelet-HHL	gldm	DependenceNonUniformityNormalized	0.08651162790697674	0.08082414070055238	0.08025195263290501	0.11004444444444444	0.08024821498847473	0.08634423157017909	0.10326530612244898	0.0762939453125	0.09319076260488601	0.10653061224489796	0.11172831713167529	0.08395408163265305	0.10677083333333333	0.168	0.0912396694214876	0.07479338236373512	0.099375	0.14792899408284024	0.25443786982248523	0.165	0.256198347107438
wavelet-HHL	gldm	DependenceVariance	11.183428880475931	12.2681243750922	12.260861678004535	7.406933333333333	12.578535822042314	10.337229279466888	8.905306122448978	14.673583984375	9.426895373876883	8.554285714285713	8.08938265370534	11.071224489795917	8.914930555555555	4.72	10.614545454545455	13.819908691886495	8.994375000000002	4.437869822485207	1.467455621301775	4.11	1.140495867768595
wavelet-HHL	gldm	GrayLevelNonUniformity	108.52558139534884	124.97570850202429	157.53968253968253	37.50666666666667	458.12554112554113	193.32142857142858	35.25714285714286	64.015625	99.59701492537313	35.25714285714286	44.50561797752809	140.35	24.041666666666668	12.68	55.07272727272727	117.60536398467433	40.1	13.0	6.538461538461538	10.4	5.545454545454546
wavelet-HHL	gldm	GrayLevelVariance	0.24761492698756082	0.24701273582586175	0.24993701184177372	0.24995555555555554	0.25854088191750535	0.264369012911287	0.24816326530612243	0.24993896484375	0.2594490235390213	0.24816326530612243	0.24996843832849389	0.24937499999999999	0.2495659722222222	0.2464	0.2496694214876033	0.38017645072738215	0.24937499999999999	0.25	0.2485207100591716	0.24	0.24793388429752064
wavelet-HHL	gldm	HighGrayLevelEmphasis	2.646511627906977	2.6639676113360324	2.4761904761904763	2.48	6.562770562770563	2.607142857142857	2.6285714285714286	2.4765625	2.5771144278606966	2.6285714285714286	2.5168539325842696	2.425	2.4375	2.32	2.4454545454545453	6.582375478927203	2.425	2.5	2.3846153846153846	2.2	2.3636363636363638
wavelet-HHL	gldm	LargeDependenceEmphasis	110.16279069767442	125.04048582995951	128.6952380952381	89.85333333333334	150.97186147186147	123.93367346938776	80.42857142857143	108.21875	107.34825870646766	79.11428571428571	88.68539325842697	121.02142857142857	64.54166666666667	43.16	95.25454545454545	113.74329501915709	84.25	42.30769230769231	20.692307692307693	43.8	12.454545454545455
wavelet-HHL	gldm	LargeDependenceHighGrayLevelEmphasis	303.33488372093024	364.39676113360326	295.46666666666664	213.41333333333333	990.8441558441558	311.3673469387755	248.42857142857142	245.6796875	296.17910447761193	246.17142857142858	231.03370786516854	297.36785714285713	172.72916666666666	78.56	235.62727272727273	663.8544061302682	196.975	115.57692307692308	40.07692307692308	86.1	37.27272727272727
wavelet-HHL	gldm	LargeDependenceLowGrayLevelEmphasis	61.86976744186047	65.20141700404858	87.00238095238095	58.96333333333333	26.995362854737856	77.1234410430839	38.42857142857143	73.853515625	60.146075179657274	37.35	53.098314606741575	76.93482142857142	37.494791666666664	34.31	60.16136363636364	22.899212430821628	56.06875	23.990384615384617	15.846153846153847	33.225	6.25
wavelet-HHL	gldm	LowGrayLevelEmphasis	0.5883720930232558	0.5840080971659919	0.6309523809523809	0.63	0.18000691438191438	0.60671768707483	0.5928571428571429	0.630859375	0.611249309010503	0.5928571428571429	0.6207865168539326	0.64375	0.640625	0.67	0.6386363636363637	0.19375266070668368	0.64375	0.625	0.6538461538461539	0.7	0.6590909090909091
wavelet-HHL	gldm	SmallDependenceEmphasis	0.016932585797923224	0.018736105797799028	0.013456241962426665	0.017654364562087396	0.015173655840022005	0.013904431377903943	0.023425108313951615	0.01955120235790305	0.01953307643173794	0.020680794683413276	0.018399593900934787	0.01511882600984829	0.05147656912890377	0.0480752056225	0.018786159226879016	0.024826714544743222	0.020471982661989276	0.03857154970250208	0.06462541426827141	0.03748363882590072	0.1228030303030303
wavelet-HHL	gldm	SmallDependenceHighGrayLevelEmphasis	0.037992770364245546	0.0376107839257235	0.03591659306119761	0.04642097579369196	0.1256385584905093	0.043070286306098333	0.04719960991059535	0.053987371119608905	0.07759218923418407	0.044536824065851306	0.04759935538082484	0.03953505501563974	0.08545932982103582	0.1548814981395068	0.04670405571665533	0.20619884889778534	0.0557727368066495	0.0813500360970599	0.17962541426827142	0.0847831711388259	0.2090151515151515
wavelet-HHL	gldm	SmallDependenceLowGrayLevelEmphasis	0.011667539656342641	0.014017436265817909	0.007841154187733925	0.010462711754186251	0.0031844013319238126	0.008345141997077313	0.017481482914790677	0.010942160167476588	0.01054621420680358	0.014716787337803766	0.011099653530962273	0.009014768758400436	0.042980878955870765	0.021373632493248293	0.01180668510443494	0.004633691803492001	0.01164679412582421	0.027876928103862626	0.03587541426827141	0.02565875574766944	0.10125
wavelet-HHL	ngtdm	Busyness	41.39807543534909	43.72509166688202	79.9230477083166	18.429371624585528	19.988442973409665	23.705940818828193	13.781262600373998	31.72653795512552	12.365695158723637	14.1288809561372	21.52005693572767	80.98054651851413	14.594631687275982	9.540312016414958	30.724134767537855	6.286397955491601	24.047083833783276	7.0110803412274	4.859278499278498	12.33744114073061	3.0354166666666664
wavelet-HHL	ngtdm	Coarseness	0.01868157605953952	0.01722234881117869	0.013137637141066376	0.056522093530147345	0.00453736868542255	0.01046578440901755	0.05772000494591535	0.033069486792187304	0.02001803720983513	0.056299897205165546	0.044953008592730985	0.014527817343963275	0.07830667928766702	0.16377871051927648	0.03653313553284439	0.01814607146748888	0.04892362817742141	0.14263137082022573	0.2675294285340967	0.20263521191169404	0.4529855868222375
wavelet-HHL	ngtdm	Complexity	0.4979411561288069	0.4701545695466998	0.4832837351976816	0.4717919135893895	3.3670563467893744	1.9569032330609344	0.49500045258486197	0.47248994513248455	2.0054475067936526	0.5074863363837036	0.49989780029969594	0.4916676038624071	0.5320959469319368	0.48846397524044577	0.4976801995402826	3.269653049863054	0.5110005314678945	0.5393138724021077	0.5750625442933135	0.49349764562922455	0.40137741046831954
wavelet-HHL	ngtdm	Contrast	0.12326243610327255	0.11633950120443129	0.12084300585706002	0.11794086837357523	0.02093708626122898	0.0443821032644059	0.12332028983926412	0.11816120343873282	0.043878273856065415	0.1264213160007065	0.12496801894311652	0.12247625373594061	0.13229887918709926	0.12150261960784314	0.12415110289558513	0.03266818217432927	0.12746762058470487	0.13482846810052693	0.14326836871215567	0.11659669628616998	0.09842223891810668
wavelet-HHL	ngtdm	Strength	0.018686915028369906	0.017191952031679024	0.013131928084977708	0.05651545196673225	0.026882555524555565	0.034991127857218515	0.05749564015773858	0.03305058015686604	0.06790916208991411	0.056085312454006817	0.0449496465139749	0.014543635567433204	0.07859917060385735	0.16223518524638927	0.03656386388178238	0.09692092033741441	0.04890947968905663	0.14263137082022573	0.2668694823386701	0.2058377360975599	0.45801526717557245
wavelet-HHH	firstorder	10Percentile	-3.474209563575829	-3.352604438067617	-3.946821418587698	-2.5238154448867602	-3.618789391663544	-5.416568814134309	-3.25741792796363	-1.8198909489845279	-4.8989613988041905	-5.85821431694254	-4.215083093742894	-3.931880005275481	-3.048278074995993	-3.258913871733451	-2.1782191568426295	-3.7259230851534544	-2.9917725442943617	-2.3427063840172297	-3.2805173626040824	-3.23876084549467	-1.0081012472865853
wavelet-HHH	firstorder	90Percentile	3.1260286152413523	3.490876825270258	3.2553212381160153	2.516775820412261	3.773799105274632	5.643949637143004	3.1917426928793735	2.0091237268679962	4.340149802307379	3.924765705008247	4.028198704835004	3.6848229675150663	2.8710731354139174	3.168656558249808	2.454683111746403	3.5991753424244357	2.655392323911382	2.4388849005527993	2.459622481806368	2.2507730071876324	1.6745082431341958
wavelet-HHH	firstorder	Energy	19339399.319035947	22242016.82521845	28313194.26450102	6751396.371371243	83190842.95375153	35279143.35058166	6303472.931868368	11520770.031214364	18064521.484738477	6291834.694725291	8012456.389429551	25196620.512564246	4317147.99159391	2255617.9765758202	9907115.399506874	23471728.64927295	7188467.823709028	2342827.9732227856	1167879.1741869426	1799395.651634864	990032.398502011
wavelet-HHH	firstorder	Entropy	0.999984394805379	0.9994205648110442	0.9987710520525079	0.9998717566408484	0.9999459263107595	0.9984785063662165	0.9994110647387546	0.9936507116910397	0.9998393017810479	0.9994110647387546	0.9977221075331736	0.9999631962421178	0.9798687566511521	0.970950594454668	0.9997615248696305	0.9961739119625228	0.9959386076315948	0.9305861291319921	0.995727452084925	0.9999999999999993	0.9940302114769558
wavelet-HHH	firstorder	InterquartileRange	3.3894199270956444	3.2997349266610785	3.681309509470551	2.191663500393694	3.807265616035009	6.0855205504649055	3.7260521118578205	1.6928022583281956	5.054650079754069	5.124757062573642	5.035266766259775	3.9808201783847164	3.064810833512519	2.9429800355274267	3.0337907883900765	3.616995489899104	3.840480065914152	2.045934986842958	2.9393544581100177	3.004866052020297	1.8644790929569446
wavelet-HHH	firstorder	Kurtosis	3.0438737435404803	3.2075420372542474	2.6460949752887997	3.0010506380541178	4.16189275900854	3.1677061831356785	3.5963993377745402	3.911362884717051	5.234598198888365	2.64564218520667	2.849985047565103	3.54026855582688	2.907133883407452	2.4388514861830486	3.237258070952735	6.753948729881278	6.039003811794137	3.9817426771587603	2.8071133469742917	1.9029370811682909	3.976345123317841
wavelet-HHH	firstorder	Maximum	7.745988314519242	8.195666632462133	6.9078683400058125	5.131043032299438	11.527472049352706	13.426747447458807	9.107469968726067	5.256893158170299	16.36857554940389	7.861034142760978	6.432985165935927	9.11595014686942	6.218649693491316	5.2530265901971385	6.584615472024725	15.297115837280664	5.206287408236668	3.9634232563823395	5.157914227575368	2.4938903152301357	2.2492314182543978
wavelet-HHH	firstorder	MeanAbsoluteDeviation	2.0646482242364965	2.049942638060115	2.2463973461858173	1.4769163683922613	2.3678300175095597	3.492801959337569	2.1021761209018717	1.1647458869771476	3.080062416421411	3.0316696261439593	2.779026660333695	2.477680014117275	1.815576008819854	1.9823262258995777	1.6047236837289263	2.4979684581194905	2.1402692807012285	1.5038070845709979	1.9205838774368265	1.7539046114948906	1.2343887419719801
wavelet-HHH	firstorder	Mean	-0.09353457922353325	0.06967168304698995	-0.20770354247025824	0.02505948448671532	0.03993305471605213	-0.03578417625303276	0.0712487935480189	0.006201292280545279	-0.23827013429243118	-0.21764767067979424	0.02703537516102791	-0.03701973000139502	-0.10746899184797483	0.3641663374710402	0.1010368171414084	-0.13640650514995223	-0.2535885991729647	0.1738444564797998	-0.28217387550677625	-0.05682617661597966	0.00028800089792368024
wavelet-HHH	firstorder	Median	-0.07789172368809053	0.0425149714805681	-0.19665372808538306	-0.057084995264157445	-0.027555087031555785	-0.15372568399095143	-0.05345829552583009	-0.235673638877644	-0.10537032774994701	-0.1286602358696158	0.10607333640896686	-0.010225496359250907	-0.45031073400138644	0.506911481481259	-0.0431454961412045	-0.23358340855602894	0.1973375146528801	0.32857632962770067	-0.16402395264262393	0.27274745396593736	-0.004927280375101581
wavelet-HHH	firstorder	Minimum	-7.573853564754246	-7.734610306038386	-8.600675671697912	-4.633730429641794	-14.885171459433963	-15.470139090452188	-4.803602529207551	-4.183660909777032	-16.73268369199126	-9.532831375299052	-10.18563304651271	-9.925752205649214	-3.807667247793299	-4.224915406498349	-5.138688605268782	-15.469013031347474	-11.705770268054566	-5.506414171907377	-4.182270463096106	-3.608728853807002	-4.14046007950697
wavelet-HHH	firstorder	Range	15.319841879273488	15.93027693850052	15.508544011703725	9.764773461941232	26.41264350878667	28.896886537910994	13.911072497933617	9.440554067947332	33.10125924139515	17.393865518060032	16.618618212448638	19.041702352518634	10.026316941284616	9.477941996695488	11.723304077293507	30.766128868628137	16.912057676291234	9.469837428289717	9.340184690671474	6.102619169037138	6.389691497761367
wavelet-HHH	firstorder	RobustMeanAbsoluteDeviation	1.4152603179249696	1.3940349708771886	1.6039699539038361	0.9746277599268784	1.589269131271702	2.434235305827659	1.523382415522388	0.7583471482810913	2.118635586158939	2.178133757036596	2.040649106497226	1.671480675496878	1.2674158536303677	1.298838797279466	1.1507529600825284	1.6150955937698204	1.4453257989897754	0.8097005183303854	1.1056610568098344	1.4464495305489944	0.8220872424496565
wavelet-HHH	firstorder	RootMeanSquared	299.91781292071323	300.0810742353552	299.8051974119884	300.0310288702652	300.05562787602804	299.99635776097546	300.0826774614044	300.0100262805599	299.788660922331	299.8055249353985	300.0459962759559	299.97988332889116	299.9009555806825	300.3742982730593	300.1077897190649	299.8833020106331	299.75965004710497	300.1812255969323	299.7279759262417	299.9496334082494	300.00490882378017
wavelet-HHH	firstorder	Skewness	-0.02536220086188181	0.16109196064872014	-0.22343039203877244	0.026505011803092015	-0.009317446236592732	-0.03102486792487564	0.4930319362916523	0.42797078701093594	0.1174435230924789	-0.20154985985584653	-0.4792954500014659	-0.03879127989249873	0.4622862643738579	-0.08581131403658378	0.27074035527228385	-0.20237737610894904	-1.203683507595677	-0.8584377332578749	0.42201112785570966	-0.4092355128351921	-1.0198599701535926
wavelet-HHH	firstorder	TotalEnergy	19339399.319035947	22242016.82521845	28313194.26450102	6751396.371371243	83190842.95375153	35279143.35058166	6303472.931868368	11520770.031214364	18064521.484738477	6291834.694725291	8012456.389429551	25196620.512564246	4317147.99159391	2255617.9765758202	9907115.399506874	23471728.64927295	7188467.823709028	2342827.9732227856	1167879.1741869426	1799395.651634864	990032.398502011
wavelet-HHH	firstorder	Uniformity	0.5000108166576529	0.5004015800947401	0.500851599899219	0.500088888888889	0.500037480556961	0.5010542482299042	0.5004081632653061	0.50439453125	0.5001113833815994	0.5004081632653061	0.5015780835753061	0.5000255102040816	0.513888888888889	0.52	0.5001652892561983	0.502649696862935	0.5028125	0.5473372781065089	0.5029585798816568	0.5	0.5041322314049586
wavelet-HHH	firstorder	Variance	6.806505960548947	6.8432502731209475	7.73537996193785	3.581966280129292	9.418392598917512	19.28389509571911	6.858959885877268	2.295055037857317	16.146525522925526	13.894013689202692	11.377925222777144	10.1408695555998	5.053003731043355	6.086643428844416	4.053151339220255	11.820121155890769	7.936648688996764	4.431305093441292	6.084256049808758	3.87505849844585	2.772517742922705
wavelet-HHH	glcm	Autocorrelation	2.262290479829882	2.263782185810879	2.209924983407191	2.1695533667194464	2.245055536263966	2.1736861707601496	2.214098928820616	2.1570299340920345	2.245477711842219	2.1798633904452065	2.2870043519655985	2.2333692915728274	2.0599190600189905	2.4114219114219115	2.116819256613057	2.167887505747831	2.401998269149543	2.6727243533239005	2.077106227106227	2.4025141525141525	2.5
wavelet-HHH	glcm	JointAverage	1.504316156254094	1.5043975834905192	1.4860102802258166	1.4738176492004311	1.4996146180143326	1.4759959957542097	1.4886764103261227	1.468985571322301	1.49984695043257	1.4810485739649255	1.5129324187284565	1.495482393083735	1.4357208245821498	1.5584117271617273	1.4592262246971492	1.4736959583413052	1.5517787105023524	1.6383731213482342	1.4493589743589743	1.5567016317016318	1.596875
wavelet-HHH	glcm	ClusterProminence	0.4982155611019754	0.5007668203833311	0.5034478664631071	0.4923197992288258	0.49236870282896356	0.4888433538828688	0.49377157563913104	0.4960101272689134	0.4911264490469879	0.4703704691394561	0.49462589809357155	0.4931948497467908	0.4810200091624124	0.4063608943592172	0.4702114098795417	0.49080408754735594	0.48157485566524255	0.4305676083641706	0.29602055606430616	0.4482522327415607	0.14515390625000002
wavelet-HHH	glcm	ClusterShade	-0.0046416531516439005	-0.0070436538546149365	0.019082892699717784	0.02948263481117937	0.00013235295889418424	0.02274678522736217	0.007308762773885582	0.032262687384643586	0.0029764928255984224	0.011881150659877968	-0.012386070529866991	0.005132392268469532	0.05572265480666051	-0.05750878593315481	0.03382086004526807	0.02590679484814961	-0.04824586221825334	-0.11066161283686905	0.03636680911680922	-0.08162443285812526	0.006281250000000037
wavelet-HHH	glcm	ClusterTendency	0.4982105857466234	0.5006457871357527	0.5027739455082807	0.491557536581488	0.4923693085632784	0.48892919556635095	0.4940807201428811	0.4955841229160377	0.4913014120469073	0.471166823043373	0.4947169400320739	0.49315417463388	0.48251673127923833	0.42766881474606044	0.4714100314548348	0.4907185289633122	0.4818461105484283	0.43410455222453304	0.3488064713064713	0.42868195837351675	0.1559375
wavelet-HHH	glcm	Contrast	0.5013159778648013	0.4988211293213575	0.4962117145405187	0.5037991617636947	0.5075766355580644	0.5086036330049597	0.5038606043155054	0.4998535597497366	0.5081262789109825	0.5265646628991402	0.5035858084395431	0.5061557753567576	0.49448682745492	0.5276265401265401	0.5217188349567794	0.5064007385521683	0.5066757247150283	0.48479002144160516	0.5419413919413919	0.5351814851814851	0.58125
wavelet-HHH	glcm	Correlation	-0.0031037321535144877	0.0018650742899158229	0.006787507844848628	-0.01198219641881172	-0.015207528863741129	-0.01970302073915067	-0.009883924981544287	-0.004125614160535023	-0.016883314034630042	-0.05566440182730567	-0.008899310150171579	-0.012988010635433957	-0.01247580439493464	-0.1081210809777134	-0.05071178430283075	-0.015653274139962706	-0.024916555016145314	-0.05142464373233603	-0.21721611721611694	-0.09812452504760193	-0.17916666666666625
wavelet-HHH	glcm	DifferenceAverage	0.5013159778648013	0.4988211293213575	0.4962117145405187	0.5037991617636947	0.5075766355580644	0.5086036330049597	0.5038606043155054	0.4998535597497366	0.5081262789109825	0.5265646628991402	0.5035858084395431	0.5061557753567576	0.49448682745492	0.5276265401265401	0.5217188349567794	0.5064007385521683	0.5066757247150283	0.48479002144160516	0.5419413919413919	0.5351814851814851	0.58125
wavelet-HHH	glcm	DifferenceEntropy	0.9898966746975101	0.9848447480769718	0.8966446276849288	0.9522215964373483	0.9955305358069444	0.987253446776262	0.9808836772151991	0.9907666492988463	0.9642504944617912	0.9703059103301379	0.9896248152611287	0.9963532230596138	0.9619686209628764	0.9070844474805593	0.9922992114726044	0.978917167400287	0.9531323213285439	0.8877571476049823	0.6341748039999137	0.8096984867144309	0.3477785898642247
wavelet-HHH	glcm	DifferenceVariance	0.2465170042468802	0.2447886709732445	0.21578784095782283	0.2337439749403451	0.2484558372808739	0.2456180252976839	0.24344208590751407	0.24681651591399317	0.23778142501670094	0.24000005990176895	0.2464184956841281	0.2487434008077104	0.23702838678864455	0.22001984735142205	0.24734233029856284	0.24276738912395143	0.23407377611148333	0.21315101258071678	0.15377420198848774	0.19400664450989127	0.0846875
wavelet-HHH	glcm	JointEnergy	0.25371971394740733	0.2554778707982004	0.28471932901777747	0.26857767588706355	0.2515711906584546	0.2556155604166608	0.25758725186329273	0.2554646427531197	0.26250472950435416	0.26113419712697444	0.2544301300800632	0.25160162419697085	0.2744698338442763	0.3023324752122777	0.25609323649563	0.2586729771183083	0.2716653062567885	0.32740170058621404	0.4008518663875807	0.3240616337126077	0.54671875
wavelet-HHH	glcm	JointEntropy	1.9892079594561796	1.9841187202183146	1.8953242427854289	1.9455583033618125	1.9954517909368295	1.9835691189510491	1.9777415129648106	1.9842913539864635	1.9632989016754638	1.966475576313255	1.9871032456067221	1.9953749898985071	1.9261630691147005	1.817147213819388	1.9816843363313335	1.97467244600594	1.9352432915538091	1.7389485879106483	1.4100163425502097	1.747857613655774	1.060400777418311
wavelet-HHH	glcm	Imc1	-0.010111805296610361	-0.015117964090425094	-0.10329491079566291	-0.047854746505505016	-0.004470394872269917	-0.01290173992451863	-0.019294479494313125	-0.009163587306914888	-0.035887882078462476	-0.03028996649743598	-0.010457756810107556	-0.003630167098478893	-0.0411754656735256	-0.1209889504192617	-0.008439252952039879	-0.02121808383209948	-0.04863130969115626	-0.15145335702406398	-0.4428241802466864	-0.20486193251137555	-0.42309437021152496
wavelet-HHH	glcm	Imc2	0.11842474082391388	0.13789845925744953	0.36038903666234573	0.26063604799631374	0.07041295243842259	0.12823705426549026	0.16128035422452294	0.11035579233992641	0.2316865651051094	0.17984735615802566	0.1268691124507467	0.05496363292006285	0.23189573286854157	0.3673303102112176	0.10492503846126541	0.17492743294095023	0.2684820120156096	0.42265493022669076	0.6177397865814787	0.4045363729388725	0.46191634620887206
wavelet-HHH	glcm	Idm	0.7493420110675992	0.7505894353393212	0.7518941427297405	0.7481004191181526	0.7462116822209677	0.7456981834975202	0.7480696978422473	0.7500732201251316	0.7459368605445088	0.73671766855043	0.7482070957802284	0.7469221123216213	0.7527565862725398	0.7361867299367298	0.7391405825216102	0.7467996307239159	0.7466621376424859	0.7576049892791973	0.7290293040293041	0.7324092574092573	0.709375
wavelet-HHH	glcm	Idmn	0.8997368044270397	0.9002357741357284	0.9007576570918963	0.8992401676472611	0.8984846728883872	0.898279273399008	0.8992278791368992	0.9000292880500527	0.8983747442178033	0.8946870674201719	0.8992828383120913	0.8987688449286486	0.901102634509016	0.8944746919746921	0.895656233008644	0.8987198522895663	0.8986648550569942	0.9030419957116791	0.8916117216117218	0.892963702963703	0.88375
wavelet-HHH	glcm	Id	0.7493420110675992	0.7505894353393212	0.7518941427297405	0.7481004191181526	0.7462116822209677	0.7456981834975202	0.7480696978422473	0.7500732201251316	0.7459368605445088	0.73671766855043	0.7482070957802284	0.7469221123216213	0.7527565862725398	0.7361867299367298	0.7391405825216102	0.7467996307239159	0.7466621376424859	0.7576049892791973	0.7290293040293041	0.7324092574092573	0.709375
