Image type	Feature Class	Feature Name	1: RTSTRUCT: RTstruct_6_segment_Lt Frontal	1: RTSTRUCT: RTstruct_6_segment_R putamen	1: RTSTRUCT: RTstruct_6_segment_R cerebellar
log-sigma-3-0-mm-3D	gldm	GrayLevelNonUniformity	70.696	28.377777777777776	212.26582278481013
log-sigma-3-0-mm-3D	gldm	GrayLevelVariance	0.903104	0.18469135802469136	0.3850210970464135
log-sigma-3-0-mm-3D	gldm	HighGrayLevelEmphasis	12.032	3.2666666666666666	6.635021097046414
log-sigma-3-0-mm-3D	gldm	LargeDependenceEmphasis	97.808	33.08888888888889	202.85654008438817
log-sigma-3-0-mm-3D	gldm	LargeDependenceHighGrayLevelEmphasis	882.208	106.68888888888888	1180.5928270042193
log-sigma-3-0-mm-3D	gldm	LargeDependenceLowGrayLevelEmphasis	15.276214444444443	14.688888888888888	47.43625468823254
log-sigma-3-0-mm-3D	gldm	LowGrayLevelEmphasis	0.12245222222222223	0.43333333333333335	0.21631797937177685
log-sigma-3-0-mm-3D	gldm	SmallDependenceEmphasis	0.029956332023177507	0.036866972509168275	0.009374335073465134
log-sigma-3-0-mm-3D	gldm	SmallDependenceHighGrayLevelEmphasis	0.5177763667348809	0.12053486744492034	0.08932005887941821
log-sigma-3-0-mm-3D	gldm	SmallDependenceLowGrayLevelEmphasis	0.003933744096178179	0.01594999877523026	0.0015200612811735288
log-sigma-3-0-mm-3D	ngtdm	Busyness	1.9440584713112314	2.006035923141187	5.51766231057456
log-sigma-3-0-mm-3D	ngtdm	Coarseness	0.03939857693850191	0.19677456298347715	0.01668076619605091
log-sigma-3-0-mm-3D	ngtdm	Complexity	3.9267890488074473	0.225864785420341	1.911539042314395
log-sigma-3-0-mm-3D	ngtdm	Contrast	0.036487546334136624	0.04009952315631328	0.01925902701911712
log-sigma-3-0-mm-3D	ngtdm	Strength	0.2985963088947674	0.20470330205921775	0.09194623286550747
log-sigma-4-0-mm-3D	firstorder	10Percentile	-89.01015014648438	-12.871546173095703	-30.361413383483885
log-sigma-4-0-mm-3D	firstorder	90Percentile	-47.489892578125	-4.443433380126953	-10.269778347015382
log-sigma-4-0-mm-3D	firstorder	Energy	13427012.954340275	3818380.2198350253	37273573.564628564
log-sigma-4-0-mm-3D	firstorder	Entropy	1.4040463916122783	0.15374218032876125	0.7923637394906953
log-sigma-4-0-mm-3D	firstorder	InterquartileRange	23.792160987854004	5.249912261962891	10.503758668899536
log-sigma-4-0-mm-3D	firstorder	Kurtosis	2.3334293705558515	2.91677116187999	2.4025026638255107
log-sigma-4-0-mm-3D	firstorder	Maximum	-30.5397891998291	0.5585622191429138	-3.9027366638183594
log-sigma-4-0-mm-3D	firstorder	MeanAbsoluteDeviation	13.069008499755858	2.745726116321706	6.041552419712903
log-sigma-4-0-mm-3D	firstorder	Mean	-68.78939588928223	-8.724751415517595	-19.67551553601454
log-sigma-4-0-mm-3D	firstorder	Median	-69.17382049560547	-9.194136619567871	-19.033971786499023
log-sigma-4-0-mm-3D	firstorder	Minimum	-98.09226989746094	-13.999133110046387	-37.735206604003906
log-sigma-4-0-mm-3D	firstorder	Range	67.55248069763184	14.5576953291893	33.83246994018555
log-sigma-4-0-mm-3D	firstorder	RobustMeanAbsoluteDeviation	9.659088146972657	1.8994835180165817	4.365116097719451
log-sigma-4-0-mm-3D	firstorder	RootMeanSquared	231.74997695223422	291.295200396628	280.42152404729103
log-sigma-4-0-mm-3D	firstorder	Skewness	0.24917044392951976	0.6025648739367419	-0.2891583796519872
log-sigma-4-0-mm-3D	firstorder	TotalEnergy	13427012.954340275	7938211.509657024	37273573.564628564
log-sigma-4-0-mm-3D	firstorder	Uniformity	0.406752	0.9565432098765432	0.6368726521746871
log-sigma-4-0-mm-3D	firstorder	Variance	249.70836411803995	11.623336159672384	54.414559006189975
log-sigma-4-0-mm-3D	glcm	Autocorrelation	2.863579758783291	1.013899613899614	2.936528246898885
log-sigma-4-0-mm-3D	glcm	JointAverage	1.6241663552964865	1.006949806949807	1.682125729799259
log-sigma-4-0-mm-3D	glcm	ClusterProminence	3.8485046756504917	0.012416525881944987	0.8249237738957245
log-sigma-4-0-mm-3D	glcm	ClusterShade	0.702247720966274	0.012761056750442715	-0.3939523153902723
log-sigma-4-0-mm-3D	glcm	ClusterTendency	1.2448071904212104	0.013512917219480926	0.6451272519524694
log-sigma-4-0-mm-3D	glcm	Contrast	0.3459211501166236	0.013899613899613899	0.2196978849977841
log-sigma-4-0-mm-3D	glcm	Correlation	0.5644377090920448	0.49295215405995646	0.49614607344899875
log-sigma-4-0-mm-3D	glcm	DifferenceAverage	0.33860162568256985	0.013899613899613899	0.2196978849977841
log-sigma-4-0-mm-3D	glcm	DifferenceEntropy	0.9217862644858321	0.09160808095038192	0.7477441767581593
log-sigma-4-0-mm-3D	glcm	DifferenceVariance	0.2241845133796099	0.013512917219480926	0.16867946363334016
log-sigma-4-0-mm-3D	glcm	JointEnergy	0.23855217631960945	0.9727808172209718	0.398907967891533
log-sigma-4-0-mm-3D	glcm	JointEntropy	2.3453914360396655	0.10550769484999567	1.619376936251212
log-sigma-4-0-mm-3D	glcm	Imc1	-0.22932984457672492	-0.0013378125663708117	-0.20326941847484875
log-sigma-4-0-mm-3D	glcm	Imc2	0.654236347095238	0.011886733252803882	0.5367662768312482
log-sigma-4-0-mm-3D	glcm	Idm	0.8314311396021205	0.993050193050193	0.8901510575011081
log-sigma-4-0-mm-3D	glcm	Idmn	0.9657457091929863	0.9972200772200772	0.9560604230004432
log-sigma-4-0-mm-3D	glcm	Id	0.8319191078977239	0.993050193050193	0.8901510575011081
log-sigma-4-0-mm-3D	glcm	Idn	0.9157155698010602	0.9953667953667954	0.9267673716674054
log-sigma-4-0-mm-3D	glcm	InverseVariance	0.3321970418027729	0.013899613899613899	0.2196978849977841
log-sigma-4-0-mm-3D	glcm	MaximumProbability	0.33847092409709584	0.9861003861003861	0.5722767873003668
log-sigma-4-0-mm-3D	glcm	SumEntropy	1.991942348589716	0.09160808095038192	1.3996790512534285
log-sigma-4-0-mm-3D	glcm	SumSquares	0.39768208513445846	0.006853132779773707	0.2162062842375634
log-sigma-4-0-mm-3D	glrlm	GrayLevelNonUniformity	54.313896357870135	8.695027195027196	132.97291291848074
log-sigma-4-0-mm-3D	glrlm	GrayLevelNonUniformityNormalized	0.40634823309752793	0.8244092952717662	0.6771730359444323
log-sigma-4-0-mm-3D	glrlm	GrayLevelVariance	0.4445811163437188	0.08779535236411692	0.16141348202778377
log-sigma-4-0-mm-3D	glrlm	HighGrayLevelRunEmphasis	4.104857585767424	1.2925407925407926	3.3919472654953116
log-sigma-4-0-mm-3D	glrlm	LongRunEmphasis	5.240948477748156	23.88850038850039	9.238492243118095
log-sigma-4-0-mm-3D	glrlm	LongRunHighGrayLevelEmphasis	15.757956292057555	24.18104118104118	30.503090322791834
log-sigma-4-0-mm-3D	glrlm	LongRunLowGrayLevelEmphasis	3.0610766642599665	23.815365190365192	3.92234272319966
log-sigma-4-0-mm-3D	glrlm	LowGrayLevelRunEmphasis	0.4271238503182293	0.9268648018648018	0.4020131836261723
log-sigma-4-0-mm-3D	glrlm	RunEntropy	2.964761033084884	2.4188408025129977	2.8410261158360304
log-sigma-4-0-mm-3D	glrlm	RunLengthNonUniformity	48.86474720263246	2.468919968919969	50.52356002831358
log-sigma-4-0-mm-3D	glrlm	RunLengthNonUniformityNormalized	0.3496882311518412	0.2314236743141172	0.24608376796271358
log-sigma-4-0-mm-3D	glrlm	RunPercentage	0.5338461538461539	0.23333333333333334	0.41252839987017204
log-sigma-4-0-mm-3D	glrlm	RunVariance	1.2485837755238018	4.209053960802213	2.2524914968278944
log-sigma-4-0-mm-3D	glrlm	ShortRunEmphasis	0.5710434152160422	0.24873252353907116	0.40740689702638705
log-sigma-4-0-mm-3D	glrlm	ShortRunHighGrayLevelEmphasis	2.7833887530327175	0.5412733160798637	1.4951842647788973
log-sigma-4-0-mm-3D	glrlm	ShortRunLowGrayLevelEmphasis	0.18304306999602232	0.17559732540387302	0.1354625550882595
log-sigma-4-0-mm-3D	glszm	GrayLevelNonUniformity	1.5	1.0	1.0
log-sigma-4-0-mm-3D	glszm	GrayLevelNonUniformityNormalized	0.375	0.5	0.5
log-sigma-4-0-mm-3D	glszm	GrayLevelVariance	0.6875	0.25	0.25
log-sigma-4-0-mm-3D	glszm	HighGrayLevelZoneEmphasis	5.75	2.5	2.5
log-sigma-4-0-mm-3D	glszm	LargeAreaEmphasis	6326.5	968.5	71545.0
log-sigma-4-0-mm-3D	glszm	LargeAreaHighGrayLevelEmphasis	19735.25	970.0	267026.5
log-sigma-4-0-mm-3D	glszm	LargeAreaLowGrayLevelEmphasis	3209.0347222222226	968.125	22674.625
log-sigma-4-0-mm-3D	glszm	LowGrayLevelZoneEmphasis	0.3680555555555556	0.625	0.625
log-sigma-4-0-mm-3D	glszm	SizeZoneNonUniformity	1.0	1.0	1.0
log-sigma-4-0-mm-3D	glszm	SizeZoneNonUniformityNormalized	0.25	0.5	0.5
log-sigma-4-0-mm-3D	glszm	SmallAreaEmphasis	0.06284155850592835	0.50025826446281	4.299401436604862e-05
log-sigma-4-0-mm-3D	glszm	SmallAreaHighGrayLevelEmphasis	0.5652676797901138	2.00025826446281	5.450405495812511e-05
log-sigma-4-0-mm-3D	glszm	SmallAreaLowGrayLevelEmphasis	0.0070097672521299585	0.1252582644628099	4.0116504218029505e-05
log-sigma-4-0-mm-3D	glszm	ZoneEntropy	1.9999999999999987	0.9999999999999993	0.9999999999999993
log-sigma-4-0-mm-3D	glszm	ZonePercentage	0.016	0.044444444444444446	0.004219409282700422
log-sigma-4-0-mm-3D	glszm	ZoneVariance	2420.25	462.25	15376.0
log-sigma-4-0-mm-3D	gldm	DependenceEntropy	5.0090625358063745	2.409049831632598	4.6903295735339015
log-sigma-4-0-mm-3D	gldm	DependenceNonUniformity	16.728	10.511111111111111	33.780590717299575
log-sigma-4-0-mm-3D	gldm	DependenceNonUniformityNormalized	0.066912	0.23358024691358026	0.07126706902383877
log-sigma-4-0-mm-3D	gldm	DependenceVariance	26.841599999999996	3.893333333333333	18.329843864053124
log-sigma-4-0-mm-3D	gldm	GrayLevelNonUniformity	101.688	43.044444444444444	301.8776371308017
log-sigma-4-0-mm-3D	gldm	GrayLevelVariance	0.436496	0.021728395061728398	0.18156367391265646
log-sigma-4-0-mm-3D	gldm	HighGrayLevelEmphasis	3.492	1.0666666666666667	3.2848101265822787
log-sigma-4-0-mm-3D	gldm	LargeDependenceEmphasis	198.976	54.77777777777778	283.1814345991561
log-sigma-4-0-mm-3D	gldm	LargeDependenceHighGrayLevelEmphasis	470.252	54.84444444444444	882.035864978903
log-sigma-4-0-mm-3D	gldm	LargeDependenceLowGrayLevelEmphasis	138.11255555555556	54.76111111111111	133.4678270042194
log-sigma-4-0-mm-3D	gldm	LowGrayLevelEmphasis	0.5147777777777778	0.9833333333333333	0.4287974683544304
log-sigma-4-0-mm-3D	gldm	SmallDependenceEmphasis	0.011361378567137434	0.04565608465608465	0.004656421118487175
log-sigma-4-0-mm-3D	gldm	SmallDependenceHighGrayLevelEmphasis	0.06461864637599118	0.11232275132275134	0.015808884052091562
log-sigma-4-0-mm-3D	gldm	SmallDependenceLowGrayLevelEmphasis	0.0034701878184374055	0.02898941798941799	0.0018683053850860778
log-sigma-4-0-mm-3D	ngtdm	Busyness	10.92900645159905	0.23015873015873017	17.984219437815018
log-sigma-4-0-mm-3D	ngtdm	Coarseness	0.03642501024567305	2.3275862068965516	0.021639113274945436
log-sigma-4-0-mm-3D	ngtdm	Complexity	0.8246959346264401	0.01909465020576132	0.1949899346192623
log-sigma-4-0-mm-3D	ngtdm	Contrast	0.04266135807168452	0.0006840420667581161	0.03342072994927458
log-sigma-4-0-mm-3D	ngtdm	Strength	0.09549538155398443	1.4117647058823528	0.022922642691258266
log-sigma-5-0-mm-3D	firstorder	10Percentile	-69.7706085205078	-3.942268800735474	-18.94741916656494
log-sigma-5-0-mm-3D	firstorder	90Percentile	-42.047616958618164	2.504867506027222	-8.607268047332765
log-sigma-5-0-mm-3D	firstorder	Energy	14872243.780446317	4020122.6038389946	38837975.534166254
log-sigma-5-0-mm-3D	firstorder	Entropy	0.8608440062015491	0.8944518845341276	-3.203426503814917e-16
log-sigma-5-0-mm-3D	firstorder	InterquartileRange	15.460821151733398	4.038417875766754	5.797582149505615
log-sigma-5-0-mm-3D	firstorder	Kurtosis	2.4599767697450714	2.504969322395967	2.4830953837824583
log-sigma-5-0-mm-3D	firstorder	Maximum	-29.958789825439453	5.187893390655518	-2.7321937084198
log-sigma-5-0-mm-3D	firstorder	MeanAbsoluteDeviation	8.581140657226562	2.183683025307126	3.2990748568910093
log-sigma-5-0-mm-3D	firstorder	Mean	-56.31826159667969	-1.1197202463944753	-13.782262331322778
log-sigma-5-0-mm-3D	firstorder	Median	-57.24849319458008	-1.899730920791626	-13.923117637634277
log-sigma-5-0-mm-3D	firstorder	Minimum	-74.23141479492188	-4.347892761230469	-21.800079345703125
log-sigma-5-0-mm-3D	firstorder	Range	44.27262496948242	9.535786151885986	19.067885637283325
log-sigma-5-0-mm-3D	firstorder	RobustMeanAbsoluteDeviation	6.305396129989624	1.61592635033082	2.41398276293826
log-sigma-5-0-mm-3D	firstorder	RootMeanSquared	243.903618509003	298.8913813797393	286.24579865052425
log-sigma-5-0-mm-3D	firstorder	Skewness	0.3934604436094628	0.6967902153460475	0.24936011648917059
log-sigma-5-0-mm-3D	firstorder	TotalEnergy	14872243.780446317	8357623.307981066	38837975.534166254
log-sigma-5-0-mm-3D	firstorder	Uniformity	0.593312	0.571358024691358	1.0
log-sigma-5-0-mm-3D	firstorder	Variance	108.18549052103575	6.6362374952709215	16.06388890074849
log-sigma-5-0-mm-3D	glcm	Autocorrelation	1.5599411211371537	1.699449672887173	1.0
log-sigma-5-0-mm-3D	glcm	JointAverage	1.2161811240489324	1.2606177606177607	1.0
log-sigma-5-0-mm-3D	glcm	ClusterProminence	0.7985607071424279	0.9079305717908781	0.0
log-sigma-5-0-mm-3D	glcm	ClusterShade	0.45981590195671307	0.4994925016828807	0.0
log-sigma-5-0-mm-3D	glcm	ClusterTendency	0.499495656432082	0.6051071393373517	0.0
log-sigma-5-0-mm-3D	glcm	Contrast	0.17720450201928722	0.16480721793221792	0.0
log-sigma-5-0-mm-3D	glcm	Correlation	0.46799899478274026	0.5720024809498487	1.0
log-sigma-5-0-mm-3D	glcm	DifferenceAverage	0.17720450201928722	0.16480721793221792	0.0
log-sigma-5-0-mm-3D	glcm	DifferenceEntropy	0.6486559043753967	0.6400512879545761	-3.2034265038149176e-16
log-sigma-5-0-mm-3D	glcm	DifferenceVariance	0.14056941203819556	0.13663665957710558	0.0
log-sigma-5-0-mm-3D	glcm	JointEnergy	0.5210805087361197	0.47840616178810963	1.0
log-sigma-5-0-mm-3D	glcm	JointEntropy	1.3272178469820526	1.4282351337510342	-3.2034265038149176e-16
log-sigma-5-0-mm-3D	glcm	Imc1	-0.2308506670359427	-0.27298305312264576	0.0
log-sigma-5-0-mm-3D	glcm	Imc2	0.47657093756937735	0.5937712503539074	0.0
log-sigma-5-0-mm-3D	glcm	Idm	0.9113977489903563	0.9175963910338911	1.0
log-sigma-5-0-mm-3D	glcm	Idmn	0.9645590995961425	0.9670385564135564	1.0
log-sigma-5-0-mm-3D	glcm	Id	0.9113977489903563	0.9175963910338911	1.0
log-sigma-5-0-mm-3D	glcm	Idn	0.9409318326602374	0.9450642606892607	1.0
log-sigma-5-0-mm-3D	glcm	InverseVariance	0.17720450201928722	0.16480721793221792	0.0
log-sigma-5-0-mm-3D	glcm	MaximumProbability	0.695216624941424	0.6569786304161305	1.0
log-sigma-5-0-mm-3D	glcm	SumEntropy	1.1500133449627656	1.2634279158188164	-3.2034265038149176e-16
log-sigma-5-0-mm-3D	glcm	SumSquares	0.16917503961284236	0.19247858931739242	0.0
log-sigma-5-0-mm-3D	glrlm	GrayLevelNonUniformity	53.75134810601935	7.930777665317139	119.15384615384616
log-sigma-5-0-mm-3D	glrlm	GrayLevelNonUniformityNormalized	0.5046191934543579	0.5035945859137814	1.0
log-sigma-5-0-mm-3D	glrlm	GrayLevelVariance	0.24769040327282102	0.24820270704310932	0.0
log-sigma-5-0-mm-3D	glrlm	HighGrayLevelRunEmphasis	2.366879066576463	2.4872343117408904	1.0
log-sigma-5-0-mm-3D	glrlm	LongRunEmphasis	9.035627850850481	11.571335188933872	24.14139243451551
log-sigma-5-0-mm-3D	glrlm	LongRunHighGrayLevelEmphasis	13.82366201614636	18.193425269905532	24.14139243451551
log-sigma-5-0-mm-3D	glrlm	LongRunLowGrayLevelEmphasis	7.8386193095265115	9.915812668690958	24.14139243451551
log-sigma-5-0-mm-3D	glrlm	LowGrayLevelRunEmphasis	0.6582802333558843	0.6281914220647774	1.0
log-sigma-5-0-mm-3D	glrlm	RunEntropy	2.7169216760814616	2.7028836174582334	2.614803532941075
log-sigma-5-0-mm-3D	glrlm	RunLengthNonUniformity	30.23928894174402	3.8616481106612683	21.715392807850733
log-sigma-5-0-mm-3D	glrlm	RunLengthNonUniformityNormalized	0.2672913302287861	0.24046638112705593	0.18940692644537066
log-sigma-5-0-mm-3D	glrlm	RunPercentage	0.42553846153846153	0.35	0.2513794222654982
log-sigma-5-0-mm-3D	glrlm	RunVariance	2.086511158283629	2.945879425619239	3.8391145811000635
log-sigma-5-0-mm-3D	glrlm	ShortRunEmphasis	0.45553663146123685	0.38818749158457805	0.21324287664356414
log-sigma-5-0-mm-3D	glrlm	ShortRunHighGrayLevelEmphasis	1.4336729556992642	1.2772460027462964	0.21324287664356414
log-sigma-5-0-mm-3D	glrlm	ShortRunLowGrayLevelEmphasis	0.21100255040173005	0.16592286379414845	0.21324287664356414
log-sigma-5-0-mm-3D	glszm	GrayLevelNonUniformity	1.6666666666666667	1.0	1.0
log-sigma-5-0-mm-3D	glszm	GrayLevelNonUniformityNormalized	0.5555555555555556	0.5	1.0
log-sigma-5-0-mm-3D	glszm	GrayLevelVariance	0.2222222222222222	0.25	0.0
log-sigma-5-0-mm-3D	glszm	HighGrayLevelZoneEmphasis	3.0	2.5	1.0
log-sigma-5-0-mm-3D	glszm	LargeAreaEmphasis	11774.0	578.5	224676.0
log-sigma-5-0-mm-3D	glszm	LargeAreaHighGrayLevelEmphasis	15055.0	872.5	224676.0
log-sigma-5-0-mm-3D	glszm	LargeAreaLowGrayLevelEmphasis	10953.75	505.0	224676.0
log-sigma-5-0-mm-3D	glszm	LowGrayLevelZoneEmphasis	0.5	0.625	1.0
log-sigma-5-0-mm-3D	glszm	SizeZoneNonUniformity	1.0	1.0	1.0
log-sigma-5-0-mm-3D	glszm	SizeZoneNonUniformityNormalized	0.3333333333333333	0.5	1.0
log-sigma-5-0-mm-3D	glszm	SmallAreaEmphasis	0.0014226795081895328	0.0030713117713266364	4.450853673734622e-06
log-sigma-5-0-mm-3D	glszm	SmallAreaHighGrayLevelEmphasis	0.005659508020586228	0.010724372995816432	4.450853673734622e-06
log-sigma-5-0-mm-3D	glszm	SmallAreaLowGrayLevelEmphasis	0.00036347238009035946	0.001158046465204188	4.450853673734622e-06
log-sigma-5-0-mm-3D	glszm	ZoneEntropy	1.5849625007211552	0.9999999999999993	-3.203426503814917e-16
log-sigma-5-0-mm-3D	glszm	ZonePercentage	0.012	0.044444444444444446	0.002109704641350211
log-sigma-5-0-mm-3D	glszm	ZoneVariance	4829.555555555555	72.25	0.0
log-sigma-5-0-mm-3D	gldm	DependenceEntropy	4.64660364725353	3.2517844324552816	3.4128020525294236
log-sigma-5-0-mm-3D	gldm	DependenceNonUniformity	15.448	7.488888888888889	70.79746835443038
log-sigma-5-0-mm-3D	gldm	DependenceNonUniformityNormalized	0.061792	0.16641975308641976	0.14936174758318646
log-sigma-5-0-mm-3D	gldm	DependenceVariance	42.627904	3.982222222222222	32.852089230714455
log-sigma-5-0-mm-3D	gldm	GrayLevelNonUniformity	148.328	25.711111111111112	474.0
log-sigma-5-0-mm-3D	gldm	GrayLevelVariance	0.20334399999999997	0.214320987654321	0.0
log-sigma-5-0-mm-3D	gldm	HighGrayLevelEmphasis	1.852	1.9333333333333333	1.0
log-sigma-5-0-mm-3D	gldm	LargeDependenceEmphasis	296.584	42.422222222222224	451.63291139240505
log-sigma-5-0-mm-3D	gldm	LargeDependenceHighGrayLevelEmphasis	383.092	63.62222222222222	451.63291139240505
log-sigma-5-0-mm-3D	gldm	LargeDependenceLowGrayLevelEmphasis	274.957	37.12222222222222	451.63291139240505
log-sigma-5-0-mm-3D	gldm	LowGrayLevelEmphasis	0.787	0.7666666666666667	1.0
log-sigma-5-0-mm-3D	gldm	SmallDependenceEmphasis	0.00894585487326835	0.041521860390246634	0.0032751526995995887
log-sigma-5-0-mm-3D	gldm	SmallDependenceHighGrayLevelEmphasis	0.02737760568840176	0.11133667520506145	0.0032751526995995887
log-sigma-5-0-mm-3D	gldm	SmallDependenceLowGrayLevelEmphasis	0.0043379171694849965	0.024068156686542934	0.0032751526995995887
log-sigma-5-0-mm-3D	ngtdm	Busyness	71.94413804849204	25.896230158730166	0.0
log-sigma-5-0-mm-3D	ngtdm	Coarseness	0.046958355051821894	0.2896174444708352	1000000.0
log-sigma-5-0-mm-3D	ngtdm	Complexity	0.17036371889882918	0.1534591416813639	0.0
log-sigma-5-0-mm-3D	ngtdm	Contrast	0.03756968887488427	0.034523822588020114	0.0
log-sigma-5-0-mm-3D	ngtdm	Strength	0.04329958668056739	0.27590737395303006	0.0
wavelet-LLH	firstorder	10Percentile	-44.07898116639231	22.059546439375087	-20.92228054969801
wavelet-LLH	firstorder	90Percentile	25.136727453506495	92.63344439804293	13.195440212853473
wavelet-LLH	firstorder	Energy	21074239.74559979	5815196.937461483	41871801.16438815
wavelet-LLH	firstorder	Entropy	2.219666399331202	2.2301079835946145	1.3277157454010005
wavelet-LLH	firstorder	InterquartileRange	34.03829881098761	49.369735640124134	20.754826997807495
wavelet-LLH	firstorder	Kurtosis	3.449617958476829	2.113464801744904	2.7727232477953847
wavelet-LLH	firstorder	Maximum	80.4841884179547	115.93211107271962	41.38243119655641
wavelet-LLH	firstorder	MeanAbsoluteDeviation	21.616209206210407	24.38585309660332	11.289315744963488
wavelet-LLH	firstorder	Mean	-11.016453446922966	58.31487226550648	-3.094405858998037
wavelet-LLH	firstorder	Median	-13.007876837942362	54.10969945327891	-0.9401090419621532
wavelet-LLH	firstorder	Minimum	-89.9485518530402	10.893510298724	-38.87230935780246
wavelet-LLH	firstorder	Range	170.43274027099488	105.03860077399563	80.25474055435888
wavelet-LLH	firstorder	RobustMeanAbsoluteDeviation	14.533635405326885	17.990842224325412	8.403275185050331
wavelet-LLH	firstorder	RootMeanSquared	290.33938586144177	359.48101286473417	297.2156342761983
wavelet-LLH	firstorder	Skewness	0.28187011923483235	0.30908783650214905	0.09838487371446927
wavelet-LLH	firstorder	TotalEnergy	21074239.74559979	12089488.369985713	41871801.16438815
wavelet-LLH	firstorder	Uniformity	0.25936	0.22271604938271602	0.4426552012676031
wavelet-LLH	firstorder	Variance	785.4688040047159	837.0509236089594	184.20142598146126
wavelet-LLH	glcm	Autocorrelation	16.866855084946728	10.54837516087516	6.018122650419998
wavelet-LLH	glcm	JointAverage	4.060145665005879	3.1598643286143284	2.424528489870145
wavelet-LLH	glcm	ClusterProminence	30.02340379420921	30.015302501534734	2.755500802810293
wavelet-LLH	glcm	ClusterShade	0.7538562791664847	0.3362826996393029	-0.08388407206211346
wavelet-LLH	glcm	ClusterTendency	3.063932016827934	3.695358875376572	1.0543736662272172
wavelet-LLH	glcm	Contrast	1.5397426980004747	1.4526611432861434	0.49540998535015784
wavelet-LLH	glcm	Correlation	0.3248790839127752	0.4367173679393631	0.36206844174053016
wavelet-LLH	glcm	DifferenceAverage	0.9064637114337489	0.9665915915915916	0.4321161646752047
wavelet-LLH	glcm	DifferenceEntropy	1.6610813516853693	1.4847992272896802	1.0966741655435552
wavelet-LLH	glcm	DifferenceVariance	0.6861149018934604	0.4854526622826172	0.2968954539938678
wavelet-LLH	glcm	JointEnergy	0.08630930395504557	0.07100722973282823	0.22261866811020614
wavelet-LLH	glcm	JointEntropy	4.037176781964731	3.94858982710901	2.556029343773043
wavelet-LLH	glcm	Imc1	-0.10285972211395858	-0.17601155184015055	-0.12100986992851308
wavelet-LLH	glcm	Imc2	0.5525723512112889	0.7254804028335711	0.4618619136100243
wavelet-LLH	glcm	Idm	0.609589998196012	0.5653111593736595	0.790271299729893
wavelet-LLH	glcm	Idmn	0.9776012283218585	0.9487636811451466	0.9720041127352878
wavelet-LLH	glcm	Id	0.6379635010289851	0.5920238318675819	0.7943770554490652
wavelet-LLH	glcm	Idn	0.905960198642495	0.8500679170880064	0.9156735516787917
wavelet-LLH	glcm	InverseVariance	0.4843235608663037	0.5950381743350492	0.3778091546618546
wavelet-LLH	glcm	MaximumProbability	0.18148408309583489	0.10324230480480481	0.3149222911437969
wavelet-LLH	glcm	SumEntropy	2.805604477081052	2.8444999340534887	1.9932988384531671
wavelet-LLH	glcm	SumSquares	1.1509186787071022	1.287005004665679	0.38744591289434377
wavelet-LLH	glrlm	GrayLevelNonUniformity	44.31280148831958	8.229280483692248	106.89396629416117
wavelet-LLH	glrlm	GrayLevelNonUniformityNormalized	0.23590522859324337	0.22856079326915707	0.41094756808099964
wavelet-LLH	glrlm	GrayLevelVariance	1.5110711217923805	1.4345532389944715	0.4441460552784847
wavelet-LLH	glrlm	HighGrayLevelRunEmphasis	18.22378324414544	8.64314899792841	6.226506768780966
wavelet-LLH	glrlm	LongRunEmphasis	2.3369946730341136	1.9361706291853351	5.400892962311067
wavelet-LLH	glrlm	LongRunHighGrayLevelEmphasis	40.85655996254329	20.60917401358578	33.75313926427686
wavelet-LLH	glrlm	LongRunLowGrayLevelEmphasis	0.18586281372978636	0.4224982622160931	1.098333701719611
wavelet-LLH	glrlm	LowGrayLevelRunEmphasis	0.09116176317659513	0.3039246439788719	0.2423746415289886
wavelet-LLH	glrlm	RunEntropy	3.2848730104768977	2.757232390331457	3.1658318230127738
wavelet-LLH	glrlm	RunLengthNonUniformity	115.71314831421242	24.75178554222672	100.61190206792789
wavelet-LLH	glrlm	RunLengthNonUniformityNormalized	0.6065239052415834	0.6836505844428004	0.37080430016770777
wavelet-LLH	glrlm	RunPercentage	0.7507692307692309	0.8	0.5469003570269393
wavelet-LLH	glrlm	RunVariance	0.48594120710847	0.34716034902910425	1.5297346901366509
wavelet-LLH	glrlm	ShortRunEmphasis	0.8016880200754426	0.8496682260469025	0.6059266117990303
wavelet-LLH	glrlm	ShortRunHighGrayLevelEmphasis	14.778064428124509	6.585630291053086	3.702499368231729
wavelet-LLH	glrlm	ShortRunLowGrayLevelEmphasis	0.07695615644025083	0.28405621290854133	0.1635679599990952
wavelet-LLH	glszm	GrayLevelNonUniformity	3.5	4.875	3.857142857142857
wavelet-LLH	glszm	GrayLevelNonUniformityNormalized	0.14583333333333334	0.3046875	0.2755102040816326
wavelet-LLH	glszm	GrayLevelVariance	4.067708333333333	1.30859375	1.1224489795918366
wavelet-LLH	glszm	HighGrayLevelZoneEmphasis	23.208333333333332	5.5625	5.714285714285714
wavelet-LLH	glszm	LargeAreaEmphasis	549.75	17.1875	6856.714285714285
wavelet-LLH	glszm	LargeAreaHighGrayLevelEmphasis	9434.666666666666	210.375	42598.07142857143
wavelet-LLH	glszm	LargeAreaLowGrayLevelEmphasis	35.163172063964474	2.214045138888889	1299.7529761904764
wavelet-LLH	glszm	LowGrayLevelZoneEmphasis	0.16026224726001512	0.4890451388888889	0.4613095238095238
wavelet-LLH	glszm	SizeZoneNonUniformity	5.333333333333333	5.0	2.7142857142857144
