Image type	Feature Class	Feature Name	1: RTSTRUCT: ANON_32_segment_Rt Frontal	1: RTSTRUCT: ANON_32_segment_Lt Ant Frontal	1: RTSTRUCT: ANON_32_segment_Rt Ant Frontal	1: RTSTRUCT: ANON_32_segment_Rt Ant lat Ventricle	1: RTSTRUCT: ANON_32_segment_Rt Lat Parietal	1: RTSTRUCT: ANON_32_segment_Rt Ant Temporal	1: RTSTRUCT: ANON_32_segment_Rt Occipital	1: RTSTRUCT: ANON_32_segment_Lt Cerebellar	1: RTSTRUCT: ANON_32_segment_Rt Inf Occipital	1: RTSTRUCT: ANON_32_segment_Rt Inf Temporal	1: RTSTRUCT: ANON_32_segment_Lt Ant Temporal	1: RTSTRUCT: ANON_32_segment_Lt Insula	1: RTSTRUCT: ANON_32_segment_Lt post paramedian	1: RTSTRUCT: ANON_32_segment_Rt Parietal
wavelet-HLH	glszm	LowGrayLevelZoneEmphasis	0.625	0.625	0.3680555555555556	0.4537037037037037	0.75	0.75	0.5	0.5	0.3559027777777778	0.4537037037037037	0.625		0.625	0.625
wavelet-HLH	glszm	SizeZoneNonUniformity	1.0	1.0	1.5	1.0	1.0	1.0	1.6666666666666667	1.0	1.0	1.0	1.0		1.0	1.0
wavelet-HLH	glszm	SizeZoneNonUniformityNormalized	0.5	0.5	0.375	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.5555555555555556	0.3333333333333333	0.25	0.3333333333333333	0.5		0.5	0.5
wavelet-HLH	glszm	SmallAreaEmphasis	0.0009207856505153802	0.00022322014205131087	0.2977777777777778	0.3334105205622055	0.3351179978164105	0.333556248320344	0.11	0.045578703703703705	0.2600237195334254	0.08814814814814814	0.04513888888888889		0.007958579881656805	0.03625
wavelet-HLH	glszm	SmallAreaHighGrayLevelEmphasis	0.0025874523171820468	0.0004762139015385768	2.4077777777777776	0.33382675445565463	0.3373855715125556	0.333956248320344	0.39999999999999997	0.1723148148148148	4.010149700290625	0.7648148148148147	0.08680555555555555		0.022958579881656806	0.13
wavelet-HLH	glszm	SmallAreaLowGrayLevelEmphasis	0.0005041189838487136	0.0001599717021794944	0.059166666666666666	0.33334750035702826	0.3345511043923743	0.333456248320344	0.0375	0.013894675925925927	0.025629407045664045	0.011574074074074072	0.034722222222222224		0.0042085798816568045	0.012812500000000001
wavelet-HLH	glszm	ZoneEntropy	0.9999999999999993	0.9999999999999993	1.9999999999999987	1.5849625007211552	1.5849625007211552	1.5849625007211552	1.5849625007211552	1.5849625007211552	1.9999999999999987	1.5849625007211552	0.9999999999999993		0.9999999999999993	0.9999999999999993
wavelet-HLH	glszm	ZonePercentage	0.029850746268656716	0.014598540145985401	0.2857142857142857	0.016042780748663103	0.075	0.026785714285714284	0.25	0.14285714285714285	0.013468013468013467	0.1111111111111111	0.2		0.08695652173913043	0.14285714285714285
wavelet-HLH	glszm	ZoneVariance	12.25	72.25	2.75	1883.5555555555554	77.55555555555556	680.2222222222222	1.9999999999999998	8.666666666666666	5093.6875	28.666666666666664	1.0		2.25	9.0
wavelet-HLH	gldm	DependenceEntropy	4.1656053861692826	4.36933522466096	2.985228136034249	4.718981932540545	4.175070520364175	4.576072923126563	2.7516291673878204	2.297079327540663	4.907280311138623	3.207686112873934	2.646439344671013		3.2575004135020635	3.039148671903068
wavelet-HLH	gldm	DependenceNonUniformity	6.701492537313433	13.613138686131387	4.142857142857143	14.882352941176471	4.6	9.232142857142858	3.3333333333333335	8.047619047619047	21.47138047138047	4.2592592592592595	2.6		4.826086956521739	1.8571428571428572
wavelet-HLH	gldm	DependenceNonUniformityNormalized	0.1000222766763199	0.09936597581117801	0.29591836734693877	0.07958477508650519	0.115	0.08242984693877552	0.2777777777777778	0.3832199546485261	0.07229421034134839	0.15775034293552812	0.26		0.20982986767485823	0.1326530612244898
wavelet-HLH	gldm	DependenceVariance	11.001559367342391	8.485907613618199	0.8367346938775511	13.71214504275215	8.66	13.375	1.1388888888888888	5.378684807256236	15.920008162432403	3.950617283950617	1.24		2.574669187145558	5.122448979591836
wavelet-HLH	gldm	GrayLevelNonUniformity	33.865671641791046	69.55474452554745	5.0	92.55080213903743	20.05	56.642857142857146	6.166666666666667	10.523809523809524	142.85185185185185	12.185185185185185	5.2		11.695652173913043	8.285714285714286
wavelet-HLH	gldm	GrayLevelVariance	0.24727110715081313	0.24615056742500935	0.596938775510204	0.2606880379764935	0.24937499999999999	0.24713010204081634	0.24305555555555558	0.24943310657596374	0.29040120622612203	0.39780521262002744	0.24		0.24574669187145556	0.20408163265306123
wavelet-HLH	gldm	HighGrayLevelEmphasis	2.343283582089552	2.6861313868613137	5.5	6.524064171122995	2.575	2.3392857142857144	2.75	2.5714285714285716	6.531986531986532	2.7037037037037037	2.8		2.3043478260869565	1.8571428571428572
wavelet-HLH	gldm	LargeDependenceEmphasis	80.61194029850746	91.33576642335767	9.0	118.58288770053476	60.5	113.375	15.833333333333334	59.857142857142854	145.5117845117845	31.22222222222222	14.2		56.56521739130435	39.42857142857143
wavelet-HLH	gldm	LargeDependenceHighGrayLevelEmphasis	141.50746268656715	246.43795620437956	49.5	816.0	155.525	250.46428571428572	40.583333333333336	135.42857142857142	974.8215488215488	58.925925925925924	45.4		132.7391304347826	47.57142857142857
wavelet-HLH	gldm	LargeDependenceLowGrayLevelEmphasis	65.38805970149254	52.56021897810219	2.6845238095238098	20.158496732026144	36.74375	79.10267857142857	9.645833333333334	40.964285714285715	25.604961653572765	24.625514403292183	6.4		37.52173913043478	37.392857142857146
wavelet-HLH	gldm	LowGrayLevelEmphasis	0.664179104477612	0.5784671532846716	0.3511904761904762	0.1834521687462864	0.60625	0.6651785714285714	0.5625	0.6071428571428571	0.19138140665918443	0.6563786008230452	0.55		0.6739130434782609	0.7857142857142857
wavelet-HLH	gldm	SmallDependenceEmphasis	0.028238790139141743	0.018880335178181152	0.20039682539682538	0.02195955699395582	0.060914463125335584	0.02620785611163296	0.09435185185185185	0.042579365079365085	0.017677079358553543	0.061957415339249554	0.10783333333333331		0.023247648898528817	0.05496235332757441
wavelet-HLH	gldm	SmallDependenceHighGrayLevelEmphasis	0.0898631558716195	0.04449444932442011	1.2584325396825398	0.12095848455280782	0.12350586629587837	0.057925068939273884	0.2983796296296296	0.14773809523809525	0.1355874445618302	0.2778216128701137	0.27091666666666664		0.058287803849398044	0.16954568666090775
wavelet-HLH	gldm	SmallDependenceLowGrayLevelEmphasis	0.012832698706022294	0.012476806641621414	0.06650958994708996	0.008134944509942293	0.04526661233269989	0.018278552904722724	0.04334490740740741	0.016289682539682538	0.004339543493750312	0.028567497643776304	0.0670625		0.014487610160811504	0.026316519994241082
wavelet-HLH	ngtdm	Busyness	24.97479015997669	24.681044486980024	0.6875000000000001	7.204567323430262	8.682374350795403	33.82625017222197	1.6723544973544975	2.9252113627113623	5.755896242509594	3.341277230589206	1.6517857142857144		6.972882031600519	10.682019369519363
wavelet-HLH	ngtdm	Coarseness	0.058319678756083466	0.029525630677410843	0.3393939393939394	0.022848377795151493	0.1001529284799431	0.04356628958348158	0.39863956339476386	0.2991236842417319	0.01590606112883459	0.14429896828939134	0.3783783783783784		0.23560661651980508	0.3276534032494907
wavelet-HLH	ngtdm	Complexity	0.5118468912269671	0.4944361834463471	1.8369859307359309	1.8774390107468357	0.4992365251707357	0.4098844089746284	0.41808862433862437	0.31839035240395785	3.0778949063964216	2.08725392337785	0.5285714285714286		0.3690750413701598	0.43600079059262725
wavelet-HLH	ngtdm	Contrast	0.12747170568412028	0.12129553766926292	0.12080903790087465	0.04154313708840512	0.12451002695221443	0.10172610614051243	0.09929591049382715	0.07890422095151606	0.022154095086610832	0.08209762859191598	0.1262285714285714		0.09005381506094622	0.08934999241121688
wavelet-HLH	ngtdm	Strength	0.05790482711057238	0.0296254834230533	0.9243697478991595	0.0791963802167732	0.1001425371531352	0.04338156353244761	0.4079650315687227	0.30106797422425036	0.0906486492159926	0.46527569730421403	0.38026256224535987		0.2372945281616044	0.32629570706910654
wavelet-HHL	firstorder	10Percentile	-8.200136368507753	-5.791296131044484	-2.4069873610834325	-9.166286690621247	-4.5678405931774355	-5.212236092357407	-4.259891373456822	-1.6292694667787657	-8.314110399168184	-4.484417273461055	-1.5751564037464285		-3.0343621000896053	-6.624106992654048
wavelet-HHL	firstorder	90Percentile	5.722376488509848	6.683190104651092	4.101040389250726	7.912730880728266	7.131658077322769	6.046287640099017	6.200772915465912	5.229741677963134	9.867326828874088	4.702578477244202	7.138029796718199		5.090341498484504	4.293849724739094
wavelet-HHL	firstorder	Energy	5996227.02284385	12364994.018788517	1265175.1018334406	16860188.81126056	3618735.2730891635	10099654.779123213	1080755.7884063127	1908459.0744983228	26802606.785820536	2438453.672669226	909963.8516120894		2081285.8638272798	1251594.9275837867
wavelet-HHL	firstorder	Entropy	0.9959789565187214	0.99903896352629	0.9402859586706304	0.9975025463691145	0.9999999999999993	0.9990797181805813	0.9798687566511521	0.9587118829771312	1.0288445965911608	0.9910760598382216	0.9999999999999993		0.932111567616674	0.9402859586706304
wavelet-HHL	firstorder	InterquartileRange	6.557393965867009	6.090588561415558	3.3649727779897756	8.638706416740742	6.503036151215961	6.071965407936875	6.559473536677238	3.7954127362846615	9.058189699497575	4.9168050637311564	3.7677147141321274		4.15489676091414	6.800776452749931
wavelet-HHL	firstorder	Kurtosis	2.912273447292557	3.0051111761467872	2.635848438322766	3.333875641215503	2.353826810482339	3.1188872263107768	2.2728952043227415	1.8125209939829832	4.030452581634751	5.1383428624700285	3.129852219132692		2.6413288934742956	3.466896014199382
wavelet-HHL	firstorder	Maximum	8.56190521881166	12.654488344823573	5.075570003958576	19.371842364481868	11.282123826427375	14.022185788645505	8.442793822274915	5.337467170876107	29.580437266351726	15.504535402807484	11.144255095064437		7.944622069601628	11.555528322360807
wavelet-HHL	firstorder	MeanAbsoluteDeviation	3.933490592220147	4.080813600139652	2.1095815072658026	5.338406675324713	3.9775152015229267	3.655615748887338	3.7731719532876995	2.100980928795515	5.6643900726658245	3.6030293385792964	3.394637776261913		2.4417160017417014	3.935154386481979
wavelet-HHL	firstorder	Mean	-0.8834401961857309	0.38075312268910994	0.6036535229673384	0.19059374045080932	0.7426623592334393	0.2577135745839491	0.071341028680723	1.4515799738211679	0.31659703046088283	0.47769802684633866	1.6237752329689599		0.8004622785631293	-1.0440751907752108
wavelet-HHL	firstorder	Median	-0.4778957747860653	0.14852100883930375	0.5041003177416377	0.2163770066280135	-0.14512904572530042	0.3222342174861751	-0.8521494667444334	1.8144453895316983	0.1194269776405402	0.6912525966497637	0.2838814387128636		0.8805614806298269	-1.9297360961560222
wavelet-HHL	firstorder	Minimum	-13.888552970155374	-13.291646555179184	-4.971746992768467	-19.077222397299817	-9.44591199427136	-12.257127683073577	-7.658840009425427	-2.1222782020167426	-24.056691939899878	-12.973457839494928	-5.701238869575074		-4.120776825257116	-7.029864308273736
wavelet-HHL	firstorder	Range	22.450458188967033	25.946134900002757	10.047316996727043	38.449064761781685	20.728035820698736	26.27931347171908	16.10163383170034	7.45974537289285	53.6371292062516	28.47799324230241	16.845493964639513		12.065398894858745	18.585392630634544
wavelet-HHL	firstorder	RobustMeanAbsoluteDeviation	2.628096963696635	2.754478174191547	1.2028689094551297	3.542531135238737	3.041995561822696	2.539448382196243	2.206126032362258	1.725191838481495	3.76775271004966	2.045507857494805	2.0690021697614704		1.5149324918496843	2.301647967862846
wavelet-HHL	firstorder	RootMeanSquared	299.15869653761916	300.4254163583314	300.61545224914846	300.268941939342	300.77962335774856	300.29233939498755	300.1049522536953	301.46144620421893	300.4071691759786	300.52137858686376	301.65607098351086		300.8167045421861	298.99772187185005
wavelet-HHL	firstorder	Skewness	-0.4889779106447307	-0.03414314190402701	-0.19971439373219305	-0.05239036948436977	0.20564587638049203	0.10873765342278814	0.26003473617642403	0.19184194037612154	0.26834789211952403	0.12820395497836617	0.6533743545053398		0.4483658694668022	0.9443458758947425
wavelet-HHL	firstorder	TotalEnergy	5996227.02284385	12364994.018788517	1513822.2316735534	16860188.81126056	3618735.2730891635	10099654.779123213	1293158.6601162364	1908459.0744983228	26802606.785820536	2438453.672669226	909963.8516120894		2081285.8638272798	1251594.9275837867
wavelet-HHL	firstorder	Uniformity	0.5027845845399866	0.5006659917949812	0.5408163265306123	0.5017301038062284	0.5	0.5006377551020409	0.513888888888889	0.528344671201814	0.49685406251062825	0.5061728395061729	0.5		0.5463137996219282	0.5408163265306123
wavelet-HHL	firstorder	Variance	25.209365218513128	26.833947522870073	7.093619603835901	47.044923127596576	22.23286430920103	20.794538277500926	20.172660441907468	5.948478826083314	54.408840368806196	26.25197623645902	19.483375420351756		9.771624623580523	24.99270601733826
wavelet-HHL	glcm	Autocorrelation	2.0371725539006693	2.3127528717854355	2.533333333333333	2.3768621087577673	2.4456880726111496	2.403829713214077	2.13125	2.8451465201465194	2.2767584247190205	2.5095366621682413	1.8954545454545455		2.949508824508825	1.6882783882783887
wavelet-HHL	glcm	JointAverage	1.4303453960858556	1.5182684422531498	1.6045138888888888	1.5407803393046982	1.5582252430430568	1.5469595560825071	1.46875	1.6790903540903541	1.4987571108029842	1.5900472334682858	1.3916666666666666		1.707704795204795	1.3136446886446886
wavelet-HHL	glcm	ClusterProminence	0.46912569714560476	0.5142265920221374	0.38554588901570364	0.5016688746615187	0.5425771175850679	0.5155546199790473	0.4359619140625	0.42324791897575625	0.6034649027215938	0.423479575020313	0.15660351430976432		0.5456247400830886	0.26493116595975563
wavelet-HHL	glcm	ClusterShade	0.059024979478691245	-0.023362289031411652	-0.07541569144375845	-0.03990795515200312	-0.09477973707864108	-0.05032610261100822	0.005859375	-0.10604777832536708	0.01948399235104109	-0.051179037925368626	-0.023574915824915797		-0.24012688978496338	0.10293342843853054
wavelet-HHL	glcm	ClusterTendency	0.4722982910646692	0.5134440582857388	0.38321566358024695	0.5019783523822385	0.5227737270019124	0.5157137616114466	0.4421875	0.4491411806887997	0.5699195919411424	0.4381233607710986	0.15633838383838386		0.4648998359144463	0.27847156811442525
wavelet-HHL	glcm	Contrast	0.5077272687137947	0.48410490994802774	0.5604166666666667	0.49095781831265406	0.45797531303604183	0.4740979100668902	0.55	0.38424908424908416	0.44824475271625086	0.5212100764732344	0.5590909090909091		0.34721112221112216	0.5053113553113553
wavelet-HHL	glcm	Correlation	-0.0365210826706637	0.029601567433759832	-0.1758838383838382	0.01091586180461392	0.0718526598649712	0.041543950485629234	-0.10992063492063478	0.05181741335587485	0.11966141958214513	-0.08832689432236937	-0.12987012987012952		0.15641319464848857	-0.1560772560772559
wavelet-HHL	glcm	DifferenceAverage	0.5077272687137947	0.48410490994802774	0.5604166666666667	0.49095781831265406	0.45797531303604183	0.4740979100668902	0.55	0.38424908424908416	0.4445420315656922	0.5212100764732344	0.5590909090909091		0.34721112221112216	0.5053113553113553
wavelet-HHL	glcm	DifferenceEntropy	0.9718940627680707	0.9736136343170447	0.9385051840525362	0.9786836277462914	0.7956483740478982	0.9573540433632559	0.8605185562991057	0.8090123275610962	0.9645645069211243	0.8865644236004123	0.3185597103455599		0.862752491604523	0.6119640225354728
wavelet-HHL	glcm	DifferenceVariance	0.2404099123161867	0.24104339088171642	0.22914930555555554	0.24276724719963452	0.18570715861588075	0.23575218124164904	0.2040625	0.1935365428222571	0.23618279572283957	0.21326103626888482	0.07613636363636364		0.20614844300720922	0.14707439386010818
wavelet-HHL	glcm	JointEnergy	0.2695773077945814	0.2601821250014003	0.2990345293209876	0.26076466745291926	0.32391832136514215	0.2693419829191825	0.29984375	0.3897683247088009	0.26540676962327014	0.3070722451089487	0.56614898989899		0.3877960779300065	0.4610341444270016
wavelet-HHL	glcm	JointEntropy	1.9405171553745524	1.9703468408661597	1.858529721494705	1.9681387813285924	1.7656392892012103	1.94174741265102	1.8451990251843218	1.5318645884249587	1.9854620458357426	1.8045916959116919	1.0183660551244786		1.6201735391197358	1.3054202971729398
wavelet-HHL	glcm	Imc1	-0.030984880933590777	-0.026166309183779934	-0.05944129700925657	-0.02175207231132283	-0.21028224789635783	-0.04383648438414918	-0.1438067226803966	-0.23161933187754882	-0.05526463357995982	-0.1392085901397266	-0.4207856151401885		-0.11889792297164935	-0.34747923709692263
wavelet-HHL	glcm	Imc2	0.20558071429588834	0.16242651202429445	0.2788040811437511	0.15949338725157663	0.4314402969475121	0.2184414249699183	0.4628809227960409	0.48115055354239955	0.29929123238000993	0.38488008277287583	0.47881530507837494		0.3348232076045242	0.5433227192148385
wavelet-HHL	glcm	Idm	0.7461363656431027	0.757947545025986	0.7197916666666666	0.754521090843673	0.7710123434819791	0.7629510449665549	0.725	0.8078754578754579	0.7780992563322098	0.7393949617633828	0.7204545454545455		0.8263944388944388	0.7473443223443224
wavelet-HHL	glcm	Idmn	0.8984545462572411	0.9031790180103942	0.8879166666666667	0.9018084363374693	0.9084049373927917	0.905180417986622	0.89	0.9231501831501832	0.9553464195507083	0.8957579847053532	0.8881818181818182		0.9305577755577755	0.8989377289377292
wavelet-HHL	glcm	Id	0.7461363656431027	0.757947545025986	0.7197916666666666	0.754521090843673	0.7710123434819791	0.7629510449665549	0.725	0.8078754578754579	0.7783461044089136	0.7393949617633828	0.7204545454545455		0.8263944388944388	0.7473443223443224
wavelet-HHL	glcm	Idn	0.8307575770954015	0.8386316966839907	0.8131944444444443	0.8363473938957819	0.8473415623213195	0.8419673633110367	0.8166666666666667	0.8719169719169719	0.889049628166105	0.8262633078422552	0.8136363636363637		0.8842629592629592	0.8315628815628817
wavelet-HHL	glcm	InverseVariance	0.5077272687137947	0.48410490994802774	0.5604166666666667	0.49095781831265406	0.45797531303604183	0.4740979100668902	0.55	0.38424908424908416	0.44130215055895355	0.5212100764732344	0.5590909090909091		0.34721112221112216	0.5053113553113553
wavelet-HHL	glcm	MaximumProbability	0.3255731228877875	0.2984536118873145	0.38958333333333334	0.3049732327291036	0.3974533984908479	0.32941303882073075	0.35	0.5004273504273504	0.31536512024141444	0.3787674313990103	0.5939393939393939		0.5340992340992341	0.549084249084249
wavelet-HHL	glcm	SumEntropy	1.432789886660758	1.4862419309181323	1.2981130548280386	1.4771809630159385	1.3076639761651685	1.46764950258413	1.2951990251843222	1.1476155041758747	1.5299838070603218	1.283381619438458	0.45927514603357		1.2729624169086142	0.8001089418615848
wavelet-HHL	glcm	SumSquares	0.24500638994461593	0.24938724205844162	0.2359080825617284	0.2482340426737231	0.24518726000948848	0.2474529179195842	0.248046875	0.20834756623447098	0.2545410861643483	0.23983335931108318	0.17885732323232323		0.20302773953139214	0.19594573085644515
wavelet-HHL	glrlm	GrayLevelNonUniformity	24.010982605079338	46.63428530099104	5.393434343434343	61.02901673547502	14.91419142506799	38.47952387535394	4.6402777777777775	8.413272339975125	86.47118786025509	11.12574768729205	4.487734487734487		8.817004063122187	6.019047619047618
wavelet-HHL	glrlm	GrayLevelNonUniformityNormalized	0.5002258429319499	0.5005855673344547	0.5251382511988573	0.5002392539099246	0.5040301980967459	0.5007505587549858	0.5158989197530864	0.5159281495631738	0.4955463303876246	0.5022368840559475	0.5040999564809089		0.5202658222129556	0.5200873729445157
wavelet-HHL	glrlm	GrayLevelVariance	0.249887078534025	0.24970721633277265	0.23743087440057137	0.24988037304503766	0.24798490095162704	0.24962472062250712	0.24205054012345678	0.2420359252184131	0.2606070972604393	0.24888155797202627	0.24795002175954553		0.23986708889352218	0.23995631352774213
wavelet-HHL	glrlm	HighGrayLevelRunEmphasis	2.5105284107431336	2.5260282690139793	2.8212121212121213	2.5070694445823607	2.3861529314645287	2.4577179818462564	2.247916666666667	2.6986732952290233	2.610490484606468	2.583477212341072	2.4913419913419914		2.7787466839741195	2.234665334665335
wavelet-HHL	glrlm	LongRunEmphasis	2.441950801455685	2.7857289220570296	2.231313131313131	3.2715760301240406	2.493399934103818	2.7768612442579106	2.025	2.1595055701092853	4.1397091714836085	1.7311041633951336	1.4231601731601728		2.2412225961702026	1.7583916083916082
wavelet-HHL	glrlm	LongRunHighGrayLevelEmphasis	5.465171172998937	7.227766480964206	6.862373737373737	8.766195706769642	6.44957569721896	7.364343939458413	4.560416666666667	6.572913524384112	10.249968171533236	4.7992205060334125	3.5752164502164505		7.052355457910352	3.2747002997002994
wavelet-HHL	glrlm	LongRunLowGrayLevelEmphasis	1.6861457085698714	1.6752195323302352	1.07354797979798	1.8979211109626397	1.5043559933250328	1.6299905704577848	1.3911458333333335	1.0561535815405785	2.6187180800697663	0.9640750777355637	0.8851461038961038		1.0384393807351655	1.3793144355644353
wavelet-HHL	glrlm	LowGrayLevelRunEmphasis	0.6223678973142166	0.6184929327465052	0.5446969696969697	0.6232326388544098	0.6534617671338678	0.6355705045384359	0.6880208333333333	0.5753316761927443	0.6039510374469484	0.604130696914732	0.6271645021645021		0.5553133290064701	0.6913336663336662
wavelet-HHL	glrlm	RunEntropy	2.0844334304715444	2.254050617808617	1.9558643046787894	2.367428030667697	1.8564828455611437	2.186079439016508	1.8433091459005502	1.6652327330351482	2.623899263232983	1.7157635010130117	1.3547815064933553		1.8578635507482468	1.5058821131376268
wavelet-HHL	glrlm	RunLengthNonUniformity	26.20431003743846	47.446786593675625	5.640404040404041	58.686613700678315	18.226364113150346	41.12357009444146	5.2	10.585214733666747	74.34189812911497	15.297596043539382	7.366522366522366		9.710608418598415	8.257808857808858
wavelet-HHL	glrlm	RunLengthNonUniformityNormalized	0.5360185320184473	0.4983341226592636	0.5446775839200082	0.4714595734955221	0.5859165896982651	0.519864823627005	0.5727777777777778	0.622518139236088	0.4070931193461899	0.6771683356761989	0.8050258824068347		0.5583736318938717	0.689175319629865
wavelet-HHL	glrlm	RunPercentage	0.7164179104477613	0.6799550814149354	0.7321428571428571	0.6524064171122994	0.7403846153846154	0.6861263736263735	0.75	0.7765567765567766	0.5874125874125874	0.8205128205128206	0.8909090909090908		0.7357859531772577	0.8241758241758242
wavelet-HHL	glrlm	RunVariance	0.398587015768944	0.5225221085852646	0.3264575043362922	0.7523830786481974	0.43509109570001	0.5017097108598102	0.2136111111111111	0.27307141471244034	0.9535714292698751	0.19244825208548125	0.0974870587965826		0.29852901758854533	0.18425849403122127
wavelet-HHL	glrlm	ShortRunEmphasis	0.7407664885178752	0.7132834443437444	0.7508136924803591	0.6968907579513913	0.7511963264246772	0.7149429138411247	0.74375	0.782891888574293	0.6210493464008416	0.835437771482676	0.8942099567099567		0.7426306471064152	0.831769619269619
wavelet-HHL	glrlm	ShortRunHighGrayLevelEmphasis	1.9531697759868238	1.78350672628671	2.0454896184062847	1.6819985453028055	1.6980476815290102	1.6789582843096902	1.6697916666666666	1.9756023167626628	1.6499036932560769	2.087313681984398	2.220373376623377		1.9060640340602835	1.9960241147741153
wavelet-HHL	glrlm	ShortRunLowGrayLevelEmphasis	0.43766566665063805	0.44572762385800285	0.42714471099887763	0.4506138111135376	0.514483487648594	0.4739390712239833	0.5122395833333333	0.4847142815272007	0.37040941828559837	0.5224687938572455	0.5626691017316019		0.4517723003679481	0.5407059953934952
wavelet-HHL	glszm	GrayLevelNonUniformity	1.0	1.0	1.6666666666666667	1.0	1.0	1.6666666666666667	1.0	1.6666666666666667	1.0	1.0	1.6666666666666667		1.0	1.6666666666666667
wavelet-HHL	glszm	GrayLevelNonUniformityNormalized	0.5	0.5	0.5555555555555556	0.5	0.5	0.5555555555555556	0.5	0.5555555555555556	0.3333333333333333	0.5	0.5555555555555556		0.5	0.5555555555555556
wavelet-HHL	glszm	GrayLevelVariance	0.25	0.25	0.2222222222222222	0.25	0.25	0.2222222222222222	0.25	0.2222222222222222	0.6666666666666666	0.25	0.2222222222222222		0.25	0.2222222222222222
wavelet-HHL	glszm	HighGrayLevelZoneEmphasis	2.5	2.5	2.0	2.5	2.5	3.0	2.5	2.0	4.666666666666667	2.5	2.0		2.5	3.0
wavelet-HHL	glszm	LargeAreaEmphasis	1128.5	4698.5	32.666666666666664	8772.5	400.0	2055.3333333333335	37.0	73.0	14609.0	184.5	14.0		144.5	32.666666666666664
wavelet-HHL	glszm	LargeAreaHighGrayLevelEmphasis	2570.0	12260.0	113.66666666666667	23474.0	1000.0	5305.333333333333	74.5	242.0	37412.666666666664	522.0	39.0		482.0	49.666666666666664
wavelet-HHL	glszm	LargeAreaLowGrayLevelEmphasis	768.125	2808.125	12.416666666666666	5097.125	250.0	1242.8333333333333	27.625	30.75	8908.453703703703	100.125	7.75		60.125	28.416666666666668
wavelet-HHL	glszm	LowGrayLevelZoneEmphasis	0.625	0.625	0.75	0.625	0.625	0.5	0.625	0.75	0.4537037037037037	0.625	0.75		0.625	0.5
wavelet-HHL	glszm	SizeZoneNonUniformity	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0		1.0	1.0
wavelet-HHL	glszm	SizeZoneNonUniformityNormalized	0.5	0.5	0.3333333333333333	0.5	1.0	0.3333333333333333	0.5	0.3333333333333333	0.3333333333333333	0.5	0.3333333333333333		0.5	0.3333333333333333
wavelet-HHL	glszm	SmallAreaEmphasis	0.000906093832299174	0.00021397087500494113	0.3582818930041152	0.00011558131823283339	0.0025	0.333550240846503	0.030204081632653063	0.3421084410095399	0.33336380671707405	0.005694444444444445	0.3675		0.010034722222222223	0.3582818930041152
wavelet-HHL	glszm	SmallAreaHighGrayLevelEmphasis	0.0024669679217892886	0.0005115308829398747	0.3706275720164609	0.0002686269258238955	0.00625	1.333858027857891	0.09020408163265306	0.3480256007728535	3.000074331109279	0.012361111111111111	0.4075		0.01670138888888889	1.4207818930041152
wavelet-HHL	glszm	SmallAreaLowGrayLevelEmphasis	0.0005158753099266454	0.00013958087302120772	0.3551954732510288	7.731991633506785e-05	0.0015625	0.0834732940936559	0.01520408163265306	0.34062915106871156	0.03705654598939313	0.004027777777777778	0.3575		0.008368055555555556	0.09265689300411523
wavelet-HHL	glszm	ZoneEntropy	0.9999999999999993	0.9999999999999993	1.5849625007211552	0.9999999999999993	0.9999999999999993	1.5849625007211552	0.9999999999999993	1.5849625007211552	1.5849625007211552	0.9999999999999993	1.5849625007211552		0.9999999999999993	1.5849625007211552
wavelet-HHL	glszm	ZonePercentage	0.029850746268656716	0.014598540145985401	0.21428571428571427	0.0106951871657754	0.05	0.026785714285714284	0.16666666666666666	0.14285714285714285	0.010101010101010102	0.07407407407407407	0.3		0.08695652173913043	0.21428571428571427
wavelet-HHL	glszm	ZoneVariance	6.25	6.25	10.888888888888888	30.25	0.0	661.5555555555555	1.0	24.0	4807.999999999999	2.25	2.888888888888889		12.25	10.888888888888888
wavelet-HHL	gldm	DependenceEntropy	4.149033548499321	4.649250191569157	2.4137995646056782	4.588967307039771	3.9725738836114286	4.5277456597616	2.459147917027243	2.777262805593346	4.821771646047832	3.184281133401735	2.046439344671014		3.5883543471732287	2.842370993177106
wavelet-HHL	gldm	DependenceNonUniformity	7.059701492537314	11.554744525547445	5.428571428571429	16.06951871657754	4.85	10.0	4.5	4.428571428571429	22.67676767676768	5.148148148148148	5.2		2.3043478260869565	2.142857142857143
wavelet-HHL	gldm	DependenceNonUniformityNormalized	0.10536867899309423	0.08434120091640471	0.3877551020408163	0.08593325516886385	0.12125	0.08928571428571429	0.375	0.2108843537414966	0.07635275312042988	0.1906721536351166	0.52		0.1001890359168242	0.15306122448979592
wavelet-HHL	gldm	DependenceVariance	10.024949877478278	11.54648622728968	0.836734693877551	11.597529240184164	8.7875	10.670599489795917	0.5	7.1065759637188215	14.232017141108049	4.962962962962963	1.04		9.243856332703213	6.1020408163265305
wavelet-HHL	gldm	GrayLevelNonUniformity	33.6865671641791	68.5912408759124	7.571428571428571	93.82352941176471	20.0	56.07142857142857	6.166666666666667	11.095238095238095	147.56565656565655	13.666666666666666	5.0		12.565217391304348	7.571428571428571
