Image type	Feature Class	Feature Name	1: RTSTRUCT: ANON_22_segment_Rt sup vermis	1: RTSTRUCT: ANON_22_segment_Rt Inf Medial cerebellum	1: RTSTRUCT: ANON_22_segment_Rt Frontal deep	1: RTSTRUCT: ANON_22_segment_Lt Frontal
wavelet-LHH	ngtdm	Contrast	0.06438078207469956	0.04069893559496584	0.14814814814814814	0.02741895627840808
wavelet-LHH	ngtdm	Strength	0.3185850384831229	1.0005943477893053	1.0	0.17608322704567164
wavelet-HLL	firstorder	10Percentile	-67.26936434133118	-87.1733410013419	-19.67144182899055	-78.69289748277241
wavelet-HLL	firstorder	90Percentile	31.913136948004336	-10.993199196814386	25.329576154021506	56.39761847354324
wavelet-HLL	firstorder	Energy	5589905.093814882	1434581.3761887513	271058.4380785083	33617862.677993566
wavelet-HLL	firstorder	Entropy	2.538353577746415	2.1908887189090445	0.9182958340544889	3.09223210131102
wavelet-HLL	firstorder	InterquartileRange	42.83333075534314	23.24501601511151	28.125636239382533	59.830169455558604
wavelet-HLL	firstorder	Kurtosis	3.0735327537166843	2.9756651372018466	1.5	4.428021361697932
wavelet-HLL	firstorder	Maximum	67.4807445213639	5.939459065016672	35.98712224393465	147.6270516097429
wavelet-HLL	firstorder	MeanAbsoluteDeviation	28.34632503328866	20.030947799010185	24.342000650740175	41.28617818899089
wavelet-HLL	firstorder	Mean	-25.77640846548573	-51.727985581699414	-0.5258787321756154	-8.53384896659808
wavelet-HLL	firstorder	Median	-27.95850786978701	-52.61065497838983	-17.30060820563108	-4.9248206387588676
wavelet-HLL	firstorder	Minimum	-111.07178997620136	-106.8583073116232	-20.264150234830417	-212.26309843101285
wavelet-HLL	firstorder	Range	178.55253449756526	112.79776637663987	56.25127247876507	359.89015004075577
wavelet-HLL	firstorder	RobustMeanAbsoluteDeviation	17.58527367877169	10.506293223077392	0.0	26.073566272739622
wavelet-HLL	firstorder	RootMeanSquared	276.7201517436448	249.7460776720115	300.5874460000552	296.6561580692402
wavelet-HLL	firstorder	Skewness	0.2478468110442422	0.2704085870374468	0.7001412553170342	-0.7057822794299066
wavelet-HLL	firstorder	TotalEnergy	5589905.093814882	1434581.3761887513	286650.2951361217	33617862.677993566
wavelet-HLL	firstorder	Uniformity	0.2062300619253143	0.2551984877126654	0.5555555555555556	0.14429429017844903
wavelet-HLL	firstorder	Variance	1375.4642269376563	734.1101692335538	668.0633837005197	3052.3589221761463
wavelet-HLL	glcm	Autocorrelation	19.489219393720205	10.070425514656282	2.3333333333333335	86.23956473487179
wavelet-HLL	glcm	JointAverage	4.362983204532254	3.221042952773721	1.6666666666666667	9.199602896864745
wavelet-HLL	glcm	ClusterProminence	77.52099684956298	21.567588034194973	0.0	782.0284016600503
wavelet-HLL	glcm	ClusterShade	2.8616704430956044	1.109518250551587	0.0	-28.21884979105128
wavelet-HLL	glcm	ClusterTendency	4.605482711809257	2.450831987258429	0.0	14.115733496912798
wavelet-HLL	glcm	Contrast	2.796436910357357	3.7599979080748307	2.6666666666666665	7.699440141524738
wavelet-HLL	glcm	Correlation	0.22217172222421852	-0.22414586957505056	-0.3333333333333332	0.29164149982637666
wavelet-HLL	glcm	DifferenceAverage	1.287962426660305	1.5516541151156535	1.3333333333333333	1.9621638462636628
wavelet-HLL	glcm	DifferenceEntropy	1.861560080186611	1.8030076829915989	-3.203426503814917e-16	2.530477930384347
wavelet-HLL	glcm	DifferenceVariance	1.0251422327348916	1.0869090643301529	0.0	3.5702331228561652
wavelet-HLL	glcm	JointEnergy	0.06527112612400925	0.10921988464360356	0.6666666666666666	0.024963100676592496
wavelet-HLL	glcm	JointEntropy	4.309678290561832	3.384264267943887	0.6666666666666661	5.865072889745211
wavelet-HLL	glcm	Imc1	-0.19909042785323386	-0.4186584449670675	-0.6666666666666666	-0.13210399168498796
wavelet-HLL	glcm	Imc2	0.7581353881285586	0.9068226145690901	0.6199156633547958	0.7150544838273801
wavelet-HLL	glcm	Idm	0.49937879160356097	0.4281342400686292	0.4666666666666666	0.41961611944482485
wavelet-HLL	glcm	Idmn	0.9611068882766556	0.9169461329304672	0.7948717948717948	0.9704721919739885
wavelet-HLL	glcm	Id	0.5480357896467063	0.4917160439275824	0.5555555555555555	0.48218588379822136
wavelet-HLL	glcm	Idn	0.8720580744576882	0.8123668196882483	0.7333333333333334	0.8945142422048563
wavelet-HLL	glcm	InverseVariance	0.4765024813296487	0.45084689082285234	0.16666666666666666	0.40595797538399025
wavelet-HLL	glcm	MaximumProbability	0.12550082666331874	0.16941359922129154	0.6666666666666666	0.05424039401562649
wavelet-HLL	glcm	SumEntropy	2.91239904723738	2.1903643293328163	-3.203426503814917e-16	3.836713908760492
wavelet-HLL	glcm	SumSquares	1.8504799055416536	1.552707473833315	0.6666666666666666	5.453793409609385
wavelet-HLL	glrlm	GrayLevelNonUniformity	12.181100434329771	5.2801356971501	1.4444444444444446	45.448070962654825
wavelet-HLL	glrlm	GrayLevelNonUniformityNormalized	0.19507021883572395	0.2501259547276161	0.5370370370370371	0.13958954345336141
wavelet-HLL	glrlm	GrayLevelVariance	2.3309716150475324	1.5247992297282722	0.9259259259259259	5.32765762992989
wavelet-HLL	glrlm	HighGrayLevelRunEmphasis	22.20350928012332	13.339794827747447	4.111111111111111	88.04824780073915
wavelet-HLL	glrlm	LongRunEmphasis	1.6034568922934223	1.302025631746994	1.5	1.5922863260534856
wavelet-HLL	glrlm	LongRunHighGrayLevelEmphasis	34.94167164558688	17.108141548106552	4.611111111111111	142.79606906779753
wavelet-HLL	glrlm	LongRunLowGrayLevelEmphasis	0.13476704565687772	0.18327287702932693	1.154320987654321	0.03442635385503331
wavelet-HLL	glrlm	LowGrayLevelRunEmphasis	0.09477122532465103	0.15051210781344943	0.654320987654321	0.024635234574269485
wavelet-HLL	glrlm	RunEntropy	3.1329223629629555	2.4839433023738318	0.9455305560363257	3.7797142727371162
wavelet-HLL	glrlm	RunLengthNonUniformity	47.54340098515607	18.015675071402626	2.3333333333333335	243.28140813541967
wavelet-HLL	glrlm	RunLengthNonUniformityNormalized	0.7518746978457767	0.8419610626321299	0.8333333333333334	0.742184944884743
wavelet-HLL	glrlm	RunPercentage	0.8556375131717597	0.9163879598662208	0.8888888888888888	0.8525976641159888
wavelet-HLL	glrlm	RunVariance	0.2023370358892265	0.07901946868393507	0.08333333333333333	0.1995544015818293
wavelet-HLL	glrlm	ShortRunEmphasis	0.8858099384063686	0.9244935920632515	0.875	0.8832518048484576
wavelet-HLL	glrlm	ShortRunHighGrayLevelEmphasis	19.89430186477292	12.397708147657669	3.9861111111111107	77.29032449421301
wavelet-HLL	glrlm	ShortRunLowGrayLevelEmphasis	0.08658814486120996	0.14232191550948	0.529320987654321	0.02256242552742418
wavelet-HLL	glszm	GrayLevelNonUniformity	2.076923076923077	1.2857142857142858	1.0	3.9565217391304346
wavelet-HLL	glszm	GrayLevelNonUniformityNormalized	0.15976331360946747	0.1836734693877551	0.5	0.08601134215500945
wavelet-HLL	glszm	GrayLevelVariance	3.940828402366864	2.5306122448979593	1.0	11.913043478260871
wavelet-HLL	glszm	HighGrayLevelZoneEmphasis	24.53846153846154	15.285714285714286	5.0	75.91304347826087
wavelet-HLL	glszm	LargeAreaEmphasis	74.23076923076923	15.0	2.5	354.6521739130435
wavelet-HLL	glszm	LargeAreaHighGrayLevelEmphasis	1510.2307692307693	174.14285714285714	6.5	31336.08695652174
wavelet-HLL	glszm	LargeAreaLowGrayLevelEmphasis	4.592369614512472	1.8172222222222223	2.0555555555555554	4.506276553962609
wavelet-HLL	glszm	LowGrayLevelZoneEmphasis	0.1419384484563056	0.22198412698412698	0.5555555555555556	0.05246561406373966
wavelet-HLL	glszm	SizeZoneNonUniformity	2.230769230769231	1.2857142857142858	1.0	9.956521739130435
wavelet-HLL	glszm	SizeZoneNonUniformityNormalized	0.17159763313609466	0.1836734693877551	0.5	0.21644612476370512
wavelet-HLL	glszm	SmallAreaEmphasis	0.3715294873700757	0.35485989633948817	0.625	0.47110237189523657
wavelet-HLL	glszm	SmallAreaHighGrayLevelEmphasis	9.809399994105178	5.407350178166505	4.625	35.7492547164982
wavelet-HLL	glszm	SmallAreaLowGrayLevelEmphasis	0.03881720359880994	0.15346878036929054	0.18055555555555555	0.019659194494381766
wavelet-HLL	glszm	ZoneEntropy	3.546593564294935	2.807354922057602	0.9999999999999993	5.055958151615111
wavelet-HLL	glszm	ZonePercentage	0.1780821917808219	0.30434782608695654	0.6666666666666666	0.12041884816753927
wavelet-HLL	glszm	ZoneVariance	42.69822485207101	4.204081632653061	0.25	285.68998109640836
wavelet-HLL	gldm	DependenceEntropy	4.823405299128575	3.236186283255409	0.9182958340544889	5.858660012439129
wavelet-HLL	gldm	DependenceNonUniformity	8.917808219178083	6.913043478260869	1.6666666666666667	48.424083769633505
wavelet-HLL	gldm	DependenceNonUniformityNormalized	0.12216175642709702	0.3005671077504726	0.5555555555555556	0.12676461719799348
wavelet-HLL	gldm	DependenceVariance	6.213173203227622	1.274102079395085	0.2222222222222222	5.448370384583756
wavelet-HLL	gldm	GrayLevelNonUniformity	15.054794520547945	5.869565217391305	1.6666666666666667	55.12041884816754
wavelet-HLL	gldm	GrayLevelVariance	2.165509476449615	1.4631379962192814	0.8888888888888888	5.030865381979661
wavelet-HLL	gldm	HighGrayLevelEmphasis	21.986301369863014	13.26086956521739	3.6666666666666665	88.69109947643979
wavelet-HLL	gldm	LargeDependenceEmphasis	28.80821917808219	11.347826086956522	3.0	28.801047120418847
wavelet-HLL	gldm	LargeDependenceHighGrayLevelEmphasis	585.1643835616438	139.52173913043478	5.666666666666667	2685.544502617801
wavelet-HLL	gldm	LargeDependenceLowGrayLevelEmphasis	1.7743390643928805	1.247512077294686	2.7037037037037037	0.42171580691352256
wavelet-HLL	gldm	LowGrayLevelEmphasis	0.09078506973565682	0.14666666666666667	0.7037037037037037	0.02349050017013816
wavelet-HLL	gldm	SmallDependenceEmphasis	0.1324990026399547	0.18781400966183576	0.5	0.11923918734409017
wavelet-HLL	gldm	SmallDependenceHighGrayLevelEmphasis	3.2400293479856352	2.7065217391304346	3.1666666666666665	9.546071009802903
wavelet-HLL	gldm	SmallDependenceLowGrayLevelEmphasis	0.015310783455739871	0.05646856548577562	0.20370370370370372	0.004039495561319035
wavelet-HLL	ngtdm	Busyness	0.31932735212747043	0.28260866213764757	2.9999999999999996	0.30336809118618235
wavelet-HLL	ngtdm	Coarseness	0.09879236579840284	0.19658121989373642	0.5	0.022364243617717983
wavelet-HLL	ngtdm	Complexity	20.536060707791393	14.313865424942497	2.6666666666666665	95.64749818111186
wavelet-HLL	ngtdm	Contrast	0.0699137433341118	0.11028920970812969	1.1851851851851851	0.06681352192092166
wavelet-HLL	ngtdm	Strength	1.7985073822589455	2.0229758727257896	2.0	1.5015098788172905
wavelet-HLH	firstorder	10Percentile	-15.77569782441234	-14.728660932821763	-3.9957875279298274	-23.837852901386047
wavelet-HLH	firstorder	90Percentile	21.226346974896074	20.632165157773606	6.468370384617368	25.204757606355038
wavelet-HLH	firstorder	Energy	6657269.1216878565	2110766.527303955	271991.9815511275	34656559.31507654
wavelet-HLH	firstorder	Entropy	1.5062993439620016	1.2145404077952493	0.9182958340544889	1.7903055579676048
wavelet-HLH	firstorder	InterquartileRange	16.342683806625974	18.2503412563419	6.540098695341997	26.010426427747152
wavelet-HLH	firstorder	Kurtosis	3.2890701451043505	2.09743755009687	1.5	4.037937744750057
wavelet-HLH	firstorder	Maximum	40.512684594038575	26.399018877102684	8.045930846477393	83.81301571021014
wavelet-HLH	firstorder	MeanAbsoluteDeviation	10.395076412277735	10.478759698191906	4.659555488885361	15.863005917771233
wavelet-HLH	firstorder	Mean	1.6662345053871794	2.6767962201859983	1.0565976131493533	0.5110247747592326
wavelet-HLH	firstorder	Median	2.0308247004180955	3.553377508517129	0.15812853717726785	1.161300953365544
wavelet-HLH	firstorder	Minimum	-28.415131466818583	-16.914737930390395	-5.034266544206601	-70.75038194387498
wavelet-HLH	firstorder	Range	68.92781606085715	43.31375680749308	13.080197390683995	154.56339765408512
wavelet-HLH	firstorder	RobustMeanAbsoluteDeviation	6.16550597865755	7.13596897881446	0.0	10.768968778777444
wavelet-HLH	firstorder	RootMeanSquared	301.98587288212934	302.9396931880463	301.1046227648719	301.20421189717496
wavelet-HLH	firstorder	Skewness	0.20118639713527547	0.1784923075266058	0.2459492493629225	-0.007480942258878719
wavelet-HLH	firstorder	TotalEnergy	6657269.1216878565	2110766.527303955	287637.53801203315	34656559.31507654
wavelet-HLH	firstorder	Uniformity	0.4062675924188403	0.4593572778827978	0.5555555555555556	0.34419286752007894
wavelet-HLH	firstorder	Variance	192.9503797223391	159.21473875159836	28.918883970115125	417.10125342231015
wavelet-HLH	glcm	Autocorrelation	7.089084291983482	2.4814796314796315	2.6666666666666665	12.465795418100177
wavelet-HLH	glcm	JointAverage	2.660598987410547	1.5734375667067975	1.6666666666666667	3.5202831958477017
wavelet-HLH	glcm	ClusterProminence	2.838228845261281	0.9928103379174585	0.0	9.068345766167846
wavelet-HLH	glcm	ClusterShade	-0.10794347789946032	0.0564460928468259	0.0	0.22681151948322364
wavelet-HLH	glcm	ClusterTendency	1.0059501918916092	0.6779223914986711	0.0	1.6060055296912772
wavelet-HLH	glcm	Contrast	0.9715557957782297	0.6698995448995448	0.6666666666666666	1.3145701109692165
wavelet-HLH	glcm	Correlation	0.02006649172067482	0.004590986987241281	-0.33333333333333276	0.09922749123257028
wavelet-HLH	glcm	DifferenceAverage	0.7308626668637851	0.56044062774832	0.6666666666666666	0.8217412074524151
wavelet-HLH	glcm	DifferenceEntropy	1.3487718869417078	1.1348035550497713	-3.203426503814917e-16	1.5619015889892818
wavelet-HLH	glcm	DifferenceVariance	0.41613763030389894	0.3419931768614336	0.0	0.6150384602924451
wavelet-HLH	glcm	JointEnergy	0.16725914131353084	0.23090187434545803	0.6666666666666666	0.1260598849050989
wavelet-HLH	glcm	JointEntropy	2.929343295248873	2.275671861391254	0.6666666666666661	3.5062273849157104
wavelet-HLH	glcm	Imc1	-0.07993772017638845	-0.1279768185145698	-0.6666666666666666	-0.06079198870911802
wavelet-HLH	glcm	Imc2	0.4412340718897863	0.4943997549527631	0.6199156633547958	0.3889690759530543
wavelet-HLH	glcm	Idm	0.6586379794595518	0.7307255778409624	0.6666666666666666	0.6372618190354069
wavelet-HLH	glcm	Idmn	0.9472193568219429	0.9380619955324098	0.8666666666666667	0.975454293778022
wavelet-HLH	glcm	Id	0.6742034188230789	0.7380228389843775	0.6666666666666666	0.6593328345006857
wavelet-HLH	glcm	Idn	0.861795625869446	0.8653627889204812	0.7777777777777777	0.9036980244313331
wavelet-HLH	glcm	InverseVariance	0.5247967773542445	0.46466407524099834	0.6666666666666666	0.49517930378945874
wavelet-HLH	glcm	MaximumProbability	0.2750088129542865	0.3047279643433489	0.6666666666666666	0.207851163905915
wavelet-HLH	glcm	SumEntropy	1.9877276250225153	1.59834232062362	-3.203426503814917e-16	2.33797106329655
wavelet-HLH	glcm	SumSquares	0.4943764969174596	0.33695548409955395	0.16666666666666666	0.7301439101651233
wavelet-HLH	glrlm	GrayLevelNonUniformity	21.013438625426435	8.100262534163463	1.4444444444444446	86.38173360437617
wavelet-HLH	glrlm	GrayLevelNonUniformityNormalized	0.37501789892908177	0.4495075110256044	0.5370370370370371	0.3166584047653917
wavelet-HLH	glrlm	GrayLevelVariance	0.5444571718269062	0.3550036952099005	0.23148148148148148	0.8400215066949188
wavelet-HLH	glrlm	HighGrayLevelRunEmphasis	7.383638620893676	2.8604019948060193	2.8333333333333335	13.392245439674943
wavelet-HLH	glrlm	LongRunEmphasis	2.126169076797895	1.9504447392992286	1.5	2.7335198532355216
wavelet-HLH	glrlm	LongRunHighGrayLevelEmphasis	16.20146159225355	5.262933256973506	4.833333333333333	35.12113152584022
wavelet-HLH	glrlm	LongRunLowGrayLevelEmphasis	0.37452262028786076	1.1848220586030183	0.6666666666666666	0.26842970312370074
wavelet-HLH	glrlm	LowGrayLevelRunEmphasis	0.2057399271589355	0.597398950020854	0.5416666666666666	0.10827316501826921
wavelet-HLH	glrlm	RunEntropy	2.4610383076386997	2.0684700589169944	0.9455305560363257	3.021627637387626
wavelet-HLH	glrlm	RunLengthNonUniformity	35.11581190468192	11.448357318635955	2.3333333333333335	154.9652961720186
wavelet-HLH	glrlm	RunLengthNonUniformityNormalized	0.6184631047410468	0.6231843373131374	0.8333333333333334	0.5553092066692679
wavelet-HLH	glrlm	RunPercentage	0.7671232876712328	0.782608695652174	0.8888888888888888	0.7128473620620217
wavelet-HLH	glrlm	RunVariance	0.36759216618885815	0.25481544799743333	0.08333333333333333	0.6159958477837629
wavelet-HLH	glrlm	ShortRunEmphasis	0.8076457943137215	0.8008493560867141	0.875	0.7610464200007914
wavelet-HLH	glrlm	ShortRunHighGrayLevelEmphasis	5.92574383044168	2.36189835002077	2.3333333333333335	10.311175690398393
wavelet-HLH	glrlm	ShortRunLowGrayLevelEmphasis	0.17531002148690764	0.47308655632555924	0.5104166666666666	0.08610060054791183
wavelet-HLH	glszm	GrayLevelNonUniformity	2.142857142857143	1.0	1.0	4.473684210526316
wavelet-HLH	glszm	GrayLevelNonUniformityNormalized	0.30612244897959184	0.3333333333333333	0.5	0.23545706371191136
wavelet-HLH	glszm	GrayLevelVariance	1.6326530612244898	0.6666666666666666	0.25	3.407202216066482
wavelet-HLH	glszm	HighGrayLevelZoneEmphasis	9.0	4.666666666666667	2.5	15.842105263157896
wavelet-HLH	glszm	LargeAreaEmphasis	306.14285714285717	81.0	2.5	2560.4210526315787
wavelet-HLH	glszm	LargeAreaHighGrayLevelEmphasis	2284.714285714286	204.66666666666666	8.5	32455.42105263158
wavelet-HLH	glszm	LargeAreaLowGrayLevelEmphasis	47.93849206349206	50.4537037037037	1.0	221.51616183315434
wavelet-HLH	glszm	LowGrayLevelZoneEmphasis	0.36408730158730157	0.4537037037037037	0.625	0.22103025420694591
wavelet-HLH	glszm	SizeZoneNonUniformity	1.8571428571428572	1.6666666666666667	1.0	3.3157894736842106
wavelet-HLH	glszm	SizeZoneNonUniformityNormalized	0.2653061224489796	0.5555555555555556	0.5	0.1745152354570637
wavelet-HLH	glszm	SmallAreaEmphasis	0.47352454438806457	0.33884297520661155	0.625	0.3794292408863372
wavelet-HLH	glszm	SmallAreaHighGrayLevelEmphasis	4.894592835249132	3.0137741046831956	1.0	7.5389163397453185
wavelet-HLH	glszm	SmallAreaLowGrayLevelEmphasis	0.19705043131972202	0.04048056320783593	0.53125	0.0754851673853537
wavelet-HLH	glszm	ZoneEntropy	2.5216406363433164	1.5849625007211552	0.9999999999999993	3.787143960698135
wavelet-HLH	glszm	ZonePercentage	0.0958904109589041	0.13043478260869565	0.6666666666666666	0.049738219895287955
wavelet-HLH	glszm	ZoneVariance	197.38775510204079	22.22222222222222	0.25	2156.1994459833795
wavelet-HLH	gldm	DependenceEntropy	4.554206881944971	3.588354347173228	0.9182958340544889	5.159014149360153
wavelet-HLH	gldm	DependenceNonUniformity	6.123287671232877	3.5217391304347827	1.6666666666666667	29.162303664921467
wavelet-HLH	gldm	DependenceNonUniformityNormalized	0.08388065303058735	0.15311909262759923	0.5555555555555556	0.07634110907047505
wavelet-HLH	gldm	DependenceVariance	14.681929067367236	5.183364839319471	0.2222222222222222	13.107480606343028
wavelet-HLH	gldm	GrayLevelNonUniformity	29.65753424657534	10.565217391304348	1.6666666666666667	131.48167539267016
wavelet-HLH	gldm	GrayLevelVariance	0.4758866579095514	0.33270321361058597	0.2222222222222222	0.7149817713330227
wavelet-HLH	gldm	HighGrayLevelEmphasis	7.465753424657534	2.782608695652174	3.0	13.18586387434555
wavelet-HLH	gldm	LargeDependenceEmphasis	64.45205479452055	49.43478260869565	3.0	84.78010471204189
wavelet-HLH	gldm	LargeDependenceHighGrayLevelEmphasis	521.2739726027397	126.8695652173913	11.0	1053.8089005235602
wavelet-HLH	gldm	LargeDependenceLowGrayLevelEmphasis	8.95662100456621	30.124396135265698	1.0	7.683188968432049
wavelet-HLH	gldm	LowGrayLevelEmphasis	0.19311263318112631	0.6026570048309179	0.5	0.1034812895489784
wavelet-HLH	gldm	SmallDependenceEmphasis	0.08656068160723031	0.07076176402875067	0.5	0.04521430769425026
wavelet-HLH	gldm	SmallDependenceHighGrayLevelEmphasis	0.7709968194828649	0.45851435293711307	1.0	0.7154509281923221
wavelet-HLH	gldm	SmallDependenceLowGrayLevelEmphasis	0.028603733139147297	0.022132795545621396	0.375	0.007811958468979846
wavelet-HLH	ngtdm	Busyness	1.425839547571449	1.45367987275882	0.5	2.031140818729263
wavelet-HLH	ngtdm	Coarseness	0.07091122799420788	0.20818309768094176	1.0	0.015938275208405073
wavelet-HLH	ngtdm	Complexity	3.316876764069822	1.7136746707398882	0.6666666666666666	13.098043890912548
wavelet-HLH	ngtdm	Contrast	0.047115818920446556	0.05536856685044406	0.14814814814814814	0.021310195167336544
wavelet-HLH	ngtdm	Strength	0.32221072055110495	0.6209557237507822	1.0	0.28893550488472247
wavelet-HHL	firstorder	10Percentile	-32.0681663446898	-25.951161665970545	-9.31930014824302	-23.051753238698506
wavelet-HHL	firstorder	90Percentile	28.24540652040782	25.288932754542067	7.336783630862511	22.51069597032706
wavelet-HHL	firstorder	Energy	6569136.373613868	2124635.3676771866	266541.92396458867	34478929.27259994
wavelet-HHL	firstorder	Entropy	2.025626446804435	1.87418382694625	0.9182958340544889	1.8087951915114144
wavelet-HHL	firstorder	InterquartileRange	31.1975694981329	37.65083259302287	10.410052361940956	20.263503150024775
wavelet-HHL	firstorder	Kurtosis	2.493788554676215	1.8676524369070098	1.4999999999999996	5.272234944325926
wavelet-HHL	firstorder	Maximum	53.30242423294524	40.215158989771155	11.041571619063227	62.583803818845944
wavelet-HHL	firstorder	MeanAbsoluteDeviation	18.119643927191557	18.206030727428807	8.74312103664122	14.561997886783892
wavelet-HHL	firstorder	Mean	-0.846214326507159	3.1996790737615366	-2.0731099358986045	-0.2640459831072992
wavelet-HHL	firstorder	Median	2.174492736882195	6.424720101874494	-7.482368321940355	0.05944252303847239
wavelet-HHL	firstorder	Minimum	-50.00337714813438	-33.853109179605525	-9.778533104818685	-82.6119477736428
wavelet-HHL	firstorder	Range	103.30580138107962	74.06826816937668	20.82010472388191	145.19575159248873
wavelet-HHL	firstorder	RobustMeanAbsoluteDeviation	12.814770532134167	13.662198425217642	0.0	8.61661350400148
wavelet-HHL	firstorder	RootMeanSquared	299.98028185459094	303.9332998678712	298.072655552629	300.43131852954843
wavelet-HHL	firstorder	Skewness	0.0030857010380026515	-0.19198882019067717	0.6750578773739876	-0.40889195149809265
wavelet-HHL	firstorder	TotalEnergy	6569136.373613868	2124635.3676771866	281873.98153777304	34478929.27259994
wavelet-HHL	firstorder	Uniformity	0.2797898292362545	0.29300567107750475	0.5555555555555556	0.3505523423151778
wavelet-HHL	firstorder	Variance	495.1820187777301	445.40537814134234	86.87616492904984	417.33502298616196
wavelet-HHL	glcm	Autocorrelation	12.950840108964867	7.217414423183653	1.6666666666666667	20.38590088561487
wavelet-HHL	glcm	JointAverage	3.60220662265251	2.685633383710307	1.3333333333333333	4.511464374643655
wavelet-HHL	glcm	ClusterProminence	11.142422950721944	6.808028759467214	0.0	11.097961834640133
wavelet-HHL	glcm	ClusterShade	0.06355684665010328	-0.6343429562655629	0.0	-0.3223601482096262
wavelet-HHL	glcm	ClusterTendency	2.0214096457726103	1.556412636319236	0.0	1.5838379967261447
wavelet-HHL	glcm	Contrast	2.1317651576527394	1.7601415678338754	0.6666666666666666	1.4553563968872578
wavelet-HHL	glcm	Correlation	-0.02592780126045656	-0.04019572775050861	-0.33333333333333276	0.04132912309373538
wavelet-HHL	glcm	DifferenceAverage	1.127447839925086	1.0303192533961765	0.6666666666666666	0.8568838787845418
wavelet-HHL	glcm	DifferenceEntropy	1.7502001396149003	1.355133108880286	-3.203426503814917e-16	1.6093835703356185
wavelet-HHL	glcm	DifferenceVariance	0.811957318112763	0.5818119742810117	0.0	0.6987247855537136
wavelet-HHL	glcm	JointEnergy	0.08572874224543138	0.13761581804154616	0.6666666666666666	0.12922405289845854
wavelet-HHL	glcm	JointEntropy	3.8338798894482	3.0964355029636295	0.6666666666666661	3.5168585353231925
wavelet-HHL	glcm	Imc1	-0.12826793810706952	-0.2940086106631638	-0.6666666666666666	-0.062258870757991976
wavelet-HHL	glcm	Imc2	0.6185859629839737	0.7753538712103443	0.6199156633547958	0.41759962881995133
wavelet-HHL	glcm	Idm	0.5356171872644894	0.5578226047456817	0.6666666666666666	0.6284327726055386
wavelet-HHL	glcm	Idmn	0.9486329320627962	0.9133783732607264	0.8666666666666667	0.9734289483770368
wavelet-HHL	glcm	Id	0.5764869238819842	0.5905914953991878	0.6666666666666666	0.6507549708564475
wavelet-HHL	glcm	Idn	0.855539408232189	0.8164480249095635	0.7777777777777777	0.9004308227241041
wavelet-HHL	glcm	InverseVariance	0.4976549041142851	0.5417585145149248	0.6666666666666666	0.5065701484436271
wavelet-HHL	glcm	MaximumProbability	0.15681223270514716	0.21199836488298024	0.6666666666666666	0.1897893425938963
wavelet-HHL	glcm	SumEntropy	2.394890431602828	1.969797367998956	-3.203426503814917e-16	2.3118384178013027
wavelet-HHL	glcm	SumSquares	1.0382937008563375	0.8291385510382779	0.16666666666666666	0.7597985984033506
wavelet-HHL	glrlm	GrayLevelNonUniformity	16.279835452403425	5.882850660653863	1.4444444444444446	88.49129501377494
wavelet-HHL	glrlm	GrayLevelNonUniformityNormalized	0.2661885630618222	0.28993910735519385	0.5370370370370371	0.3191285000017655
wavelet-HHL	glrlm	GrayLevelVariance	1.0705888402647534	0.8667860880230355	0.23148148148148148	0.9214690998452574
wavelet-HHL	glrlm	HighGrayLevelRunEmphasis	13.36896894586252	7.5363924024107085	2.1666666666666665	21.120434159929818
wavelet-HHL	glrlm	LongRunEmphasis	1.6933048943635396	1.4485978933347354	1.5	2.4499926891751986
wavelet-HHL	glrlm	LongRunHighGrayLevelEmphasis	22.720413857844708	11.279027837151405	2.6666666666666665	51.02945800599527
wavelet-HHL	glrlm	LongRunLowGrayLevelEmphasis	0.18327477693875588	0.3585485103505699	1.2083333333333333	0.13986868099259703
wavelet-HHL	glrlm	LowGrayLevelRunEmphasis	0.1191953276134282	0.27048711998654795	0.7083333333333334	0.06416264299044422
wavelet-HHL	glrlm	RunEntropy	2.7037922865228294	2.2495057820537863	0.9455305560363257	3.0263422460004388
wavelet-HHL	glrlm	RunLengthNonUniformity	44.532462571749925	16.19815915079073	2.3333333333333335	159.31723368495582
wavelet-HHL	glrlm	RunLengthNonUniformityNormalized	0.7213513445438898	0.7829354918652924	0.8333333333333334	0.5705255615362366
wavelet-HHL	glrlm	RunPercentage	0.8377239199157007	0.8829431438127091	0.8888888888888888	0.7257349979863069
wavelet-HHL	glrlm	RunVariance	0.2392024469731897	0.11673738227248197	0.08333333333333333	0.5203949141546436
wavelet-HHL	glrlm	ShortRunEmphasis	0.8714518422503073	0.8935485323643219	0.875	0.7803043046662599
wavelet-HHL	glrlm	ShortRunHighGrayLevelEmphasis	11.649735226394363	6.623525566517557	2.0416666666666665	16.575608873225715
wavelet-HHL	glrlm	ShortRunLowGrayLevelEmphasis	0.10729134097650071	0.2498962738200438	0.5833333333333334	0.05258426856566808
wavelet-HHL	glszm	GrayLevelNonUniformity	1.8888888888888888	1.0	1.0	5.3076923076923075
wavelet-HHL	glszm	GrayLevelNonUniformityNormalized	0.20987654320987653	0.25	0.5	0.20414201183431951
wavelet-HHL	glszm	GrayLevelVariance	2.6666666666666665	1.25	0.25	3.9482248520710064
wavelet-HHL	glszm	HighGrayLevelZoneEmphasis	13.777777777777779	7.5	2.5	20.884615384615383
