Image type	Feature Class	Feature Name	1: RTSTRUCT: RTstruct_3_segment_1 cerebe 1	1: RTSTRUCT: RTstruct_3_segment_2 Lt Parietal 1	1: RTSTRUCT: RTstruct_3_segment_3 Lt Frontal 1	1: RTSTRUCT: RTstruct_3_segment_4 Rt Thalamic 1	1: RTSTRUCT: RTstruct_3_segment_5 RT Frontal 1
log-sigma-2-0-mm-3D	gldm	GrayLevelVariance	0.0	0.8467048129210293	0.25	0.5363888888888889	
log-sigma-2-0-mm-3D	gldm	HighGrayLevelEmphasis	1.0	6.481981981981982	2.5	5.45	
log-sigma-2-0-mm-3D	gldm	LargeDependenceEmphasis	12.5	89.21621621621621	4.0	65.7	
log-sigma-2-0-mm-3D	gldm	LargeDependenceHighGrayLevelEmphasis	12.5	330.22972972972974	10.0	257.85	
log-sigma-2-0-mm-3D	gldm	LargeDependenceLowGrayLevelEmphasis	12.5	49.824035285285284	2.5	22.292708333333334	
log-sigma-2-0-mm-3D	gldm	LowGrayLevelEmphasis	1.0	0.32397272272272276	0.625	0.3059027777777778	
log-sigma-2-0-mm-3D	gldm	SmallDependenceEmphasis	0.08680555555555555	0.039773498858263166	0.25	0.04734813531397849	
log-sigma-2-0-mm-3D	gldm	SmallDependenceHighGrayLevelEmphasis	0.08680555555555555	0.5230591545475916	0.625	0.4439758745892473	
log-sigma-2-0-mm-3D	gldm	SmallDependenceLowGrayLevelEmphasis	0.08680555555555555	0.004969609846202893	0.15625	0.007639502964297094	
log-sigma-2-0-mm-3D	ngtdm	Busyness	0.0	2.5444159596979863	1.3333333333333335	0.8743559619563822	
log-sigma-2-0-mm-3D	ngtdm	Coarseness	1000000.0	0.03867459443652806	0.7499999999999999	0.161084359861163	
log-sigma-2-0-mm-3D	ngtdm	Complexity	0.0	4.49220931088929	0.6666666666666667	1.9832352891707852	
log-sigma-2-0-mm-3D	ngtdm	Contrast	0.0	0.0398852067000349	0.16666666666666669	0.03272725081544257	
log-sigma-2-0-mm-3D	ngtdm	Strength	0.0	0.30970136738742676	0.7499999999999999	0.679867853453122	
log-sigma-3-0-mm-3D	firstorder	10Percentile	-11.536063194274902	-70.00653610229492	-12.297376346588134	-16.88064022064209	
log-sigma-3-0-mm-3D	firstorder	90Percentile	-9.822592735290527	-23.973083305358884	4.477517461776734	-3.6262614965438837	
log-sigma-3-0-mm-3D	firstorder	Energy	335209.6798660932	14422086.617741194	351054.2487183179	5015818.5220221635	
log-sigma-3-0-mm-3D	firstorder	Entropy	-3.203426503814917e-16	1.6136680117700941	0.9999999999999993	0.2108423003185315	
log-sigma-3-0-mm-3D	firstorder	InterquartileRange	0.8587384223937988	24.883319854736328	13.822815299034119	7.680496692657471	
log-sigma-3-0-mm-3D	firstorder	Kurtosis	2.2127627128460623	2.7095754740583744	1.1658788407744582	2.541357940173754	
log-sigma-3-0-mm-3D	firstorder	Maximum	-9.784214973449707	9.226438522338867	5.381128787994385	0.44530200958251953	
log-sigma-3-0-mm-3D	firstorder	MeanAbsoluteDeviation	0.7762670516967773	14.033515246529225	7.73142945766449	3.9798866148789718	
log-sigma-3-0-mm-3D	firstorder	Mean	-10.514972686767578	-45.70965633199022	-3.856319546699524	-10.912014973163604	
log-sigma-3-0-mm-3D	firstorder	Median	-10.104084491729736	-45.90107727050781	-3.722294807434082	-11.075335025787354	
log-sigma-3-0-mm-3D	firstorder	Minimum	-12.067506790161133	-83.08978271484375	-13.361817359924316	-19.67067527770996	
log-sigma-3-0-mm-3D	firstorder	Range	2.283291816711426	92.31622123718262	18.7429461479187	20.11597728729248	
log-sigma-3-0-mm-3D	firstorder	RobustMeanAbsoluteDeviation	0.19194364547729492	9.947463100606745	6.091385841369629	2.83015199792054	
log-sigma-3-0-mm-3D	firstorder	RootMeanSquared	289.48647631024716	254.88105879796038	296.2491555761459	289.1314153927865	
log-sigma-3-0-mm-3D	firstorder	Skewness	-1.0158686583230907	0.14889261968006232	-0.02064484661826439	0.44122226516135604	
log-sigma-3-0-mm-3D	firstorder	TotalEnergy	387029.5337584362	14422086.617741194	405323.5045588309	5015818.5220221635	
log-sigma-3-0-mm-3D	firstorder	Uniformity	1.0	0.3782160538917296	0.5	0.9355555555555555	
log-sigma-3-0-mm-3D	firstorder	Variance	0.8389279803736825	300.7752511748284	62.48270715292692	25.112280159697868	
log-sigma-3-0-mm-3D	glcm	Autocorrelation	1.0	6.382580795772925	2.125	1.0117696257231141	
log-sigma-3-0-mm-3D	glcm	JointAverage	1.0	2.47804255367133	1.5	1.0058848128615572	
log-sigma-3-0-mm-3D	glcm	ClusterProminence	0.0	6.469201330829597	0.25	0.009989816724835695	
log-sigma-3-0-mm-3D	glcm	ClusterShade	0.0	0.16360533330857596	0.0	0.01038677830095744	
log-sigma-3-0-mm-3D	glcm	ClusterTendency	0.0	1.5123471102157648	0.25	0.011295356076740187	
log-sigma-3-0-mm-3D	glcm	Contrast	0.0	0.5507837832274203	0.75	0.011769625723114095	
log-sigma-3-0-mm-3D	glcm	Correlation	1.0	0.4657511054121539	-0.49999999999999956	0.6863017587138641	
log-sigma-3-0-mm-3D	glcm	DifferenceAverage	0.0	0.509024961631432	0.75	0.011769625723114095	
log-sigma-3-0-mm-3D	glcm	DifferenceEntropy	-3.203426503814917e-16	1.0792179342318877	-3.203426503814917e-16	0.07159004176175829	
log-sigma-3-0-mm-3D	glcm	DifferenceVariance	0.0	0.278197042777274	0.0	0.011295356076740187	
log-sigma-3-0-mm-3D	glcm	JointEnergy	1.0	0.17271211259472657	0.5	0.9771721530233327	
log-sigma-3-0-mm-3D	glcm	JointEntropy	-3.203426503814917e-16	2.8775517142015037	0.9999999999999993	0.08335966748487231	
log-sigma-3-0-mm-3D	glcm	Imc1	0.0	-0.1595616019843125	-1.0	-0.0012238026615668948	
log-sigma-3-0-mm-3D	glcm	Imc2	0.0	0.5981878734755186	0.9298734950321936	0.010095732916913003	
log-sigma-3-0-mm-3D	glcm	Idm	1.0	0.7496634013438828	0.625	0.9941151871384429	
log-sigma-3-0-mm-3D	glcm	Idmn	1.0	0.9791483066524942	0.8500000000000001	0.9976460748553773	
log-sigma-3-0-mm-3D	glcm	Id	1.0	0.7524473227836155	0.625	0.9941151871384429	
log-sigma-3-0-mm-3D	glcm	Idn	1.0	0.9161567640518087	0.7499999999999999	0.9960767914256287	
log-sigma-3-0-mm-3D	glcm	InverseVariance	0.0	0.4724859927349423	0.75	0.011769625723114095	
log-sigma-3-0-mm-3D	glcm	MaximumProbability	1.0	0.25973936097792455	0.5	0.9882303742768859	
log-sigma-3-0-mm-3D	glcm	SumEntropy	-3.203426503814917e-16	2.306848129995661	0.24999999999999958	0.07159004176175829	
log-sigma-3-0-mm-3D	glcm	SumSquares	0.0	0.5157827233607962	0.25	0.0057662454499635704	
log-sigma-3-0-mm-3D	glrlm	GrayLevelNonUniformity	2.75	52.00270519170102	1.75	25.897074675212327	
log-sigma-3-0-mm-3D	glrlm	GrayLevelNonUniformityNormalized	1.0	0.3663297886696364	0.5	0.8695609912952668	
log-sigma-3-0-mm-3D	glrlm	GrayLevelVariance	0.0	0.61195414155476	0.25	0.06521950435236665	
log-sigma-3-0-mm-3D	glrlm	HighGrayLevelRunEmphasis	1.0	8.275065990916422	2.5	1.2112675448707837	
log-sigma-3-0-mm-3D	glrlm	LongRunEmphasis	2.75	3.40234149547333	1.75	5.652774620790814	
log-sigma-3-0-mm-3D	glrlm	LongRunHighGrayLevelEmphasis	2.75	24.02378614134793	4.375	5.8640421656616	
log-sigma-3-0-mm-3D	glrlm	LongRunLowGrayLevelEmphasis	2.75	0.675776112498037	1.09375	5.599957734573119	
log-sigma-3-0-mm-3D	glrlm	LowGrayLevelRunEmphasis	1.0	0.18928866822469567	0.625	0.9471831137823039	
log-sigma-3-0-mm-3D	glrlm	RunEntropy	0.9387218755408664	2.945226184926109	0.9999999999999993	1.8886678252527225	
log-sigma-3-0-mm-3D	glrlm	RunLengthNonUniformity	1.5	67.47606231661288	3.5	10.729377639903955	
log-sigma-3-0-mm-3D	glrlm	RunLengthNonUniformityNormalized	0.5416666666666667	0.46186106103928093	1.0	0.34979489498525856	
log-sigma-3-0-mm-3D	glrlm	RunPercentage	0.6875	0.6392931392931392	0.875	0.4935897435897436	
log-sigma-3-0-mm-3D	glrlm	RunVariance	0.41666666666666663	0.7687824923351538	0.0	0.9700650766856881	
log-sigma-3-0-mm-3D	glrlm	ShortRunEmphasis	0.7013888888888888	0.6905684694605466	0.8125	0.46690461487829904	
log-sigma-3-0-mm-3D	glrlm	ShortRunHighGrayLevelEmphasis	0.7013888888888888	6.265202048863089	2.03125	0.6781721597490827	
log-sigma-3-0-mm-3D	glrlm	ShortRunLowGrayLevelEmphasis	0.7013888888888888	0.12215304996270136	0.5078125	0.41408772866060317	
log-sigma-3-0-mm-3D	glszm	GrayLevelNonUniformity	1.0	2.5	1.0	1.6666666666666667	
log-sigma-3-0-mm-3D	glszm	GrayLevelNonUniformityNormalized	1.0	0.3125	0.5	0.5555555555555556	
log-sigma-3-0-mm-3D	glszm	GrayLevelVariance	0.0	1.484375	0.25	0.2222222222222222	
log-sigma-3-0-mm-3D	glszm	HighGrayLevelZoneEmphasis	1.0	12.875	2.5	3.0	
log-sigma-3-0-mm-3D	glszm	LargeAreaEmphasis	16.0	2285.75	4.0	1122.0	
log-sigma-3-0-mm-3D	glszm	LargeAreaHighGrayLevelEmphasis	16.0	16526.25	10.0	1124.0	
log-sigma-3-0-mm-3D	glszm	LargeAreaLowGrayLevelEmphasis	16.0	377.9173263888889	2.5	1121.5	
log-sigma-3-0-mm-3D	glszm	LowGrayLevelZoneEmphasis	1.0	0.2063888888888889	0.625	0.5	
log-sigma-3-0-mm-3D	glszm	SizeZoneNonUniformity	1.0	1.5	2.0	1.6666666666666667	
log-sigma-3-0-mm-3D	glszm	SizeZoneNonUniformityNormalized	1.0	0.1875	1.0	0.5555555555555556	
log-sigma-3-0-mm-3D	glszm	SmallAreaEmphasis	0.0625	0.26008099036605115	0.25	0.6667657550535077	
log-sigma-3-0-mm-3D	glszm	SmallAreaHighGrayLevelEmphasis	0.0625	5.267240796282681	0.625	2.6667657550535075	
log-sigma-3-0-mm-3D	glszm	SmallAreaLowGrayLevelEmphasis	0.0625	0.01461853987830115	0.15625	0.16676575505350774	
log-sigma-3-0-mm-3D	glszm	ZoneEntropy	-3.203426503814917e-16	2.9999999999999973	0.9999999999999993	0.9182958340544889	
log-sigma-3-0-mm-3D	glszm	ZonePercentage	0.25	0.036036036036036036	0.5	0.05	
log-sigma-3-0-mm-3D	glszm	ZoneVariance	0.0	1515.6875	0.0	722.0	
log-sigma-3-0-mm-3D	gldm	DependenceEntropy	0.9999999999999993	4.697350486906395	0.9999999999999993	4.09199304578216	
log-sigma-3-0-mm-3D	gldm	DependenceNonUniformity	2.0	16.63963963963964	4.0	4.166666666666667	
log-sigma-3-0-mm-3D	gldm	DependenceNonUniformityNormalized	0.5	0.07495333171008847	1.0	0.06944444444444445	
log-sigma-3-0-mm-3D	gldm	DependenceVariance	0.25	15.127100073046021	0.0	31.105555555555558	
log-sigma-3-0-mm-3D	gldm	GrayLevelNonUniformity	4.0	83.96396396396396	2.0	56.13333333333333	
log-sigma-3-0-mm-3D	gldm	GrayLevelVariance	0.0	0.5494683873062252	0.25	0.03222222222222222	
log-sigma-3-0-mm-3D	gldm	HighGrayLevelEmphasis	1.0	7.612612612612613	2.5	1.1	
log-sigma-3-0-mm-3D	gldm	LargeDependenceEmphasis	12.5	122.83783783783784	4.0	231.8	
log-sigma-3-0-mm-3D	gldm	LargeDependenceHighGrayLevelEmphasis	12.5	732.063063063063	10.0	231.9	
log-sigma-3-0-mm-3D	gldm	LargeDependenceLowGrayLevelEmphasis	12.5	26.26259884884885	2.5	231.775	
log-sigma-3-0-mm-3D	gldm	LowGrayLevelEmphasis	1.0	0.1964702202202202	0.625	0.975	
log-sigma-3-0-mm-3D	gldm	SmallDependenceEmphasis	0.08680555555555555	0.027151762631927097	0.25	0.04095510074223921	
log-sigma-3-0-mm-3D	gldm	SmallDependenceHighGrayLevelEmphasis	0.08680555555555555	0.392416673000508	0.625	0.14095510074223921	
log-sigma-3-0-mm-3D	gldm	SmallDependenceLowGrayLevelEmphasis	0.08680555555555555	0.003018482210565529	0.15625	0.015955100742239204	
log-sigma-3-0-mm-3D	ngtdm	Busyness	0.0	1.8764529567326047	1.3333333333333335	0.6009259259259259	
log-sigma-3-0-mm-3D	ngtdm	Coarseness	1000000.0	0.03772586787882811	0.7499999999999999	0.9244992295839755	
log-sigma-3-0-mm-3D	ngtdm	Complexity	0.0	3.7076292110751523	0.6666666666666667	0.03605555555555555	
log-sigma-3-0-mm-3D	ngtdm	Contrast	0.0	0.020704206967590632	0.16666666666666669	0.0016379629629629628	
log-sigma-3-0-mm-3D	ngtdm	Strength	0.0	0.3187864610740664	0.7499999999999999	0.6557377049180328	
log-sigma-4-0-mm-3D	firstorder	10Percentile	-8.877700853347779	-39.636209869384764	1.607085531949997	-0.5013858050107955	
log-sigma-4-0-mm-3D	firstorder	90Percentile	-7.016090631484985	-15.379525184631346	10.118703269958496	5.326636695861817	
log-sigma-4-0-mm-3D	firstorder	Energy	341327.8937050407	16453175.67444292	374446.39994064986	5469280.7398451185	
log-sigma-4-0-mm-3D	firstorder	Entropy	-3.203426503814917e-16	0.9536001820691942	-3.203426503814917e-16	0.7540340561971319	
log-sigma-4-0-mm-3D	firstorder	InterquartileRange	0.8810701370239258	13.44194507598877	6.983253762125969	2.8997651040554047	
log-sigma-4-0-mm-3D	firstorder	Kurtosis	1.9900862635679304	2.6592139572901354	1.1786660411536214	2.3805279335806384	
log-sigma-4-0-mm-3D	firstorder	Maximum	-6.782013893127441	-0.6276763677597046	10.521747589111328	6.807374000549316	
log-sigma-4-0-mm-3D	firstorder	MeanAbsoluteDeviation	0.7129073143005371	7.472791531678871	3.916172429919243	1.6913094048202035	
log-sigma-4-0-mm-3D	firstorder	Mean	-7.885049104690552	-27.913674531219243	5.9338346272706985	1.9113934829831123	
log-sigma-4-0-mm-3D	firstorder	Median	-7.730432510375977	-28.58011531829834	6.111185193061829	1.5634630918502808	
log-sigma-4-0-mm-3D	firstorder	Minimum	-9.297317504882812	-45.66844940185547	0.9912205338478088	-1.328815221786499	
log-sigma-4-0-mm-3D	firstorder	Range	2.515303611755371	45.040773034095764	9.53052705526352	8.136189222335815	
log-sigma-4-0-mm-3D	firstorder	RobustMeanAbsoluteDeviation	0.16816282272338867	5.429726025782341	3.067081332206726	1.2555690443712393	
log-sigma-4-0-mm-3D	firstorder	RootMeanSquared	292.11636966500214	272.2377709630537	305.9601280970487	301.9183316683812	
log-sigma-4-0-mm-3D	firstorder	Skewness	-0.4774063197166614	0.30357220588272593	-0.05482944100090091	0.46297095731245214	
log-sigma-4-0-mm-3D	firstorder	TotalEnergy	394093.55843239004	16453175.67444292	432331.83374790015	5469280.7398451185	
log-sigma-4-0-mm-3D	firstorder	Uniformity	1.0	0.531815599383167	1.0	0.6605555555555556	
log-sigma-4-0-mm-3D	firstorder	Variance	0.8288896911242886	82.43543182877525	16.08881541626067	4.189482581979135	
log-sigma-4-0-mm-3D	glcm	Autocorrelation	1.0	1.7388527667399136	1.0	3.210254510904306	
log-sigma-4-0-mm-3D	glcm	JointAverage	1.0	1.2855907825537896	1.0	1.768140215284538	
log-sigma-4-0-mm-3D	glcm	ClusterProminence	0.0	0.751234677696315	0.0	0.8098728617443454	
log-sigma-4-0-mm-3D	glcm	ClusterShade	0.0	0.3827041338058772	0.0	-0.45790422561744304	
log-sigma-4-0-mm-3D	glcm	ClusterTendency	0.0	0.5779061889346828	0.0	0.522936416217171	
log-sigma-4-0-mm-3D	glcm	Contrast	0.0	0.23583916184291137	0.0	0.18833226989861734	
log-sigma-4-0-mm-3D	glcm	Correlation	1.0	0.4126436534268708	1.0	0.46969898016784584	
log-sigma-4-0-mm-3D	glcm	DifferenceAverage	0.0	0.23583916184291137	0.0	0.18833226989861734	
log-sigma-4-0-mm-3D	glcm	DifferenceEntropy	-3.203426503814917e-16	0.766143417228779	-3.203426503814917e-16	0.6653946836478011	
log-sigma-4-0-mm-3D	glcm	DifferenceVariance	0.0	0.17554583575558597	0.0	0.14562559434605118	
log-sigma-4-0-mm-3D	glcm	JointEnergy	1.0	0.4175814888556169	1.0	0.4987400625960546	
log-sigma-4-0-mm-3D	glcm	JointEntropy	-3.203426503814917e-16	1.5733261435181707	-3.203426503814917e-16	1.3788948968933463	
log-sigma-4-0-mm-3D	glcm	Imc1	0.0	-0.16789919025912564	0.0	-0.2318307761537292	
log-sigma-4-0-mm-3D	glcm	Imc2	0.0	0.4448169426441645	0.0	0.5009921155259828	
log-sigma-4-0-mm-3D	glcm	Idm	1.0	0.8820804190785444	1.0	0.9058338650506914	
log-sigma-4-0-mm-3D	glcm	Idmn	1.0	0.9528321676314178	1.0	0.9623335460202765	
log-sigma-4-0-mm-3D	glcm	Id	1.0	0.8820804190785444	1.0	0.9058338650506914	
log-sigma-4-0-mm-3D	glcm	Idn	1.0	0.9213869460523628	1.0	0.937222576700461	
log-sigma-4-0-mm-3D	glcm	InverseVariance	0.0	0.23583916184291137	0.0	0.18833226989861734	
log-sigma-4-0-mm-3D	glcm	MaximumProbability	1.0	0.5964896365247546	1.0	0.6739740803352293	
log-sigma-4-0-mm-3D	glcm	SumEntropy	-3.203426503814917e-16	1.3374869816752597	-3.203426503814917e-16	1.1905626269947296	
log-sigma-4-0-mm-3D	glcm	SumSquares	0.0	0.20343633769439856	0.0	0.1778171715289471	
log-sigma-4-0-mm-3D	glrlm	GrayLevelNonUniformity	2.75	52.234996954199765	2.5	21.91136712476369	
log-sigma-4-0-mm-3D	glrlm	GrayLevelNonUniformityNormalized	1.0	0.5066793406974562	1.0	0.6253432398417343	
log-sigma-4-0-mm-3D	glrlm	GrayLevelVariance	0.0	0.24666032965127183	0.0	0.18732838007913288	
log-sigma-4-0-mm-3D	glrlm	HighGrayLevelRunEmphasis	1.0	2.646034625223476	1.0	3.245834171075171	
log-sigma-4-0-mm-3D	glrlm	LongRunEmphasis	2.75	7.141294635602209	3.0	3.9440674933309046	
log-sigma-4-0-mm-3D	glrlm	LongRunHighGrayLevelEmphasis	2.75	12.806703191117059	3.0	13.734544825686672	
log-sigma-4-0-mm-3D	glrlm	LongRunLowGrayLevelEmphasis	2.75	5.7249424967234965	3.0	1.4964481602419626	
log-sigma-4-0-mm-3D	glrlm	LowGrayLevelRunEmphasis	1.0	0.588491343694131	1.0	0.4385414572312074	
log-sigma-4-0-mm-3D	glrlm	RunEntropy	0.9387218755408664	2.6064886151068922	0.4591479170272443	2.224874747141369	
log-sigma-4-0-mm-3D	glrlm	RunLengthNonUniformity	1.5	32.292410981671345	1.8333333333333335	14.477593467145972	
log-sigma-4-0-mm-3D	glrlm	RunLengthNonUniformityNormalized	0.5416666666666667	0.3027716308608643	0.7777777777777778	0.4014670137296047	
log-sigma-4-0-mm-3D	glrlm	RunPercentage	0.6875	0.46465696465696466	0.625	0.5833333333333333	
log-sigma-4-0-mm-3D	glrlm	RunVariance	0.41666666666666663	1.8169466249810666	0.1111111111111111	0.7008561029677924	
log-sigma-4-0-mm-3D	glrlm	ShortRunEmphasis	0.7013888888888888	0.5248628024832578	0.5	0.5764806813337116	
log-sigma-4-0-mm-3D	glrlm	ShortRunHighGrayLevelEmphasis	0.7013888888888888	1.775799595352869	0.5	1.8172717248969914	
log-sigma-4-0-mm-3D	glrlm	ShortRunLowGrayLevelEmphasis	0.7013888888888888	0.21212860426585506	0.5	0.2662829204428917	
log-sigma-4-0-mm-3D	glszm	GrayLevelNonUniformity	1.0	1.0	1.0	1.0	
log-sigma-4-0-mm-3D	glszm	GrayLevelNonUniformityNormalized	1.0	0.5	1.0	0.5	
log-sigma-4-0-mm-3D	glszm	GrayLevelVariance	0.0	0.25	0.0	0.25	
log-sigma-4-0-mm-3D	glszm	HighGrayLevelZoneEmphasis	1.0	2.5	1.0	2.5	
log-sigma-4-0-mm-3D	glszm	LargeAreaEmphasis	16.0	13105.0	16.0	1189.0	
log-sigma-4-0-mm-3D	glszm	LargeAreaHighGrayLevelEmphasis	16.0	23438.5	16.0	4502.5	
log-sigma-4-0-mm-3D	glszm	LargeAreaLowGrayLevelEmphasis	16.0	10521.625	16.0	360.625	
log-sigma-4-0-mm-3D	glszm	LowGrayLevelZoneEmphasis	1.0	0.625	1.0	0.625	
log-sigma-4-0-mm-3D	glszm	SizeZoneNonUniformity	1.0	1.0	1.0	1.0	
log-sigma-4-0-mm-3D	glszm	SizeZoneNonUniformityNormalized	1.0	0.5	1.0	0.5	
log-sigma-4-0-mm-3D	glszm	SmallAreaEmphasis	0.0625	9.84580522379733e-05	0.0625	0.0031849266448980905	
log-sigma-4-0-mm-3D	glszm	SmallAreaHighGrayLevelEmphasis	0.0625	0.0003161964758117866	0.0625	0.0038639669346219475	
log-sigma-4-0-mm-3D	glszm	SmallAreaLowGrayLevelEmphasis	0.0625	4.402344634451998e-05	0.0625	0.003015166572467126	
log-sigma-4-0-mm-3D	glszm	ZoneEntropy	-3.203426503814917e-16	0.9999999999999993	-3.203426503814917e-16	0.9999999999999993	
log-sigma-4-0-mm-3D	glszm	ZonePercentage	0.25	0.009009009009009009	0.25	0.03333333333333333	
log-sigma-4-0-mm-3D	glszm	ZoneVariance	0.0	784.0	0.0	289.0	
log-sigma-4-0-mm-3D	gldm	DependenceEntropy	0.9999999999999993	4.762799863851768	-3.203426503814917e-16	4.348557997502386	
log-sigma-4-0-mm-3D	gldm	DependenceNonUniformity	2.0	12.252252252252251	4.0	4.766666666666667	
log-sigma-4-0-mm-3D	gldm	DependenceNonUniformityNormalized	0.5	0.055190325460595734	1.0	0.07944444444444444	
log-sigma-4-0-mm-3D	gldm	DependenceVariance	0.25	42.12856099342586	0.0	20.505555555555553	
log-sigma-4-0-mm-3D	gldm	GrayLevelNonUniformity	4.0	118.06306306306307	4.0	39.63333333333333	
log-sigma-4-0-mm-3D	gldm	GrayLevelVariance	0.0	0.23409220030841654	0.0	0.16972222222222222	
log-sigma-4-0-mm-3D	gldm	HighGrayLevelEmphasis	1.0	2.1216216216216215	1.0	3.35	
log-sigma-4-0-mm-3D	gldm	LargeDependenceEmphasis	12.5	264.7027027027027	16.0	160.53333333333333	
log-sigma-4-0-mm-3D	gldm	LargeDependenceHighGrayLevelEmphasis	12.5	375.06756756756755	16.0	581.7833333333333	
log-sigma-4-0-mm-3D	gldm	LargeDependenceLowGrayLevelEmphasis	12.5	237.11148648648648	16.0	55.22083333333333	
log-sigma-4-0-mm-3D	gldm	LowGrayLevelEmphasis	1.0	0.7195945945945946	1.0	0.4125	
log-sigma-4-0-mm-3D	gldm	SmallDependenceEmphasis	0.08680555555555555	0.010230746791613206	0.0625	0.01181954908484179	
log-sigma-4-0-mm-3D	gldm	SmallDependenceHighGrayLevelEmphasis	0.08680555555555555	0.033379025032107656	0.0625	0.03918953562022234	
log-sigma-4-0-mm-3D	gldm	SmallDependenceLowGrayLevelEmphasis	0.08680555555555555	0.004443677231489595	0.0625	0.004977052450996652	
log-sigma-4-0-mm-3D	ngtdm	Busyness	0.0	108.90981608336212	0.0	1.9161896037754218	
log-sigma-4-0-mm-3D	ngtdm	Coarseness	1000000.0	0.0377478473378779	1000000.0	0.1932848240281852	
log-sigma-4-0-mm-3D	ngtdm	Complexity	0.0	0.23866285482110028	0.0	0.17245706433978797	
log-sigma-4-0-mm-3D	ngtdm	Contrast	0.0	0.05881781623378334	0.0	0.028525448611653535	
log-sigma-4-0-mm-3D	ngtdm	Strength	0.0	0.03585544103056906	0.0	0.19832842892069993	
log-sigma-5-0-mm-3D	firstorder	10Percentile	-7.575300025939941	-17.754619789123534	7.433578300476074	3.746027421951294	
log-sigma-5-0-mm-3D	firstorder	90Percentile	-5.616110134124756	-5.825733613967892	11.726158046722412	7.672088479995727	
log-sigma-5-0-mm-3D	firstorder	Energy	344337.8762564622	18405821.620127358	383477.502465131	5610902.015064826	
log-sigma-5-0-mm-3D	firstorder	Entropy	-3.203426503814917e-16	0.15537866853529078	-3.203426503814917e-16	-3.203426503814917e-16	
log-sigma-5-0-mm-3D	firstorder	InterquartileRange	1.148963212966919	7.152950048446655	3.77653431892395	2.235216975212097	
log-sigma-5-0-mm-3D	firstorder	Kurtosis	1.731313431005708	3.102435646279569	1.086181757154623	2.118368699297099	
log-sigma-5-0-mm-3D	firstorder	Maximum	-5.339763641357422	3.244840621948242	11.836495399475098	8.593642234802246	
log-sigma-5-0-mm-3D	firstorder	MeanAbsoluteDeviation	0.7995445728302002	3.966762615831126	2.0316131114959717	1.1959227508968775	
log-sigma-5-0-mm-3D	firstorder	Mean	-6.599885702133179	-12.102419470881557	9.620986700057983	5.79892369111379	
log-sigma-5-0-mm-3D	firstorder	Median	-6.610337257385254	-12.776939392089844	9.723783016204834	5.88280725479126	
log-sigma-5-0-mm-3D	firstorder	Minimum	-7.839104652404785	-20.159900665283203	7.199885368347168	2.996199607849121	
log-sigma-5-0-mm-3D	firstorder	Range	2.4993410110473633	23.404741287231445	4.63661003112793	5.597442626953125	
log-sigma-5-0-mm-3D	firstorder	RobustMeanAbsoluteDeviation	0.34941864013671875	2.8149516384217366	1.7449212074279785	0.9009965430531239	
log-sigma-5-0-mm-3D	firstorder	RootMeanSquared	293.4015491849277	287.9394144554894	309.6278017495889	305.80227857949944	
log-sigma-5-0-mm-3D	firstorder	Skewness	0.029210924460791488	0.662218979562751	-0.04143658583436097	-0.13737720924054755	
log-sigma-5-0-mm-3D	firstorder	TotalEnergy	397568.8522961086	18405821.620127358	442759.04873993393	5610902.015064826	
log-sigma-5-0-mm-3D	firstorder	Uniformity	1.0	0.95596948299651	1.0	1.0	
log-sigma-5-0-mm-3D	firstorder	Variance	0.8419941142325911	24.089522449848037	4.220211165273839	2.0518537701496675	
log-sigma-5-0-mm-3D	glcm	Autocorrelation	1.0	1.0263705680117456	1.0	1.0	
log-sigma-5-0-mm-3D	glcm	JointAverage	1.0	1.012349163604535	1.0	1.0	
log-sigma-5-0-mm-3D	glcm	ClusterProminence	0.0	0.04330969886504009	0.0	0.0	
log-sigma-5-0-mm-3D	glcm	ClusterShade	0.0	0.03190910298260845	0.0	0.0	
log-sigma-5-0-mm-3D	glcm	ClusterTendency	0.0	0.027228972458185754	0.0	0.0	
log-sigma-5-0-mm-3D	glcm	Contrast	0.0	0.02135384560371878	0.0	0.0	
log-sigma-5-0-mm-3D	glcm	Correlation	1.0	0.29684558350855134	1.0	1.0	
log-sigma-5-0-mm-3D	glcm	DifferenceAverage	0.0	0.02135384560371878	0.0	0.0	
log-sigma-5-0-mm-3D	glcm	DifferenceEntropy	-3.203426503814917e-16	0.13726065144511773	-3.203426503814917e-16	-3.2034265038149176e-16	
log-sigma-5-0-mm-3D	glcm	DifferenceVariance	0.0	0.020685421491194338	0.0	0.0	
log-sigma-5-0-mm-3D	glcm	JointEnergy	1.0	0.9550231694778535	1.0	1.0	
log-sigma-5-0-mm-3D	glcm	JointEntropy	-3.203426503814917e-16	0.17023734093476806	-3.203426503814917e-16	-3.2034265038149176e-16	
log-sigma-5-0-mm-3D	glcm	Imc1	0.0	-0.07902790420793965	0.0	0.0	
log-sigma-5-0-mm-3D	glcm	Imc2	0.0	0.05756091135563993	0.0	0.0	
log-sigma-5-0-mm-3D	glcm	Idm	1.0	0.9893230771981405	1.0	1.0	
log-sigma-5-0-mm-3D	glcm	Idmn	1.0	0.9957292308792562	1.0	1.0	
log-sigma-5-0-mm-3D	glcm	Id	1.0	0.9893230771981405	1.0	1.0	
log-sigma-5-0-mm-3D	glcm	Idn	1.0	0.9928820514654271	1.0	1.0	
