Image type	Feature Class	Feature Name	1: RTSTRUCT: ANON_52_segment_Recur Occipit tentorial
wavelet-LHH	glrlm	ShortRunEmphasis	0.6297137666054838
wavelet-LHH	glrlm	ShortRunHighGrayLevelEmphasis	4.102404858969978
wavelet-LHH	glrlm	ShortRunLowGrayLevelEmphasis	0.11566880376495797
wavelet-LHH	glszm	GrayLevelNonUniformity	3.5454545454545454
wavelet-LHH	glszm	GrayLevelNonUniformityNormalized	0.32231404958677684
wavelet-LHH	glszm	GrayLevelVariance	1.6033057851239667
wavelet-LHH	glszm	HighGrayLevelZoneEmphasis	9.545454545454545
wavelet-LHH	glszm	LargeAreaEmphasis	281876.9090909091
wavelet-LHH	glszm	LargeAreaHighGrayLevelEmphasis	1812969.8181818181
wavelet-LHH	glszm	LargeAreaLowGrayLevelEmphasis	51428.97853535353
wavelet-LHH	glszm	LowGrayLevelZoneEmphasis	0.3440656565656566
wavelet-LHH	glszm	SizeZoneNonUniformity	4.2727272727272725
wavelet-LHH	glszm	SizeZoneNonUniformityNormalized	0.3884297520661157
wavelet-LHH	glszm	SmallAreaEmphasis	0.6136364810021562
wavelet-LHH	glszm	SmallAreaHighGrayLevelEmphasis	5.090909861798175
wavelet-LHH	glszm	SmallAreaLowGrayLevelEmphasis	0.29845330379678897
wavelet-LHH	glszm	ZoneEntropy	2.4130884364257557
wavelet-LHH	glszm	ZonePercentage	0.004396482813749001
wavelet-LHH	glszm	ZoneVariance	230141.3388429752
wavelet-LHH	gldm	DependenceEntropy	4.829152972540584
wavelet-LHH	gldm	DependenceNonUniformity	202.74100719424462
wavelet-LHH	gldm	DependenceNonUniformityNormalized	0.08103157761560535
wavelet-LHH	gldm	DependenceVariance	12.763228266307816
wavelet-LHH	gldm	GrayLevelNonUniformity	1240.2709832134292
wavelet-LHH	gldm	GrayLevelVariance	0.25878002633864133
wavelet-LHH	gldm	HighGrayLevelEmphasis	6.490807354116707
wavelet-LHH	gldm	LargeDependenceEmphasis	161.46282973621103
wavelet-LHH	gldm	LargeDependenceHighGrayLevelEmphasis	1044.1998401278977
wavelet-LHH	gldm	LargeDependenceLowGrayLevelEmphasis	29.302785549338303
wavelet-LHH	gldm	LowGrayLevelEmphasis	0.18207656097344346
wavelet-LHH	gldm	SmallDependenceEmphasis	0.013372996677740572
wavelet-LHH	gldm	SmallDependenceHighGrayLevelEmphasis	0.09376060709987769
wavelet-LHH	gldm	SmallDependenceLowGrayLevelEmphasis	0.003228040356340437
wavelet-LHH	ngtdm	Busyness	52.758380353562025
wavelet-LHH	ngtdm	Coarseness	0.0017507289369986898
wavelet-LHH	ngtdm	Complexity	3.219147864075141
wavelet-LHH	ngtdm	Contrast	0.020039533147767564
wavelet-LHH	ngtdm	Strength	0.010383033012636309
wavelet-HLL	firstorder	10Percentile	-39.60505721021848
wavelet-HLL	firstorder	90Percentile	36.54404061609879
wavelet-HLL	firstorder	Energy	227006022.97403616
wavelet-HLL	firstorder	Entropy	2.3578920264760312
wavelet-HLL	firstorder	InterquartileRange	36.00192031736984
wavelet-HLL	firstorder	Kurtosis	4.527020666759044
wavelet-HLL	firstorder	Maximum	119.19256272857989
wavelet-HLL	firstorder	MeanAbsoluteDeviation	23.47502379971525
wavelet-HLL	firstorder	Mean	-0.4037596812970659
wavelet-HLL	firstorder	Median	1.3038490490263936
wavelet-HLL	firstorder	Minimum	-161.3829490613046
wavelet-HLL	firstorder	Range	280.5755117898845
wavelet-HLL	firstorder	RobustMeanAbsoluteDeviation	15.253005989193676
wavelet-HLL	firstorder	RootMeanSquared	301.21391954780404
wavelet-HLL	firstorder	Skewness	-0.5243141404095818
wavelet-HLL	firstorder	TotalEnergy	227006022.97403616
wavelet-HLL	firstorder	Uniformity	0.2413605486514066
wavelet-HLL	firstorder	Variance	971.9181162489896
wavelet-HLL	glcm	Autocorrelation	56.280112537135444
wavelet-HLL	glcm	JointAverage	7.483923712901058
wavelet-HLL	glcm	ClusterProminence	55.153959854650516
wavelet-HLL	glcm	ClusterShade	-2.7033752456928792
wavelet-HLL	glcm	ClusterTendency	3.583566783492803
wavelet-HLL	glcm	Contrast	2.5013276942677556
wavelet-HLL	glcm	Correlation	0.17582509286528375
wavelet-HLL	glcm	DifferenceAverage	1.1090122237654834
wavelet-HLL	glcm	DifferenceEntropy	1.9182978859855218
wavelet-HLL	glcm	DifferenceVariance	1.198689526564109
wavelet-HLL	glcm	JointEnergy	0.07049485279281277
wavelet-HLL	glcm	JointEntropy	4.468266676940238
wavelet-HLL	glcm	Imc1	-0.07092417344250444
wavelet-HLL	glcm	Imc2	0.470256921194428
wavelet-HLL	glcm	Idm	0.568965498463945
wavelet-HLL	glcm	Idmn	0.9839206492535812
wavelet-HLL	glcm	Id	0.6048970291581557
wavelet-HLL	glcm	Idn	0.9215279838408181
wavelet-HLL	glcm	InverseVariance	0.46762688394608387
wavelet-HLL	glcm	MaximumProbability	0.13827613746777892
wavelet-HLL	glcm	SumEntropy	2.9049339498356685
wavelet-HLL	glcm	SumSquares	1.5212236194401394
wavelet-HLL	glrlm	GrayLevelNonUniformity	404.19872837489504
wavelet-HLL	glrlm	GrayLevelNonUniformityNormalized	0.21852463381245565
wavelet-HLL	glrlm	GrayLevelVariance	1.913246509056115
wavelet-HLL	glrlm	HighGrayLevelRunEmphasis	57.55539549812609
wavelet-HLL	glrlm	LongRunEmphasis	2.50460806354402
wavelet-HLL	glrlm	LongRunHighGrayLevelEmphasis	145.33479159407764
wavelet-HLL	glrlm	LongRunLowGrayLevelEmphasis	0.04891629605198641
wavelet-HLL	glrlm	LowGrayLevelRunEmphasis	0.021454485162414147
wavelet-HLL	glrlm	RunEntropy	3.53352672126941
wavelet-HLL	glrlm	RunLengthNonUniformity	1131.649801713978
wavelet-HLL	glrlm	RunLengthNonUniformityNormalized	0.6034901141965914
wavelet-HLL	glrlm	RunPercentage	0.7394084732214228
wavelet-HLL	glrlm	RunVariance	0.6059701661491022
wavelet-HLL	glrlm	ShortRunEmphasis	0.8014690792940322
wavelet-HLL	glrlm	ShortRunHighGrayLevelEmphasis	46.04151179190866
wavelet-HLL	glrlm	ShortRunLowGrayLevelEmphasis	0.01774191226888267
wavelet-HLL	glszm	GrayLevelNonUniformity	22.04093567251462
wavelet-HLL	glszm	GrayLevelNonUniformityNormalized	0.12889436065798024
wavelet-HLL	glszm	GrayLevelVariance	6.1082042337813345
wavelet-HLL	glszm	HighGrayLevelZoneEmphasis	53.80701754385965
wavelet-HLL	glszm	LargeAreaEmphasis	7551.19298245614
wavelet-HLL	glszm	LargeAreaHighGrayLevelEmphasis	436576.6081871345
wavelet-HLL	glszm	LargeAreaLowGrayLevelEmphasis	134.40117188175344
wavelet-HLL	glszm	LowGrayLevelZoneEmphasis	0.03916549637341517
wavelet-HLL	glszm	SizeZoneNonUniformity	53.23391812865497
wavelet-HLL	glszm	SizeZoneNonUniformityNormalized	0.31130946274067234
wavelet-HLL	glszm	SmallAreaEmphasis	0.575849156900811
wavelet-HLL	glszm	SmallAreaHighGrayLevelEmphasis	27.41655725575594
wavelet-HLL	glszm	SmallAreaLowGrayLevelEmphasis	0.027681200598990447
wavelet-HLL	glszm	ZoneEntropy	5.156941498416318
wavelet-HLL	glszm	ZonePercentage	0.0683453237410072
wavelet-HLL	glszm	ZoneVariance	7337.1098799630645
wavelet-HLL	gldm	DependenceEntropy	6.015398316114537
wavelet-HLL	gldm	DependenceNonUniformity	171.13589128697043
wavelet-HLL	gldm	DependenceNonUniformityNormalized	0.06839963680534389
wavelet-HLL	gldm	DependenceVariance	17.474725575255224
wavelet-HLL	gldm	GrayLevelNonUniformity	603.8840927258193
wavelet-HLL	gldm	GrayLevelVariance	1.6335587006014693
wavelet-HLL	gldm	HighGrayLevelEmphasis	57.70983213429257
wavelet-HLL	gldm	LargeDependenceEmphasis	77.9312549960032
wavelet-HLL	gldm	LargeDependenceHighGrayLevelEmphasis	4541.414868105516
wavelet-HLL	gldm	LargeDependenceLowGrayLevelEmphasis	1.40596194571769
wavelet-HLL	gldm	LowGrayLevelEmphasis	0.020651358737330438
wavelet-HLL	gldm	SmallDependenceEmphasis	0.07565115994568963
wavelet-HLL	gldm	SmallDependenceHighGrayLevelEmphasis	3.9950015308737408
wavelet-HLL	gldm	SmallDependenceLowGrayLevelEmphasis	0.002710107786543475
wavelet-HLL	ngtdm	Busyness	2.823230791672052
wavelet-HLL	ngtdm	Coarseness	0.002856890071145081
wavelet-HLL	ngtdm	Complexity	53.34161180847393
wavelet-HLL	ngtdm	Contrast	0.02077392846111847
wavelet-HLL	ngtdm	Strength	0.16602648745392481
wavelet-HLH	firstorder	10Percentile	-20.32034232654285
wavelet-HLH	firstorder	90Percentile	17.295390651404745
wavelet-HLH	firstorder	Energy	224089836.61553717
wavelet-HLH	firstorder	Entropy	1.520412895181276
wavelet-HLH	firstorder	InterquartileRange	18.65918405644815
wavelet-HLH	firstorder	Kurtosis	3.9374655359705777
wavelet-HLH	firstorder	Maximum	63.825356292259485
wavelet-HLH	firstorder	MeanAbsoluteDeviation	11.927641644101598
wavelet-HLH	firstorder	Mean	-1.1342841736191
wavelet-HLH	firstorder	Median	-0.8556454463011067
wavelet-HLH	firstorder	Minimum	-73.93656487572247
wavelet-HLH	firstorder	Range	137.76192116798194
wavelet-HLH	firstorder	RobustMeanAbsoluteDeviation	7.893666314957122
wavelet-HLH	firstorder	RootMeanSquared	299.272924300945
wavelet-HLH	firstorder	Skewness	-0.07054669702589356
wavelet-HLH	firstorder	TotalEnergy	224089836.61553717
wavelet-HLH	firstorder	Uniformity	0.40353105205683576
wavelet-HLH	firstorder	Variance	243.5671232240994
wavelet-HLH	glcm	Autocorrelation	12.189828877807603
wavelet-HLH	glcm	JointAverage	3.4869722377541734
wavelet-HLH	glcm	ClusterProminence	3.6504989325401747
wavelet-HLH	glcm	ClusterShade	-0.042808934916361945
wavelet-HLH	glcm	ClusterTendency	1.0046902524782686
wavelet-HLH	glcm	Contrast	0.8815343931696981
wavelet-HLH	glcm	Correlation	0.06253196714994204
wavelet-HLH	glcm	DifferenceAverage	0.6529035682394897
wavelet-HLH	glcm	DifferenceEntropy	1.3604567257563045
wavelet-HLH	glcm	DifferenceVariance	0.4392380847648799
wavelet-HLH	glcm	JointEnergy	0.17671290673258983
wavelet-HLH	glcm	JointEntropy	2.92511624338709
wavelet-HLH	glcm	Imc1	-0.05264395256112578
wavelet-HLH	glcm	Imc2	0.3226276739979097
wavelet-HLH	glcm	Idm	0.6963114514117046
wavelet-HLH	glcm	Idmn	0.9773902423919132
wavelet-HLH	glcm	Id	0.7079848542407345
wavelet-HLH	glcm	Idn	0.9106326966938743
wavelet-HLH	glcm	InverseVariance	0.4867961947758157
wavelet-HLH	glcm	MaximumProbability	0.23251599345066748
wavelet-HLH	glcm	SumEntropy	2.006143287299811
wavelet-HLH	glcm	SumSquares	0.47155616141199164
wavelet-HLH	glrlm	GrayLevelNonUniformity	593.8336991730118
wavelet-HLH	glrlm	GrayLevelNonUniformityNormalized	0.37291546581226737
wavelet-HLH	glrlm	GrayLevelVariance	0.5759716876758906
wavelet-HLH	glrlm	HighGrayLevelRunEmphasis	12.421725646553366
wavelet-HLH	glrlm	LongRunEmphasis	3.7241828004855644
wavelet-HLH	glrlm	LongRunHighGrayLevelEmphasis	46.430478798529734
wavelet-HLH	glrlm	LongRunLowGrayLevelEmphasis	0.34696749474715766
wavelet-HLH	glrlm	LowGrayLevelRunEmphasis	0.10271790176572469
wavelet-HLH	glrlm	RunEntropy	3.0696253401173474
wavelet-HLH	glrlm	RunLengthNonUniformity	774.237607826683
wavelet-HLH	glrlm	RunLengthNonUniformityNormalized	0.47520720955305956
wavelet-HLH	glrlm	RunPercentage	0.6361372440509132
wavelet-HLH	glrlm	RunVariance	1.049132462725333
wavelet-HLH	glrlm	ShortRunEmphasis	0.7054973359218302
wavelet-HLH	glrlm	ShortRunHighGrayLevelEmphasis	8.750826387000663
wavelet-HLH	glrlm	ShortRunLowGrayLevelEmphasis	0.07596457495780139
wavelet-HLH	glszm	GrayLevelNonUniformity	17.103448275862068
wavelet-HLH	glszm	GrayLevelNonUniformityNormalized	0.29488703923900117
wavelet-HLH	glszm	GrayLevelVariance	2.665873959571938
wavelet-HLH	glszm	HighGrayLevelZoneEmphasis	13.172413793103448
wavelet-HLH	glszm	LargeAreaEmphasis	42923.34482758621
wavelet-HLH	glszm	LargeAreaHighGrayLevelEmphasis	525904.1379310344
wavelet-HLH	glszm	LargeAreaLowGrayLevelEmphasis	3809.4750191570884
wavelet-HLH	glszm	LowGrayLevelZoneEmphasis	0.23215038314176242
wavelet-HLH	glszm	SizeZoneNonUniformity	17.03448275862069
wavelet-HLH	glszm	SizeZoneNonUniformityNormalized	0.29369797859690844
wavelet-HLH	glszm	SmallAreaEmphasis	0.5480695673613789
wavelet-HLH	glszm	SmallAreaHighGrayLevelEmphasis	7.8910367103709875
wavelet-HLH	glszm	SmallAreaLowGrayLevelEmphasis	0.1388528416661235
wavelet-HLH	glszm	ZoneEntropy	4.0503097217773245
wavelet-HLH	glszm	ZonePercentage	0.023181454836131096
wavelet-HLH	glszm	ZoneVariance	41062.46373365041
wavelet-HLH	gldm	DependenceEntropy	5.297739685372616
wavelet-HLH	gldm	DependenceNonUniformity	166.88888888888889
wavelet-HLH	gldm	DependenceNonUniformityNormalized	0.06670219380051515
wavelet-HLH	gldm	DependenceVariance	17.178889981539946
wavelet-HLH	gldm	GrayLevelNonUniformity	1009.634692246203
wavelet-HLH	gldm	GrayLevelVariance	0.48405016993599365
wavelet-HLH	gldm	HighGrayLevelEmphasis	12.442046362909672
wavelet-HLH	gldm	LargeDependenceEmphasis	126.59952038369305
wavelet-HLH	gldm	LargeDependenceHighGrayLevelEmphasis	1585.7857713828937
wavelet-HLH	gldm	LargeDependenceLowGrayLevelEmphasis	11.144770405897503
wavelet-HLH	gldm	LowGrayLevelEmphasis	0.09797539745980993
wavelet-HLH	gldm	SmallDependenceEmphasis	0.03209791055356343
wavelet-HLH	gldm	SmallDependenceHighGrayLevelEmphasis	0.41854135603951714
wavelet-HLH	gldm	SmallDependenceLowGrayLevelEmphasis	0.005662872089111929
wavelet-HLH	ngtdm	Busyness	18.886799194176746
wavelet-HLH	ngtdm	Coarseness	0.002065895439916104
wavelet-HLH	ngtdm	Complexity	8.719314614496072
wavelet-HLH	ngtdm	Contrast	0.018310997132239597
wavelet-HLH	ngtdm	Strength	0.028759172912748494
wavelet-HHL	firstorder	10Percentile	-9.481831325980359
wavelet-HHL	firstorder	90Percentile	9.407651538660177
wavelet-HHL	firstorder	Energy	224997682.8058442
wavelet-HHL	firstorder	Entropy	1.0817107285554233
wavelet-HHL	firstorder	InterquartileRange	9.56616261771595
wavelet-HHL	firstorder	Kurtosis	5.222034948081106
wavelet-HHL	firstorder	Maximum	33.65132508387389
wavelet-HHL	firstorder	MeanAbsoluteDeviation	6.106365393730944
wavelet-HHL	firstorder	Mean	-0.23136062587744716
wavelet-HHL	firstorder	Median	-0.31550133993605345
wavelet-HHL	firstorder	Minimum	-58.98626184257234
wavelet-HHL	firstorder	Range	92.63758692644623
wavelet-HHL	firstorder	RobustMeanAbsoluteDeviation	4.001922938944512
wavelet-HHL	firstorder	RootMeanSquared	299.8785277695019
wavelet-HHL	firstorder	Skewness	-0.015209037579930935
wavelet-HHL	firstorder	TotalEnergy	224997682.8058442
wavelet-HHL	firstorder	Uniformity	0.49082492599046257
wavelet-HHL	firstorder	Variance	65.8942649911715
wavelet-HHL	glcm	Autocorrelation	12.179953897393851
wavelet-HHL	glcm	JointAverage	3.488922836048305
wavelet-HHL	glcm	ClusterProminence	0.7063004407053725
wavelet-HHL	glcm	ClusterShade	0.004249725088198461
wavelet-HHL	glcm	ClusterTendency	0.5514611436915053
wavelet-HHL	glcm	Contrast	0.522043922712574
wavelet-HHL	glcm	Correlation	0.0271479535714038
wavelet-HHL	glcm	DifferenceAverage	0.5029294299115832
wavelet-HHL	glcm	DifferenceEntropy	1.0508194404580045
wavelet-HHL	glcm	DifferenceVariance	0.26515343939073344
wavelet-HHL	glcm	JointEnergy	0.24582079727271477
wavelet-HHL	glcm	JointEntropy	2.128816965210567
wavelet-HHL	glcm	Imc1	-0.016525214815752462
wavelet-HHL	glcm	Imc2	0.15384851369855587
wavelet-HHL	glcm	Idm	0.7504366922710333
wavelet-HHL	glcm	Idmn	0.9801030481730652
wavelet-HHL	glcm	Id	0.7515132970174745
wavelet-HHL	glcm	Idn	0.9166182453480084
wavelet-HHL	glcm	InverseVariance	0.4880955703874781
wavelet-HHL	glcm	MaximumProbability	0.27271423070935197
wavelet-HHL	glcm	SumEntropy	1.5757207789913086
wavelet-HHL	glcm	SumSquares	0.26837626660101976
wavelet-HHL	glrlm	GrayLevelNonUniformity	716.276144333612
wavelet-HHL	glrlm	GrayLevelNonUniformityNormalized	0.4844768790090112
wavelet-HHL	glrlm	GrayLevelVariance	0.2853253850674507
wavelet-HHL	glrlm	HighGrayLevelRunEmphasis	12.390775608419412
wavelet-HHL	glrlm	LongRunEmphasis	4.121292974193045
wavelet-HHL	glrlm	LongRunHighGrayLevelEmphasis	51.039624444893555
wavelet-HHL	glrlm	LongRunLowGrayLevelEmphasis	0.3628848216654061
wavelet-HHL	glrlm	LowGrayLevelRunEmphasis	0.08928149111557836
wavelet-HHL	glrlm	RunEntropy	2.745182748225877
wavelet-HHL	glrlm	RunLengthNonUniformity	629.8080921802404
wavelet-HHL	glrlm	RunLengthNonUniformityNormalized	0.42047968644310557
wavelet-HHL	glrlm	RunPercentage	0.5907581627006088
wavelet-HHL	glrlm	RunVariance	1.1577239462280493
wavelet-HHL	glrlm	ShortRunEmphasis	0.656362104548757
wavelet-HHL	glrlm	ShortRunHighGrayLevelEmphasis	8.145407955405044
wavelet-HHL	glrlm	ShortRunLowGrayLevelEmphasis	0.05907711088313035
wavelet-HHL	glszm	GrayLevelNonUniformity	6.545454545454546
wavelet-HHL	glszm	GrayLevelNonUniformityNormalized	0.2975206611570248
wavelet-HHL	glszm	GrayLevelVariance	1.9256198347107438
wavelet-HHL	glszm	HighGrayLevelZoneEmphasis	12.636363636363637
wavelet-HHL	glszm	LargeAreaEmphasis	139210.0909090909
wavelet-HHL	glszm	LargeAreaHighGrayLevelEmphasis	1701972.3181818181
wavelet-HHL	glszm	LargeAreaLowGrayLevelEmphasis	12349.340366161616
wavelet-HHL	glszm	LowGrayLevelZoneEmphasis	0.17907828282828284
wavelet-HHL	glszm	SizeZoneNonUniformity	9.454545454545455
wavelet-HHL	glszm	SizeZoneNonUniformityNormalized	0.4297520661157025
wavelet-HHL	glszm	SmallAreaEmphasis	0.6619318779161575
wavelet-HHL	glszm	SmallAreaHighGrayLevelEmphasis	7.775568944873206
wavelet-HHL	glszm	SmallAreaLowGrayLevelEmphasis	0.1390561919402387
wavelet-HHL	glszm	ZoneEntropy	3.083765141069548
wavelet-HHL	glszm	ZonePercentage	0.008792965627498001
wavelet-HHL	glszm	ZoneVariance	126276.19834710743
wavelet-HHL	gldm	DependenceEntropy	4.855973409371538
wavelet-HHL	gldm	DependenceNonUniformity	200.38449240607514
wavelet-HHL	gldm	DependenceNonUniformityNormalized	0.08008972518228423
wavelet-HHL	gldm	DependenceVariance	12.756298558275683
wavelet-HHL	gldm	GrayLevelNonUniformity	1228.0439648281374
wavelet-HHL	gldm	GrayLevelVariance	0.271183373045768
wavelet-HHL	gldm	HighGrayLevelEmphasis	12.381694644284572
wavelet-HHL	gldm	LargeDependenceEmphasis	148.25259792166267
wavelet-HHL	gldm	LargeDependenceHighGrayLevelEmphasis	1835.9076738609112
wavelet-HHL	gldm	LargeDependenceLowGrayLevelEmphasis	12.991640576427747
wavelet-HHL	gldm	LowGrayLevelEmphasis	0.08865163424815703
wavelet-HHL	gldm	SmallDependenceEmphasis	0.017907456909817664
wavelet-HHL	gldm	SmallDependenceHighGrayLevelEmphasis	0.22199133716083969
wavelet-HHL	gldm	SmallDependenceLowGrayLevelEmphasis	0.0022981312287188973
wavelet-HHL	ngtdm	Busyness	27.741047551846044
wavelet-HHL	ngtdm	Coarseness	0.0016877106817234637
wavelet-HHL	ngtdm	Complexity	5.81497180514969
wavelet-HHL	ngtdm	Contrast	0.013378730652385212
wavelet-HHL	ngtdm	Strength	0.020266487666934657
wavelet-HHH	firstorder	10Percentile	-6.079357320487842
wavelet-HHH	firstorder	90Percentile	5.768483042141378
wavelet-HHH	firstorder	Energy	225136413.80141878
wavelet-HHH	firstorder	Entropy	1.0091927604222846
wavelet-HHH	firstorder	InterquartileRange	5.872447130940968
wavelet-HHH	firstorder	Kurtosis	5.387770033272509
wavelet-HHH	firstorder	Maximum	25.20991804702278
wavelet-HHH	firstorder	MeanAbsoluteDeviation	3.8107847278707165
wavelet-HHH	firstorder	Mean	-0.0726414448470602
wavelet-HHH	firstorder	Median	0.06317272895187459
wavelet-HHH	firstorder	Minimum	-27.001466669962554
wavelet-HHH	firstorder	Range	52.211384716985336
wavelet-HHH	firstorder	RobustMeanAbsoluteDeviation	2.478510656227408
wavelet-HHH	firstorder	RootMeanSquared	299.9709643565555
wavelet-HHH	firstorder	Skewness	-0.1322718482360179
wavelet-HHH	firstorder	TotalEnergy	225136413.80141878
wavelet-HHH	firstorder	Uniformity	0.4993290739111349
wavelet-HHH	firstorder	Variance	26.15904713063902
wavelet-HHH	glcm	Autocorrelation	6.271981773252605
wavelet-HHH	glcm	JointAverage	2.5047066790328043
wavelet-HHH	glcm	ClusterProminence	0.5085776749007777
wavelet-HHH	glcm	ClusterShade	-0.005562603624420846
wavelet-HHH	glcm	ClusterTendency	0.4995407277659408
wavelet-HHH	glcm	Contrast	0.5058971267122919
wavelet-HHH	glcm	Correlation	-0.006350624508928862
wavelet-HHH	glcm	DifferenceAverage	0.5046094396677496
wavelet-HHH	glcm	DifferenceEntropy	1.0023596329820255
wavelet-HHH	glcm	DifferenceVariance	0.24975818355562576
wavelet-HHH	glcm	JointEnergy	0.25088182407189186
wavelet-HHH	glcm	JointEntropy	2.010739813139989
wavelet-HHH	glcm	Imc1	-0.0055508310577406204
wavelet-HHH	glcm	Imc2	0.09528802346525223
wavelet-HHH	glcm	Idm	0.7478240488705793
wavelet-HHH	glcm	Idmn	0.9702640693765334
wavelet-HHH	glcm	Id	0.7479098946735488
wavelet-HHH	glcm	Idn	0.899121034967935
wavelet-HHH	glcm	InverseVariance	0.503482713503775
wavelet-HHH	glcm	MaximumProbability	0.26913760615444043
wavelet-HHH	glcm	SumEntropy	1.5003214673226297
wavelet-HHH	glcm	SumSquares	0.25135946361955813
wavelet-HHH	glrlm	GrayLevelNonUniformity	747.2868557948069
wavelet-HHH	glrlm	GrayLevelNonUniformityNormalized	0.49880020885144033
wavelet-HHH	glrlm	GrayLevelVariance	0.2526142579908615
wavelet-HHH	glrlm	HighGrayLevelRunEmphasis	6.537685190574823
wavelet-HHH	glrlm	LongRunEmphasis	3.942778249031851
wavelet-HHH	glrlm	LongRunHighGrayLevelEmphasis	25.730880107930563
wavelet-HHH	glrlm	LongRunLowGrayLevelEmphasis	0.7095796758380964
wavelet-HHH	glrlm	LowGrayLevelRunEmphasis	0.1800540558364763
wavelet-HHH	glrlm	RunEntropy	2.590438619037097
wavelet-HHH	glrlm	RunLengthNonUniformity	654.2267845848183
wavelet-HHH	glrlm	RunLengthNonUniformityNormalized	0.4340491189111838
wavelet-HHH	glrlm	RunPercentage	0.5987825124515771
wavelet-HHH	glrlm	RunVariance	1.1071974947759935
wavelet-HHH	glrlm	ShortRunEmphasis	0.6637479873786253
wavelet-HHH	glrlm	ShortRunHighGrayLevelEmphasis	4.332664400106902
wavelet-HHH	glrlm	ShortRunLowGrayLevelEmphasis	0.11988029545842215
wavelet-HHH	glszm	GrayLevelNonUniformity	1.0
wavelet-HHH	glszm	GrayLevelNonUniformityNormalized	0.25
wavelet-HHH	glszm	GrayLevelVariance	1.25
wavelet-HHH	glszm	HighGrayLevelZoneEmphasis	7.5
wavelet-HHH	glszm	LargeAreaEmphasis	781450.5
wavelet-HHH	glszm	LargeAreaHighGrayLevelEmphasis	5141929.25
wavelet-HHH	glszm	LargeAreaLowGrayLevelEmphasis	139359.29340277778
wavelet-HHH	glszm	LowGrayLevelZoneEmphasis	0.3559027777777778
wavelet-HHH	glszm	SizeZoneNonUniformity	1.5
wavelet-HHH	glszm	SizeZoneNonUniformityNormalized	0.375
wavelet-HHH	glszm	SmallAreaEmphasis	0.5000003202458649
wavelet-HHH	glszm	SmallAreaHighGrayLevelEmphasis	4.250002055985009
wavelet-HHH	glszm	SmallAreaLowGrayLevelEmphasis	0.2656250585336454
wavelet-HHH	glszm	ZoneEntropy	1.9999999999999987
wavelet-HHH	glszm	ZonePercentage	0.0015987210231814548
wavelet-HHH	glszm	ZoneVariance	390200.25
wavelet-HHH	gldm	DependenceEntropy	4.623514786927188
wavelet-HHH	gldm	DependenceNonUniformity	231.82014388489208
wavelet-HHH	gldm	DependenceNonUniformityNormalized	0.09265393440643169
wavelet-HHH	gldm	DependenceVariance	9.670588708889003
wavelet-HHH	gldm	GrayLevelNonUniformity	1249.3213429256596
wavelet-HHH	gldm	GrayLevelVariance	0.2515348233004324
wavelet-HHH	gldm	HighGrayLevelEmphasis	6.541566746602718
wavelet-HHH	gldm	LargeDependenceEmphasis	140.3533173461231
wavelet-HHH	gldm	LargeDependenceHighGrayLevelEmphasis	919.7741806554757
wavelet-HHH	gldm	LargeDependenceLowGrayLevelEmphasis	25.1341843192113
wavelet-HHH	gldm	LowGrayLevelEmphasis	0.1797256639133138
wavelet-HHH	gldm	SmallDependenceEmphasis	0.011963942682551784
wavelet-HHH	gldm	SmallDependenceHighGrayLevelEmphasis	0.07961246168854834
wavelet-HHH	gldm	SmallDependenceLowGrayLevelEmphasis	0.002433595574073313
wavelet-HHH	ngtdm	Busyness	56.62862022689843
wavelet-HHH	ngtdm	Coarseness	0.0015912484953121012
wavelet-HHH	ngtdm	Complexity	3.5201318583773924
wavelet-HHH	ngtdm	Contrast	0.021123974868003714
wavelet-HHH	ngtdm	Strength	0.009528571508253822
wavelet-LLL	firstorder	10Percentile	207.9022355706184
wavelet-LLL	firstorder	90Percentile	408.2520766940016
wavelet-LLL	firstorder	Energy	909507930.8203514
wavelet-LLL	firstorder	Entropy	3.654707171018978
wavelet-LLL	firstorder	InterquartileRange	106.96198716865183
wavelet-LLL	firstorder	Kurtosis	3.0050171011348623
wavelet-LLL	firstorder	Maximum	553.5448745799791
wavelet-LLL	firstorder	MeanAbsoluteDeviation	63.380061332343466
wavelet-LLL	firstorder	Mean	297.76003038416707
wavelet-LLL	firstorder	Median	286.177569074613
wavelet-LLL	firstorder	Minimum	44.94231765135628
wavelet-LLL	firstorder	Range	508.60255692862285
wavelet-LLL	firstorder	RobustMeanAbsoluteDeviation	44.62656118683075
wavelet-LLL	firstorder	RootMeanSquared	602.9198640268787
wavelet-LLL	firstorder	Skewness	0.48610221060127595
wavelet-LLL	firstorder	TotalEnergy	909507930.8203514
wavelet-LLL	firstorder	Uniformity	0.09391016363567818
wavelet-LLL	firstorder	Variance	6195.3085133096765
wavelet-LLL	glcm	Autocorrelation	134.08378392502019
wavelet-LLL	glcm	JointAverage	11.335741665811643
wavelet-LLL	glcm	ClusterProminence	2654.992981209228
wavelet-LLL	glcm	ClusterShade	87.87811467523804
wavelet-LLL	glcm	ClusterTendency	29.31980288794923
wavelet-LLL	glcm	Contrast	7.031188778030518
wavelet-LLL	glcm	Correlation	0.6060281026348144
wavelet-LLL	glcm	DifferenceAverage	1.9953036676193248
wavelet-LLL	glcm	DifferenceEntropy	2.545074412435899
wavelet-LLL	glcm	DifferenceVariance	2.815982834454104
wavelet-LLL	glcm	JointEnergy	0.014358873449916395
