Image type	Feature Class	Feature Name	1: RTSTRUCT: ANON_58_segment_Rt occipital
wavelet-LHH	gldm	HighGrayLevelEmphasis	2.0
wavelet-LHH	gldm	LargeDependenceEmphasis	26.0
wavelet-LHH	gldm	LargeDependenceHighGrayLevelEmphasis	35.0
wavelet-LHH	gldm	LargeDependenceLowGrayLevelEmphasis	23.75
wavelet-LHH	gldm	LowGrayLevelEmphasis	0.75
wavelet-LHH	gldm	SmallDependenceEmphasis	0.0605187074829932
wavelet-LHH	gldm	SmallDependenceHighGrayLevelEmphasis	0.1716298185941043
wavelet-LHH	gldm	SmallDependenceLowGrayLevelEmphasis	0.03274092970521542
wavelet-LHH	ngtdm	Busyness	0.0
wavelet-LHH	ngtdm	Coarseness	0.3332745547522483
wavelet-LHH	ngtdm	Complexity	0.5000881834215166
wavelet-LHH	ngtdm	Contrast	0.11072163433274544
wavelet-LHH	ngtdm	Strength	0.3345058737638548
wavelet-HLL	firstorder	10Percentile	-4.97891393519241
wavelet-HLL	firstorder	90Percentile	29.414512869315217
wavelet-HLL	firstorder	Energy	1160099.8797651525
wavelet-HLL	firstorder	Entropy	1.4182958340544882
wavelet-HLL	firstorder	InterquartileRange	19.200725432425465
wavelet-HLL	firstorder	Kurtosis	4.47481462298988
wavelet-HLL	firstorder	Maximum	37.80580528765141
wavelet-HLL	firstorder	MeanAbsoluteDeviation	14.628491210267134
wavelet-HLL	firstorder	Mean	10.298669052892535
wavelet-HLL	firstorder	Median	13.201395685696664
wavelet-HLL	firstorder	Minimum	-41.67561756442177
wavelet-HLL	firstorder	Range	79.48142285207318
wavelet-HLL	firstorder	RobustMeanAbsoluteDeviation	7.305225965871992
wavelet-HLL	firstorder	RootMeanSquared	310.92602010836816
wavelet-HLL	firstorder	Skewness	-1.2129504851717001
wavelet-HLL	firstorder	TotalEnergy	1160099.8797651525
wavelet-HLL	firstorder	Uniformity	0.4861111111111111
wavelet-HLL	firstorder	Variance	389.7259644328728
wavelet-HLL	glcm	Autocorrelation	8.584615384615384
wavelet-HLL	glcm	JointAverage	2.9410256410256412
wavelet-HLL	glcm	ClusterProminence	1.6125013888888886
wavelet-HLL	glcm	ClusterShade	-0.25598005698005655
wavelet-HLL	glcm	ClusterTendency	0.8391025641025641
wavelet-HLL	glcm	Contrast	1.2666666666666666
wavelet-HLL	glcm	Correlation	-0.08010638134644953
wavelet-HLL	glcm	DifferenceAverage	0.7666666666666665
wavelet-HLL	glcm	DifferenceEntropy	1.0760475595752497
wavelet-HLL	glcm	DifferenceVariance	0.5382478632478632
wavelet-HLL	glcm	JointEnergy	0.35118589743589745
wavelet-HLL	glcm	JointEntropy	1.8180660692045019
wavelet-HLL	glcm	Imc1	-0.3085384998787035
wavelet-HLL	glcm	Imc2	0.6329936893743192
wavelet-HLL	glcm	Idm	0.6666666666666667
wavelet-HLL	glcm	Idmn	0.9367571644042232
wavelet-HLL	glcm	Id	0.6903846153846154
wavelet-HLL	glcm	Idn	0.8622344322344323
wavelet-HLL	glcm	InverseVariance	0.4199786324786325
wavelet-HLL	glcm	MaximumProbability	0.4487179487179487
wavelet-HLL	glcm	SumEntropy	1.2629378640762972
wavelet-HLL	glcm	SumSquares	0.5264423076923076
wavelet-HLL	glrlm	GrayLevelNonUniformity	4.644444444444445
wavelet-HLL	glrlm	GrayLevelNonUniformityNormalized	0.4421650263316929
wavelet-HLL	glrlm	GrayLevelVariance	0.6535396309638734
wavelet-HLL	glrlm	HighGrayLevelRunEmphasis	9.02929292929293
wavelet-HLL	glrlm	LongRunEmphasis	1.496853146853147
wavelet-HLL	glrlm	LongRunHighGrayLevelEmphasis	13.70289432789433
wavelet-HLL	glrlm	LongRunLowGrayLevelEmphasis	0.25527443235776565
wavelet-HLL	glrlm	LowGrayLevelRunEmphasis	0.20147077074160408
wavelet-HLL	glrlm	RunEntropy	1.958485857012981
wavelet-HLL	glrlm	RunLengthNonUniformity	8.109440559440559
wavelet-HLL	glrlm	RunLengthNonUniformityNormalized	0.7620985201667019
wavelet-HLL	glrlm	RunPercentage	0.8717948717948717
wavelet-HLL	glrlm	RunVariance	0.13697958607049515
wavelet-HLL	glrlm	ShortRunEmphasis	0.886470473970474
wavelet-HLL	glrlm	ShortRunHighGrayLevelEmphasis	7.957046425796425
wavelet-HLL	glrlm	ShortRunLowGrayLevelEmphasis	0.1892069398579815
wavelet-HLL	glszm	GrayLevelNonUniformity	1.0
wavelet-HLL	glszm	GrayLevelNonUniformityNormalized	0.25
wavelet-HLL	glszm	GrayLevelVariance	1.25
wavelet-HLL	glszm	HighGrayLevelZoneEmphasis	7.5
wavelet-HLL	glszm	LargeAreaEmphasis	17.5
wavelet-HLL	glszm	LargeAreaHighGrayLevelEmphasis	161.25
wavelet-HLL	glszm	LargeAreaLowGrayLevelEmphasis	2.1527777777777777
wavelet-HLL	glszm	LowGrayLevelZoneEmphasis	0.3559027777777778
wavelet-HLL	glszm	SizeZoneNonUniformity	1.5
wavelet-HLL	glszm	SizeZoneNonUniformityNormalized	0.375
wavelet-HLL	glszm	SmallAreaEmphasis	0.56640625
wavelet-HLL	glszm	SmallAreaHighGrayLevelEmphasis	2.28515625
wavelet-HLL	glszm	SmallAreaLowGrayLevelEmphasis	0.3168402777777778
wavelet-HLL	glszm	ZoneEntropy	1.9999999999999987
wavelet-HLL	glszm	ZonePercentage	0.3333333333333333
wavelet-HLL	glszm	ZoneVariance	8.5
wavelet-HLL	gldm	DependenceEntropy	2.855388542207531
wavelet-HLL	gldm	DependenceNonUniformity	2.0
wavelet-HLL	gldm	DependenceNonUniformityNormalized	0.16666666666666666
wavelet-HLL	gldm	DependenceVariance	5.5555555555555545
wavelet-HLL	gldm	GrayLevelNonUniformity	5.833333333333333
wavelet-HLL	gldm	GrayLevelVariance	0.5763888888888888
wavelet-HLL	gldm	HighGrayLevelEmphasis	9.083333333333334
wavelet-HLL	gldm	LargeDependenceEmphasis	24.333333333333332
wavelet-HLL	gldm	LargeDependenceHighGrayLevelEmphasis	222.58333333333334
wavelet-HLL	gldm	LargeDependenceLowGrayLevelEmphasis	2.756944444444444
wavelet-HLL	gldm	LowGrayLevelEmphasis	0.1886574074074074
wavelet-HLL	gldm	SmallDependenceEmphasis	0.23461085128495843
wavelet-HLL	gldm	SmallDependenceHighGrayLevelEmphasis	1.3198309948979592
wavelet-HLL	gldm	SmallDependenceLowGrayLevelEmphasis	0.10969055755018059
wavelet-HLL	ngtdm	Busyness	0.11182539682539681
wavelet-HLL	ngtdm	Coarseness	0.7154009936124912
wavelet-HLL	ngtdm	Complexity	2.8320767195767194
wavelet-HLL	ngtdm	Contrast	0.05315967629335685
wavelet-HLL	ngtdm	Strength	2.4094657583363213
wavelet-HLH	firstorder	10Percentile	-4.470908030730255
wavelet-HLH	firstorder	90Percentile	6.580837692280257
wavelet-HLH	firstorder	Energy	1081960.5786133555
wavelet-HLH	firstorder	Entropy	0.9798687566511521
wavelet-HLH	firstorder	InterquartileRange	7.651636145043037
wavelet-HLH	firstorder	Kurtosis	4.419944816842522
wavelet-HLH	firstorder	Maximum	10.102541738713036
wavelet-HLH	firstorder	MeanAbsoluteDeviation	5.1141380314816045
wavelet-HLH	firstorder	Mean	0.19161210880407833
wavelet-HLH	firstorder	Median	1.0448395968131836
wavelet-HLH	firstorder	Minimum	-18.02527414635088
wavelet-HLH	firstorder	Range	28.127815885063917
wavelet-HLH	firstorder	RobustMeanAbsoluteDeviation	2.754580971962547
wavelet-HLH	firstorder	RootMeanSquared	300.2721791160696
wavelet-HLH	firstorder	Skewness	-1.1491970901861057
wavelet-HLH	firstorder	TotalEnergy	1081960.5786133555
wavelet-HLH	firstorder	Uniformity	0.513888888888889
wavelet-HLH	firstorder	Variance	48.377570630279955
wavelet-HLH	glcm	Autocorrelation	2.6256410256410256
wavelet-HLH	glcm	JointAverage	1.623076923076923
wavelet-HLH	glcm	ClusterProminence	0.3202310185185186
wavelet-HLH	glcm	ClusterShade	0.044243589743589856
wavelet-HLH	glcm	ClusterTendency	0.356965811965812
wavelet-HLH	glcm	Contrast	0.4871794871794872
wavelet-HLH	glcm	Correlation	-0.06886446886446873
wavelet-HLH	glcm	DifferenceAverage	0.4871794871794872
wavelet-HLH	glcm	DifferenceEntropy	0.6848464697539971
wavelet-HLH	glcm	DifferenceVariance	0.16457264957264958
wavelet-HLH	glcm	JointEnergy	0.41335470085470083
wavelet-HLH	glcm	JointEntropy	1.4309617743659915
wavelet-HLH	glcm	Imc1	-0.3147703793978086
wavelet-HLH	glcm	Imc2	0.5159819170836472
wavelet-HLH	glcm	Idm	0.7564102564102565
wavelet-HLH	glcm	Idmn	0.9025641025641028
wavelet-HLH	glcm	Id	0.7564102564102565
wavelet-HLH	glcm	Idn	0.8376068376068375
wavelet-HLH	glcm	InverseVariance	0.4871794871794872
wavelet-HLH	glcm	MaximumProbability	0.4685897435897436
wavelet-HLH	glcm	SumEntropy	0.9437822871865046
wavelet-HLH	glcm	SumSquares	0.21103632478632478
wavelet-HLH	glrlm	GrayLevelNonUniformity	5.272766122766123
wavelet-HLH	glrlm	GrayLevelNonUniformityNormalized	0.5124589033301153
wavelet-HLH	glrlm	GrayLevelVariance	0.24377054833494224
wavelet-HLH	glrlm	HighGrayLevelRunEmphasis	2.7086829836829835
wavelet-HLH	glrlm	LongRunEmphasis	1.5583916083916085
wavelet-HLH	glrlm	LongRunHighGrayLevelEmphasis	4.392249417249418
wavelet-HLH	glrlm	LongRunLowGrayLevelEmphasis	0.849927156177156
wavelet-HLH	glrlm	LowGrayLevelRunEmphasis	0.572829254079254
wavelet-HLH	glrlm	RunEntropy	1.4842557135858172
wavelet-HLH	glrlm	RunLengthNonUniformity	7.832517482517484
wavelet-HLH	glrlm	RunLengthNonUniformityNormalized	0.7429532210214027
wavelet-HLH	glrlm	RunPercentage	0.8589743589743589
wavelet-HLH	glrlm	RunVariance	0.1465522356431447
wavelet-HLH	glrlm	ShortRunEmphasis	0.8710858585858585
wavelet-HLH	glrlm	ShortRunHighGrayLevelEmphasis	2.330526418026418
wavelet-HLH	glrlm	ShortRunLowGrayLevelEmphasis	0.5062257187257188
wavelet-HLH	glszm	GrayLevelNonUniformity	1.0
wavelet-HLH	glszm	GrayLevelNonUniformityNormalized	0.5
wavelet-HLH	glszm	GrayLevelVariance	0.25
wavelet-HLH	glszm	HighGrayLevelZoneEmphasis	2.5
wavelet-HLH	glszm	LargeAreaEmphasis	37.0
wavelet-HLH	glszm	LargeAreaHighGrayLevelEmphasis	110.5
wavelet-HLH	glszm	LargeAreaLowGrayLevelEmphasis	18.625
wavelet-HLH	glszm	LowGrayLevelZoneEmphasis	0.625
wavelet-HLH	glszm	SizeZoneNonUniformity	1.0
wavelet-HLH	glszm	SizeZoneNonUniformityNormalized	0.5
wavelet-HLH	glszm	SmallAreaEmphasis	0.030204081632653063
wavelet-HLH	glszm	SmallAreaHighGrayLevelEmphasis	0.06081632653061224
wavelet-HLH	glszm	SmallAreaLowGrayLevelEmphasis	0.022551020408163265
wavelet-HLH	glszm	ZoneEntropy	0.9999999999999993
wavelet-HLH	glszm	ZonePercentage	0.16666666666666666
wavelet-HLH	glszm	ZoneVariance	1.0
wavelet-HLH	gldm	DependenceEntropy	2.5849625007211534
wavelet-HLH	gldm	DependenceNonUniformity	3.3333333333333335
wavelet-HLH	gldm	DependenceNonUniformityNormalized	0.2777777777777778
wavelet-HLH	gldm	DependenceVariance	1.222222222222222
wavelet-HLH	gldm	GrayLevelNonUniformity	6.166666666666667
wavelet-HLH	gldm	GrayLevelVariance	0.24305555555555558
wavelet-HLH	gldm	HighGrayLevelEmphasis	2.75
wavelet-HLH	gldm	LargeDependenceEmphasis	23.0
wavelet-HLH	gldm	LargeDependenceHighGrayLevelEmphasis	73.25
wavelet-HLH	gldm	LargeDependenceLowGrayLevelEmphasis	10.4375
wavelet-HLH	gldm	LowGrayLevelEmphasis	0.5625
wavelet-HLH	gldm	SmallDependenceEmphasis	0.05482568027210885
wavelet-HLH	gldm	SmallDependenceHighGrayLevelEmphasis	0.12249716553287981
wavelet-HLH	gldm	SmallDependenceLowGrayLevelEmphasis	0.037907808956916096
wavelet-HLH	ngtdm	Busyness	2.0764329805996473
wavelet-HLH	ngtdm	Coarseness	0.3210634163950439
wavelet-HLH	ngtdm	Complexity	0.5191082451499118
wavelet-HLH	ngtdm	Contrast	0.12639049639917696
wavelet-HLH	ngtdm	Strength	0.32050874403815577
wavelet-HHL	firstorder	10Percentile	-7.214346326663371
wavelet-HHL	firstorder	90Percentile	3.370509467693539
wavelet-HHL	firstorder	Energy	1074673.1179185233
wavelet-HHL	firstorder	Entropy	0.9798687566511521
wavelet-HHL	firstorder	InterquartileRange	4.46927575813003
wavelet-HHL	firstorder	Kurtosis	3.3513788243128535
wavelet-HHL	firstorder	Maximum	4.862183776037983
wavelet-HHL	firstorder	MeanAbsoluteDeviation	3.6709590583901712
wavelet-HHL	firstorder	Mean	-0.7768948245547641
wavelet-HHL	firstorder	Median	0.8835620494040636
wavelet-HHL	firstorder	Minimum	-11.835491168120223
wavelet-HHL	firstorder	Range	16.697674944158205
wavelet-HHL	firstorder	RobustMeanAbsoluteDeviation	1.781812222403093
wavelet-HHL	firstorder	RootMeanSquared	299.2592407259581
wavelet-HHL	firstorder	Skewness	-1.1184240720561909
wavelet-HHL	firstorder	TotalEnergy	1074673.1179185233
wavelet-HHL	firstorder	Uniformity	0.513888888888889
wavelet-HHL	firstorder	Variance	21.626489041387416
wavelet-HHL	glcm	Autocorrelation	2.2974358974358973
wavelet-HHL	glcm	JointAverage	1.508974358974359
wavelet-HHL	glcm	ClusterProminence	0.4357957264957265
wavelet-HHL	glcm	ClusterShade	-0.01645584045584037
wavelet-HHL	glcm	ClusterTendency	0.4130769230769232
wavelet-HHL	glcm	Contrast	0.458974358974359
wavelet-HHL	glcm	Correlation	0.0384615384615385
wavelet-HHL	glcm	DifferenceAverage	0.458974358974359
wavelet-HHL	glcm	DifferenceEntropy	0.4507843863818323
wavelet-HHL	glcm	DifferenceVariance	0.11170940170940172
wavelet-HHL	glcm	JointEnergy	0.45226495726495725
wavelet-HHL	glcm	JointEntropy	1.2896469506619115
wavelet-HHL	glcm	Imc1	-0.4974018846778229
wavelet-HHL	glcm	Imc2	0.5418523771027066
wavelet-HHL	glcm	Idm	0.7705128205128206
wavelet-HHL	glcm	Idmn	0.9082051282051283
wavelet-HHL	glcm	Id	0.7705128205128206
wavelet-HHL	glcm	Idn	0.847008547008547
wavelet-HHL	glcm	InverseVariance	0.458974358974359
wavelet-HHL	glcm	MaximumProbability	0.4974358974358975
wavelet-HHL	glcm	SumEntropy	0.8306725916875527
wavelet-HHL	glcm	SumSquares	0.21801282051282053
wavelet-HHL	glrlm	GrayLevelNonUniformity	5.2050505050505045
wavelet-HHL	glrlm	GrayLevelNonUniformityNormalized	0.5162223242526273
wavelet-HHL	glrlm	GrayLevelVariance	0.24188883787368637
wavelet-HHL	glrlm	HighGrayLevelRunEmphasis	2.7329836829836833
wavelet-HHL	glrlm	LongRunEmphasis	1.7650349650349653
wavelet-HHL	glrlm	LongRunHighGrayLevelEmphasis	4.9840326340326335
wavelet-HHL	glrlm	LongRunLowGrayLevelEmphasis	0.9602855477855479
wavelet-HHL	glrlm	LowGrayLevelRunEmphasis	0.5667540792540792
wavelet-HHL	glrlm	RunEntropy	1.5201738465069163
wavelet-HHL	glrlm	RunLengthNonUniformity	7.607459207459207
wavelet-HHL	glrlm	RunLengthNonUniformityNormalized	0.7265366956276047
wavelet-HHL	glrlm	RunPercentage	0.8397435897435896
wavelet-HHL	glrlm	RunVariance	0.19015045560500105
wavelet-HHL	glrlm	ShortRunEmphasis	0.8447989510489511
wavelet-HHL	glrlm	ShortRunHighGrayLevelEmphasis	2.3144522144522144
wavelet-HHL	glrlm	ShortRunLowGrayLevelEmphasis	0.47738563519813515
wavelet-HHL	glszm	GrayLevelNonUniformity	1.0
wavelet-HHL	glszm	GrayLevelNonUniformityNormalized	0.5
wavelet-HHL	glszm	GrayLevelVariance	0.25
wavelet-HHL	glszm	HighGrayLevelZoneEmphasis	2.5
wavelet-HHL	glszm	LargeAreaEmphasis	37.0
wavelet-HHL	glszm	LargeAreaHighGrayLevelEmphasis	110.5
wavelet-HHL	glszm	LargeAreaLowGrayLevelEmphasis	18.625
wavelet-HHL	glszm	LowGrayLevelZoneEmphasis	0.625
wavelet-HHL	glszm	SizeZoneNonUniformity	1.0
wavelet-HHL	glszm	SizeZoneNonUniformityNormalized	0.5
wavelet-HHL	glszm	SmallAreaEmphasis	0.030204081632653063
wavelet-HHL	glszm	SmallAreaHighGrayLevelEmphasis	0.06081632653061224
wavelet-HHL	glszm	SmallAreaLowGrayLevelEmphasis	0.022551020408163265
wavelet-HHL	glszm	ZoneEntropy	0.9999999999999993
wavelet-HHL	glszm	ZonePercentage	0.16666666666666666
wavelet-HHL	glszm	ZoneVariance	1.0
wavelet-HHL	gldm	DependenceEntropy	1.650022421648353
wavelet-HHL	gldm	DependenceNonUniformity	4.333333333333333
wavelet-HHL	gldm	DependenceNonUniformityNormalized	0.3611111111111111
wavelet-HHL	gldm	DependenceVariance	0.8055555555555556
wavelet-HHL	gldm	GrayLevelNonUniformity	6.166666666666667
wavelet-HHL	gldm	GrayLevelVariance	0.24305555555555558
wavelet-HHL	gldm	HighGrayLevelEmphasis	2.75
wavelet-HHL	gldm	LargeDependenceEmphasis	27.5
wavelet-HHL	gldm	LargeDependenceHighGrayLevelEmphasis	78.75
wavelet-HHL	gldm	LargeDependenceLowGrayLevelEmphasis	14.6875
wavelet-HHL	gldm	LowGrayLevelEmphasis	0.5625
wavelet-HHL	gldm	SmallDependenceEmphasis	0.04270833333333333
wavelet-HHL	gldm	SmallDependenceHighGrayLevelEmphasis	0.12083333333333333
wavelet-HHL	gldm	SmallDependenceLowGrayLevelEmphasis	0.023177083333333334
wavelet-HHL	ngtdm	Busyness	1.8165784832451497
wavelet-HHL	ngtdm	Coarseness	0.36699029126213595
wavelet-HHL	ngtdm	Complexity	0.4541446208112874
wavelet-HHL	ngtdm	Contrast	0.10931069958847739
wavelet-HHL	ngtdm	Strength	0.3705882352941176
wavelet-HHH	firstorder	10Percentile	-1.6434258990675084
wavelet-HHH	firstorder	90Percentile	1.9717679797691303
wavelet-HHH	firstorder	Energy	1077738.1006445193
wavelet-HHH	firstorder	Entropy	0.9798687566511521
wavelet-HHH	firstorder	InterquartileRange	1.6636051313458404
wavelet-HHH	firstorder	Kurtosis	2.592532373269973
wavelet-HHH	firstorder	Maximum	2.0966092095384328
wavelet-HHH	firstorder	MeanAbsoluteDeviation	1.1689852794162505
wavelet-HHH	firstorder	Mean	-0.3179710494036318
wavelet-HHH	firstorder	Median	-0.4363369117839031
wavelet-HHH	firstorder	Minimum	-3.2480473333533526
wavelet-HHH	firstorder	Range	5.344656542891785
wavelet-HHH	firstorder	RobustMeanAbsoluteDeviation	0.5983335916526006
wavelet-HHH	firstorder	RootMeanSquared	299.68568265274746
wavelet-HHH	firstorder	Skewness	0.009007170740655301
wavelet-HHH	firstorder	TotalEnergy	1077738.1006445193
wavelet-HHH	firstorder	Uniformity	0.513888888888889
wavelet-HHH	firstorder	Variance	2.1899110972013065
wavelet-HHH	glcm	Autocorrelation	1.8923076923076925
wavelet-HHH	glcm	JointAverage	1.3923076923076925
wavelet-HHH	glcm	ClusterProminence	0.24164697293447296
wavelet-HHH	glcm	ClusterShade	0.0033461538461538663
wavelet-HHH	glcm	ClusterTendency	0.25354700854700857
wavelet-HHH	glcm	Contrast	0.5692307692307692
wavelet-HHH	glcm	Correlation	-0.16630036630036601
wavelet-HHH	glcm	DifferenceAverage	0.5692307692307692
wavelet-HHH	glcm	DifferenceEntropy	0.49462296242168513
wavelet-HHH	glcm	DifferenceVariance	0.11995726495726496
wavelet-HHH	glcm	JointEnergy	0.4686538461538461
wavelet-HHH	glcm	JointEntropy	1.2842778823961056
wavelet-HHH	glcm	Imc1	-0.37750238176841694
wavelet-HHH	glcm	Imc2	0.47679854468787364
wavelet-HHH	glcm	Idm	0.7153846153846154
wavelet-HHH	glcm	Idmn	0.8861538461538463
wavelet-HHH	glcm	Id	0.7153846153846154
wavelet-HHH	glcm	Idn	0.8102564102564103
wavelet-HHH	glcm	InverseVariance	0.5692307692307692
wavelet-HHH	glcm	MaximumProbability	0.5019230769230769
wavelet-HHH	glcm	SumEntropy	0.7150471131653369
wavelet-HHH	glcm	SumSquares	0.20569444444444446
wavelet-HHH	glrlm	GrayLevelNonUniformity	5.413053613053614
wavelet-HHH	glrlm	GrayLevelNonUniformityNormalized	0.5140020249111157
wavelet-HHH	glrlm	GrayLevelVariance	0.24299898754444213
wavelet-HHH	glrlm	HighGrayLevelRunEmphasis	2.294172494172494
wavelet-HHH	glrlm	LongRunEmphasis	1.48003108003108
wavelet-HHH	glrlm	LongRunHighGrayLevelEmphasis	3.271639471639472
wavelet-HHH	glrlm	LongRunLowGrayLevelEmphasis	1.032128982128982
wavelet-HHH	glrlm	LowGrayLevelRunEmphasis	0.6764568764568764
wavelet-HHH	glrlm	RunEntropy	1.3944383365307784
wavelet-HHH	glrlm	RunLengthNonUniformity	8.447086247086249
wavelet-HHH	glrlm	RunLengthNonUniformityNormalized	0.7815714252077888
wavelet-HHH	glrlm	RunPercentage	0.8782051282051282
wavelet-HHH	glrlm	RunVariance	0.1291573073391255
wavelet-HHH	glrlm	ShortRunEmphasis	0.889488906155573
wavelet-HHH	glrlm	ShortRunHighGrayLevelEmphasis	2.0877924544591213
wavelet-HHH	glrlm	ShortRunLowGrayLevelEmphasis	0.5899130190796857
wavelet-HHH	glszm	GrayLevelNonUniformity	1.0
wavelet-HHH	glszm	GrayLevelNonUniformityNormalized	0.5
wavelet-HHH	glszm	GrayLevelVariance	0.25
wavelet-HHH	glszm	HighGrayLevelZoneEmphasis	2.5
wavelet-HHH	glszm	LargeAreaEmphasis	37.0
wavelet-HHH	glszm	LargeAreaHighGrayLevelEmphasis	74.5
wavelet-HHH	glszm	LargeAreaLowGrayLevelEmphasis	27.625
wavelet-HHH	glszm	LowGrayLevelZoneEmphasis	0.625
wavelet-HHH	glszm	SizeZoneNonUniformity	1.0
wavelet-HHH	glszm	SizeZoneNonUniformityNormalized	0.5
wavelet-HHH	glszm	SmallAreaEmphasis	0.030204081632653063
wavelet-HHH	glszm	SmallAreaHighGrayLevelEmphasis	0.09020408163265306
wavelet-HHH	glszm	SmallAreaLowGrayLevelEmphasis	0.01520408163265306
wavelet-HHH	glszm	ZoneEntropy	0.9999999999999993
wavelet-HHH	glszm	ZonePercentage	0.16666666666666666
wavelet-HHH	glszm	ZoneVariance	1.0
wavelet-HHH	gldm	DependenceEntropy	2.4182958340544873
wavelet-HHH	gldm	DependenceNonUniformity	3.5
wavelet-HHH	gldm	DependenceNonUniformityNormalized	0.2916666666666667
wavelet-HHH	gldm	DependenceVariance	1.3055555555555558
wavelet-HHH	gldm	GrayLevelNonUniformity	6.166666666666667
wavelet-HHH	gldm	GrayLevelVariance	0.24305555555555558
wavelet-HHH	gldm	HighGrayLevelEmphasis	2.25
wavelet-HHH	gldm	LargeDependenceEmphasis	18.666666666666668
wavelet-HHH	gldm	LargeDependenceHighGrayLevelEmphasis	33.916666666666664
wavelet-HHH	gldm	LargeDependenceLowGrayLevelEmphasis	14.854166666666666
wavelet-HHH	gldm	LowGrayLevelEmphasis	0.6875
wavelet-HHH	gldm	SmallDependenceEmphasis	0.0713425925925926
wavelet-HHH	gldm	SmallDependenceHighGrayLevelEmphasis	0.1924537037037037
wavelet-HHH	gldm	SmallDependenceLowGrayLevelEmphasis	0.04106481481481481
wavelet-HHH	ngtdm	Busyness	7.061177248677248
wavelet-HHH	ngtdm	Coarseness	0.2832388891490657
wavelet-HHH	ngtdm	Complexity	0.5884314373897707
wavelet-HHH	ngtdm	Contrast	0.14280317644032922
wavelet-HHH	ngtdm	Strength	0.28367197613553213
wavelet-LLL	firstorder	10Percentile	242.969781095023
wavelet-LLL	firstorder	90Percentile	354.99960977557794
wavelet-LLL	firstorder	Energy	4224626.899047323
wavelet-LLL	firstorder	Entropy	2.2295739585136207
wavelet-LLL	firstorder	InterquartileRange	47.16329988481567
wavelet-LLL	firstorder	Kurtosis	2.1702283599688257
wavelet-LLL	firstorder	Maximum	364.41953722267664
wavelet-LLL	firstorder	MeanAbsoluteDeviation	34.5723285574968
wavelet-LLL	firstorder	Mean	291.89453791325053
wavelet-LLL	firstorder	Median	287.3570986480081
wavelet-LLL	firstorder	Minimum	226.7597504428202
wavelet-LLL	firstorder	Range	137.65978677985643
wavelet-LLL	firstorder	RobustMeanAbsoluteDeviation	20.072118883514094
wavelet-LLL	firstorder	RootMeanSquared	593.3399039229342
wavelet-LLL	firstorder	Skewness	0.26285091676513345
wavelet-LLL	firstorder	TotalEnergy	4224626.899047323
wavelet-LLL	firstorder	Uniformity	0.2222222222222222
wavelet-LLL	firstorder	Variance	1713.0975757365823
wavelet-LLL	glcm	Autocorrelation	10.116666666666665
wavelet-LLL	glcm	JointAverage	3.125
wavelet-LLL	glcm	ClusterProminence	63.266738301282054
wavelet-LLL	glcm	ClusterShade	2.162361111111112
wavelet-LLL	glcm	ClusterTendency	5.3275
wavelet-LLL	glcm	Contrast	4.898717948717948
wavelet-LLL	glcm	Correlation	0.04669148015857632
wavelet-LLL	glcm	DifferenceAverage	1.8294871794871796
wavelet-LLL	glcm	DifferenceEntropy	0.9888680723957625
wavelet-LLL	glcm	DifferenceVariance	0.6768162393162392
wavelet-LLL	glcm	JointEnergy	0.22147435897435896
wavelet-LLL	glcm	JointEntropy	2.362849194307127
wavelet-LLL	glcm	Imc1	-0.802872071803287
wavelet-LLL	glcm	Imc2	0.9676684703766528
wavelet-LLL	glcm	Idm	0.3687544958811927
wavelet-LLL	glcm	Idmn	0.8938493785278149
wavelet-LLL	glcm	Id	0.4530982905982906
wavelet-LLL	glcm	Idn	0.7857087357087357
wavelet-LLL	glcm	InverseVariance	0.3383244301994302
wavelet-LLL	glcm	MaximumProbability	0.2737179487179487
wavelet-LLL	glcm	SumEntropy	1.5269517584096925
wavelet-LLL	glcm	SumSquares	2.556554487179487
wavelet-LLL	glrlm	GrayLevelNonUniformity	2.5563325563325563
wavelet-LLL	glrlm	GrayLevelNonUniformityNormalized	0.22479652782683088
wavelet-LLL	glrlm	GrayLevelVariance	2.785592914380793
wavelet-LLL	glrlm	HighGrayLevelRunEmphasis	12.959207459207459
wavelet-LLL	glrlm	LongRunEmphasis	1.198912198912199
wavelet-LLL	glrlm	LongRunHighGrayLevelEmphasis	15.068764568764571
wavelet-LLL	glrlm	LongRunLowGrayLevelEmphasis	0.39109174005007336
wavelet-LLL	glrlm	LowGrayLevelRunEmphasis	0.31269020331520336
wavelet-LLL	glrlm	RunEntropy	2.295492116845538
wavelet-LLL	glrlm	RunLengthNonUniformity	10.428904428904428
wavelet-LLL	glrlm	RunLengthNonUniformityNormalized	0.9079371806644534
wavelet-LLL	glrlm	RunPercentage	0.9487179487179487
wavelet-LLL	glrlm	RunVariance	0.06597442961079324
wavelet-LLL	glrlm	ShortRunEmphasis	0.9597686264352931
wavelet-LLL	glrlm	ShortRunHighGrayLevelEmphasis	12.517288267288269
wavelet-LLL	glrlm	ShortRunLowGrayLevelEmphasis	0.2941450053718573
wavelet-LLL	glszm	GrayLevelNonUniformity	1.0
wavelet-LLL	glszm	GrayLevelNonUniformityNormalized	0.2
wavelet-LLL	glszm	GrayLevelVariance	2.96
wavelet-LLL	glszm	HighGrayLevelZoneEmphasis	13.2
wavelet-LLL	glszm	LargeAreaEmphasis	6.4
wavelet-LLL	glszm	LargeAreaHighGrayLevelEmphasis	76.4
