Image type	Feature Class	Feature Name	1: RTSTRUCT: ANON_50_segment_Rt Ventricle	1: RTSTRUCT: ANON_50_segment_Lt Ventricle	1: RTSTRUCT: ANON_50_segment_Vermis	1: RTSTRUCT: ANON_50_segment_Lt Post Cerebellum	1: RTSTRUCT: ANON_50_segment_Rt Cerebellum
wavelet-HLL	glcm	DifferenceEntropy	0.9629789396616566	1.4229371459364488	1.5831392456865978	1.0524556821537403	0.3962406251802886
wavelet-HLL	glcm	DifferenceVariance	0.23666429249762586	0.5173720300181058	0.7871568313871821	0.28224787838424203	0.09722222222222221
wavelet-HLL	glcm	JointEnergy	0.1641797245963913	0.08843988549004869	0.13189771776161102	0.2604233485970499	0.417824074074074
wavelet-HLL	glcm	JointEntropy	2.7984203070159364	3.808040209299851	3.191803659214746	2.1830776790151134	1.3267961807358437
wavelet-HLL	glcm	Imc1	-0.5081708873536553	-0.4806643592045806	-0.22205168263852468	-0.5192915801223783	-0.9475552464935975
wavelet-HLL	glcm	Imc2	0.9154958274685885	0.9492432144981634	0.6741237788026144	0.8424752785203877	0.9451771030979982
wavelet-HLL	glcm	Idm	0.5422649572649573	0.4016644389121273	0.6468902710707028	0.5783888333888333	0.48888888888888893
wavelet-HLL	glcm	Idmn	0.9477481919789612	0.9372337320863788	0.9232339877932602	0.8851294432063662	0.8444444444444444
wavelet-HLL	glcm	Id	0.5720085470085471	0.47596821896816977	0.6754137021301644	0.6059671809671809	0.5370370370370371
wavelet-HLL	glcm	Idn	0.8431725681725682	0.8277305042115441	0.8509145862758072	0.7891944166944168	0.7444444444444444
wavelet-HLL	glcm	InverseVariance	0.6143162393162392	0.409002377451948	0.4015744552985921	0.5639915639915641	0.5347222222222222
wavelet-HLL	glcm	MaximumProbability	0.2358974358974359	0.15618324884506274	0.22497851999882915	0.3494186369186369	0.45833333333333326
wavelet-HLL	glcm	SumEntropy	2.0167963753920053	2.7029210806551354	2.333691592583844	1.3788734013298456	0.5212406251802887
wavelet-HLL	glcm	SumSquares	0.9210654083570751	2.795704544144308	1.0340073643570589	0.5823886917555748	0.6741898148148149
wavelet-HLL	glrlm	GrayLevelNonUniformity	4.9884093976199235	5.84469089686481	11.869205720507876	6.130803773903322	2.732142857142857
wavelet-HLL	glrlm	GrayLevelNonUniformityNormalized	0.2624702590510164	0.17785279160019454	0.2829469175425902	0.3847390790120277	0.367984693877551
wavelet-HLL	glrlm	GrayLevelVariance	1.095853097895517	3.0577138792493703	1.121638556823306	0.5549921733201258	0.689094387755102
wavelet-HLL	glrlm	HighGrayLevelRunEmphasis	9.560407136722926	19.278344521822785	6.516368829504048	5.8290370074872335	5.633928571428572
wavelet-HLL	glrlm	LongRunEmphasis	1.4878312476996685	1.5136711919320616	2.2802898005344767	1.5657069175168723	1.3988095238095237
wavelet-HLL	glrlm	LongRunHighGrayLevelEmphasis	13.840628888655205	29.93428986472465	13.688456332543431	9.927975681934956	8.410714285714285
wavelet-HLL	glrlm	LongRunLowGrayLevelEmphasis	0.30464566105191104	0.23215421553773125	0.9280743334830605	0.4414568013267108	0.48578042328042326
wavelet-HLL	glrlm	LowGrayLevelRunEmphasis	0.2194736282236282	0.16693590462487728	0.37790603168802933	0.31781637218571607	0.37723214285714285
wavelet-HLL	glrlm	RunEntropy	2.3296247462811874	2.8824121071927573	2.701237339623962	1.7579536245822243	1.6542196828953524
wavelet-HLL	glrlm	RunLengthNonUniformity	16.43802907618697	28.622922970749055	26.08037376765246	13.343927565647023	6.779761904761905
wavelet-HLL	glrlm	RunLengthNonUniformityNormalized	0.8355710902513501	0.8471653312875146	0.5972341072476082	0.8123686539599713	0.8866921768707483
wavelet-HLL	glrlm	RunPercentage	0.9010989010989012	0.9038461538461539	0.7527472527472528	0.8803418803418805	0.9270833333333334
wavelet-HLL	glrlm	RunVariance	0.1051006595787114	0.16603682568183095	0.36334331638221473	0.16021680435621066	0.07227891156462586
wavelet-HLL	glrlm	ShortRunEmphasis	0.9013522113851061	0.9198989662153914	0.7806611092998368	0.8904511149986263	0.9234457671957671
wavelet-HLL	glrlm	ShortRunHighGrayLevelEmphasis	8.66129186968003	17.62419347069106	5.474452352349304	5.091202938275902	5.148065476190475
wavelet-HLL	glrlm	ShortRunLowGrayLevelEmphasis	0.2018497903523945	0.15450691983286963	0.27361200926131474	0.29044824760911675	0.3526670892122281
wavelet-HLL	glszm	GrayLevelNonUniformity	1.0	1.6	1.4	1.0	1.0
wavelet-HLL	glszm	GrayLevelNonUniformityNormalized	0.2	0.16	0.28	0.3333333333333333	0.3333333333333333
wavelet-HLL	glszm	GrayLevelVariance	2.0	3.3600000000000003	1.04	0.6666666666666666	0.6666666666666666
wavelet-HLL	glszm	HighGrayLevelZoneEmphasis	11.0	17.8	7.8	4.666666666666667	4.666666666666667
wavelet-HLL	glszm	LargeAreaEmphasis	23.8	21.8	180.0	42.0	8.0
wavelet-HLL	glszm	LargeAreaHighGrayLevelEmphasis	221.0	450.8	900.4	294.0	54.666666666666664
wavelet-HLL	glszm	LargeAreaLowGrayLevelEmphasis	3.792722222222222	2.4564965986394554	73.51805555555555	9.0	2.259259259259259
wavelet-HLL	glszm	LowGrayLevelZoneEmphasis	0.2927222222222222	0.1912908163265306	0.30694444444444446	0.4537037037037037	0.4537037037037037
wavelet-HLL	glszm	SizeZoneNonUniformity	1.4	2.0	1.0	1.0	1.6666666666666667
wavelet-HLL	glszm	SizeZoneNonUniformityNormalized	0.28	0.2	0.2	0.3333333333333333	0.5555555555555556
wavelet-HLL	glszm	SmallAreaEmphasis	0.269125	0.3787847222222222	0.03764207550674297	0.050411522633744855	0.1875
wavelet-HLL	glszm	SmallAreaHighGrayLevelEmphasis	5.238125	5.627138888888889	0.34134745721521803	0.1111111111111111	0.6041666666666666
wavelet-HLL	glszm	SmallAreaLowGrayLevelEmphasis	0.06084722222222222	0.05606055130385488	0.004944737323782979	0.039809099222679466	0.10648148148148147
wavelet-HLL	glszm	ZoneEntropy	2.321928094887361	3.321928094887359	2.321928094887361	1.5849625007211552	1.5849625007211552
wavelet-HLL	glszm	ZonePercentage	0.23809523809523808	0.2777777777777778	0.08928571428571429	0.16666666666666666	0.375
wavelet-HLL	glszm	ZoneVariance	6.16	8.840000000000002	54.56	6.0	0.8888888888888888
wavelet-HLL	gldm	DependenceEntropy	3.4273334938982614	4.006749918638772	4.483444824067995	2.774401919288768	1.9999999999999987
wavelet-HLL	gldm	DependenceNonUniformity	5.666666666666667	7.5	5.785714285714286	4.111111111111111	3.0
wavelet-HLL	gldm	DependenceNonUniformityNormalized	0.2698412698412698	0.20833333333333334	0.10331632653061225	0.22839506172839505	0.375
wavelet-HLL	gldm	DependenceVariance	1.7687074829931972	2.194444444444444	12.45918367346939	1.9876543209876543	0.6875
wavelet-HLL	gldm	GrayLevelNonUniformity	5.666666666666667	6.611111111111111	16.5	7.0	3.0
wavelet-HLL	gldm	GrayLevelVariance	1.038548752834467	2.996913580246913	1.1160714285714286	0.5555555555555556	0.6875
wavelet-HLL	gldm	HighGrayLevelEmphasis	9.476190476190476	19.444444444444443	6.178571428571429	6.0	5.75
wavelet-HLL	gldm	LargeDependenceEmphasis	14.523809523809524	14.444444444444445	67.64285714285714	18.88888888888889	8.25
wavelet-HLL	gldm	LargeDependenceHighGrayLevelEmphasis	134.23809523809524	312.44444444444446	292.60714285714283	138.55555555555554	61.25
wavelet-HLL	gldm	LargeDependenceLowGrayLevelEmphasis	2.211230158730159	1.6837944066515496	31.889756944444446	3.9722222222222223	1.9444444444444444
wavelet-HLL	gldm	LowGrayLevelEmphasis	0.21387566137566139	0.16337144116906022	0.3967013888888889	0.3055555555555556	0.3680555555555556
wavelet-HLL	gldm	SmallDependenceEmphasis	0.15096560846560847	0.17938995968757873	0.04148019187166609	0.0859095490047871	0.1684027777777778
wavelet-HLL	gldm	SmallDependenceHighGrayLevelEmphasis	1.9823677248677247	2.9235525321239613	0.33351036588751626	0.4417816200554296	0.703125
wavelet-HLL	gldm	SmallDependenceLowGrayLevelEmphasis	0.03691018151087596	0.029071871675624986	0.009836055347972513	0.031096860040312417	0.08294753086419752
wavelet-HLL	ngtdm	Busyness	0.24701066353608725	0.19001466140435783	2.214692031613305	0.7998337599900099	0.5071428571428571
wavelet-HLL	ngtdm	Coarseness	0.36023971424398676	0.23104763969220418	0.10899001165818684	0.23442371325054087	0.3943661971830986
wavelet-HLL	ngtdm	Complexity	5.283643370990309	14.180308226653418	3.63993716245221	1.9845467187133852	2.6319444444444446
wavelet-HLL	ngtdm	Contrast	0.06555673974851169	0.11566903037782202	0.12541638513365097	0.11678756200361139	0.19131324404761907
wavelet-HLL	ngtdm	Strength	2.2990632841117526	3.3586241379429955	0.5145638857286788	0.7047370913216437	1.2727272727272727
wavelet-HLH	firstorder	10Percentile	-3.946982648437144	-6.901202553817571	-5.5563106769182795	-2.322027586854481	-3.365729264743145
wavelet-HLH	firstorder	90Percentile	3.4039567468150893	11.120030507049846	9.229834724943547	8.820958983778336	11.060905522991474
wavelet-HLH	firstorder	Energy	1884204.3750580917	3275404.046097923	5048645.943316851	1651769.6422122894	737864.3303951914
wavelet-HLH	firstorder	Entropy	0.9852281360342509	0.9910760598382216	0.9963165195589614	0.7642045065086196	0.8112781244591322
wavelet-HLH	firstorder	InterquartileRange	4.874991051451923	12.122797551731288	6.0772210600769405	5.812432175651242	5.994901060074296
wavelet-HLH	firstorder	Kurtosis	1.8278658460464026	1.807791521725822	3.2437296845225787	3.9199401130423954	2.995684296724687
wavelet-HLH	firstorder	Maximum	4.578460237666342	13.768951972825528	17.03604116622095	15.351437478716933	16.554217677134492
wavelet-HLH	firstorder	MeanAbsoluteDeviation	2.5190677637876555	6.023605297812887	4.651475811695103	4.160728937730305	5.234361219043329
wavelet-HLH	firstorder	Mean	-0.47420218544753195	1.5536655575680076	0.19635974818086893	2.873172822256387	3.6163432739801764
wavelet-HLH	firstorder	Median	-0.8879893042686355	1.5838334715854474	-0.8085623380754499	2.8155187632204624	3.6906596285935125
wavelet-HLH	firstorder	Minimum	-5.1712838528028575	-9.828728653935832	-12.394824635556146	-11.71225108009792	-9.672845977295866
wavelet-HLH	firstorder	Range	9.7497440904692	23.59768062676136	29.430865801777095	27.063688558814853	26.22706365443036
wavelet-HLH	firstorder	RobustMeanAbsoluteDeviation	2.0330348455641802	4.657756761495756	3.0399940574475077	2.575756873844259	2.6079710163193783
wavelet-HLH	firstorder	RootMeanSquared	299.53967660380005	301.6346228882592	300.25720948037826	302.92735122947374	303.6989320024009
wavelet-HLH	firstorder	Skewness	0.07546930175685096	0.15618206630747336	0.5238263396709001	-0.27236515602516287	-0.048689967115076546
wavelet-HLH	firstorder	TotalEnergy	1884204.3750580917	3275404.046097923	5048645.943316851	1651769.6422122894	737864.3303951914
wavelet-HLH	firstorder	Uniformity	0.510204081632653	0.5061728395061729	0.5025510204081632	0.654320987654321	0.625
wavelet-HLH	firstorder	Variance	8.314303464953701	48.832513736712066	36.53743888454771	32.82130748457421	50.157396335566155
wavelet-HLH	glcm	Autocorrelation	1.9888888888888887	2.5775701829484046	2.152786996235901	3.2570540570540576	3.006944444444444
wavelet-HLH	glcm	JointAverage	1.3884615384615384	1.5837869409210157	1.4614519617324768	1.808769008769009	1.7465277777777777
wavelet-HLH	glcm	ClusterProminence	0.6474057925327987	0.6593390756129633	0.528899649272786	0.16301037581429315	0.09306278935185186
wavelet-HLH	glcm	ClusterShade	0.19566049382716066	-0.16873361891128774	0.04095349586094509	-0.10522221848773383	-0.0296103395061728
wavelet-HLH	glcm	ClusterTendency	0.5854653371320038	0.6224522331364439	0.5288809183712653	0.2704877141457228	0.15451388888888892
wavelet-HLH	glcm	Contrast	0.35299145299145296	0.3475812796292828	0.4631377779230596	0.33850593850593846	0.46527777777777773
wavelet-HLH	glcm	Correlation	0.25722535383168843	0.28773729536612297	0.0657449919592036	-0.13335537012007578	-0.09166666666666634
wavelet-HLH	glcm	DifferenceAverage	0.35299145299145296	0.3475812796292828	0.4631377779230596	0.33850593850593846	0.46527777777777773
wavelet-HLH	glcm	DifferenceEntropy	0.7974367251800578	0.7656287787847229	0.953609712189476	0.8538992838804096	0.46384713555188295
wavelet-HLH	glcm	DifferenceVariance	0.18983380816714152	0.1769777374613359	0.23426594255244246	0.20769336563708857	0.11284722222222221
wavelet-HLH	glcm	JointEnergy	0.3409377967711302	0.3380055061558007	0.26972470930039505	0.4878098080370808	0.5772569444444444
wavelet-HLH	glcm	JointEntropy	1.7228350599973719	1.7302441462725648	1.9409333688508756	1.2587991122760884	0.9865184029580663
wavelet-HLH	glcm	Imc1	-0.19665778355375416	-0.23259576029213372	-0.047885704076277784	-0.16095729675675338	-0.3242972981183121
wavelet-HLH	glcm	Imc2	0.3968184874257237	0.5170078380063216	0.2511232751824144	0.380541198045362	0.456689325502492
wavelet-HLH	glcm	Idm	0.8235042735042735	0.8262093601853586	0.7684311110384703	0.8307470307470308	0.767361111111111
wavelet-HLH	glcm	Idmn	0.9294017094017094	0.9304837440741436	0.9073724444153881	0.9322988122988123	0.9069444444444446
wavelet-HLH	glcm	Id	0.8235042735042735	0.8262093601853586	0.7684311110384703	0.8307470307470308	0.767361111111111
wavelet-HLH	glcm	Idn	0.8823361823361823	0.8841395734569057	0.8456207406923135	0.8871646871646871	0.8449074074074074
wavelet-HLH	glcm	InverseVariance	0.35299145299145296	0.3475812796292828	0.4631377779230596	0.33850593850593846	0.46527777777777773
wavelet-HLH	glcm	MaximumProbability	0.4504273504273504	0.441020298476525	0.32862319153827063	0.6395160395160394	0.6388888888888888
wavelet-HLH	glcm	SumEntropy	1.369843607005919	1.3826628666432823	1.4777955909278158	0.9202931737701504	0.5212406251802887
wavelet-HLH	glcm	SumSquares	0.2346141975308642	0.2425083781914317	0.24800467407358123	0.15224841316291535	0.15494791666666666
wavelet-HLH	glrlm	GrayLevelNonUniformity	8.042119845966	12.041070524260968	19.751103680021572	8.393273393273393	4.092857142857143
wavelet-HLH	glrlm	GrayLevelNonUniformityNormalized	0.5048969093571447	0.5016655195882985	0.5015596073633992	0.6024627969433165	0.5984041950113378
wavelet-HLH	glrlm	GrayLevelVariance	0.24755154532142765	0.2491672402058507	0.24922019631830036	0.19876860152834178	0.20079790249433108
wavelet-HLH	glrlm	HighGrayLevelRunEmphasis	2.384157509157509	2.543850263934106	2.4337343546164316	3.168081918081918	3.1553571428571434
wavelet-HLH	glrlm	LongRunEmphasis	2.1076676528599605	3.1240094017473705	2.4809102553777533	2.051823176823177	1.5785714285714283
wavelet-HLH	glrlm	LongRunHighGrayLevelEmphasis	4.542025922795154	8.633573190279844	5.855165220359458	7.207542457542457	5.319642857142857
wavelet-HLH	glrlm	LongRunLowGrayLevelEmphasis	1.4990780853761623	1.7466184546142525	1.6373465141323273	0.7628933566433567	0.6433035714285714
wavelet-HLH	glrlm	LowGrayLevelRunEmphasis	0.6539606227106227	0.6140374340164734	0.6415664113458922	0.4579795204795205	0.4611607142857143
wavelet-HLH	glrlm	RunEntropy	1.8420726941535763	1.9872783355508532	2.105744398346024	1.5846356216301523	1.3003806198215913
wavelet-HLH	glrlm	RunLengthNonUniformity	9.82292899408284	13.068503067442732	20.973553638618203	8.718614718614718	5.252380952380952
wavelet-HLH	glrlm	RunLengthNonUniformityNormalized	0.5953894673291862	0.5119963688610351	0.5222428794438078	0.6158514014845183	0.7468480725623583
wavelet-HLH	glrlm	RunPercentage	0.7582417582417581	0.6666666666666667	0.7032967032967032	0.7735042735042735	0.8541666666666666
wavelet-HLH	glrlm	RunVariance	0.2456408754994184	0.3921453978387659	0.3947573544594099	0.3069584230704361	0.12657596371882082
wavelet-HLH	glrlm	ShortRunEmphasis	0.757051966907736	0.6434856571836656	0.7216807844132368	0.8000280969030968	0.8553571428571428
wavelet-HLH	glrlm	ShortRunHighGrayLevelEmphasis	1.8786592858708242	1.507225558299773	1.7986242428332841	2.3868423243423247	2.6142857142857143
wavelet-HLH	glrlm	ShortRunLowGrayLevelEmphasis	0.4766501371669642	0.4275506819046386	0.45244491980822477	0.40332454004329	0.41562499999999997
wavelet-HLH	glszm	GrayLevelNonUniformity	1.6666666666666667	1.0	1.0	1.6666666666666667	1.0
wavelet-HLH	glszm	GrayLevelNonUniformityNormalized	0.5555555555555556	0.5	0.5	0.5555555555555556	0.5
wavelet-HLH	glszm	GrayLevelVariance	0.2222222222222222	0.25	0.25	0.2222222222222222	0.25
wavelet-HLH	glszm	HighGrayLevelZoneEmphasis	3.0	2.5	2.5	2.0	2.5
wavelet-HLH	glszm	LargeAreaEmphasis	65.66666666666667	328.0	788.0	68.66666666666667	20.0
wavelet-HLH	glszm	LargeAreaHighGrayLevelEmphasis	118.66666666666667	928.0	1802.0	264.6666666666667	74.0
wavelet-HLH	glszm	LargeAreaLowGrayLevelEmphasis	52.416666666666664	178.0	534.5	19.666666666666668	6.5
wavelet-HLH	glszm	LowGrayLevelZoneEmphasis	0.5	0.625	0.625	0.75	0.625
wavelet-HLH	glszm	SizeZoneNonUniformity	1.0	1.0	1.0	1.0	1.0
wavelet-HLH	glszm	SizeZoneNonUniformityNormalized	0.3333333333333333	0.5	0.5	0.3333333333333333	0.5
wavelet-HLH	glszm	SmallAreaEmphasis	0.09245086923658352	0.0032031250000000002	0.0012952005259697567	0.3720710506424792	0.1388888888888889
wavelet-HLH	glszm	SmallAreaHighGrayLevelEmphasis	0.36285903250188967	0.006953125	0.0035141354372123603	0.3771730914588058	0.18055555555555555
wavelet-HLH	glszm	SmallAreaLowGrayLevelEmphasis	0.024848828420256996	0.002265625	0.0007404667981591058	0.3707955404383976	0.1284722222222222
wavelet-HLH	glszm	ZoneEntropy	1.5849625007211552	0.9999999999999993	0.9999999999999993	1.5849625007211552	0.9999999999999993
wavelet-HLH	glszm	ZonePercentage	0.14285714285714285	0.05555555555555555	0.03571428571428571	0.16666666666666666	0.25
wavelet-HLH	glszm	ZoneVariance	16.666666666666664	4.0	4.0	32.66666666666666	4.0
wavelet-HLH	gldm	DependenceEntropy	2.432257448553512	3.1699250014423086	4.162016252639424	3.3082708345352563	1.9056390622295651
wavelet-HLH	gldm	DependenceNonUniformity	4.714285714285714	6.777777777777778	6.357142857142857	2.0	2.25
wavelet-HLH	gldm	DependenceNonUniformityNormalized	0.22448979591836735	0.1882716049382716	0.11352040816326531	0.1111111111111111	0.28125
wavelet-HLH	gldm	DependenceVariance	5.442176870748299	7.999999999999999	8.275510204081632	11.098765432098764	2.5
wavelet-HLH	gldm	GrayLevelNonUniformity	10.714285714285714	18.22222222222222	28.142857142857142	11.777777777777779	5.0
wavelet-HLH	gldm	GrayLevelVariance	0.24489795918367346	0.24691358024691357	0.24872448979591838	0.1728395061728395	0.1875
wavelet-HLH	gldm	HighGrayLevelEmphasis	2.2857142857142856	2.6666666666666665	2.392857142857143	3.3333333333333335	3.25
wavelet-HLH	gldm	LargeDependenceEmphasis	58.523809523809526	101.44444444444444	84.21428571428571	58.55555555555556	22.75
wavelet-HLH	gldm	LargeDependenceHighGrayLevelEmphasis	108.66666666666667	307.44444444444446	186.10714285714286	231.22222222222223	88.0
wavelet-HLH	gldm	LargeDependenceLowGrayLevelEmphasis	45.98809523809524	49.94444444444444	58.74107142857143	15.38888888888889	6.4375
wavelet-HLH	gldm	LowGrayLevelEmphasis	0.6785714285714286	0.5833333333333334	0.6517857142857143	0.4166666666666667	0.4375
wavelet-HLH	gldm	SmallDependenceEmphasis	0.04111494505975025	0.014511253974452814	0.020475592856750574	0.10561512874629157	0.09072916666666667
wavelet-HLH	gldm	SmallDependenceHighGrayLevelEmphasis	0.13295167975362782	0.031351400526900955	0.051433398101864494	0.15394199646664775	0.17541666666666667
wavelet-HLH	gldm	SmallDependenceLowGrayLevelEmphasis	0.018155761386280868	0.010301217336340778	0.012736141545472094	0.09353341181620252	0.06955729166666666
wavelet-HLH	ngtdm	Busyness	6.375901875901876	4.181348866991281	16.431450763289	1.2158241064491067	0.7011904761904763
wavelet-HLH	ngtdm	Coarseness	0.2744709743125495	0.1793679560968247	0.07745678035750735	0.308432772479904	0.5704584040747028
wavelet-HLH	ngtdm	Complexity	0.3469878571919388	0.30972954570305794	0.4610866285616812	0.36024417968862427	0.43824404761904767
wavelet-HLH	ngtdm	Contrast	0.08588551066685175	0.07743841866298516	0.1145631092041409	0.06469943712742068	0.08119419642857142
wavelet-HLH	ngtdm	Strength	0.2715663559459023	0.17713973711843536	0.07753820190828317	0.29682467773155957	0.5773195876288659
wavelet-HHL	firstorder	10Percentile	-4.640630543496093	-5.886726614509479	-10.554629010651269	-6.0417450456293516	-9.491627503187154
wavelet-HHL	firstorder	90Percentile	6.360107817634489	9.730037471831317	7.300676453767219	11.561997359116944	1.1301453669890993
wavelet-HHL	firstorder	Energy	1911629.8346449027	3253373.956790016	5016128.05805386	1647104.4107122838	702987.1060566562
wavelet-HHL	firstorder	Entropy	0.9587118829771312	0.9977724720899813	0.9963165195589614	0.9182958340544889	0.5435644431995957
wavelet-HHL	firstorder	InterquartileRange	6.765351451054593	9.42459161284319	9.49407999240018	7.930424779359662	7.039319497353141
wavelet-HHL	firstorder	Kurtosis	1.9229251694989902	2.8205214293139194	3.7208450722623936	3.69240736533005	2.381307207594746
wavelet-HHL	firstorder	Maximum	8.265930504998263	14.680419331813384	22.931183748751856	17.156527511841475	6.125553829849345
wavelet-HHL	firstorder	MeanAbsoluteDeviation	3.6079542955258526	5.313448363291188	6.233613831882664	6.058885617825606	4.116909312665277
wavelet-HHL	firstorder	Mean	1.682012594868945	0.5423683075866497	-0.8202658309291145	2.389490878311708	-3.607782484933227
wavelet-HHL	firstorder	Median	2.1233413495095057	-0.09499571120096699	-1.4144843178092625	2.9335980005240287	-2.7040033551045424
wavelet-HHL	firstorder	Minimum	-6.145966996345768	-14.51257258628861	-21.941172438786435	-18.62347591490556	-9.703599213164638
wavelet-HHL	firstorder	Range	14.411897501344031	29.192991918101995	44.87235618753829	35.78000342674703	15.829153043013983
wavelet-HHL	firstorder	RobustMeanAbsoluteDeviation	2.853783812054177	3.4065456362921247	4.0593896804508445	3.55639152754522	2.9998638542062857
wavelet-HHL	firstorder	RootMeanSquared	301.711769949314	300.618527040039	299.28868224907933	302.49925718111587	296.4344586195775
wavelet-HHL	firstorder	Skewness	-0.24297749226948273	0.0022275380244683443	0.23246979982997942	-0.5028931630775711	0.4491172635026146
wavelet-HHL	firstorder	TotalEnergy	1911629.8346449027	3253373.956790016	5016128.05805386	1647104.4107122838	702987.1060566562
wavelet-HHL	firstorder	Uniformity	0.528344671201814	0.5015432098765432	0.5025510204081632	0.5555555555555556	0.78125
wavelet-HHL	firstorder	Variance	17.955402657069904	45.78365178960423	65.20198491442554	66.39640148231166	25.041653583380622
wavelet-HHL	glcm	Autocorrelation	2.7978632478632477	2.2093246802817927	2.2012177561200357	3.038189588189588	1.3333333333333333
wavelet-HHL	glcm	JointAverage	1.6685897435897439	1.4700719592122307	1.4827367095184654	1.7386377511377513	1.1666666666666665
wavelet-HHL	glcm	ClusterProminence	0.4475633725071224	0.5924363010160258	0.5045474908360702	0.33652979930287297	0.028935185185185192
wavelet-HHL	glcm	ClusterShade	-0.14530413105413098	0.06685490311899109	0.026976557046247813	-0.13289326328323536	0.018518518518518528
wavelet-HHL	glcm	ClusterTendency	0.454423076923077	0.5839668431987591	0.5036527280732227	0.37091437412595424	0.09722222222222221
wavelet-HHL	glcm	Contrast	0.41581196581196583	0.4017823947097998	0.4939847448707217	0.35544733044733046	0.3333333333333333
wavelet-HHL	glcm	Correlation	0.03335126412049484	0.1851557105297642	0.009968268115054541	-0.008921470686176535	0.1444444444444447
wavelet-HHL	glcm	DifferenceAverage	0.41581196581196583	0.4017823947097998	0.4939847448707217	0.35544733044733046	0.3333333333333333
wavelet-HHL	glcm	DifferenceEntropy	0.8500625579146965	0.9017099658821924	0.9088717792852722	0.8535263256657317	0.3962406251802886
wavelet-HHL	glcm	DifferenceVariance	0.20635090218423555	0.21785678709177445	0.21981987014643908	0.20227811620398198	0.09722222222222222
wavelet-HHL	glcm	JointEnergy	0.3585315764482431	0.2892685939539461	0.28136139338158866	0.43454103150937573	0.6875
wavelet-HHL	glcm	JointEntropy	1.6275690513298167	1.8834433855757888	1.9055005683906825	1.4463945717684652	0.7295739585136217
wavelet-HHL	glcm	Imc1	-0.19613324934487703	-0.09673441130733343	-0.09121687231644043	-0.14587430976338772	-0.21046504478868133
wavelet-HHL	glcm	Imc2	0.4295235672747245	0.34630865103349073	0.3318444929637838	0.4243509041577237	0.30863480966779944
wavelet-HHL	glcm	Idm	0.7920940170940169	0.7991088026451002	0.7530076275646389	0.8222763347763349	0.8333333333333334
wavelet-HHL	glcm	Idmn	0.916837606837607	0.91964352105804	0.9012030510258556	0.9289105339105338	0.9333333333333335
wavelet-HHL	glcm	Id	0.7920940170940169	0.7991088026451002	0.7530076275646389	0.8222763347763349	0.8333333333333334
wavelet-HHL	glcm	Idn	0.8613960113960115	0.8660725350967334	0.8353384183764263	0.8815175565175564	0.8888888888888888
wavelet-HHL	glcm	InverseVariance	0.41581196581196583	0.4017823947097998	0.4939847448707217	0.35544733044733046	0.3333333333333333
wavelet-HHL	glcm	MaximumProbability	0.4606837606837607	0.3636357914933559	0.3369174772233852	0.5664085914085915	0.7499999999999999
wavelet-HHL	glcm	SumEntropy	1.2117570855178512	1.481660990865989	1.4115158235199607	1.0909472413211352	0.3962406251802886
wavelet-HHL	glcm	SumSquares	0.21755876068376073	0.24643730947713974	0.24940936823598614	0.18159042614332116	0.10763888888888888
wavelet-HHL	glrlm	GrayLevelNonUniformity	8.387477460619875	12.568688297008135	20.122543318285622	7.372334716565486	4.817460317460318
wavelet-HHL	glrlm	GrayLevelNonUniformityNormalized	0.5143719903147486	0.5027479384593954	0.5033213605980843	0.5253446346195664	0.7349182728647013
wavelet-HHL	glrlm	GrayLevelVariance	0.24281400484262575	0.24862603077030235	0.24833931970095785	0.23732768269021684	0.13254086356764927
wavelet-HHL	glrlm	HighGrayLevelRunEmphasis	2.695290970639268	2.4530377472280303	2.387862228110638	2.802598363175286	1.4761904761904763
wavelet-HHL	glrlm	LongRunEmphasis	2.1420487020719223	2.6818395841675198	2.5906995904997125	1.9763204743973974	1.8511904761904763
wavelet-HHL	glrlm	LongRunHighGrayLevelEmphasis	6.602084680025856	6.414791740535667	6.292704960673978	6.3763915571607885	2.3273809523809526
wavelet-HHL	glrlm	LongRunLowGrayLevelEmphasis	1.0270397075834383	1.7486015450754822	1.6651982479561462	0.8763027037065498	1.732142857142857
wavelet-HHL	glrlm	LowGrayLevelRunEmphasis	0.576177257340183	0.6367405631929924	0.6530344429723406	0.5493504092061783	0.8809523809523809
wavelet-HHL	glrlm	RunEntropy	1.6560375409174788	2.0764685805279472	2.0623292809598732	1.6530656776035761	1.2065173240549225
wavelet-HHL	glrlm	RunLengthNonUniformity	10.911758752083829	13.408434864730413	22.833555191181766	8.861891954199647	4.609126984126985
wavelet-HHL	glrlm	RunLengthNonUniformityNormalized	0.6490122331051598	0.516393400079247	0.5447693328009763	0.6170756947719407	0.6810988284202569
wavelet-HHL	glrlm	RunPercentage	0.7765567765567767	0.6944444444444444	0.7142857142857143	0.7777777777777778	0.8125
wavelet-HHL	glrlm	RunVariance	0.2801092680628048	0.3848781502201942	0.4035025062607844	0.2340414242479005	0.1750755857898715
wavelet-HHL	glrlm	ShortRunEmphasis	0.7748916706358657	0.6938341762076579	0.7267233645729237	0.7851570260224107	0.810350529100529
wavelet-HHL	glrlm	ShortRunHighGrayLevelEmphasis	1.9602079279080056	1.7299949855681132	1.7466359923117063	2.026098643165951	1.2865410052910053
wavelet-HHL	glrlm	ShortRunLowGrayLevelEmphasis	0.4785626063178307	0.4347939738675442	0.4717452076382281	0.4749216217365256	0.6913029100529101
