Image type	Feature Class	Feature Name	RTSTRUCT: ANON_5_segment_Rt Med Frontal Flax	RTSTRUCT: ANON_5_segment_Rt Sup Frontal	RTSTRUCT: ANON_5_segment_Lt Temporal	RTSTRUCT: ANON_5_segment_Lt Parietal
wavelet-LHH	gldm	SmallDependenceHighGrayLevelEmphasis	0.8244209896793961	0.6393569074473011	0.3825542563451464	0.11812545706668306
wavelet-LHH	gldm	SmallDependenceLowGrayLevelEmphasis	0.008909948450295614	0.002071240039897068	0.0016114827646024862	0.0027673652898530885
wavelet-LHH	ngtdm	Busyness	1.549555227281252	25.684300222459203	37.76495356562503	18.401647839318198
wavelet-LHH	ngtdm	Coarseness	0.027057705671542958	0.000636751319342951	0.0004977870992780778	0.005095377860444347
wavelet-LHH	ngtdm	Complexity	9.058536718034906	21.510884232019468	15.704999080813248	3.192750149877753
wavelet-LHH	ngtdm	Contrast	0.025199391997949246	0.006409647249328489	0.007341164885085952	0.021485767329079492
wavelet-LHH	ngtdm	Strength	0.3386070967810943	0.03233075652293921	0.018425650292441365	0.029648312828114486
wavelet-HLL	firstorder	10Percentile	-91.22813181595461	-40.09967010619305	-39.82647552235978	-19.606066321508262
wavelet-HLL	firstorder	90Percentile	95.90398485199185	36.11051457400235	40.85139834552781	15.405042926763647
wavelet-HLL	firstorder	Energy	17958842.625974096	657707566.4713156	844892292.4684724	78964694.12235075
wavelet-HLL	firstorder	Entropy	3.300628061608084	2.389941580813127	2.5406959666502003	1.622874927561629
wavelet-HLL	firstorder	InterquartileRange	50.671438840973366	32.44566942581355	31.17614237584957	12.56927923270173
wavelet-HLL	firstorder	Kurtosis	5.6454849962782605	4.830076620470007	10.165112930412082	7.475362451638761
wavelet-HLL	firstorder	Maximum	301.34200637410146	175.98893207575904	168.58766019976989	83.05427952579616
wavelet-HLL	firstorder	MeanAbsoluteDeviation	51.02068561310416	22.827905027804466	26.024026498083032	11.030257817255082
wavelet-HLL	firstorder	Mean	-10.847811450770651	-1.517739867879138	-0.1497417352191904	-0.5838220685318438
wavelet-HLL	firstorder	Median	-23.102488962807328	-1.0380051639978256	1.3663467128566693	0.45720512549660747
wavelet-HLL	firstorder	Minimum	-166.41740948062395	-134.54846452566053	-314.6740867219169	-72.17539121968916
wavelet-HLL	firstorder	Range	467.7594158547254	310.5373966014196	483.26174692168684	155.22967074548532
wavelet-HLL	firstorder	RobustMeanAbsoluteDeviation	26.002866779436832	13.925632216684225	13.991332432010406	5.775885938781056
wavelet-HLL	firstorder	RootMeanSquared	298.9104811663768	300.1615013853023	302.5518575158508	299.8949970422464
wavelet-HLL	firstorder	Skewness	1.245237225240322	0.15091069187396183	-1.233099746812245	-0.13008237764571395
wavelet-HLL	firstorder	TotalEnergy	17958842.625974096	657707566.4713156	844892292.4684724	78964694.12235075
wavelet-HLL	firstorder	Uniformity	0.14477364421672734	0.24180604240945772	0.23803500056929625	0.3946611941615081
wavelet-HLL	firstorder	Variance	5738.487608305822	1005.2673002997893	1627.4491048359441	286.961643880361
wavelet-HLL	glcm	Autocorrelation	48.17898782613748	42.17438798856556	183.32475112255614	12.380062730932943
wavelet-HLL	glcm	JointAverage	6.882267247377199	6.454155854774057	13.514763412267245	3.4994685761069126
wavelet-HLL	glcm	ClusterProminence	1954.8679168225972	88.14007177259576	413.1796448651386	13.488342331736147
wavelet-HLL	glcm	ClusterShade	92.42537266969893	1.1133289290078336	-18.163883866301457	-0.33917174773646835
wavelet-HLL	glcm	ClusterTendency	18.054092805863494	4.4367558492644275	6.36470292421301	1.583775766635612
wavelet-HLL	glcm	Contrast	14.822197847825866	2.36381135822948	3.661292643703886	1.0487799738293306
wavelet-HLL	glcm	Correlation	0.09735634775927546	0.3045427210250767	0.25714429763296676	0.20270545057018852
wavelet-HLL	glcm	DifferenceAverage	2.5472121634639127	1.0628608341754682	1.2024962246351871	0.6647649408198256
wavelet-HLL	glcm	DifferenceEntropy	2.8524191900015654	1.906365092423561	2.0671841743120956	1.4357335194592953
wavelet-HLL	glcm	DifferenceVariance	7.781461007047808	1.1959392465026262	2.1339532074461904	0.5854502878633697
wavelet-HLL	glcm	JointEnergy	0.03365713327155003	0.07041005974497828	0.07337853564087803	0.1705114612272365
wavelet-HLL	glcm	JointEntropy	5.640153637836364	4.606444003679469	4.807553335600154	3.177197351579254
wavelet-HLL	glcm	Imc1	-0.23930846727520874	-0.06803736495426674	-0.09159999979151891	-0.08187041807216833
wavelet-HLL	glcm	Imc2	0.8772614319508194	0.45767315663441877	0.556482009653384	0.431719639839132
wavelet-HLL	glcm	Idm	0.3999451124681431	0.5836807958680899	0.5755795788244582	0.7033211865157658
wavelet-HLL	glcm	Idmn	0.96894385594966	0.9886257759991778	0.9915825062056144	0.980835639633918
wavelet-HLL	glcm	Id	0.4632830339531507	0.6171588297656728	0.6108714255119292	0.7160541954149942
wavelet-HLL	glcm	Idn	0.8992282892084875	0.9340418030798788	0.9472714157044714	0.9216385495694237
wavelet-HLL	glcm	InverseVariance	0.3573768640569235	0.46514108280155525	0.44213603065336216	0.4570001944080888
wavelet-HLL	glcm	MaximumProbability	0.08387016878390266	0.13858565487027763	0.147329455420302	0.2583897317631959
wavelet-HLL	glcm	SumEntropy	3.695717722793812	3.072310421985026	3.167247932651722	2.2610504401507914
wavelet-HLL	glcm	SumSquares	8.21907266342234	1.7001418018734769	2.506498891979225	0.6581389351162357
wavelet-HLL	glrlm	GrayLevelNonUniformity	22.537119154530764	1094.5521724753412	1279.2530719167505	193.8987708893671
wavelet-HLL	glrlm	GrayLevelNonUniformityNormalized	0.13078670202870052	0.2141765112302713	0.2006539092073998	0.35683861189628946
wavelet-HLL	glrlm	GrayLevelVariance	10.592457389465675	2.056000108228431	3.444790371798718	0.7733707293893473
wavelet-HLL	glrlm	HighGrayLevelRunEmphasis	61.816497213452	43.55424637582063	184.39183256868108	12.708648205523998
wavelet-HLL	glrlm	LongRunEmphasis	1.601302805489364	2.824143776485031	3.0437990145307654	3.892601618958548
wavelet-HLL	glrlm	LongRunHighGrayLevelEmphasis	89.9806379041671	120.47740140259012	562.3139032243728	50.41467811699891
wavelet-HLL	glrlm	LongRunLowGrayLevelEmphasis	0.07202394319937919	0.07723542406737294	0.017850888987676172	0.3790704722990622
wavelet-HLL	glrlm	LowGrayLevelRunEmphasis	0.05235965781026312	0.02984336695118402	0.006480159439192777	0.11640696027940921
wavelet-HLL	glrlm	RunEntropy	3.9762302912352956	3.740467295457013	3.9800764635841825	3.264521823873899
wavelet-HLL	glrlm	RunLengthNonUniformity	130.7431798996726	2862.1858119118106	3532.7780621707543	252.466611881846
wavelet-HLL	glrlm	RunLengthNonUniformityNormalized	0.7529631807980347	0.5556471788627144	0.5475926737758375	0.45379792671047503
wavelet-HLL	glrlm	RunPercentage	0.856104094910065	0.7000210748155955	0.6891074256188016	0.6181005782372526
wavelet-HLL	glrlm	RunVariance	0.20892645591669204	0.7426590362404186	0.8545617006099934	1.090178260390025
wavelet-HLL	glrlm	ShortRunEmphasis	0.8878764906475525	0.771429427199532	0.7650951335173873	0.6873314952597094
wavelet-HLL	glrlm	ShortRunHighGrayLevelEmphasis	56.40863674204296	33.858347818109365	140.81721292765363	8.722251366292578
wavelet-HLL	glrlm	ShortRunLowGrayLevelEmphasis	0.04870524817015899	0.02374786832726836	0.005156453208649655	0.08552293178701814
wavelet-HLL	glszm	GrayLevelNonUniformity	4.127272727272727	33.02846975088968	45.768932038834954	3.6315789473684212
wavelet-HLL	glszm	GrayLevelNonUniformityNormalized	0.07504132231404959	0.11753903825939388	0.0888717126967669	0.19113573407202217
wavelet-HLL	glszm	GrayLevelVariance	20.643305785123967	8.138574739428325	13.274336883777924	3.5235457063711912
wavelet-HLL	glszm	HighGrayLevelZoneEmphasis	94.2909090909091	51.811387900355875	170.27766990291263	19.94736842105263
wavelet-HLL	glszm	LargeAreaEmphasis	83.43636363636364	41569.75800711744	35896.33398058252	15809.684210526315
wavelet-HLL	glszm	LargeAreaHighGrayLevelEmphasis	3623.9454545454546	1752429.4946619216	6605559.74368932	203408.31578947368
wavelet-HLL	glszm	LargeAreaLowGrayLevelEmphasis	2.2802962778040246	1023.9981895723845	196.55197971673024	1347.465209750567
wavelet-HLL	glszm	LowGrayLevelZoneEmphasis	0.06851289678462968	0.052327777498853464	0.011913752949165687	0.1880254206945936
wavelet-HLL	glszm	SizeZoneNonUniformity	19.4	62.6085409252669	145.06601941747573	2.263157894736842
wavelet-HLL	glszm	SizeZoneNonUniformityNormalized	0.3527272727272727	0.2228061954635833	0.2816815911018946	0.11911357340720222
wavelet-HLL	glszm	SmallAreaEmphasis	0.6105389063517765	0.4800963614243194	0.5420091117868313	0.264994663357773
wavelet-HLL	glszm	SmallAreaHighGrayLevelEmphasis	72.41582785377045	25.377088657731456	90.32147353409431	5.945608226310166
wavelet-HLL	glszm	SmallAreaLowGrayLevelEmphasis	0.035920057311949395	0.02552500009749974	0.006507192373890726	0.03391201861266443
wavelet-HLL	glszm	ZoneEntropy	5.06300016799143	5.828603725733935	6.028943216152776	4.037401197654106
wavelet-HLL	glszm	ZonePercentage	0.2736318407960199	0.038493150684931504	0.05579631635969664	0.02164009111617312
wavelet-HLL	glszm	ZoneVariance	70.08066115702479	40894.867871480856	35575.12406447355	13674.271468144041
wavelet-HLL	gldm	DependenceEntropy	5.695474394402539	6.162406131145663	6.349876193854374	5.574481254513451
wavelet-HLL	gldm	DependenceNonUniformity	21.65671641791045	467.4704109589041	532.6346695557963	50.523917995444194
wavelet-HLL	gldm	DependenceNonUniformityNormalized	0.10774485780054949	0.06403704259711016	0.05770689811005377	0.05754432573513006
wavelet-HLL	gldm	DependenceVariance	10.261429172545233	19.059780521673858	23.548006183613893	24.771778892803585
wavelet-HLL	gldm	GrayLevelNonUniformity	29.09950248756219	1765.184109589041	2197.0630552546045	346.5125284738041
wavelet-HLL	gldm	GrayLevelVariance	9.404915719907923	1.7092474385438168	2.6817329143625823	0.6211414428111104
wavelet-HLL	gldm	HighGrayLevelEmphasis	59.666666666666664	43.165205479452055	184.63640303358613	12.783599088838269
wavelet-HLL	gldm	LargeDependenceEmphasis	32.74129353233831	96.49013698630137	106.05265438786566	144.2232346241458
wavelet-HLL	gldm	LargeDependenceHighGrayLevelEmphasis	1601.4179104477612	4054.9446575342467	19581.291657638136	1901.5945330296126
wavelet-HLL	gldm	LargeDependenceLowGrayLevelEmphasis	0.8697996070434942	2.467582549653661	0.5851552014475224	12.481512346396416
wavelet-HLL	gldm	LowGrayLevelEmphasis	0.04939778443469324	0.028755727753452264	0.006196768717842709	0.10764977479222516
wavelet-HLL	gldm	SmallDependenceEmphasis	0.2224017109447185	0.048549266871582265	0.06086886046073577	0.026260258713116203
wavelet-HLL	gldm	SmallDependenceHighGrayLevelEmphasis	22.553005329095487	2.327009027013831	10.615309714181027	0.42472065405781634
wavelet-HLL	gldm	SmallDependenceLowGrayLevelEmphasis	0.013765997805874812	0.002025268686872837	0.0005991508032174909	0.0034227430043534787
wavelet-HLL	ngtdm	Busyness	0.20715093829216577	7.21691765869894	2.771624007400061	4.532226448448003
wavelet-HLL	ngtdm	Coarseness	0.03215492356637158	0.0010680820625902196	0.0008473302969895542	0.006786847369136912
wavelet-HLL	ngtdm	Complexity	294.24297129299777	67.6104057919145	170.3695844177729	11.147829713349092
wavelet-HLL	ngtdm	Contrast	0.10920198055631652	0.014212749999624357	0.012503924476205736	0.015628483058338697
wavelet-HLL	ngtdm	Strength	4.682975364914757	0.09674530730297569	0.21947907972504982	0.14738326254318732
wavelet-HLH	firstorder	10Percentile	-36.57379591621112	-21.905461285926993	-15.614498672978197	-8.737462164114351
wavelet-HLH	firstorder	90Percentile	44.142076308308454	22.513848285400993	15.535526074450248	9.074370121222282
wavelet-HLH	firstorder	Energy	18238059.94574643	661098104.2461648	833489289.077747	79028719.07494114
wavelet-HLH	firstorder	Entropy	2.4412074725691	1.8179123656124434	1.487464808770782	1.0668900320591048
wavelet-HLH	firstorder	InterquartileRange	28.351343128862503	16.66633703575635	13.52418477382308	8.47647092360296
wavelet-HLH	firstorder	Kurtosis	4.51744022658835	7.451801588883655	8.05430921949662	4.87492274831732
wavelet-HLH	firstorder	Maximum	80.2560327001526	108.0809076450986	126.90720212781655	31.632282389908628
wavelet-HLH	firstorder	MeanAbsoluteDeviation	23.66160771512264	13.790288141239749	10.221102160721168	5.554045547460502
wavelet-HLH	firstorder	Mean	-0.7033133046936635	0.2088755452500914	0.12456775915432047	-0.07711346449699544
wavelet-HLH	firstorder	Median	-1.6272019545393122	-0.3122697670321784	-0.039615804113346365	-0.04572515368364522
wavelet-HLH	firstorder	Minimum	-125.7784098713856	-124.74987270140494	-79.08951819915916	-32.16476546770698
wavelet-HLH	firstorder	Range	206.0344425715382	232.83078034650356	205.99672032697572	63.79704785761561
wavelet-HLH	firstorder	RobustMeanAbsoluteDeviation	13.687569309063708	7.467984850207547	5.871379184099456	3.5430558063849715
wavelet-HLH	firstorder	RootMeanSquared	301.22519258107314	300.9341857338748	300.5032415242856	300.01655055891894
wavelet-HLH	firstorder	Skewness	-0.47405491924366094	0.10746702573169944	0.462889788009224	0.08573953877231706
wavelet-HLH	firstorder	TotalEnergy	18238059.94574643	661098104.2461648	833489289.077747	79028719.07494114
wavelet-HLH	firstorder	Uniformity	0.24036533749164624	0.3561659973728654	0.4201878795063908	0.4921077619979141
wavelet-HLH	firstorder	Variance	1158.1099787162377	436.0151871667836	227.4419939839193	56.19274148417916
wavelet-HLH	glcm	Autocorrelation	41.654074000084066	30.300941803328534	20.301519953181717	6.232223257149788
wavelet-HLH	glcm	JointAverage	6.461930310353021	5.503366048986963	4.502850251901395	2.4945363233528774
wavelet-HLH	glcm	ClusterProminence	67.1084768586429	16.530088865489095	6.221559666117913	0.6989068971809316
wavelet-HLH	glcm	ClusterShade	-3.1351315831982096	0.37532681332558554	0.3067889479611065	-0.0104437971365591
wavelet-HLH	glcm	ClusterTendency	3.498952183543229	1.5929610020577831	1.0114293702600308	0.5563953008163982
wavelet-HLH	glcm	Contrast	3.919154762105654	1.5373698645202043	0.9080055262369022	0.5183714638833344
wavelet-HLH	glcm	Correlation	-0.0554534757283679	0.015505298366813323	0.05105258792300718	0.035703420046104176
wavelet-HLH	glcm	DifferenceAverage	1.3379215190235103	0.8235169215188028	0.6430678624918367	0.5024119952794283
wavelet-HLH	glcm	DifferenceEntropy	2.171187720024678	1.6504308553826814	1.3559798229586684	1.0373457049484314
wavelet-HLH	glcm	DifferenceVariance	2.061635882041596	0.8414736830045448	0.4800976680598936	0.2587315139329189
wavelet-HLH	glcm	JointEnergy	0.08727870988744162	0.14302390340438634	0.19271328349119937	0.2477899525584266
wavelet-HLH	glcm	JointEntropy	4.366749429135254	3.493456268671785	2.8620277653726776	2.1278056749224845
wavelet-HLH	glcm	Imc1	-0.1456132176796693	-0.05424259470869126	-0.0557339815254158	-0.0229533674715273
wavelet-HLH	glcm	Imc2	0.6803311662779982	0.38667258770802265	0.35675491055618214	0.14759533581955825
wavelet-HLH	glcm	Idm	0.5429566451612163	0.6525334387920748	0.7035160868580638	0.7503899492206766
wavelet-HLH	glcm	Idmn	0.966678652943063	0.9858711030291805	0.9913249849589012	0.9697891986292846
wavelet-HLH	glcm	Id	0.5859177500809314	0.6727879491116516	0.7132922040734481	0.7514539137942701
wavelet-HLH	glcm	Idn	0.8946826267087287	0.9299475700609396	0.9433942085413368	0.9000495832309111
wavelet-HLH	glcm	InverseVariance	0.41564695705957777	0.4748602679071943	0.48931511115236503	0.48844746025101055
wavelet-HLH	glcm	MaximumProbability	0.20588621044733185	0.20607758892646943	0.24408137543896963	0.27489463716914486
wavelet-HLH	glcm	SumEntropy	2.7317468177429003	2.27957435789688	1.9670800998229334	1.5760905080125953
wavelet-HLH	glcm	SumSquares	1.8545267364122207	0.7825827166444965	0.47985872412423325	0.2686916911749332
wavelet-HLH	glrlm	GrayLevelNonUniformity	31.22358610927987	1455.4666280853282	2081.624573812584	251.71789857796108
wavelet-HLH	glrlm	GrayLevelNonUniformityNormalized	0.20052710960919645	0.3123663924287032	0.38420916274831024	0.48703448936024846
wavelet-HLH	glrlm	GrayLevelVariance	2.4075572248362973	1.0576618685108403	0.6258641739570118	0.2763012544241236
wavelet-HLH	glrlm	HighGrayLevelRunEmphasis	44.04606836286167	31.50822590356773	21.007017110342307	6.5053433867856105
wavelet-HLH	glrlm	LongRunEmphasis	2.156376686136266	3.6234203214321097	4.633476816037154	4.369442026170868
wavelet-HLH	glrlm	LongRunHighGrayLevelEmphasis	90.8949109667489	110.82399357509267	95.55251829850214	28.24166370295836
wavelet-HLH	glrlm	LongRunLowGrayLevelEmphasis	0.0665314601512392	0.13103881493103328	0.24315489977292218	0.8003162582380832
wavelet-HLH	glrlm	LowGrayLevelRunEmphasis	0.03637388991659963	0.039034107651818806	0.054926633101489646	0.18620678332659393
wavelet-HLH	glrlm	RunEntropy	3.423153749344471	3.413683053260141	3.2632227098581934	2.689634547958817
wavelet-HLH	glrlm	RunLengthNonUniformity	101.07049356467994	2280.8000458045613	2349.0701697559707	226.06990473532446
wavelet-HLH	glrlm	RunLengthNonUniformityNormalized	0.6439648705835957	0.4840958475540408	0.4242374349838936	0.42640730317971803
wavelet-HLH	glrlm	RunPercentage	0.7738231917336394	0.6383772391991571	0.5857821485123761	0.5885754336779393
wavelet-HLH	glrlm	RunVariance	0.4374671718815281	1.0726298091735387	1.449122543634484	1.1756427582758706
wavelet-HLH	glrlm	ShortRunEmphasis	0.8281088223313535	0.7168986474572048	0.658793830557443	0.6412328308165739
wavelet-HLH	glrlm	ShortRunHighGrayLevelEmphasis	36.93495953778072	22.840635633401575	13.971642593361233	4.176182309312282
wavelet-HLH	glrlm	ShortRunLowGrayLevelEmphasis	0.03194697541495825	0.029096135415398475	0.03713981271617956	0.12106259193485841
wavelet-HLH	glszm	GrayLevelNonUniformity	4.771428571428571	44.814516129032256	38.77922077922078	1.6666666666666667
wavelet-HLH	glszm	GrayLevelNonUniformityNormalized	0.1363265306122449	0.18070369406867845	0.25181312194299205	0.2777777777777778
wavelet-HLH	glszm	GrayLevelVariance	5.996734693877551	4.930215920915712	3.952099848203744	1.5833333333333333
wavelet-HLH	glszm	HighGrayLevelZoneEmphasis	42.68571428571428	35.983870967741936	26.545454545454547	7.833333333333333
wavelet-HLH	glszm	LargeAreaEmphasis	247.85714285714286	74872.43548387097	231011.03896103895	63224.333333333336
wavelet-HLH	glszm	LargeAreaHighGrayLevelEmphasis	10041.371428571429	2253970.5362903224	4715645.701298702	409144.1666666667
wavelet-HLH	glszm	LargeAreaLowGrayLevelEmphasis	6.379743296260304	2576.847862628923	11895.200630697565	11466.903935185184
wavelet-HLH	glszm	LowGrayLevelZoneEmphasis	0.07308412518446532	0.06764198051532441	0.08992405018765563	0.41435185185185186
wavelet-HLH	glszm	SizeZoneNonUniformity	13.628571428571428	79.2258064516129	38.532467532467535	2.0
wavelet-HLH	glszm	SizeZoneNonUniformityNormalized	0.3893877551020408	0.3194588969823101	0.25021082813290607	0.3333333333333333
wavelet-HLH	glszm	SmallAreaEmphasis	0.6462826518211684	0.5781975155043402	0.5052411245023117	0.291668424369131
wavelet-HLH	glszm	SmallAreaHighGrayLevelEmphasis	27.967074771117616	20.483189721626662	14.059174754257734	3.4166781421817247
wavelet-HLH	glszm	SmallAreaLowGrayLevelEmphasis	0.06179292374518898	0.034161291266338926	0.04225905872561358	0.0963544826282494
wavelet-HLH	glszm	ZoneEntropy	4.068728288980282	4.862686942599375	4.717768990535527	2.2516291673878213
wavelet-HLH	glszm	ZonePercentage	0.17412935323383086	0.03397260273972603	0.016684723726977248	0.00683371298405467
wavelet-HLH	glszm	ZoneVariance	214.87673469387755	74005.98777315296	227418.8269522685	41810.88888888889
wavelet-HLH	gldm	DependenceEntropy	5.549803343046811	5.496695825422742	5.1408217784760915	4.760092409956284
wavelet-HLH	gldm	DependenceNonUniformity	14.781094527363184	473.62191780821917	711.4041170097508	71.28473804100227
wavelet-HLH	gldm	DependenceNonUniformityNormalized	0.0735377837182248	0.0648797147682492	0.07707520227624602	0.08118990665262218
wavelet-HLH	gldm	DependenceVariance	25.199673275413975	19.23632396322012	15.681289919699884	11.796597153397915
wavelet-HLH	gldm	GrayLevelNonUniformity	48.3134328358209	2600.011780821918	3878.334127843987	432.07061503416855
wavelet-HLH	gldm	GrayLevelVariance	1.9860894532313556	0.8201302120472884	0.4941445120426702	0.26592457490361715
wavelet-HLH	gldm	HighGrayLevelEmphasis	43.30348258706468	31.098767123287672	20.81343445287107	6.493166287015946
wavelet-HLH	gldm	LargeDependenceEmphasis	72.54228855721394	127.44191780821917	154.20628385698808	148.61731207289293
wavelet-HLH	gldm	LargeDependenceHighGrayLevelEmphasis	2857.2139303482586	3842.6916438356166	3161.6338028169016	961.0353075170843
wavelet-HLH	gldm	LargeDependenceLowGrayLevelEmphasis	1.9097798187821284	4.421925537297618	7.9553070945684965	26.98558118197925
wavelet-HLH	gldm	LowGrayLevelEmphasis	0.033946540289231594	0.03757428215070909	0.05364421927030914	0.1842808782586687
wavelet-HLH	gldm	SmallDependenceEmphasis	0.16096972555452074	0.04148607216550425	0.023210463326206035	0.013003237255350289
wavelet-HLH	gldm	SmallDependenceHighGrayLevelEmphasis	7.072265003118296	1.4230785893095559	0.5620210150459417	0.09401445117326673
wavelet-HLH	gldm	SmallDependenceLowGrayLevelEmphasis	0.012097210796330455	0.0022684821071767376	0.0016717525142118197	0.003092548149279929
wavelet-HLH	ngtdm	Busyness	0.41002291990986695	17.038596373883	27.598498172163435	19.305496632112956
wavelet-HLH	ngtdm	Coarseness	0.031168393835763596	0.0007391238410092168	0.0005225046213970487	0.004788300221119972
wavelet-HLH	ngtdm	Complexity	45.62865749390542	31.070022833081275	28.195308655172933	3.3675931646238793
wavelet-HLH	ngtdm	Contrast	0.049885345434245706	0.012891970934817748	0.006365777547688797	0.021740820043954275
wavelet-HLH	ngtdm	Strength	0.9769074372694769	0.03512949940067556	0.0363645674334804	0.02815855163759565
wavelet-HHL	firstorder	10Percentile	-18.015802669794216	-15.189588125541334	-13.637884304931468	-6.704324966518782
wavelet-HHL	firstorder	90Percentile	21.52764364511225	15.467604244452257	13.12571136302511	7.662579230315793
wavelet-HHL	firstorder	Energy	18205328.539801292	658345924.6939403	832323348.3693774	79230212.10495856
wavelet-HHL	firstorder	Entropy	1.5707489793848248	1.3863291872897605	1.461813784548538	1.0637674392654337
wavelet-HHL	firstorder	InterquartileRange	19.673626889835017	13.73735032083805	10.662034003992986	6.043594440858676
wavelet-HHL	firstorder	Kurtosis	3.6389462994333917	5.477756015514686	10.620693533887003	7.137142373776216
wavelet-HHL	firstorder	Maximum	54.01721851953441	76.04177242817137	111.66241102288329	35.31901523399821
wavelet-HHL	firstorder	MeanAbsoluteDeviation	12.61865235210652	9.603429448414456	9.122886427354851	4.59924159019176
wavelet-HHL	firstorder	Mean	0.5083431000188202	0.012539188235527618	-0.05989418170270827	0.3222086546226858
wavelet-HHL	firstorder	Median	-1.1201680833289225	-0.062459105079316936	0.020276873813064145	0.026194974666941484
wavelet-HHL	firstorder	Minimum	-43.25292912760089	-71.44146381410083	-81.64536564210597	-33.54417054854059
wavelet-HHL	firstorder	Range	97.2701476471353	147.4832362422722	193.30777666498926	68.8631857825388
wavelet-HHL	firstorder	RobustMeanAbsoluteDeviation	8.350842017750859	5.909100739780694	4.733731248778777	2.608843758332927
wavelet-HHL	firstorder	RootMeanSquared	300.95477040554977	300.30713152661764	300.2929859261877	300.3987708560797
wavelet-HHL	firstorder	Skewness	0.22584379840090266	0.041128927539006835	0.3627443306855587	0.4357857381239372
wavelet-HHL	firstorder	TotalEnergy	18205328.539801292	658345924.6939403	832323348.3693774	79230212.10495856
wavelet-HHL	firstorder	Uniformity	0.39234177371847234	0.4356932632764121	0.4270515031182176	0.49211295084604173
wavelet-HHL	firstorder	Variance	268.5095571385593	176.8495755726854	211.81031817421322	45.99252065274848
wavelet-HHL	glcm	Autocorrelation	6.252137358063996	12.251520060589165	20.232183003124472	6.253743118534187
wavelet-HHL	glcm	JointAverage	2.493756961231109	3.4989129251606608	4.495500363635811	2.4985144494622915
wavelet-HHL	glcm	ClusterProminence	4.5924894385927635	2.8067379731654825	6.015705716975355	0.6742153475590781
wavelet-HHL	glcm	ClusterShade	0.5211442980482143	0.017235059818575933	0.11852278422082334	0.03815423111000882
wavelet-HHL	glcm	ClusterTendency	1.1629888214243846	0.840835540610889	0.9490078775783923	0.5534539439863784
wavelet-HHL	glcm	Contrast	1.0312703452864393	0.8043337066939824	0.8583809579188342	0.5088143200173867
wavelet-HHL	glcm	Correlation	0.05780049473961198	0.022108961268094498	0.0458879604612232	0.041652701166389375
wavelet-HHL	glcm	DifferenceAverage	0.6978589804796992	0.6204936946012004	0.6264290485577734	0.493864135786952
wavelet-HHL	glcm	DifferenceEntropy	1.4720204696245385	1.317387774086974	1.3232616719490546	1.037664025046603
wavelet-HHL	glcm	DifferenceVariance	0.5336496382855256	0.4125404015713103	0.4553155292873971	0.2599240584028149
wavelet-HHL	glcm	JointEnergy	0.1633985068198252	0.1956429857445053	0.1993031268615598	0.2476398859296683
wavelet-HHL	glcm	JointEntropy	3.086078420731006	2.7488538721264644	2.7690078710471884	2.1020976589453326
wavelet-HHL	glcm	Imc1	-0.05274566271883717	-0.02557749275482037	-0.053101191167596845	-0.02239479863107567
wavelet-HHL	glcm	Imc2	0.3618476527527488	0.22216605216959764	0.3503455426343546	0.17702019817764011
wavelet-HHL	glcm	Idm	0.6841036323561857	0.7077992948088082	0.7086107671584388	0.7545629505295675
wavelet-HHL	glcm	Idmn	0.9638250764235032	0.9845247775306348	0.9899489620645082	0.9703474719911778
wavelet-HHL	glcm	Id	0.7007892740354922	0.7166825753221272	0.7170463626626241	0.7555049330434762
wavelet-HHL	glcm	Idn	0.8911968406635042	0.9248584296917687	0.9392873214200566	0.901719261295839
wavelet-HHL	glcm	InverseVariance	0.4592055007026051	0.49231782495200704	0.4932588446377473	0.481299302024976
wavelet-HHL	glcm	MaximumProbability	0.2777463644293569	0.23415829418502063	0.24574491076664232	0.2750137403344968
wavelet-HHL	glcm	SumEntropy	2.0838348053663127	1.8907281970997742	1.9178800471250956	1.5676132239618805
wavelet-HHL	glcm	SumSquares	0.548564791677706	0.41129231182621795	0.45184720887430657	0.26556706600094127
wavelet-HHL	glrlm	GrayLevelNonUniformity	49.200865571480364	1751.5037001764629	2113.73091609216	249.71337201762603
wavelet-HHL	glrlm	GrayLevelNonUniformityNormalized	0.3573136431148058	0.4043676070804946	0.39277017109645124	0.4872849213079108
wavelet-HHL	glrlm	GrayLevelVariance	0.6222002274499645	0.49438294258801013	0.6187548920419499	0.275718320056226
wavelet-HHL	glrlm	HighGrayLevelRunEmphasis	7.055476388854571	12.752927604177444	20.790357239474737	6.6431396341685325
wavelet-HHL	glrlm	LongRunEmphasis	2.823384111382099	4.216671790195388	4.468713569917325	4.170325946036022
wavelet-HHL	glrlm	LongRunHighGrayLevelEmphasis	17.6003921243119	53.00581156288581	92.3546618114997	26.82226536345868
wavelet-HHL	glrlm	LongRunLowGrayLevelEmphasis	0.6197240168413619	0.3780876056531917	0.23459226525387858	0.7641417346174213
wavelet-HHL	glrlm	LowGrayLevelRunEmphasis	0.22961864033573048	0.09590269106119462	0.05582311555424005	0.1795255432185941
wavelet-HHL	glrlm	RunEntropy	2.8616413691204774	3.109771551341894	3.2513311031882433	2.734259420509763
wavelet-HHL	glrlm	RunLengthNonUniformity	72.45164331700299	1869.1849797045747	2288.348318366166	211.78280230030543
wavelet-HHL	glrlm	RunLengthNonUniformityNormalized	0.5200887289234376	0.4270162635133104	0.41830559846600335	0.40708458482452203
