Image type	Feature Class	Feature Name	1: RTSTRUCT: ANON_3_segment_RT Temporal
wavelet-HLL	glszm	LargeAreaHighGrayLevelEmphasis	184879.1505
wavelet-HLL	glszm	LargeAreaLowGrayLevelEmphasis	23.70431564
wavelet-HLL	glszm	LowGrayLevelZoneEmphasis	0.028102574
wavelet-HLL	glszm	SizeZoneNonUniformity	112.7572816
wavelet-HLL	glszm	SizeZoneNonUniformityNormalized	0.273682722
wavelet-HLL	glszm	SmallAreaEmphasis	0.535782304
wavelet-HLL	glszm	SmallAreaHighGrayLevelEmphasis	57.79836533
wavelet-HLL	glszm	SmallAreaLowGrayLevelEmphasis	0.014685592
wavelet-HLL	glszm	ZoneEntropy	6.139409615
wavelet-HLL	glszm	ZonePercentage	0.119628339
wavelet-HLL	glszm	ZoneVariance	1970.244745
wavelet-HLL	gldm	DependenceEntropy	6.495736514
wavelet-HLL	gldm	DependenceNonUniformity	372.9332172
wavelet-HLL	gldm	DependenceNonUniformityNormalized	0.108284906
wavelet-HLL	gldm	DependenceVariance	8.49493809
wavelet-HLL	gldm	GrayLevelNonUniformity	430.9436702
wavelet-HLL	gldm	GrayLevelVariance	5.685116839
wavelet-HLL	gldm	HighGrayLevelEmphasis	90.6416957
wavelet-HLL	gldm	LargeDependenceEmphasis	34.95586527
wavelet-HLL	gldm	LargeDependenceHighGrayLevelEmphasis	3138.70964
wavelet-HLL	gldm	LargeDependenceLowGrayLevelEmphasis	0.471423254
wavelet-HLL	gldm	LowGrayLevelEmphasis	0.017117048
wavelet-HLL	gldm	SmallDependenceEmphasis	0.126569152
wavelet-HLL	gldm	SmallDependenceHighGrayLevelEmphasis	12.52109004
wavelet-HLL	gldm	SmallDependenceLowGrayLevelEmphasis	0.002957905
wavelet-HLL	ngtdm	Busyness	2.084484949
wavelet-HLL	ngtdm	Coarseness	0.002362739
wavelet-HLL	ngtdm	Complexity	183.1080773
wavelet-HLL	ngtdm	Contrast	0.051379287
wavelet-HLL	ngtdm	Strength	0.247061317
wavelet-HLH	firstorder	10Percentile	-20.1909391
wavelet-HLH	firstorder	90Percentile	21.27764792
wavelet-HLH	firstorder	Energy	311462696.3
wavelet-HLH	firstorder	Entropy	1.647210922
wavelet-HLH	firstorder	InterquartileRange	19.32604098
wavelet-HLH	firstorder	Kurtosis	4.237282722
wavelet-HLH	firstorder	Maximum	80.46115143
wavelet-HLH	firstorder	MeanAbsoluteDeviation	12.87724802
wavelet-HLH	firstorder	Mean	0.233745034
wavelet-HLH	firstorder	Median	0.2248705
wavelet-HLH	firstorder	Minimum	-76.6285591
wavelet-HLH	firstorder	Range	157.0897105
wavelet-HLH	firstorder	RobustMeanAbsoluteDeviation	8.237156798
wavelet-HLH	firstorder	RootMeanSquared	300.7263257
wavelet-HLH	firstorder	Skewness	0.009615013
wavelet-HLH	firstorder	TotalEnergy	311462696.3
wavelet-HLH	firstorder	Uniformity	0.377192539
wavelet-HLH	firstorder	Variance	296.0213245
wavelet-HLH	glcm	Autocorrelation	20.43025943
wavelet-HLH	glcm	JointAverage	4.515752535
wavelet-HLH	glcm	ClusterProminence	5.813667315
wavelet-HLH	glcm	ClusterShade	-0.011515703
wavelet-HLH	glcm	ClusterTendency	1.239153647
wavelet-HLH	glcm	Contrast	1.086331069
wavelet-HLH	glcm	Correlation	0.065214059
wavelet-HLH	glcm	DifferenceAverage	0.730682243
wavelet-HLH	glcm	DifferenceEntropy	1.490519252
wavelet-HLH	glcm	DifferenceVariance	0.539998135
wavelet-HLH	glcm	JointEnergy	0.150702493
wavelet-HLH	glcm	JointEntropy	3.244872369
wavelet-HLH	glcm	Imc1	-0.029248132
wavelet-HLH	glcm	Imc2	0.230132188
wavelet-HLH	glcm	Idm	0.669728247
wavelet-HLH	glcm	Idmn	0.984007179
wavelet-HLH	glcm	Id	0.686468635
wavelet-HLH	glcm	Idn	0.922573426
wavelet-HLH	glcm	InverseVariance	0.486518842
wavelet-HLH	glcm	MaximumProbability	0.205517658
wavelet-HLH	glcm	SumEntropy	2.174657513
wavelet-HLH	glcm	SumSquares	0.581371179
wavelet-HLH	glrlm	GrayLevelNonUniformity	748.7762373
wavelet-HLH	glrlm	GrayLevelNonUniformityNormalized	0.33945794
wavelet-HLH	glrlm	GrayLevelVariance	0.715078587
wavelet-HLH	glrlm	HighGrayLevelRunEmphasis	21.15810673
wavelet-HLH	glrlm	LongRunEmphasis	3.614762231
wavelet-HLH	glrlm	LongRunHighGrayLevelEmphasis	75.2635405
wavelet-HLH	glrlm	LongRunLowGrayLevelEmphasis	0.19092125
wavelet-HLH	glrlm	LowGrayLevelRunEmphasis	0.055681217
wavelet-HLH	glrlm	RunEntropy	3.199928417
wavelet-HLH	glrlm	RunLengthNonUniformity	1089.874902
wavelet-HLH	glrlm	RunLengthNonUniformityNormalized	0.486031926
wavelet-HLH	glrlm	RunPercentage	0.640288573
wavelet-HLH	glrlm	RunVariance	1.036104661
wavelet-HLH	glrlm	ShortRunEmphasis	0.715039582
wavelet-HLH	glrlm	ShortRunHighGrayLevelEmphasis	15.24282335
wavelet-HLH	glrlm	ShortRunLowGrayLevelEmphasis	0.040805063
wavelet-HLH	glszm	GrayLevelNonUniformity	36.59259259
wavelet-HLH	glszm	GrayLevelNonUniformityNormalized	0.338820302
wavelet-HLH	glszm	GrayLevelVariance	2.972136488
wavelet-HLH	glszm	HighGrayLevelZoneEmphasis	23.30555556
wavelet-HLH	glszm	LargeAreaEmphasis	40517.33333
wavelet-HLH	glszm	LargeAreaHighGrayLevelEmphasis	830548.9907
wavelet-HLH	glszm	LargeAreaLowGrayLevelEmphasis	2078.186222
wavelet-HLH	glszm	LowGrayLevelZoneEmphasis	0.088246055
wavelet-HLH	glszm	SizeZoneNonUniformity	20.05555556
wavelet-HLH	glszm	SizeZoneNonUniformityNormalized	0.185699588
wavelet-HLH	glszm	SmallAreaEmphasis	0.421281522
wavelet-HLH	glszm	SmallAreaHighGrayLevelEmphasis	9.634307047
wavelet-HLH	glszm	SmallAreaLowGrayLevelEmphasis	0.044487349
wavelet-HLH	glszm	ZoneEntropy	4.638950405
wavelet-HLH	glszm	ZonePercentage	0.031358885
wavelet-HLH	glszm	ZoneVariance	39500.4321
wavelet-HLH	gldm	DependenceEntropy	5.417037545
wavelet-HLH	gldm	DependenceNonUniformity	213.6416957
wavelet-HLH	gldm	DependenceNonUniformityNormalized	0.062033013
wavelet-HLH	gldm	DependenceVariance	19.52150654
wavelet-HLH	gldm	GrayLevelNonUniformity	1299.051103
wavelet-HLH	gldm	GrayLevelVariance	0.581256551
wavelet-HLH	gldm	HighGrayLevelEmphasis	20.99622532
wavelet-HLH	gldm	LargeDependenceEmphasis	126.6957027
wavelet-HLH	gldm	LargeDependenceHighGrayLevelEmphasis	2620.18554
wavelet-HLH	gldm	LargeDependenceLowGrayLevelEmphasis	6.503219907
wavelet-HLH	gldm	LowGrayLevelEmphasis	0.05428811
wavelet-HLH	gldm	SmallDependenceEmphasis	0.035195823
wavelet-HLH	gldm	SmallDependenceHighGrayLevelEmphasis	0.795595551
wavelet-HLH	gldm	SmallDependenceLowGrayLevelEmphasis	0.002742979
wavelet-HLH	ngtdm	Busyness	12.75712876
wavelet-HLH	ngtdm	Coarseness	0.001568534
wavelet-HLH	ngtdm	Complexity	17.50710477
wavelet-HLH	ngtdm	Contrast	0.012686187
wavelet-HLH	ngtdm	Strength	0.04433254
wavelet-HHL	firstorder	10Percentile	-23.87926445
wavelet-HHL	firstorder	90Percentile	24.92250416
wavelet-HHL	firstorder	Energy	311716698.7
wavelet-HHL	firstorder	Entropy	1.789548852
wavelet-HHL	firstorder	InterquartileRange	23.5998011
wavelet-HHL	firstorder	Kurtosis	3.698587803
wavelet-HHL	firstorder	Maximum	83.40654287
wavelet-HHL	firstorder	MeanAbsoluteDeviation	15.10767855
wavelet-HHL	firstorder	Mean	0.202985967
wavelet-HHL	firstorder	Median	-0.245246991
wavelet-HHL	firstorder	Minimum	-77.03766457
wavelet-HHL	firstorder	Range	160.4442074
wavelet-HHL	firstorder	RobustMeanAbsoluteDeviation	9.964403725
wavelet-HHL	firstorder	RootMeanSquared	300.8489241
wavelet-HHL	firstorder	Skewness	0.043267634
wavelet-HHL	firstorder	TotalEnergy	311716698.7
wavelet-HHL	firstorder	Uniformity	0.342980133
wavelet-HHL	firstorder	Variance	388.2423254
wavelet-HHL	glcm	Autocorrelation	20.23875455
wavelet-HHL	glcm	JointAverage	4.494482571
wavelet-HHL	glcm	ClusterProminence	8.359797742
wavelet-HHL	glcm	ClusterShade	0.082720311
wavelet-HHL	glcm	ClusterTendency	1.494251978
wavelet-HHL	glcm	Contrast	1.340878599
wavelet-HHL	glcm	Correlation	0.053642288
wavelet-HHL	glcm	DifferenceAverage	0.829694769
wavelet-HHL	glcm	DifferenceEntropy	1.603758804
wavelet-HHL	glcm	DifferenceVariance	0.636823115
wavelet-HHL	glcm	JointEnergy	0.125066464
wavelet-HHL	glcm	JointEntropy	3.533560948
wavelet-HHL	glcm	Imc1	-0.029707333
wavelet-HHL	glcm	Imc2	0.239689303
wavelet-HHL	glcm	Idm	0.63528119
wavelet-HHL	glcm	Idmn	0.980465716
wavelet-HHL	glcm	Id	0.658094083
wavelet-HHL	glcm	Idn	0.913173276
wavelet-HHL	glcm	InverseVariance	0.491229067
wavelet-HHL	glcm	MaximumProbability	0.188414254
wavelet-HHL	glcm	SumEntropy	2.310516412
wavelet-HHL	glcm	SumSquares	0.708782644
wavelet-HHL	glrlm	GrayLevelNonUniformity	718.7135278
wavelet-HHL	glrlm	GrayLevelNonUniformityNormalized	0.309145913
wavelet-HHL	glrlm	GrayLevelVariance	0.847874333
wavelet-HHL	glrlm	HighGrayLevelRunEmphasis	21.22695652
wavelet-HHL	glrlm	LongRunEmphasis	3.116252223
wavelet-HHL	glrlm	LongRunHighGrayLevelEmphasis	64.17946717
wavelet-HHL	glrlm	LongRunLowGrayLevelEmphasis	0.170741111
wavelet-HHL	glrlm	LowGrayLevelRunEmphasis	0.057562941
wavelet-HHL	glrlm	RunEntropy	3.208942086
wavelet-HHL	glrlm	RunLengthNonUniformity	1229.589266
wavelet-HHL	glrlm	RunLengthNonUniformityNormalized	0.522511551
wavelet-HHL	glrlm	RunPercentage	0.675020102
wavelet-HHL	glrlm	RunVariance	0.827699272
wavelet-HHL	glrlm	ShortRunEmphasis	0.745602827
wavelet-HHL	glrlm	ShortRunHighGrayLevelEmphasis	15.98509027
wavelet-HHL	glrlm	ShortRunLowGrayLevelEmphasis	0.043946022
wavelet-HHL	glszm	GrayLevelNonUniformity	35.09375
wavelet-HHL	glszm	GrayLevelNonUniformityNormalized	0.274169922
wavelet-HHL	glszm	GrayLevelVariance	3.418884277
wavelet-HHL	glszm	HighGrayLevelZoneEmphasis	24.1640625
wavelet-HHL	glszm	LargeAreaEmphasis	30447
wavelet-HHL	glszm	LargeAreaHighGrayLevelEmphasis	618249.2266
wavelet-HHL	glszm	LargeAreaLowGrayLevelEmphasis	1577.981229
wavelet-HHL	glszm	LowGrayLevelZoneEmphasis	0.090944033
wavelet-HHL	glszm	SizeZoneNonUniformity	29.953125
wavelet-HHL	glszm	SizeZoneNonUniformityNormalized	0.234008789
wavelet-HHL	glszm	SmallAreaEmphasis	0.489017126
wavelet-HHL	glszm	SmallAreaHighGrayLevelEmphasis	13.09488826
wavelet-HHL	glszm	SmallAreaLowGrayLevelEmphasis	0.041308072
wavelet-HHL	glszm	ZoneEntropy	4.619401164
wavelet-HHL	glszm	ZonePercentage	0.037166086
wavelet-HHL	glszm	ZoneVariance	29723.05371
wavelet-HHL	gldm	DependenceEntropy	5.449846663
wavelet-HHL	gldm	DependenceNonUniformity	226.1144019
wavelet-HHL	gldm	DependenceNonUniformityNormalized	0.065654588
wavelet-HHL	gldm	DependenceVariance	17.18995617
wavelet-HHL	gldm	GrayLevelNonUniformity	1181.223577
wavelet-HHL	gldm	GrayLevelVariance	0.704701725
wavelet-HHL	gldm	HighGrayLevelEmphasis	20.96777003
wavelet-HHL	gldm	LargeDependenceEmphasis	106.4825784
wavelet-HHL	gldm	LargeDependenceHighGrayLevelEmphasis	2149.61295
wavelet-HHL	gldm	LargeDependenceLowGrayLevelEmphasis	5.651670162
wavelet-HHL	gldm	LowGrayLevelEmphasis	0.056186785
wavelet-HHL	gldm	SmallDependenceEmphasis	0.0429531
wavelet-HHL	gldm	SmallDependenceHighGrayLevelEmphasis	1.031170433
wavelet-HHL	gldm	SmallDependenceLowGrayLevelEmphasis	0.003198837
wavelet-HHL	ngtdm	Busyness	12.98684661
wavelet-HHL	ngtdm	Coarseness	0.001612831
wavelet-HHL	ngtdm	Complexity	18.98325949
wavelet-HHL	ngtdm	Contrast	0.016989981
wavelet-HHL	ngtdm	Strength	0.040979948
wavelet-HHH	firstorder	10Percentile	-8.09305524
wavelet-HHH	firstorder	90Percentile	8.025096604
wavelet-HHH	firstorder	Energy	310012486
wavelet-HHH	firstorder	Entropy	1.05950105
wavelet-HHH	firstorder	InterquartileRange	7.558221626
wavelet-HHH	firstorder	Kurtosis	5.286758864
wavelet-HHH	firstorder	Maximum	30.78292095
wavelet-HHH	firstorder	MeanAbsoluteDeviation	5.094333786
wavelet-HHH	firstorder	Mean	-0.055158618
wavelet-HHH	firstorder	Median	-0.085827284
wavelet-HHH	firstorder	Minimum	-40.22494564
wavelet-HHH	firstorder	Range	71.00786659
wavelet-HHH	firstorder	RobustMeanAbsoluteDeviation	3.214056962
wavelet-HHH	firstorder	RootMeanSquared	300.0253987
wavelet-HHH	firstorder	Skewness	-0.186230584
wavelet-HHH	firstorder	TotalEnergy	310012486
wavelet-HHH	firstorder	Uniformity	0.493170637
wavelet-HHH	firstorder	Variance	48.33197175
wavelet-HHH	glcm	Autocorrelation	6.216427415
wavelet-HHH	glcm	JointAverage	2.493800987
wavelet-HHH	glcm	ClusterProminence	0.605454422
wavelet-HHH	glcm	ClusterShade	-0.001554268
wavelet-HHH	glcm	ClusterTendency	0.5218267
wavelet-HHH	glcm	Contrast	0.532296755
wavelet-HHH	glcm	Correlation	-0.010003628
wavelet-HHH	glcm	DifferenceAverage	0.518105703
wavelet-HHH	glcm	DifferenceEntropy	1.048115818
wavelet-HHH	glcm	DifferenceVariance	0.262340208
wavelet-HHH	glcm	JointEnergy	0.244901318
wavelet-HHH	glcm	JointEntropy	2.110736312
wavelet-HHH	glcm	Imc1	-0.005739739
wavelet-HHH	glcm	Imc2	0.09229007
wavelet-HHH	glcm	Idm	0.742366253
wavelet-HHH	glcm	Idmn	0.968946862
wavelet-HHH	glcm	Id	0.743280821
wavelet-HHH	glcm	Idn	0.896848294
wavelet-HHH	glcm	InverseVariance	0.505986053
wavelet-HHH	glcm	MaximumProbability	0.263088266
wavelet-HHH	glcm	SumEntropy	1.547710824
wavelet-HHH	glcm	SumSquares	0.263530864
wavelet-HHH	glrlm	GrayLevelNonUniformity	977.1677289
wavelet-HHH	glrlm	GrayLevelNonUniformityNormalized	0.488335823
wavelet-HHH	glrlm	GrayLevelVariance	0.27364073
wavelet-HHH	glrlm	HighGrayLevelRunEmphasis	6.477650059
wavelet-HHH	glrlm	LongRunEmphasis	4.182412102
wavelet-HHH	glrlm	LongRunHighGrayLevelEmphasis	26.99984103
wavelet-HHH	glrlm	LongRunLowGrayLevelEmphasis	0.766276081
wavelet-HHH	glrlm	LowGrayLevelRunEmphasis	0.186735687
wavelet-HHH	glrlm	RunEntropy	2.737298381
wavelet-HHH	glrlm	RunLengthNonUniformity	832.8036014
wavelet-HHH	glrlm	RunLengthNonUniformityNormalized	0.414662131
wavelet-HHH	glrlm	RunPercentage	0.580988118
wavelet-HHH	glrlm	RunVariance	1.18976283
wavelet-HHH	glrlm	ShortRunEmphasis	0.649147349
wavelet-HHH	glrlm	ShortRunHighGrayLevelEmphasis	4.212798174
wavelet-HHH	glrlm	ShortRunLowGrayLevelEmphasis	0.122884185
wavelet-HHH	glszm	GrayLevelNonUniformity	9.272727273
wavelet-HHH	glszm	GrayLevelNonUniformityNormalized	0.421487603
wavelet-HHH	glszm	GrayLevelVariance	2.049586777
wavelet-HHH	glszm	HighGrayLevelZoneEmphasis	7.636363636
wavelet-HHH	glszm	LargeAreaEmphasis	265876.9091
wavelet-HHH	glszm	LargeAreaHighGrayLevelEmphasis	1710320.273
wavelet-HHH	glszm	LargeAreaLowGrayLevelEmphasis	48503.02683
wavelet-HHH	glszm	LowGrayLevelZoneEmphasis	0.541982323
wavelet-HHH	glszm	SizeZoneNonUniformity	13.45454545
wavelet-HHH	glszm	SizeZoneNonUniformityNormalized	0.611570248
wavelet-HHH	glszm	SmallAreaEmphasis	0.800505082
wavelet-HHH	glszm	SmallAreaHighGrayLevelEmphasis	6.936868891
wavelet-HHH	glszm	SmallAreaLowGrayLevelEmphasis	0.416982329
wavelet-HHH	glszm	ZoneEntropy	1.980825936
wavelet-HHH	glszm	ZonePercentage	0.006387921
wavelet-HHH	glszm	ZoneVariance	241370.4298
wavelet-HHH	gldm	DependenceEntropy	4.57603798
wavelet-HHH	gldm	DependenceNonUniformity	337.2450639
wavelet-HHH	gldm	DependenceNonUniformityNormalized	0.097922492
wavelet-HHH	gldm	DependenceVariance	9.540513489
wavelet-HHH	gldm	GrayLevelNonUniformity	1698.479675
wavelet-HHH	gldm	GrayLevelVariance	0.26385095
wavelet-HHH	gldm	HighGrayLevelEmphasis	6.467479675
wavelet-HHH	gldm	LargeDependenceEmphasis	151.0150987
wavelet-HHH	gldm	LargeDependenceHighGrayLevelEmphasis	973.0441347
wavelet-HHH	gldm	LargeDependenceLowGrayLevelEmphasis	27.51254396
wavelet-HHH	gldm	LowGrayLevelEmphasis	0.184743596
wavelet-HHH	gldm	SmallDependenceEmphasis	0.014765305
wavelet-HHH	gldm	SmallDependenceHighGrayLevelEmphasis	0.105284074
wavelet-HHH	gldm	SmallDependenceLowGrayLevelEmphasis	0.004648911
wavelet-HHH	ngtdm	Busyness	79.73332464
wavelet-HHH	ngtdm	Coarseness	0.00116313
wavelet-HHH	ngtdm	Complexity	3.531741913
wavelet-HHH	ngtdm	Contrast	0.02256909
wavelet-HHH	ngtdm	Strength	0.00685217
wavelet-LLL	firstorder	10Percentile	213.2243993
wavelet-LLL	firstorder	90Percentile	778.1698591
wavelet-LLL	firstorder	Energy	2491465505
wavelet-LLL	firstorder	Entropy	4.967900133
wavelet-LLL	firstorder	InterquartileRange	311.2952055
wavelet-LLL	firstorder	Kurtosis	2.234627438
wavelet-LLL	firstorder	Maximum	906.5879025
wavelet-LLL	firstorder	MeanAbsoluteDeviation	171.6037257
wavelet-LLL	firstorder	Mean	525.3499484
wavelet-LLL	firstorder	Median	551.1796185
wavelet-LLL	firstorder	Minimum	22.37565002
wavelet-LLL	firstorder	Range	884.2122525
wavelet-LLL	firstorder	RobustMeanAbsoluteDeviation	128.6092973
wavelet-LLL	firstorder	RootMeanSquared	850.5422035
wavelet-LLL	firstorder	Skewness	-0.368351019
wavelet-LLL	firstorder	TotalEnergy	2491465505
wavelet-LLL	firstorder	Uniformity	0.034472921
wavelet-LLL	firstorder	Variance	42219.50266
wavelet-LLL	glcm	Autocorrelation	515.5286033
wavelet-LLL	glcm	JointAverage	21.5462527
wavelet-LLL	glcm	ClusterProminence	141586.9318
wavelet-LLL	glcm	ClusterShade	-1766.371166
wavelet-LLL	glcm	ClusterTendency	246.0587025
wavelet-LLL	glcm	Contrast	40.93603937
wavelet-LLL	glcm	Correlation	0.715858193
wavelet-LLL	glcm	DifferenceAverage	4.897383008
wavelet-LLL	glcm	DifferenceEntropy	3.745658044
wavelet-LLL	glcm	DifferenceVariance	16.2473325
wavelet-LLL	glcm	JointEnergy	0.002052567
wavelet-LLL	glcm	JointEntropy	9.254904462
wavelet-LLL	glcm	Imc1	-0.1416412
wavelet-LLL	glcm	Imc2	0.858972816
wavelet-LLL	glcm	Idm	0.207864566
wavelet-LLL	glcm	Idmn	0.972676733
wavelet-LLL	glcm	Id	0.296337364
wavelet-LLL	glcm	Idn	0.890996987
wavelet-LLL	glcm	InverseVariance	0.208561964
wavelet-LLL	glcm	MaximumProbability	0.006042259
wavelet-LLL	glcm	SumEntropy	5.863242107
wavelet-LLL	glcm	SumSquares	71.74868546
wavelet-LLL	glrlm	GrayLevelNonUniformity	111.3276587
wavelet-LLL	glrlm	GrayLevelNonUniformityNormalized	0.034816813
wavelet-LLL	glrlm	GrayLevelVariance	65.51440024
wavelet-LLL	glrlm	HighGrayLevelRunEmphasis	529.1169455
wavelet-LLL	glrlm	LongRunEmphasis	1.255439676
wavelet-LLL	glrlm	LongRunHighGrayLevelEmphasis	668.9856067
wavelet-LLL	glrlm	LongRunLowGrayLevelEmphasis	0.008885256
wavelet-LLL	glrlm	LowGrayLevelRunEmphasis	0.006451422
wavelet-LLL	glrlm	RunEntropy	5.321357405
wavelet-LLL	glrlm	RunLengthNonUniformity	2792.673355
wavelet-LLL	glrlm	RunLengthNonUniformityNormalized	0.872707289
wavelet-LLL	glrlm	RunPercentage	0.928549093
wavelet-LLL	glrlm	RunVariance	0.094155881
wavelet-LLL	glrlm	ShortRunEmphasis	0.947867515
wavelet-LLL	glrlm	ShortRunHighGrayLevelEmphasis	500.6371963
wavelet-LLL	glrlm	ShortRunLowGrayLevelEmphasis	0.005960558
wavelet-LLL	glszm	GrayLevelNonUniformity	52.39416058
wavelet-LLL	glszm	GrayLevelNonUniformityNormalized	0.038243913
wavelet-LLL	glszm	GrayLevelVariance	51.90344771
wavelet-LLL	glszm	HighGrayLevelZoneEmphasis	486.580292
wavelet-LLL	glszm	LargeAreaEmphasis	23.32846715
wavelet-LLL	glszm	LargeAreaHighGrayLevelEmphasis	11679.9073
wavelet-LLL	glszm	LargeAreaLowGrayLevelEmphasis	0.225067252
wavelet-LLL	glszm	LowGrayLevelZoneEmphasis	0.005644575
wavelet-LLL	glszm	SizeZoneNonUniformity	515.4481752
wavelet-LLL	glszm	SizeZoneNonUniformityNormalized	0.376239544
wavelet-LLL	glszm	SmallAreaEmphasis	0.636177732
wavelet-LLL	glszm	SmallAreaHighGrayLevelEmphasis	292.1038045
wavelet-LLL	glszm	SmallAreaLowGrayLevelEmphasis	0.003364001
wavelet-LLL	glszm	ZoneEntropy	6.729666922
wavelet-LLL	glszm	ZonePercentage	0.397793264
wavelet-LLL	glszm	ZoneVariance	17.00893175
wavelet-LLL	gldm	DependenceEntropy	7.288218224
wavelet-LLL	gldm	DependenceNonUniformity	702.5342625
wavelet-LLL	gldm	DependenceNonUniformityNormalized	0.203987881
wavelet-LLL	gldm	DependenceVariance	3.451882855
wavelet-LLL	gldm	GrayLevelNonUniformity	118.7247387
wavelet-LLL	gldm	GrayLevelVariance	67.67089383
wavelet-LLL	gldm	HighGrayLevelEmphasis	530.4079559
wavelet-LLL	gldm	LargeDependenceEmphasis	11.6184669
wavelet-LLL	gldm	LargeDependenceHighGrayLevelEmphasis	6081.529907
wavelet-LLL	gldm	LargeDependenceLowGrayLevelEmphasis	0.127411598
wavelet-LLL	gldm	LowGrayLevelEmphasis	0.006668292
wavelet-LLL	gldm	SmallDependenceEmphasis	0.337370953
wavelet-LLL	gldm	SmallDependenceHighGrayLevelEmphasis	162.6680249
wavelet-LLL	gldm	SmallDependenceLowGrayLevelEmphasis	0.001802282
wavelet-LLL	ngtdm	Busyness	0.437393889
wavelet-LLL	ngtdm	Coarseness	0.00330348
wavelet-LLL	ngtdm	Complexity	1386.526613
wavelet-LLL	ngtdm	Contrast	0.27771808
wavelet-LLL	ngtdm	Strength	1.477740938
