Image type	Feature Class	Feature Name	1: RTSTRUCT: ANON_9_segment_Left cerebellar	1: RTSTRUCT: ANON_9_segment_RT Sup Frontal
log-sigma-5-0-mm-3D	glszm	SizeZoneNonUniformity	1.0	1.3333333333333333
log-sigma-5-0-mm-3D	glszm	SizeZoneNonUniformityNormalized	1.0	0.2222222222222222
log-sigma-5-0-mm-3D	glszm	SmallAreaEmphasis	0.0005408328826392645	0.35215515106807366
log-sigma-5-0-mm-3D	glszm	SmallAreaHighGrayLevelEmphasis	0.0005408328826392645	4.335788556007814
log-sigma-5-0-mm-3D	glszm	SmallAreaLowGrayLevelEmphasis	0.0005408328826392645	0.031054413001862884
log-sigma-5-0-mm-3D	glszm	ZoneEntropy	-3.203426503814917e-16	2.5849625007211543
log-sigma-5-0-mm-3D	glszm	ZonePercentage	0.023255813953488372	0.022388059701492536
log-sigma-5-0-mm-3D	glszm	ZoneVariance	0.0	3506.2222222222226
log-sigma-5-0-mm-3D	gldm	DependenceEntropy	3.826941500442395	5.142256428321003
log-sigma-5-0-mm-3D	gldm	DependenceNonUniformity	3.6511627906976742	16.955223880597014
log-sigma-5-0-mm-3D	gldm	DependenceNonUniformityNormalized	0.08491076257436452	0.06326576074849632
log-sigma-5-0-mm-3D	gldm	DependenceVariance	20.19037317468902	23.844286032523947
log-sigma-5-0-mm-3D	gldm	GrayLevelNonUniformity	43.0	123.93283582089552
log-sigma-5-0-mm-3D	gldm	GrayLevelVariance	0.0	0.37351024727110715
log-sigma-5-0-mm-3D	gldm	HighGrayLevelEmphasis	1.0	3.7574626865671643
log-sigma-5-0-mm-3D	gldm	LargeDependenceEmphasis	209.09302325581396	232.5820895522388
log-sigma-5-0-mm-3D	gldm	LargeDependenceHighGrayLevelEmphasis	209.09302325581396	756.3395522388059
log-sigma-5-0-mm-3D	gldm	LargeDependenceLowGrayLevelEmphasis	209.09302325581396	109.02884017412936
log-sigma-5-0-mm-3D	gldm	LowGrayLevelEmphasis	1.0	0.4413609038142621
log-sigma-5-0-mm-3D	gldm	SmallDependenceEmphasis	0.007231172988188526	0.01732001028347219
log-sigma-5-0-mm-3D	gldm	SmallDependenceHighGrayLevelEmphasis	0.007231172988188526	0.15156509807954338
log-sigma-5-0-mm-3D	gldm	SmallDependenceLowGrayLevelEmphasis	0.007231172988188526	0.0037572487480715725
log-sigma-5-0-mm-3D	ngtdm	Busyness	0.0	3.1553513677279033
log-sigma-5-0-mm-3D	ngtdm	Coarseness	1000000.0	0.04311425045351308
log-sigma-5-0-mm-3D	ngtdm	Complexity	0.0	1.5745946142484446
log-sigma-5-0-mm-3D	ngtdm	Contrast	0.0	0.014346308356703747
log-sigma-5-0-mm-3D	ngtdm	Strength	0.0	0.26679063839426503
wavelet-LLH	firstorder	10Percentile	-18.60206320263043	-74.8533874325611
wavelet-LLH	firstorder	90Percentile	16.244845106498737	15.126246614419209
wavelet-LLH	firstorder	Energy	3772840.65214032	21250652.119992144
wavelet-LLH	firstorder	Entropy	1.1859165425124083	2.6720769124313217
wavelet-LLH	firstorder	InterquartileRange	13.097913906673629	44.608215261601316
wavelet-LLH	firstorder	Kurtosis	3.4964361809220383	5.802718725759146
wavelet-LLH	firstorder	Maximum	32.625050443570075	176.14589081265117
wavelet-LLH	firstorder	MeanAbsoluteDeviation	10.614511600134229	30.778500676825733
wavelet-LLH	firstorder	Mean	-4.120872898791735	-21.683825677476193
wavelet-LLH	firstorder	Median	-7.509189826639869	-18.55472981851765
wavelet-LLH	firstorder	Minimum	-25.145527779338703	-149.01099518972254
wavelet-LLH	firstorder	Range	57.77057822290878	325.1568860023737
wavelet-LLH	firstorder	RobustMeanAbsoluteDeviation	6.120687270802998	19.158041569939623
wavelet-LLH	firstorder	RootMeanSquared	296.2101961147405	281.5909765238797
wavelet-LLH	firstorder	Skewness	0.9581525386279947	0.7473868479504776
wavelet-LLH	firstorder	TotalEnergy	3772840.65214032	21250652.119992144
wavelet-LLH	firstorder	Uniformity	0.5597620335316387	0.20734016484740483
wavelet-LLH	firstorder	Variance	196.02242816005665	1833.585170146722
wavelet-LLH	glcm	Autocorrelation	4.970121358787362	31.977760556573397
wavelet-LLH	glcm	JointAverage	2.212829867048812	5.5886301135397565
wavelet-LLH	glcm	ClusterProminence	3.4073700798774365	237.54884423555433
wavelet-LLH	glcm	ClusterShade	0.9279817258712768	10.485145814833448
wavelet-LLH	glcm	ClusterTendency	0.8892912996804687	6.813517354056925
wavelet-LLH	glcm	Contrast	0.6066326921307519	3.83566526290458
wavelet-LLH	glcm	Correlation	0.18438009222486734	0.2725816871953612
wavelet-LLH	glcm	DifferenceAverage	0.4419205493573302	1.3725134967104045
wavelet-LLH	glcm	DifferenceEntropy	1.1525882714174038	2.129132624750596
wavelet-LLH	glcm	DifferenceVariance	0.38655419329301005	1.8341685657068785
wavelet-LLH	glcm	JointEnergy	0.3777421682952422	0.05388564046201695
wavelet-LLH	glcm	JointEntropy	2.069377487153897	4.882097701708921
wavelet-LLH	glcm	Imc1	-0.17948304031652088	-0.15496480647133215
wavelet-LLH	glcm	Imc2	0.5285225783364798	0.7293850651212901
wavelet-LLH	glcm	Idm	0.7955109395986769	0.5138432431506281
wavelet-LLH	glcm	Idmn	0.967222408864781	0.982331753827911
wavelet-LLH	glcm	Id	0.8064917491169052	0.5618293113138619
wavelet-LLH	glcm	Idn	0.9171062948876482	0.9173335973795408
wavelet-LLH	glcm	InverseVariance	0.2977974244305862	0.4320765855228983
wavelet-LLH	glcm	MaximumProbability	0.586699654409271	0.14836095412658273
wavelet-LLH	glcm	SumEntropy	1.6267685208802578	3.2254737990686966
wavelet-LLH	glcm	SumSquares	0.3739809979528052	2.662295654240377
wavelet-LLH	glrlm	GrayLevelNonUniformity	13.731953675244169	40.128363455434204
wavelet-LLH	glrlm	GrayLevelNonUniformityNormalized	0.466413534127604	0.18690729486245286
wavelet-LLH	glrlm	GrayLevelVariance	0.49720961950729314	3.4001805493792814
wavelet-LLH	glrlm	HighGrayLevelRunEmphasis	6.232198212811515	35.272232492323724
wavelet-LLH	glrlm	LongRunEmphasis	2.8010749224619103	1.9452622406100548
wavelet-LLH	glrlm	LongRunHighGrayLevelEmphasis	14.4215225504735	66.45389831779136
wavelet-LLH	glrlm	LongRunLowGrayLevelEmphasis	0.652417206036358	0.08484463095643079
wavelet-LLH	glrlm	LowGrayLevelRunEmphasis	0.22509834254244182	0.04924098764458951
wavelet-LLH	glrlm	RunEntropy	2.3705774702255837	3.5550070608778785
wavelet-LLH	glrlm	RunLengthNonUniformity	14.831104479462438	146.54357987392666
wavelet-LLH	glrlm	RunLengthNonUniformityNormalized	0.4912152295094448	0.6729074722115626
wavelet-LLH	glrlm	RunPercentage	0.6815742397137744	0.8013777267508609
wavelet-LLH	glrlm	RunVariance	0.48456522328270035	0.3433961916729758
wavelet-LLH	glrlm	ShortRunEmphasis	0.6996333917919646	0.8431686209470679
wavelet-LLH	glrlm	ShortRunHighGrayLevelEmphasis	4.801569635119805	30.106759341675303
wavelet-LLH	glrlm	ShortRunLowGrayLevelEmphasis	0.15526932346265626	0.04314365145485214
wavelet-LLH	glszm	GrayLevelNonUniformity	1.0	3.0
wavelet-LLH	glszm	GrayLevelNonUniformityNormalized	0.25	0.1111111111111111
wavelet-LLH	glszm	GrayLevelVariance	1.25	10.395061728395063
wavelet-LLH	glszm	HighGrayLevelZoneEmphasis	7.5	51.925925925925924
wavelet-LLH	glszm	LargeAreaEmphasis	258.75	496.22222222222223
wavelet-LLH	glszm	LargeAreaHighGrayLevelEmphasis	1141.25	16218.148148148148
wavelet-LLH	glszm	LargeAreaLowGrayLevelEmphasis	62.23090277777778	16.894215422094312
wavelet-LLH	glszm	LowGrayLevelZoneEmphasis	0.3559027777777778	0.08814294372024453
wavelet-LLH	glszm	SizeZoneNonUniformity	1.0	5.592592592592593
wavelet-LLH	glszm	SizeZoneNonUniformityNormalized	0.25	0.20713305898491083
wavelet-LLH	glszm	SmallAreaEmphasis	0.28194417345935946	0.43714312108282977
wavelet-LLH	glszm	SmallAreaHighGrayLevelEmphasis	0.7306412771707711	28.01934747131945
wavelet-LLH	glszm	SmallAreaLowGrayLevelEmphasis	0.2522351753092843	0.04950793664164652
wavelet-LLH	glszm	ZoneEntropy	1.9999999999999987	4.458591205867165
wavelet-LLH	glszm	ZonePercentage	0.09302325581395349	0.10074626865671642
wavelet-LLH	glszm	ZoneVariance	143.1875	397.69821673525377
wavelet-LLH	gldm	DependenceEntropy	4.129184812590061	5.594832759669478
wavelet-LLH	gldm	DependenceNonUniformity	3.4186046511627906	24.30597014925373
wavelet-LLH	gldm	DependenceNonUniformityNormalized	0.07950243374797188	0.09069391846736467
wavelet-LLH	gldm	DependenceVariance	22.108166576527854	10.76408999777233
wavelet-LLH	gldm	GrayLevelNonUniformity	24.069767441860463	55.56716417910448
wavelet-LLH	gldm	GrayLevelVariance	0.3969713358572201	2.9836266429048783
wavelet-LLH	gldm	HighGrayLevelEmphasis	5.6976744186046515	34.8134328358209
wavelet-LLH	gldm	LargeDependenceEmphasis	108.20930232558139	48.76119402985075
wavelet-LLH	gldm	LargeDependenceHighGrayLevelEmphasis	458.6744186046512	1640.9626865671642
wavelet-LLH	gldm	LargeDependenceLowGrayLevelEmphasis	26.44169896640827	1.7031724583130197
wavelet-LLH	gldm	LowGrayLevelEmphasis	0.22852067183462532	0.04694367921155049
wavelet-LLH	gldm	SmallDependenceEmphasis	0.054208150522615975	0.09834841660525015
wavelet-LLH	gldm	SmallDependenceHighGrayLevelEmphasis	0.31683260209046393	4.855017934495308
wavelet-LLH	gldm	SmallDependenceLowGrayLevelEmphasis	0.027408626777940814	0.007689092953935718
wavelet-LLH	ngtdm	Busyness	0.5941458644092011	0.36139779394593785
wavelet-LLH	ngtdm	Coarseness	0.1855712828465878	0.03002774231979687
wavelet-LLH	ngtdm	Complexity	2.10996998205345	69.30264821860337
wavelet-LLH	ngtdm	Contrast	0.02387517333599938	0.03638143584291981
wavelet-LLH	ngtdm	Strength	0.869265508203295	2.0438456001634386
wavelet-LHL	firstorder	10Percentile	-19.001821352791072	-21.375773307101547
wavelet-LHL	firstorder	90Percentile	8.817204159608279	22.132348770769823
wavelet-LHL	firstorder	Energy	3731582.6721857064	24008241.26395268
wavelet-LHL	firstorder	Entropy	0.9330252953592905	1.7623337069288898
wavelet-LHL	firstorder	InterquartileRange	16.991681054069872	16.536699839676796
wavelet-LHL	firstorder	Kurtosis	1.9663265594252959	10.921386989724178
wavelet-LHL	firstorder	Maximum	13.939985068012353	140.43771093126318
wavelet-LHL	firstorder	MeanAbsoluteDeviation	9.085242006195115	14.327567899699817
wavelet-LHL	firstorder	Mean	-5.600974522548033	-1.5187125655255642
wavelet-LHL	firstorder	Median	-6.993729486328573	-1.653275101275693
wavelet-LHL	firstorder	Minimum	-24.90659850858165	-77.45633512789814
wavelet-LHL	firstorder	Range	38.846583576594	217.89404605916133
wavelet-LHL	firstorder	RobustMeanAbsoluteDeviation	6.865165227498175	7.924531076125846
wavelet-LHL	firstorder	RootMeanSquared	294.58613744779603	299.30417603312554
wavelet-LHL	firstorder	Skewness	0.08401060772385818	1.2672405920754382
wavelet-LHL	firstorder	TotalEnergy	3731582.6721857064	24008241.26395268
wavelet-LHL	firstorder	Uniformity	0.5457003785830179	0.380207173089775
wavelet-LHL	firstorder	Variance	110.20617433836252	491.91084232685256
wavelet-LHL	glcm	Autocorrelation	1.8113497513312544	19.493024141703994
wavelet-LHL	glcm	JointAverage	1.3068386757728851	4.397845808137177
wavelet-LHL	glcm	ClusterProminence	0.8160145677362578	24.29350880612802
wavelet-LHL	glcm	ClusterShade	0.3925967730202729	1.888944352552141
wavelet-LHL	glcm	ClusterTendency	0.6225609610445877	1.7662852250247965
wavelet-LHL	glcm	Contrast	0.21833255197480203	1.1603451459466994
wavelet-LHL	glcm	Correlation	0.48576740356220294	0.20710029343601344
wavelet-LHL	glcm	DifferenceAverage	0.21833255197480203	0.684479925681348
wavelet-LHL	glcm	DifferenceEntropy	0.7121430416137747	1.504062359330421
wavelet-LHL	glcm	DifferenceVariance	0.16064558135243578	0.6837761225828671
wavelet-LHL	glcm	JointEnergy	0.4189076621378693	0.18424516871881894
wavelet-LHL	glcm	JointEntropy	1.55622746248574	3.1341823301120453
wavelet-LHL	glcm	Imc1	-0.23896603701980337	-0.09234914650737076
wavelet-LHL	glcm	Imc2	0.5190870200873363	0.489111613543845
wavelet-LHL	glcm	Idm	0.8908337240125989	0.7008677698893645
wavelet-LHL	glcm	Idmn	0.9563334896050397	0.9892037005765543
wavelet-LHL	glcm	Id	0.8908337240125989	0.7166006704398437
wavelet-LHL	glcm	Idn	0.927222482675066	0.941020280997816
wavelet-LHL	glcm	InverseVariance	0.21833255197480203	0.43039204537065257
wavelet-LHL	glcm	MaximumProbability	0.5839950482397136	0.33922240527529157
wavelet-LHL	glcm	SumEntropy	1.3378949105109377	2.2551774603543895
wavelet-LHL	glcm	SumSquares	0.21022337825484744	0.7316575927428739
wavelet-LHL	glrlm	GrayLevelNonUniformity	13.738727472392139	57.02550679881768
wavelet-LHL	glrlm	GrayLevelNonUniformityNormalized	0.5204211109968232	0.31869592699095617
wavelet-LHL	glrlm	GrayLevelVariance	0.23978944450158843	1.1469502518576709
wavelet-LHL	glrlm	HighGrayLevelRunEmphasis	2.2212455556759623	21.51102893446034
wavelet-LHL	glrlm	LongRunEmphasis	3.4442747398270566	3.1224854220237797
wavelet-LHL	glrlm	LongRunHighGrayLevelEmphasis	6.521547700338709	60.739604273111055
wavelet-LHL	glrlm	LongRunLowGrayLevelEmphasis	2.674956499699144	0.1843207317117543
wavelet-LHL	glrlm	LowGrayLevelRunEmphasis	0.6946886110810095	0.06312865247061662
wavelet-LHL	glrlm	RunEntropy	2.1978048752447377	3.197661315963305
wavelet-LHL	glrlm	RunLengthNonUniformity	11.604570288231118	92.23067160106712
wavelet-LHL	glrlm	RunLengthNonUniformityNormalized	0.4240470593066902	0.5105894021411331
wavelet-LHL	glrlm	RunPercentage	0.6135957066189625	0.6661882893226176
wavelet-LHL	glrlm	RunVariance	0.493236919060943	0.8080110178957524
wavelet-LHL	glrlm	ShortRunEmphasis	0.590974608787419	0.7384131840808098
wavelet-LHL	glrlm	ShortRunHighGrayLevelEmphasis	1.4745216176631861	16.482422087848967
wavelet-LHL	glrlm	ShortRunLowGrayLevelEmphasis	0.3700878565684772	0.04850014735238814
wavelet-LHL	glszm	GrayLevelNonUniformity	1.0	2.789473684210526
wavelet-LHL	glszm	GrayLevelNonUniformityNormalized	0.5	0.14681440443213298
wavelet-LHL	glszm	GrayLevelVariance	0.25	5.196675900277008
wavelet-LHL	glszm	HighGrayLevelZoneEmphasis	2.5	25.68421052631579
wavelet-LHL	glszm	LargeAreaEmphasis	504.5	1388.9473684210527
wavelet-LHL	glszm	LargeAreaHighGrayLevelEmphasis	842.0	25474.63157894737
wavelet-LHL	glszm	LargeAreaLowGrayLevelEmphasis	420.125	79.03051855830051
wavelet-LHL	glszm	LowGrayLevelZoneEmphasis	0.625	0.13455730099057167
wavelet-LHL	glszm	SizeZoneNonUniformity	1.0	5.421052631578948
wavelet-LHL	glszm	SizeZoneNonUniformityNormalized	0.5	0.2853185595567867
wavelet-LHL	glszm	SmallAreaEmphasis	0.0028599773242630384	0.5199581949353755
wavelet-LHL	glszm	SmallAreaHighGrayLevelEmphasis	0.009526643990929706	14.003616229154769
wavelet-LHL	glszm	SmallAreaLowGrayLevelEmphasis	0.0011933106575963718	0.09869588998993337
wavelet-LHL	glszm	ZoneEntropy	0.9999999999999993	3.8924071185928715
wavelet-LHL	glszm	ZonePercentage	0.046511627906976744	0.0708955223880597
wavelet-LHL	glszm	ZoneVariance	42.25	1189.98891966759
wavelet-LHL	gldm	DependenceEntropy	4.321386266229371	5.380514061313589
wavelet-LHL	gldm	DependenceNonUniformity	3.744186046511628	14.895522388059701
wavelet-LHL	gldm	DependenceNonUniformityNormalized	0.08707409410492158	0.05558030741813322
wavelet-LHL	gldm	DependenceVariance	15.160627366143864	28.434339496547114
wavelet-LHL	gldm	GrayLevelNonUniformity	23.46511627906977	101.8955223880597
wavelet-LHL	gldm	GrayLevelVariance	0.2271498107084911	0.8733014034306081
wavelet-LHL	gldm	HighGrayLevelEmphasis	2.046511627906977	20.58955223880597
wavelet-LHL	gldm	LargeDependenceEmphasis	137.1860465116279	122.11940298507463
wavelet-LHL	gldm	LargeDependenceHighGrayLevelEmphasis	221.8139534883721	2193.5522388059703
wavelet-LHL	gldm	LargeDependenceLowGrayLevelEmphasis	116.02906976744185	7.085265826479846
wavelet-LHL	gldm	LowGrayLevelEmphasis	0.7383720930232558	0.06089860011168648
wavelet-LHL	gldm	SmallDependenceEmphasis	0.012928791267506701	0.06561343834846509
wavelet-LHL	gldm	SmallDependenceHighGrayLevelEmphasis	0.03572162002162707	1.655178815343541
wavelet-LHL	gldm	SmallDependenceLowGrayLevelEmphasis	0.007230584078976609	0.008781613300804122
wavelet-LHL	ngtdm	Busyness	43.39446726175445	0.7526925956281332
wavelet-LHL	ngtdm	Coarseness	0.24772743343422673	0.02379410921573341
wavelet-LHL	ngtdm	Complexity	0.18775323855815867	21.270377650803326
wavelet-LHL	ngtdm	Contrast	0.04362188759049702	0.01404306902244725
wavelet-LHL	ngtdm	Strength	0.24219739351937486	1.0415932742956135
wavelet-LHH	firstorder	10Percentile	-3.9339471751871016	-12.877269869190945
wavelet-LHH	firstorder	90Percentile	3.6866219971316414	14.308753536238386
wavelet-LHH	firstorder	Energy	3878033.307077435	24201106.181407437
wavelet-LHH	firstorder	Entropy	0.9902246902198677	1.349153195442435
wavelet-LHH	firstorder	InterquartileRange	4.192979135918683	13.419508080090637
wavelet-LHH	firstorder	Kurtosis	2.1043044023011137	6.121449366373457
wavelet-LHH	firstorder	Maximum	5.333499069648255	55.72279717606447
wavelet-LHH	firstorder	MeanAbsoluteDeviation	2.4114946396530117	9.118835435500111
wavelet-LHH	firstorder	Mean	0.2979702699597032	0.23024744743760597
wavelet-LHH	firstorder	Median	0.6598751910010824	-0.3847954140653488
wavelet-LHH	firstorder	Minimum	-5.002515806391556	-47.02919262437948
wavelet-LHH	firstorder	Range	10.336014876039812	102.75198980044395
wavelet-LHH	firstorder	RobustMeanAbsoluteDeviation	1.7370726054943904	5.50595432502954
wavelet-LHH	firstorder	RootMeanSquared	300.31120707496757	300.50396836855856
wavelet-LHH	firstorder	Skewness	-0.2510332107371734	0.15689205268187464
wavelet-LHH	firstorder	TotalEnergy	3878033.307077435	24201106.181407437
wavelet-LHH	firstorder	Uniformity	0.5067604110329909	0.4448652261082646
wavelet-LHH	firstorder	Variance	7.950146566454718	164.4335229020171
wavelet-LHH	glcm	Autocorrelation	2.5470208262409377	6.225498145003163
wavelet-LHH	glcm	JointAverage	1.5855943055954602	2.48748944256267
wavelet-LHH	glcm	ClusterProminence	0.5622285317414506	2.13642631418904
wavelet-LHH	glcm	ClusterShade	-0.11912441747394428	0.21328465950507186
wavelet-LHH	glcm	ClusterTendency	0.5463072203271276	0.7864557768283711
wavelet-LHH	glcm	Contrast	0.4195241810908862	0.635235637542613
wavelet-LHH	glcm	Correlation	0.1323747448600523	0.10976522670797273
wavelet-LHH	glcm	DifferenceAverage	0.4195241810908862	0.5379248242233964
wavelet-LHH	glcm	DifferenceEntropy	0.8375896206195529	1.177538132542319
wavelet-LHH	glcm	DifferenceVariance	0.19705177483270456	0.3356483626752309
wavelet-LHH	glcm	JointEnergy	0.3200325244582886	0.22467282745995404
wavelet-LHH	glcm	JointEntropy	1.788618873574456	2.4687620076507124
wavelet-LHH	glcm	Imc1	-0.16521526455059032	-0.05991849761464315
wavelet-LHH	glcm	Imc2	0.4586632703466205	0.344887146421889
wavelet-LHH	glcm	Idm	0.7902379094545569	0.7407686692202234
wavelet-LHH	glcm	Idmn	0.9160951637818229	0.9765411042852995
wavelet-LHH	glcm	Id	0.7902379094545569	0.7457807436504644
wavelet-LHH	glcm	Idn	0.8601586063030381	0.912557407247198
wavelet-LHH	glcm	InverseVariance	0.4195241810908862	0.46671137541038593
wavelet-LHH	glcm	MaximumProbability	0.41718914243635624	0.29558036696243717
wavelet-LHH	glcm	SumEntropy	1.3690946924835703	1.7996256380649902
wavelet-LHH	glcm	SumSquares	0.24145785035450346	0.35542285359274606
wavelet-LHH	glrlm	GrayLevelNonUniformity	15.34120904231596	72.92516662897108
wavelet-LHH	glrlm	GrayLevelNonUniformityNormalized	0.502474239345108	0.41924676814768574
wavelet-LHH	glrlm	GrayLevelVariance	0.248762880327446	0.4720988142455734
wavelet-LHH	glrlm	HighGrayLevelRunEmphasis	2.572219737346504	6.877027679958118
wavelet-LHH	glrlm	LongRunEmphasis	2.5753320517113805	3.321291849284294
wavelet-LHH	glrlm	LongRunHighGrayLevelEmphasis	7.2159861860239465	21.075095565504057
wavelet-LHH	glrlm	LongRunLowGrayLevelEmphasis	1.4151685181332392	0.6582965953174346
wavelet-LHH	glrlm	LowGrayLevelRunEmphasis	0.606945065663374	0.20494259519795888
wavelet-LHH	glrlm	RunEntropy	2.018713226721705	2.804211956377426
wavelet-LHH	glrlm	RunLengthNonUniformity	17.57386237187294	85.2214715008801
wavelet-LHH	glrlm	RunLengthNonUniformityNormalized	0.5470921242874615	0.4784743899646457
wavelet-LHH	glrlm	RunPercentage	0.7101967799642218	0.6469575200918485
wavelet-LHH	glrlm	RunVariance	0.37782447711077094	0.7776527769065005
wavelet-LHH	glrlm	ShortRunEmphasis	0.7157599154968223	0.6989654716594256
wavelet-LHH	glrlm	ShortRunHighGrayLevelEmphasis	1.7684766372796967	5.0155130949783535
wavelet-LHH	glrlm	ShortRunLowGrayLevelEmphasis	0.45258073505110374	0.14584998664116816
wavelet-LHH	glszm	GrayLevelNonUniformity	1.6666666666666667	2.6363636363636362
wavelet-LHH	glszm	GrayLevelNonUniformityNormalized	0.5555555555555556	0.2396694214876033
wavelet-LHH	glszm	GrayLevelVariance	0.2222222222222222	1.834710743801653
wavelet-LHH	glszm	HighGrayLevelZoneEmphasis	3.0	12.545454545454545
wavelet-LHH	glszm	LargeAreaEmphasis	297.0	2878.909090909091
wavelet-LHH	glszm	LargeAreaHighGrayLevelEmphasis	827.0	17855.272727272728
wavelet-LHH	glszm	LargeAreaLowGrayLevelEmphasis	164.5	546.1354292929293
wavelet-LHH	glszm	LowGrayLevelZoneEmphasis	0.5	0.2547474747474748
wavelet-LHH	glszm	SizeZoneNonUniformity	1.0	3.727272727272727
wavelet-LHH	glszm	SizeZoneNonUniformityNormalized	0.3333333333333333	0.33884297520661155
wavelet-LHH	glszm	SmallAreaEmphasis	0.334886814090245	0.5808197490581889
wavelet-LHH	glszm	SmallAreaHighGrayLevelEmphasis	1.336777173258487	8.891493459161381
wavelet-LHH	glszm	SmallAreaLowGrayLevelEmphasis	0.08441422429818451	0.12422549511248948
wavelet-LHH	glszm	ZoneEntropy	1.5849625007211552	3.095795255000931
wavelet-LHH	glszm	ZonePercentage	0.06976744186046512	0.041044776119402986
wavelet-LHH	glszm	ZoneVariance	91.55555555555554	2285.3223140495866
wavelet-LHH	gldm	DependenceEntropy	4.21988561561076	4.950897465367838
wavelet-LHH	gldm	DependenceNonUniformity	4.069767441860465	18.888059701492537
wavelet-LHH	gldm	DependenceNonUniformityNormalized	0.09464575446187128	0.0704778347070617
wavelet-LHH	gldm	DependenceVariance	12.667387777176852	16.25150367565159
wavelet-LHH	gldm	GrayLevelNonUniformity	21.790697674418606	119.22388059701493
wavelet-LHH	gldm	GrayLevelVariance	0.24661979448350463	0.3991980396524838
wavelet-LHH	gldm	HighGrayLevelEmphasis	2.6744186046511627	6.611940298507463
wavelet-LHH	gldm	LargeDependenceEmphasis	85.51162790697674	119.86567164179104
wavelet-LHH	gldm	LargeDependenceHighGrayLevelEmphasis	266.48837209302326	723.6492537313433
wavelet-LHH	gldm	LargeDependenceLowGrayLevelEmphasis	40.26744186046512	23.46259639303483
wavelet-LHH	gldm	LowGrayLevelEmphasis	0.5813953488372093	0.20145418739635157
wavelet-LHH	gldm	SmallDependenceEmphasis	0.0487682248054918	0.04110105467455092
wavelet-LHH	gldm	SmallDependenceHighGrayLevelEmphasis	0.15445778372011054	0.4922305428560884
wavelet-LHH	gldm	SmallDependenceLowGrayLevelEmphasis	0.022345835076837118	0.009271692475197315
wavelet-LHH	ngtdm	Busyness	6.680659025268292	3.7047322727179997
wavelet-LHH	ngtdm	Coarseness	0.11097397839654811	0.018917340538875397
wavelet-LHH	ngtdm	Complexity	0.41912192911364077	5.373915171944106
wavelet-LHH	ngtdm	Contrast	0.10360615279061973	0.020095216761769005
wavelet-LHH	ngtdm	Strength	0.11071435244481323	0.19692738336307763
wavelet-HLL	firstorder	10Percentile	-17.274839254727347	-32.849116598966106
wavelet-HLL	firstorder	90Percentile	2.4248065089937856	39.52531541579459
wavelet-HLL	firstorder	Energy	3676440.4084360437	24103790.260849543
wavelet-HLL	firstorder	Entropy	0.7372630092079067	2.2595906507589354
wavelet-HLL	firstorder	InterquartileRange	9.765649641003604	24.079332690295303
wavelet-HLL	firstorder	Kurtosis	5.786706291168199	5.935514408551226
wavelet-HLL	firstorder	Maximum	25.59912117051895	123.2096901424593
wavelet-HLL	firstorder	MeanAbsoluteDeviation	6.973312676122223	21.35114431472995
wavelet-HLL	firstorder	Mean	-7.75764721277718	-1.7974049946209287
wavelet-HLL	firstorder	Median	-8.642125984909876	-4.551234559012844
wavelet-HLL	firstorder	Minimum	-18.954183414485993	-123.32186069396919
wavelet-HLL	firstorder	Range	44.55330458500494	246.5315508364285
wavelet-HLL	firstorder	RobustMeanAbsoluteDeviation	4.337873670137666	11.710997381349587
wavelet-HLL	firstorder	RootMeanSquared	292.4014605806124	299.89917622209686
wavelet-HLL	firstorder	Skewness	1.5798850285310946	0.612558014265212
wavelet-HLL	firstorder	TotalEnergy	3676440.4084360437	24103790.260849543
wavelet-HLL	firstorder	Uniformity	0.7209302325581396	0.28567052795722875
wavelet-HLL	firstorder	Variance	93.02138706383109	1014.728230750194
wavelet-HLL	glcm	Autocorrelation	1.2514681192696986	28.518738038468218
wavelet-HLL	glcm	JointAverage	1.119102759900101	5.30967995208802
wavelet-HLL	glcm	ClusterProminence	0.5384157460407045	76.43166708645953
wavelet-HLL	glcm	ClusterShade	0.3076056436299845	3.0258972455604263
wavelet-HLL	glcm	ClusterTendency	0.2732137101152436	3.7383268861209205
wavelet-HLL	glcm	Contrast	0.2816290523097955	2.4391476443366518
wavelet-HLL	glcm	Correlation	-0.029422708750648115	0.20281309640663708
wavelet-HLL	glcm	DifferenceAverage	0.21698536064900864	1.003323856528729
wavelet-HLL	glcm	DifferenceEntropy	0.7788307230882275	1.8929301729717762
wavelet-HLL	glcm	DifferenceVariance	0.22894406774809825	1.3794046935920674
wavelet-HLL	glcm	JointEnergy	0.6679301522198392	0.1197212517704634
wavelet-HLL	glcm	JointEntropy	1.0048416518032413	4.01786745992217
wavelet-HLL	glcm	Imc1	-0.07510538764585353	-0.15418082926172824
wavelet-HLL	glcm	Imc2	0.21814019222224523	0.6759824645056598
wavelet-HLL	glcm	Idm	0.8979716888415743	0.6240043103012012
wavelet-HLL	glcm	Idmn	0.9748206497687492	0.978310602504042
wavelet-HLL	glcm	Id	0.9022812682856268	0.6557559048704571
wavelet-HLL	glcm	Idn	0.9489858444207869	0.9182419284466531
wavelet-HLL	glcm	InverseVariance	0.16042213044582024	0.395994688961385
wavelet-HLL	glcm	MaximumProbability	0.807378925499687	0.2836707986772677
wavelet-HLL	glcm	SumEntropy	0.8201781369846265	2.760982414820412
wavelet-HLL	glcm	SumSquares	0.13871069060625973	1.5443686326143928
