Image type	Feature Class	Feature Name	1: RTSTRUCT: ANON_48_segment_Lt Med Cerebellar	1: RTSTRUCT: ANON_48_segment_Lt Lat Cerebellar
log-sigma-5-0-mm-3D	glrlm	RunVariance	0.9713037932164532	1.4859546243925654
log-sigma-5-0-mm-3D	glrlm	ShortRunEmphasis	0.47882072437615114	0.515207507803314
log-sigma-5-0-mm-3D	glrlm	ShortRunHighGrayLevelEmphasis	1.3035863201994156	2.624734276322881
log-sigma-5-0-mm-3D	glrlm	ShortRunLowGrayLevelEmphasis	0.27262932542033513	0.2032452044464608
log-sigma-5-0-mm-3D	glszm	GrayLevelNonUniformity	1.0	1.0
log-sigma-5-0-mm-3D	glszm	GrayLevelNonUniformityNormalized	0.5	0.3333333333333333
log-sigma-5-0-mm-3D	glszm	GrayLevelVariance	0.25	0.6666666666666666
log-sigma-5-0-mm-3D	glszm	HighGrayLevelZoneEmphasis	2.5	4.666666666666667
log-sigma-5-0-mm-3D	glszm	LargeAreaEmphasis	5330.0	5634.666666666667
log-sigma-5-0-mm-3D	glszm	LargeAreaHighGrayLevelEmphasis	13106.0	24369.333333333332
log-sigma-5-0-mm-3D	glszm	LargeAreaLowGrayLevelEmphasis	3386.0	1485.8148148148148
log-sigma-5-0-mm-3D	glszm	LowGrayLevelZoneEmphasis	0.625	0.4537037037037037
log-sigma-5-0-mm-3D	glszm	SizeZoneNonUniformity	1.0	1.0
log-sigma-5-0-mm-3D	glszm	SizeZoneNonUniformityNormalized	0.5	0.3333333333333333
log-sigma-5-0-mm-3D	glszm	SmallAreaEmphasis	0.0001877581410239068	0.000831939375664125
log-sigma-5-0-mm-3D	glszm	SmallAreaHighGrayLevelEmphasis	0.00047710999287575864	0.002745847684250837
log-sigma-5-0-mm-3D	glszm	SmallAreaLowGrayLevelEmphasis	0.00011542017806094383	0.0006099514746742132
log-sigma-5-0-mm-3D	glszm	ZoneEntropy	0.9999999999999993	1.5849625007211552
log-sigma-5-0-mm-3D	glszm	ZonePercentage	0.0136986301369863	0.016304347826086956
log-sigma-5-0-mm-3D	glszm	ZoneVariance	1.0	1872.8888888888887
log-sigma-5-0-mm-3D	gldm	DependenceEntropy	4.89663021541727	5.141344276845422
log-sigma-5-0-mm-3D	gldm	DependenceNonUniformity	10.178082191780822	10.293478260869565
log-sigma-5-0-mm-3D	gldm	DependenceNonUniformityNormalized	0.06971289172452617	0.05594281663516068
log-sigma-5-0-mm-3D	gldm	DependenceVariance	16.84706323888159	33.49385633270322
log-sigma-5-0-mm-3D	gldm	GrayLevelNonUniformity	73.01369863013699	91.8695652173913
log-sigma-5-0-mm-3D	gldm	GrayLevelVariance	0.24995308688309248	0.3311672967863894
log-sigma-5-0-mm-3D	gldm	HighGrayLevelEmphasis	2.4794520547945207	4.641304347826087
log-sigma-5-0-mm-3D	gldm	LargeDependenceEmphasis	201.13698630136986	233.16304347826087
log-sigma-5-0-mm-3D	gldm	LargeDependenceHighGrayLevelEmphasis	466.4109589041096	1008.4347826086956
log-sigma-5-0-mm-3D	gldm	LargeDependenceLowGrayLevelEmphasis	134.81849315068493	63.29438405797101
log-sigma-5-0-mm-3D	gldm	LowGrayLevelEmphasis	0.6301369863013698	0.31914251207729466
log-sigma-5-0-mm-3D	gldm	SmallDependenceEmphasis	0.007666141456962052	0.009853765219029401
log-sigma-5-0-mm-3D	gldm	SmallDependenceHighGrayLevelEmphasis	0.02094412796439719	0.04800445132559345
log-sigma-5-0-mm-3D	gldm	SmallDependenceLowGrayLevelEmphasis	0.004346644830103266	0.004190946729476194
log-sigma-5-0-mm-3D	ngtdm	Busyness	16.024067625542266	4.039287922345377
log-sigma-5-0-mm-3D	ngtdm	Coarseness	0.06508067534580515	0.051764299329645776
log-sigma-5-0-mm-3D	ngtdm	Complexity	0.21048690819815322	0.7545802667777607
log-sigma-5-0-mm-3D	ngtdm	Contrast	0.05265342741103617	0.029746949857341238
log-sigma-5-0-mm-3D	ngtdm	Strength	0.06502928787674346	0.12144729923368577
wavelet-LLH	firstorder	10Percentile	-96.29285354866226	-63.92154489236347
wavelet-LLH	firstorder	90Percentile	64.40054129057191	35.892331971072146
wavelet-LLH	firstorder	Energy	12401344.173858166	15350858.605221765
wavelet-LLH	firstorder	Entropy	3.1220386406934866	2.6503781754512583
wavelet-LLH	firstorder	InterquartileRange	97.91489920503483	49.2829767190271
wavelet-LLH	firstorder	Kurtosis	2.214562984890419	2.8993725177854888
wavelet-LLH	firstorder	Maximum	82.87615378614632	85.8762794893357
wavelet-LLH	firstorder	MeanAbsoluteDeviation	48.653973393592224	30.059938623861964
wavelet-LLH	firstorder	Mean	-14.669759692870205	-13.69645696337688
wavelet-LLH	firstorder	Median	-15.135575443272206	-13.95734990693381
wavelet-LLH	firstorder	Minimum	-149.92080457292641	-127.91002313137858
wavelet-LLH	firstorder	Range	232.79695835907273	213.78630262071428
wavelet-LLH	firstorder	RobustMeanAbsoluteDeviation	36.38494771616032	20.695721666476345
wavelet-LLH	firstorder	RootMeanSquared	291.44590153161613	288.8400584687056
wavelet-LLH	firstorder	Skewness	-0.2438614914064237	-0.1334465076851208
wavelet-LLH	firstorder	TotalEnergy	12401344.173858166	15350858.605221765
wavelet-LLH	firstorder	Uniformity	0.12647776318258586	0.18921313799621928
wavelet-LLH	firstorder	Variance	3527.367485852041	1458.860620881736
wavelet-LLH	glcm	Autocorrelation	35.19106350324324	35.564840887207524
wavelet-LLH	glcm	JointAverage	5.733646053465374	5.933125845291108
wavelet-LLH	glcm	ClusterProminence	591.5705261704102	106.7229950068386
wavelet-LLH	glcm	ClusterShade	-0.02132902156505919	-1.062657731768204
wavelet-LLH	glcm	ClusterTendency	16.24894153153972	5.669852122994911
wavelet-LLH	glcm	Contrast	7.061419945661091	4.224342415130388
wavelet-LLH	glcm	Correlation	0.3785004628614725	0.14701320958144454
wavelet-LLH	glcm	DifferenceAverage	1.9653827704119626	1.515035563500986
wavelet-LLH	glcm	DifferenceEntropy	2.3755133973508724	2.1826737481846346
wavelet-LLH	glcm	DifferenceVariance	2.672006077657807	1.7829721090087
wavelet-LLH	glcm	JointEnergy	0.025717053484215328	0.043818803410444834
wavelet-LLH	glcm	JointEntropy	5.59051863609237	4.986399487765812
wavelet-LLH	glcm	Imc1	-0.22180634883036893	-0.12729649055650283
wavelet-LLH	glcm	Imc2	0.8340981602537766	0.6744907052085398
wavelet-LLH	glcm	Idm	0.4131928657090856	0.47204903527259395
wavelet-LLH	glcm	Idmn	0.9425201737794411	0.9633559674431509
wavelet-LLH	glcm	Id	0.4790521791284831	0.5276391838874638
wavelet-LLH	glcm	Idn	0.8525019947519232	0.8797824229429582
wavelet-LLH	glcm	InverseVariance	0.3818415657847186	0.4295615432202621
wavelet-LLH	glcm	MaximumProbability	0.05718852930591545	0.11415995031984329
wavelet-LLH	glcm	SumEntropy	3.81193168841797	3.1943703158798717
wavelet-LLH	glcm	SumSquares	5.827590369300202	2.4735486345313245
wavelet-LLH	glrlm	GrayLevelNonUniformity	15.739939406763996	27.297636212656965
wavelet-LLH	glrlm	GrayLevelNonUniformityNormalized	0.12394876203741223	0.17682208809686512
wavelet-LLH	glrlm	GrayLevelVariance	5.754161533610006	2.6487171799609066
wavelet-LLH	glrlm	HighGrayLevelRunEmphasis	40.489082686368654	38.03659358201788
wavelet-LLH	glrlm	LongRunEmphasis	1.5312939113590052	1.6937658278056396
wavelet-LLH	glrlm	LongRunHighGrayLevelEmphasis	62.24687482105616	64.09015215117061
wavelet-LLH	glrlm	LongRunLowGrayLevelEmphasis	0.13310463192482713	0.06541641987248173
wavelet-LLH	glrlm	LowGrayLevelRunEmphasis	0.09297419634750435	0.043436607302858116
wavelet-LLH	glrlm	RunEntropy	3.6717465796348807	3.3688353122150425
wavelet-LLH	glrlm	RunLengthNonUniformity	98.78150046768725	114.02889182383767
wavelet-LLH	glrlm	RunLengthNonUniformityNormalized	0.7694501736894754	0.734510174878453
wavelet-LLH	glrlm	RunPercentage	0.869336143308746	0.8390468227424749
wavelet-LLH	glrlm	RunVariance	0.1780884877052707	0.2579814369263973
wavelet-LLH	glrlm	ShortRunEmphasis	0.8954428082650371	0.8791010119564172
wavelet-LLH	glrlm	ShortRunHighGrayLevelEmphasis	36.41431805089253	33.55333601138469
wavelet-LLH	glrlm	ShortRunLowGrayLevelEmphasis	0.08459984972713332	0.03944283088242914
wavelet-LLH	glszm	GrayLevelNonUniformity	3.6153846153846154	4.230769230769231
wavelet-LLH	glszm	GrayLevelNonUniformityNormalized	0.1390532544378698	0.16272189349112426
wavelet-LLH	glszm	GrayLevelVariance	5.5325443786982245	5.841715976331361
wavelet-LLH	glszm	HighGrayLevelZoneEmphasis	40.61538461538461	37.80769230769231
wavelet-LLH	glszm	LargeAreaEmphasis	70.92307692307692	202.23076923076923
wavelet-LLH	glszm	LargeAreaHighGrayLevelEmphasis	3071.769230769231	7366.461538461538
wavelet-LLH	glszm	LargeAreaLowGrayLevelEmphasis	4.053503988846251	6.10523910668256
wavelet-LLH	glszm	LowGrayLevelZoneEmphasis	0.1136168951198713	0.08656775103203675
wavelet-LLH	glszm	SizeZoneNonUniformity	4.230769230769231	5.384615384615385
wavelet-LLH	glszm	SizeZoneNonUniformityNormalized	0.16272189349112426	0.20710059171597633
wavelet-LLH	glszm	SmallAreaEmphasis	0.37383790137683687	0.4450875140151341
wavelet-LLH	glszm	SmallAreaHighGrayLevelEmphasis	14.341911388076536	15.919551728799677
wavelet-LLH	glszm	SmallAreaLowGrayLevelEmphasis	0.022608890913145534	0.05785690251859475
wavelet-LLH	glszm	ZoneEntropy	4.257756064128512	4.2539150845089
wavelet-LLH	glszm	ZonePercentage	0.1780821917808219	0.14130434782608695
wavelet-LLH	glszm	ZoneVariance	39.390532544378694	152.14792899408283
wavelet-LLH	gldm	DependenceEntropy	5.506921456550851	5.518165792334478
wavelet-LLH	gldm	DependenceNonUniformity	20.54794520547945	21.619565217391305
wavelet-LLH	gldm	DependenceNonUniformityNormalized	0.140739350722462	0.1174976370510397
wavelet-LLH	gldm	DependenceVariance	5.581910302120472	9.574551039697543
wavelet-LLH	gldm	GrayLevelNonUniformity	18.465753424657535	34.81521739130435
wavelet-LLH	gldm	GrayLevelVariance	5.714017639331956	2.4437618147448017
wavelet-LLH	gldm	HighGrayLevelEmphasis	40.41095890410959	37.92391304347826
wavelet-LLH	gldm	LargeDependenceEmphasis	24.91780821917808	36.45652173913044
wavelet-LLH	gldm	LargeDependenceHighGrayLevelEmphasis	991.4931506849315	1347.8152173913043
wavelet-LLH	gldm	LargeDependenceLowGrayLevelEmphasis	1.620614513118794	1.1256463654805722
wavelet-LLH	gldm	LowGrayLevelEmphasis	0.0909030355546582	0.04160863454681389
wavelet-LLH	gldm	SmallDependenceEmphasis	0.14218585912032733	0.12362778893004779
wavelet-LLH	gldm	SmallDependenceHighGrayLevelEmphasis	5.759295262940726	4.633769217619287
wavelet-LLH	gldm	SmallDependenceLowGrayLevelEmphasis	0.011434557334214633	0.010617697384653148
wavelet-LLH	ngtdm	Busyness	0.4021707698980147	0.401371487929088
wavelet-LLH	ngtdm	Coarseness	0.051391543636258946	0.0386012275360433
wavelet-LLH	ngtdm	Complexity	43.036879973555315	41.481476648830956
wavelet-LLH	ngtdm	Contrast	0.15252259980645297	0.05719278815180519
wavelet-LLH	ngtdm	Strength	1.6098934723436347	1.125201675063409
wavelet-LHL	firstorder	10Percentile	-46.558405707311344	-60.35915494627338
wavelet-LHL	firstorder	90Percentile	34.99349909211102	30.42270396000524
wavelet-LHL	firstorder	Energy	12393365.73943143	15099119.706580402
wavelet-LHL	firstorder	Entropy	2.36167167137248	2.6133585491668727
wavelet-LHL	firstorder	InterquartileRange	39.78698194507719	49.79470397665577
wavelet-LHL	firstorder	Kurtosis	2.86662234443376	3.3471355321293266
wavelet-LHL	firstorder	Maximum	79.91785824896594	112.04644282771054
wavelet-LHL	firstorder	MeanAbsoluteDeviation	25.116562233842842	30.195774343681695
wavelet-LHL	firstorder	Mean	-10.319003198659328	-16.03071421026282
wavelet-LHL	firstorder	Median	-15.186911716118267	-19.091636316290028
wavelet-LHL	firstorder	Minimum	-64.76579665216849	-106.87265596495308
wavelet-LHL	firstorder	Range	144.68365490113445	218.91909879266362
wavelet-LHL	firstorder	RobustMeanAbsoluteDeviation	17.65825463367252	21.074297575429494
wavelet-LHL	firstorder	RootMeanSquared	291.3521352391886	286.46192275403195
wavelet-LHL	firstorder	Skewness	0.5440005713773232	0.5808733131574338
wavelet-LHL	firstorder	TotalEnergy	12393365.73943143	15099119.706580402
wavelet-LHL	firstorder	Uniformity	0.22377556764871462	0.19482514177693758
wavelet-LHL	firstorder	Variance	970.986800616108	1421.877916003543
wavelet-LHL	glcm	Autocorrelation	9.638755882838876	23.130088402311536
wavelet-LHL	glcm	JointAverage	3.0300065457450134	4.75268907460617
wavelet-LHL	glcm	ClusterProminence	52.318142615498395	135.57128553563984
wavelet-LHL	glcm	ClusterShade	4.457772866494001	8.60993529689213
wavelet-LHL	glcm	ClusterTendency	4.12148165162651	5.721304997779305
wavelet-LHL	glcm	Contrast	2.2994118483826393	3.5569464251401777
wavelet-LHL	glcm	Correlation	0.2855185129995347	0.2389357374919802
wavelet-LHL	glcm	DifferenceAverage	1.1504608134946719	1.420630169551399
wavelet-LHL	glcm	DifferenceEntropy	1.7833222672354672	2.089931447676466
wavelet-LHL	glcm	DifferenceVariance	0.8789310284406486	1.4377479790291643
wavelet-LHL	glcm	JointEnergy	0.0630706557604897	0.045777534700398914
wavelet-LHL	glcm	JointEntropy	4.329185224709045	4.895304984543376
wavelet-LHL	glcm	Imc1	-0.13508176060314198	-0.12511573957310082
wavelet-LHL	glcm	Imc2	0.6391009913319953	0.6782259254642273
wavelet-LHL	glcm	Idm	0.5337410426420003	0.4799829370562782
wavelet-LHL	glcm	Idmn	0.9590146405501818	0.9682398885278476
wavelet-LHL	glcm	Id	0.5740921432269539	0.533241906517006
wavelet-LHL	glcm	Idn	0.8705753313922542	0.8850907684219459
wavelet-LHL	glcm	InverseVariance	0.502060130173017	0.4518597296561214
wavelet-LHL	glcm	MaximumProbability	0.1143565630592469	0.096432347523592
wavelet-LHL	glcm	SumEntropy	2.934207665456744	3.1632383663252144
wavelet-LHL	glcm	SumSquares	1.6052233750022873	2.3195628557298713
wavelet-LHL	glrlm	GrayLevelNonUniformity	26.062031905737992	28.603928199594773
wavelet-LHL	glrlm	GrayLevelNonUniformityNormalized	0.2150033517074776	0.18485999652651278
wavelet-LHL	glrlm	GrayLevelVariance	1.8476421420846187	2.5826412965952574
wavelet-LHL	glrlm	HighGrayLevelRunEmphasis	11.692172207619647	26.9111381465067
wavelet-LHL	glrlm	LongRunEmphasis	1.7708129657002254	1.6529248703508226
wavelet-LHL	glrlm	LongRunHighGrayLevelEmphasis	19.105387694979875	41.40206217162567
wavelet-LHL	glrlm	LongRunLowGrayLevelEmphasis	0.3456346846657788	0.100267950040439
wavelet-LHL	glrlm	LowGrayLevelRunEmphasis	0.20763887114964585	0.06246062317437899
wavelet-LHL	glrlm	RunEntropy	3.108937332027102	3.3256961431265215
wavelet-LHL	glrlm	RunLengthNonUniformity	87.87581031643285	112.82509541380136
wavelet-LHL	glrlm	RunLengthNonUniformityNormalized	0.713617941815994	0.7245306486254379
wavelet-LHL	glrlm	RunPercentage	0.8298208640674394	0.8407190635451506
wavelet-LHL	glrlm	RunVariance	0.2672753861225932	0.2212063587332299
wavelet-LHL	glrlm	ShortRunEmphasis	0.8645598834933056	0.8737966866519967
wavelet-LHL	glrlm	ShortRunHighGrayLevelEmphasis	10.33799512800379	24.08977152878111
wavelet-LHL	glrlm	ShortRunLowGrayLevelEmphasis	0.1827687917832263	0.05493744074727483
wavelet-LHL	glszm	GrayLevelNonUniformity	3.3157894736842106	2.9
wavelet-LHL	glszm	GrayLevelNonUniformityNormalized	0.1745152354570637	0.145
wavelet-LHL	glszm	GrayLevelVariance	3.3130193905817173	6.2875000000000005
wavelet-LHL	glszm	HighGrayLevelZoneEmphasis	19.736842105263158	39.35
wavelet-LHL	glszm	LargeAreaEmphasis	209.05263157894737	280.7
wavelet-LHL	glszm	LargeAreaHighGrayLevelEmphasis	1663.842105263158	6059.85
wavelet-LHL	glszm	LargeAreaLowGrayLevelEmphasis	36.39203126864781	14.859871748236333
wavelet-LHL	glszm	LowGrayLevelZoneEmphasis	0.21268916338465207	0.10094891660367848
wavelet-LHL	glszm	SizeZoneNonUniformity	3.8421052631578947	2.8
wavelet-LHL	glszm	SizeZoneNonUniformityNormalized	0.20221606648199447	0.14
wavelet-LHL	glszm	SmallAreaEmphasis	0.4113265782788526	0.26785362482573605
wavelet-LHL	glszm	SmallAreaHighGrayLevelEmphasis	11.646064657388793	13.569812705758801
wavelet-LHL	glszm	SmallAreaLowGrayLevelEmphasis	0.027262115588530044	0.054924639480121384
wavelet-LHL	glszm	ZoneEntropy	3.6421498816369002	4.121928094887356
wavelet-LHL	glszm	ZonePercentage	0.13013698630136986	0.10869565217391304
wavelet-LHL	glszm	ZoneVariance	150.00554016620498	196.05999999999997
wavelet-LHL	gldm	DependenceEntropy	5.113018888028067	5.109786518954129
wavelet-LHL	gldm	DependenceNonUniformity	16.616438356164384	22.782608695652176
wavelet-LHL	gldm	DependenceNonUniformityNormalized	0.11381122161756427	0.12381852551984877
wavelet-LHL	gldm	DependenceVariance	6.162131732032276	5.925685255198488
wavelet-LHL	gldm	GrayLevelNonUniformity	32.67123287671233	35.84782608695652
wavelet-LHL	gldm	GrayLevelVariance	1.7223212610245826	2.3919836956521743
wavelet-LHL	gldm	HighGrayLevelEmphasis	11.349315068493151	26.157608695652176
wavelet-LHL	gldm	LargeDependenceEmphasis	35.58904109589041	32.358695652173914
wavelet-LHL	gldm	LargeDependenceHighGrayLevelEmphasis	336.6095890410959	694.1358695652174
wavelet-LHL	gldm	LargeDependenceLowGrayLevelEmphasis	6.065720964184761	1.860560147015731
wavelet-LHL	gldm	LowGrayLevelEmphasis	0.20288991395645015	0.061832422230164205
wavelet-LHL	gldm	SmallDependenceEmphasis	0.10200381075767533	0.09074363566676054
wavelet-LHL	gldm	SmallDependenceHighGrayLevelEmphasis	2.1142121807707306	3.432017816333807
wavelet-LHL	gldm	SmallDependenceLowGrayLevelEmphasis	0.016471665108499383	0.009034331796871685
wavelet-LHL	ngtdm	Busyness	1.1503461924464664	0.49326716877443283
wavelet-LHL	ngtdm	Coarseness	0.0529709159607145	0.04140099909313431
wavelet-LHL	ngtdm	Complexity	14.220350224303633	37.076186408880076
wavelet-LHL	ngtdm	Contrast	0.062289030930941666	0.049883921705798674
wavelet-LHL	ngtdm	Strength	0.8241353034645281	1.2778371202865244
wavelet-LHH	firstorder	10Percentile	-12.4989953440638	-17.099729891610416
wavelet-LHH	firstorder	90Percentile	12.062023817360739	21.138180214905795
wavelet-LHH	firstorder	Energy	13065819.291234508	16694450.069926161
wavelet-LHH	firstorder	Entropy	1.167069752108445	1.3836032717895448
wavelet-LHH	firstorder	InterquartileRange	10.275756655945274	22.200380919213213
wavelet-LHH	firstorder	Kurtosis	3.629209304839561	2.5959648668064763
wavelet-LHH	firstorder	Maximum	30.119755312379088	44.48677658317267
wavelet-LHH	firstorder	MeanAbsoluteDeviation	7.579346259363265	12.491289109584716
wavelet-LHH	firstorder	Mean	-1.016087298694327	0.8392773053550517
wavelet-LHH	firstorder	Median	-1.7789360591612176	0.17777291267222023
wavelet-LHH	firstorder	Minimum	-30.468858071483975	-39.019480266376625
wavelet-LHH	firstorder	Range	60.58861338386306	83.50625684954929
wavelet-LHH	firstorder	RobustMeanAbsoluteDeviation	4.807053933092485	9.208258403008857
wavelet-LHH	firstorder	RootMeanSquared	299.1519897203778	301.2153829102568
wavelet-LHH	firstorder	Skewness	-0.01937645523550441	0.1671730701537264
wavelet-LHH	firstorder	TotalEnergy	13065819.291234508	16694450.069926161
wavelet-LHH	firstorder	Uniformity	0.47945205479452063	0.42999763705103966
wavelet-LHH	firstorder	Variance	100.5328994790333	226.4361321642972
wavelet-LHH	glcm	Autocorrelation	5.949758638639987	6.381038645058843
wavelet-LHH	glcm	JointAverage	2.436280080807137	2.5208741344278307
wavelet-LHH	glcm	ClusterProminence	1.0270606372516802	2.1023128329510667
wavelet-LHH	glcm	ClusterShade	-0.0060672421428435985	0.07879550869531572
wavelet-LHH	glcm	ClusterTendency	0.6283773341761381	0.8531872784815916
wavelet-LHH	glcm	Contrast	0.5749295457375184	0.7493671215869645
wavelet-LHH	glcm	Correlation	0.043351920249739925	0.06719443343695697
wavelet-LHH	glcm	DifferenceAverage	0.53136354533083	0.6081615303630181
wavelet-LHH	glcm	DifferenceEntropy	1.0947992675290077	1.2156085303742552
wavelet-LHH	glcm	DifferenceVariance	0.2855139806752192	0.34361727855098895
wavelet-LHH	glcm	JointEnergy	0.23520285104922106	0.20700244945315915
wavelet-LHH	glcm	JointEntropy	2.283809684921059	2.6306957955908246
wavelet-LHH	glcm	Imc1	-0.04802261352817467	-0.09649684285129999
wavelet-LHH	glcm	Imc2	0.2903389928041117	0.4133202449613727
wavelet-LHH	glcm	Idm	0.7386748273752539	0.7100397939408857
wavelet-LHH	glcm	Idmn	0.9670137277525528	0.9585251151871544
wavelet-LHH	glcm	Id	0.7413261909651196	0.7190061846517861
wavelet-LHH	glcm	Idn	0.8951505724974193	0.8830234252115436
wavelet-LHH	glcm	InverseVariance	0.4956330835489764	0.48883128320974856
wavelet-LHH	glcm	MaximumProbability	0.2960861569527734	0.27520810506271914
wavelet-LHH	glcm	SumEntropy	1.664267903397613	1.8482299883554618
wavelet-LHH	glcm	SumSquares	0.30082671997841415	0.40063860001713897
wavelet-LHH	glrlm	GrayLevelNonUniformity	47.1669018349169	51.209404967939804
wavelet-LHH	glrlm	GrayLevelNonUniformityNormalized	0.4662742990696225	0.40558367067559337
wavelet-LHH	glrlm	GrayLevelVariance	0.32371095595286953	0.46113752515830025
wavelet-LHH	glrlm	HighGrayLevelRunEmphasis	6.233978043154813	6.952075776368449
wavelet-LHH	glrlm	LongRunEmphasis	2.7314974838835075	2.9437192380642565
wavelet-LHH	glrlm	LongRunHighGrayLevelEmphasis	16.66140139068454	19.471184857090996
wavelet-LHH	glrlm	LongRunLowGrayLevelEmphasis	0.5461155204641748	0.5669261456348811
wavelet-LHH	glrlm	LowGrayLevelRunEmphasis	0.20899489308945793	0.20329157899054276
wavelet-LHH	glrlm	RunEntropy	2.4019898209244697	2.6807467599859547
wavelet-LHH	glrlm	RunLengthNonUniformity	53.1091909801553	67.52457278018848
wavelet-LHH	glrlm	RunLengthNonUniformityNormalized	0.5178243868952159	0.5157453836794572
wavelet-LHH	glrlm	RunPercentage	0.6917808219178082	0.6839464882943143
wavelet-LHH	glrlm	RunVariance	0.5422288468453912	0.6111305488829566
wavelet-LHH	glrlm	ShortRunEmphasis	0.7272599663383937	0.7237017813576649
wavelet-LHH	glrlm	ShortRunHighGrayLevelEmphasis	4.569656115200815	5.15530135068218
wavelet-LHH	glrlm	ShortRunLowGrayLevelEmphasis	0.15635952724833654	0.1518723707064024
wavelet-LHH	glszm	GrayLevelNonUniformity	1.4	3.4444444444444446
wavelet-LHH	glszm	GrayLevelNonUniformityNormalized	0.28	0.38271604938271603
wavelet-LHH	glszm	GrayLevelVariance	1.36	1.5555555555555556
wavelet-LHH	glszm	HighGrayLevelZoneEmphasis	6.2	10.555555555555555
wavelet-LHH	glszm	LargeAreaEmphasis	2043.2	1610.2222222222222
wavelet-LHH	glszm	LargeAreaHighGrayLevelEmphasis	12141.2	10385.888888888889
wavelet-LHH	glszm	LargeAreaLowGrayLevelEmphasis	401.2625	294.6041666666667
wavelet-LHH	glszm	LowGrayLevelZoneEmphasis	0.4847222222222222	0.2970679012345679
wavelet-LHH	glszm	SizeZoneNonUniformity	1.4	2.5555555555555554
wavelet-LHH	glszm	SizeZoneNonUniformityNormalized	0.28	0.2839506172839506
wavelet-LHH	glszm	SmallAreaEmphasis	0.4500824366730319	0.48614188128629654
wavelet-LHH	glszm	SmallAreaHighGrayLevelEmphasis	3.4505816993250327	6.007146260342969
wavelet-LHH	glszm	SmallAreaLowGrayLevelEmphasis	0.2625136104840106	0.1410645332327468
wavelet-LHH	glszm	ZoneEntropy	2.321928094887361	2.641604167868591
wavelet-LHH	glszm	ZonePercentage	0.03424657534246575	0.04891304347826087
wavelet-LHH	glszm	ZoneVariance	1190.56	1192.2469135802469
wavelet-LHH	gldm	DependenceEntropy	4.701314759632093	4.8834393992538905
wavelet-LHH	gldm	DependenceNonUniformity	11.698630136986301	13.58695652173913
wavelet-LHH	gldm	DependenceNonUniformityNormalized	0.08012760367798837	0.0738421550094518
wavelet-LHH	gldm	DependenceVariance	11.972415087258398	15.28969754253308
wavelet-LHH	gldm	GrayLevelNonUniformity	70.0	79.1195652173913
wavelet-LHH	gldm	GrayLevelVariance	0.2991180334021392	0.40143549149338376
wavelet-LHH	gldm	HighGrayLevelEmphasis	6.178082191780822	6.788043478260869
wavelet-LHH	gldm	LargeDependenceEmphasis	93.21917808219177	100.25
wavelet-LHH	gldm	LargeDependenceHighGrayLevelEmphasis	553.7671232876712	641.0271739130435
wavelet-LHH	gldm	LargeDependenceLowGrayLevelEmphasis	18.322155631659054	18.5847297705314
wavelet-LHH	gldm	LowGrayLevelEmphasis	0.20419520547945205	0.19780344202898553
wavelet-LHH	gldm	SmallDependenceEmphasis	0.03663854901495899	0.04469051777656626
wavelet-LHH	gldm	SmallDependenceHighGrayLevelEmphasis	0.24130426906366864	0.4441338926872688
wavelet-LHH	gldm	SmallDependenceLowGrayLevelEmphasis	0.0143758642973928	0.01241098011278518
wavelet-LHH	ngtdm	Busyness	3.3233767203428988	3.9469144525046644
wavelet-LHH	ngtdm	Coarseness	0.03085057714343676	0.026578503268734083
wavelet-LHH	ngtdm	Complexity	3.25578794812351	3.229870127672468
wavelet-LHH	ngtdm	Contrast	0.0245636509727075	0.036057485332101
wavelet-LHH	ngtdm	Strength	0.17290540171786292	0.13328982726189825
wavelet-HLL	firstorder	10Percentile	-55.93872080125036	-82.82001143307112
wavelet-HLL	firstorder	90Percentile	21.49168763169133	38.34825836461336
wavelet-HLL	firstorder	Energy	11543507.536630107	13877463.768373065
wavelet-HLL	firstorder	Entropy	2.3531683598010633	2.8621785006611615
wavelet-HLL	firstorder	InterquartileRange	43.15875686253294	69.23134299298944
wavelet-HLL	firstorder	Kurtosis	2.7133289598562467	2.728987961615646
wavelet-HLL	firstorder	Maximum	56.087064132848354	107.79683332385642
wavelet-HLL	firstorder	MeanAbsoluteDeviation	24.3092136298609	39.983219774581
wavelet-HLL	firstorder	Mean	-20.436452448504895	-29.587630984444395
wavelet-HLL	firstorder	Median	-23.515911688581184	-40.80732461739386
wavelet-HLL	firstorder	Minimum	-91.71399431460583	-112.65291174723723
wavelet-HLL	firstorder	Range	147.80105844745418	220.44974507109364
wavelet-HLL	firstorder	RobustMeanAbsoluteDeviation	16.999723677164376	29.602500930505283
wavelet-HLL	firstorder	RootMeanSquared	281.1852060722698	274.6288381455195
wavelet-HLL	firstorder	Skewness	0.36015089806623773	0.6700983871419453
wavelet-HLL	firstorder	TotalEnergy	11543507.536630107	13877463.768373065
wavelet-HLL	firstorder	Uniformity	0.22583974479264396	0.16003071833648394
wavelet-HLL	firstorder	Variance	909.3429943277813	2298.1494245529466
wavelet-HLL	glcm	Autocorrelation	13.12053691397615	18.67831295923642
wavelet-HLL	glcm	JointAverage	3.5894479499556544	4.231220685178968
wavelet-HLL	glcm	ClusterProminence	35.69746143020363	244.48526409390558
wavelet-HLL	glcm	ClusterShade	2.6483076003089177	14.812043398008159
wavelet-HLL	glcm	ClusterTendency	3.4360829378201947	8.644004878261235
