Image type	Feature Class	Feature Name	1: RTSTRUCT: ANON_49_segment_Lt Frontal	1: RTSTRUCT: ANON_49_segment_Left Ventricle	1: RTSTRUCT: ANON_49_segment_Rt Post Parietal	1: RTSTRUCT: ANON_49_segment_Rt Post Parietal 2	1: RTSTRUCT: ANON_49_segment_Lt inf Frontal	1: RTSTRUCT: ANON_49_segment_Lt Hippocampal	1: RTSTRUCT: ANON_49_segment_Rt Sup Cerebellar	1: RTSTRUCT: ANON_49_segment_Lt lat Frontal
gradient	firstorder	Variance	179.13722936461548	196.4985091700783	146.74158957438732	535.3968812950751	41.72542538262455	516.0062317452882	190.45759138922418	30.519413538483196
gradient	glcm	Autocorrelation	2.47275886489541	2.175293802420814	2.969628070580094	5.6218950562186905	1.4188333307525256	4.759447027092866	6.172739992928023	1.375
gradient	glcm	JointAverage	1.526730107452436	1.439285037820818	1.723258396054498	2.3097161311158825	1.186735132094991	2.126086129731477	2.4676326597805636	1.1875
gradient	glcm	ClusterProminence	3.371512714155289	4.484669308612748	1.1996508370590144	22.925908879085014	0.3707297943652862	12.689992512464938	2.402687079285411	0.03125
gradient	glcm	ClusterShade	0.7494659701576217	1.086815793949796	-0.005975648449227138	2.8753923959989356	0.22744509430485932	0.9824843662202023	0.3613890836932266	0.0
gradient	glcm	ClusterTendency	1.0026852341510248	0.9031127250979065	0.648820211926933	2.6981702005689914	0.3238238076557656	2.2017779805121114	0.9562585614519251	0.125
gradient	glcm	Contrast	0.43553106034504957	0.48871990698558854	0.6554098708221646	1.5524221681772128	0.28274413106489465	1.2451126121085694	0.6248761731881095	0.375
gradient	glcm	Correlation	0.3936177357498628	0.29232469013925316	0.001699155995600663	0.27107274495229267	0.06646442824711908	0.27776408211034814	0.20857567834900634	0.08333333333333359
gradient	glcm	DifferenceAverage	0.3992781572556851	0.42685178396885504	0.5505478729166884	0.9114226153742387	0.28274413106489465	0.8049866318459185	0.5096175619489282	0.375
gradient	glcm	DifferenceEntropy	1.057575272041204	1.1042042266642937	1.1764169947113083	1.6933928707972483	0.8553260723572227	1.58190731015232	1.173858427717104	0.4999999999999995
gradient	glcm	DifferenceVariance	0.2745965739544346	0.3049943214746245	0.34094936066959364	0.7146931156130116	0.2017173770134158	0.5921073310921782	0.3560770492796224	0.125
gradient	glcm	JointEnergy	0.24110257107466473	0.26826781430002034	0.24256743046919482	0.0907282019585315	0.494998653626254	0.0957485136067363	0.21787886603331888	0.625
gradient	glcm	JointEntropy	2.361056945094015	2.235070873058849	2.349259130771656	3.8732221936252103	1.3774315543364284	3.633411279980301	2.5486568398704454	0.8749999999999993
gradient	glcm	Imc1	-0.09968813382189032	-0.08328703317132771	-0.07392956681325417	-0.04638698563984819	-0.013683728491329454	-0.04530183558109983	-0.12145572015057281	-0.20053281989451643
gradient	glcm	Imc2	0.4571301504235835	0.39203974401766245	0.3583108347880414	0.3967770960134501	0.10577721638641652	0.37939304092889137	0.5126723646411994	0.34935620931183253
gradient	glcm	Idm	0.8039841764995896	0.7927609203172458	0.7352122633322035	0.6076007006135549	0.8586279344675526	0.6414444657191896	0.7567170801494542	0.8125
gradient	glcm	Idmn	0.9835599142370104	0.9725609051275332	0.9392987974364979	0.9475213841009247	0.9434511737870211	0.9564071592614715	0.9655672385144694	0.925
gradient	glcm	Id	0.8062375807078476	0.7960301708219183	0.7422030631925683	0.6362309998909937	0.8586279344675526	0.6650586189234188	0.7632570883611556	0.8125
gradient	glcm	Idn	0.934304892488815	0.9165941664271933	0.8676061316661017	0.8622590487433647	0.9057519563117017	0.8758969298074375	0.9017877099805591	0.875
gradient	glcm	InverseVariance	0.36910552354174	0.3807949249437673	0.45879362474939683	0.4856422360767079	0.28274413106489465	0.474150529019217	0.41956976959917147	0.375
gradient	glcm	MaximumProbability	0.36204202887342984	0.41837179021461607	0.37418390066815854	0.1964810811518264	0.6718928023725617	0.15313082269688566	0.33721782403859013	0.6875
gradient	glcm	SumEntropy	1.889697997403336	1.7436292229753503	1.6516457570036234	2.6658846473848716	1.094687423271534	2.541591781591873	1.889768553375684	0.4999999999999995
gradient	glcm	SumSquares	0.35955407362401853	0.3479581580208739	0.32605752068727445	1.062648092186551	0.15164198468016507	0.8617226481551701	0.39528368366000866	0.125
gradient	glrlm	GrayLevelNonUniformity	1167.2330335037539	160.84028646746714	17.602387298557918	62.37371872320163	38.31093546536441	263.55782379404695	20.519117232339877	3.2916666666666665
gradient	glrlm	GrayLevelNonUniformityNormalized	0.42516996095535975	0.43629402592656064	0.4794304068180531	0.2864276152882927	0.5906767049910372	0.28170588760283655	0.4288865121156423	0.6715277777777778
gradient	glrlm	GrayLevelVariance	0.4229606747634304	0.4463848671817845	0.3433789580149137	0.9807090179041266	0.2046616475044814	0.9259049614515634	0.40354933167075124	0.1642361111111111
gradient	glrlm	HighGrayLevelRunEmphasis	3.3561148727259846	3.348514474536952	3.7327452718824574	6.776924631927202	1.8689338340262547	6.220506960753683	7.022410474199863	1.625
gradient	glrlm	LongRunEmphasis	8.250720705937256	5.753510704975946	2.2731722165904378	2.2932724940105613	4.722190806948648	3.079062967513789	2.709082505047009	1.75
gradient	glrlm	LongRunHighGrayLevelEmphasis	18.585868327077474	11.892510263637519	8.003610454434002	13.40787548604984	6.130681440069533	14.706562312182674	17.143996169017807	2.375
gradient	glrlm	LongRunLowGrayLevelEmphasis	5.902739839887563	4.411447686642309	0.9733561381698999	0.7977278411667696	4.370068148668427	1.4575735284572569	0.5269754960318643	1.59375
gradient	glrlm	LowGrayLevelRunEmphasis	0.528517845684841	0.5350198735876066	0.43358152204409817	0.3173145102896698	0.7827665414934362	0.3615844771450645	0.1887153431815788	0.84375
gradient	glrlm	RunEntropy	3.483985563641828	3.0739196881448803	2.247419380041926	3.004967729487185	2.4316564883798844	3.2096207175780793	2.530615454159956	1.3130969242402113
gradient	glrlm	RunLengthNonUniformity	853.9198185685067	137.27691658695954	20.78302692068832	130.07435225881844	22.870404517919738	495.6345981995916	23.92178564495042	3.375
gradient	glrlm	RunLengthNonUniformityNormalized	0.30755853323756555	0.37004276123555463	0.5592478465013274	0.595224943723621	0.34907770169485186	0.5281983176871259	0.4913405773809908	0.675
gradient	glrlm	RunPercentage	0.45145495951417003	0.517610198789974	0.7338461538461538	0.7432396954581255	0.5384615384615384	0.6727312945860754	0.6824175824175823	0.8125
gradient	glrlm	RunVariance	3.2017551162105957	1.9466599043830612	0.3697784357890138	0.4694760413286029	1.147833888993779	0.8494957032114067	0.4738563131034146	0.1625
gradient	glrlm	ShortRunEmphasis	0.5574815900149136	0.6239462758719292	0.7638112093362823	0.7988937695107203	0.5838260119938489	0.7542749650317847	0.7055008836693755	0.8125
gradient	glrlm	ShortRunHighGrayLevelEmphasis	2.149083636680613	2.4762875874472305	2.9614845276304007	5.6367702482491255	1.3433360105293746	5.000304726422058	5.229188844822442	1.4375
gradient	glrlm	ShortRunLowGrayLevelEmphasis	0.2582274760446144	0.27337259028421623	0.32715430952105523	0.24572113382486374	0.3939485123599675	0.25618691158103085	0.13161849482394067	0.65625
gradient	glszm	GrayLevelNonUniformity	14.422222222222222	1.4	1.5	2.6	1.0	9.428571428571429	1.0	1.0
gradient	glszm	GrayLevelNonUniformityNormalized	0.32049382716049385	0.28	0.375	0.26	0.5	0.336734693877551	0.25	0.5
gradient	glszm	GrayLevelVariance	1.2711111111111113	1.36	0.6875	1.6900000000000002	0.25	2.2142857142857144	1.25	0.25
gradient	glszm	HighGrayLevelZoneEmphasis	7.355555555555555	6.2	5.75	11.3	2.5	11.214285714285714	7.5	2.5
gradient	glszm	LargeAreaEmphasis	363120.7111111111	46809.2	316.5	2401.9	5044.0	18763.035714285714	549.0	13.0
gradient	glszm	LargeAreaHighGrayLevelEmphasis	861528.3777777777	99592.2	1149.25	12122.9	5770.0	88957.75	3423.5	14.5
gradient	glszm	LargeAreaLowGrayLevelEmphasis	239290.6008888889	33799.67222222222	110.53472222222223	670.7141388888889	4862.5	7257.090515873016	103.64756944444444	12.625
gradient	glszm	LowGrayLevelZoneEmphasis	0.3919382716049382	0.4847222222222222	0.3680555555555556	0.27622222222222226	0.625	0.3715972222222222	0.3559027777777778	0.625
gradient	glszm	SizeZoneNonUniformity	9.0	1.0	1.5	1.2	1.0	4.428571428571429	1.0	1.0
gradient	glszm	SizeZoneNonUniformityNormalized	0.2	0.2	0.375	0.12	0.5	0.15816326530612246	0.25	0.5
gradient	glszm	SmallAreaEmphasis	0.44242767280432926	0.20342454399683696	0.12670885835221501	0.15768670381378308	0.0010851194922225933	0.36454144166848	0.2782420050920125	0.52
gradient	glszm	SmallAreaHighGrayLevelEmphasis	3.5056884244133397	0.25267339691775953	1.1273975635863749	2.5084794297853192	0.004184293045941602	4.461645074541334	0.6976020821092919	2.02
gradient	glszm	SmallAreaLowGrayLevelEmphasis	0.1737824440068526	0.2002301243645682	0.015425570932563939	0.010693830746352512	0.00031032610379284117	0.1303125676258065	0.2518160365950057	0.145
gradient	glszm	ZoneEntropy	4.349984696657351	2.321928094887361	1.4999999999999991	3.12192809488736	0.9999999999999993	4.08005035146473	1.9999999999999987	0.9999999999999993
gradient	glszm	ZonePercentage	0.007401315789473684	0.007022471910112359	0.08	0.034129692832764506	0.016666666666666666	0.020129403306973402	0.05714285714285714	0.3333333333333333
gradient	glszm	ZoneVariance	344865.6987654321	26531.440000000002	160.25	1543.4099999999999	1444.0	16295.07525510204	242.75	4.0
gradient	gldm	DependenceEntropy	5.493383028964368	5.193119345688329	3.884889451733235	5.152540879597167	4.422911568345739	5.719530851527465	4.321492482030896	1.4591479170272437
gradient	gldm	DependenceNonUniformity	292.7111842105263	34.76685393258427	5.88	24.43344709897611	6.65	91.49173256649892	6.257142857142857	2.3333333333333335
gradient	gldm	DependenceNonUniformityNormalized	0.0481432868767313	0.04882985102891049	0.1176	0.08339060443336556	0.05541666666666667	0.06577407086017176	0.08938775510204082	0.3888888888888889
gradient	gldm	DependenceVariance	33.225016339162046	36.090921285191264	8.5936	11.242996423953686	29.96666666666666	26.61512413424908	14.733877551020406	2.0
gradient	gldm	GrayLevelNonUniformity	2738.0582236842106	329.7949438202247	25.48	88.61092150170649	84.06666666666666	402.9036664270309	31.37142857142857	4.333333333333333
gradient	gldm	GrayLevelVariance	0.36992054947195296	0.39011606804696375	0.3076	0.9404419387529267	0.14972222222222223	0.8917519992185566	0.36408163265306126	0.1388888888888889
gradient	gldm	HighGrayLevelEmphasis	2.807730263157895	2.6952247191011236	3.62	6.406143344709897	1.55	5.639827462257369	6.685714285714286	1.5
gradient	gldm	LargeDependenceEmphasis	266.1588815789474	219.48033707865167	71.32	70.160409556314	198.96666666666667	117.03594536304817	100.42857142857143	18.0
gradient	gldm	LargeDependenceHighGrayLevelEmphasis	557.2899671052631	361.9592696629214	238.34	337.8737201365188	215.61666666666667	419.3062544931704	552.2285714285714	18.5
gradient	gldm	LargeDependenceLowGrayLevelEmphasis	196.78796345029235	185.3288857677903	29.920555555555556	27.52632062950322	194.80416666666667	67.97003914050643	20.991964285714285	17.875
gradient	gldm	LowGrayLevelEmphasis	0.6149713998538012	0.6483692259675407	0.4338888888888889	0.3300995449374289	0.8625	0.40184080198098887	0.19117063492063494	0.875
gradient	gldm	SmallDependenceEmphasis	0.01250470202400972	0.014423988413714593	0.03800241517941735	0.039903968183292664	0.018825587771456195	0.03340095665997349	0.03681097181146901	0.20750000000000002
gradient	gldm	SmallDependenceHighGrayLevelEmphasis	0.06494094114104422	0.06919511632611411	0.23250893656207505	0.3748557192698685	0.05996107923656075	0.2777186193983753	0.2028801461090865	0.7075
gradient	gldm	SmallDependenceLowGrayLevelEmphasis	0.005702081530456957	0.006518664241510688	0.01159800705597513	0.010191495109332836	0.008541714905180053	0.012739572808452162	0.017875545286032045	0.0825
gradient	ngtdm	Busyness	100.27925459320859	22.158325264153444	1.9243104098389692	5.293979080425865	17.907180229443572	26.419229501279894	1.1370677857869507	1.0833333333333333
gradient	ngtdm	Coarseness	0.0010958409128177962	0.008159571431067065	0.12029321272593042	0.022425402370785243	0.06204835696488863	0.0046136561019397195	0.09215846273329475	0.9230769230769231
gradient	ngtdm	Complexity	5.226034571894612	3.1853206766808975	1.3307200998961486	6.160669741671358	0.2686077034416536	6.497752475745857	2.4555429597158898	0.3611111111111111
gradient	ngtdm	Contrast	0.013232363204026196	0.026414481116185305	0.04692764913362663	0.061675205524435915	0.04079045368466729	0.05537979564143312	0.02410094990732475	0.048611111111111105
gradient	ngtdm	Strength	0.020413385666227652	0.07201786354714611	0.2639387843912107	0.1758414825171363	0.061175352195417074	0.04127814377099743	0.46449999110737117	0.9523809523809526
log-sigma-1-0-mm-3D	firstorder	10Percentile	-21.89773483276367	-27.512027359008787	-42.322557830810545	-44.71239776611328	-16.82259578704834	-43.04896545410156	-56.98384056091309	-19.055825233459473
log-sigma-1-0-mm-3D	firstorder	90Percentile	8.41992654800415	6.187953042984007	-16.382961559295655	-2.070769596099832	-3.1650321483611976	26.800504684448242	-9.447850322723387	-8.683476209640503
log-sigma-1-0-mm-3D	firstorder	Energy	524269652.51086223	59322420.4335572	3623874.997704549	22962654.940171465	10068987.489012685	117116004.0917168	5091390.040467396	488877.4836189407
log-sigma-1-0-mm-3D	firstorder	Entropy	1.232632887779859	1.2608212406864878	1.0512437511965633	1.680496078337072	0.3843115441264964	2.146546305253643	1.6836151003133961	-3.203426503814917e-16
log-sigma-1-0-mm-3D	firstorder	InterquartileRange	15.92653802037239	17.108199656009674	14.068666458129883	22.312222480773926	7.162988662719727	43.60650300979614	24.815656661987305	5.347877264022827
log-sigma-1-0-mm-3D	firstorder	Kurtosis	3.3907558381053207	2.6661884049667193	2.311065309489491	9.724332454620367	3.4919251261329523	2.1413200552987317	2.373323949737377	2.503929006313258
log-sigma-1-0-mm-3D	firstorder	Maximum	40.999420166015625	22.879009246826172	-11.16915225982666	107.21714782714844	6.362189292907715	43.92992401123047	5.750018119812012	-5.568478107452393
log-sigma-1-0-mm-3D	firstorder	MeanAbsoluteDeviation	9.592229014570187	10.452452214693881	8.411576364135742	15.95791767335293	4.538894224249654	22.591540536565002	15.339781061289264	3.939737637837728
log-sigma-1-0-mm-3D	firstorder	Mean	-6.606424116333456	-11.639759370460688	-30.972463188171385	-21.039780525624142	-10.388387929399808	-11.071741480988234	-30.95744481767927	-14.593082666397095
log-sigma-1-0-mm-3D	firstorder	Median	-6.681401491165161	-12.989170551300049	-31.61117935180664	-25.153915405273438	-11.155756950378418	-15.195947647094727	-30.01990509033203	-16.03994655609131
log-sigma-1-0-mm-3D	firstorder	Minimum	-63.042633056640625	-39.46039581298828	-53.025840759277344	-58.99726486206055	-21.60345458984375	-80.41072082519531	-74.93438720703125	-19.630117416381836
log-sigma-1-0-mm-3D	firstorder	Range	104.04205322265625	62.33940505981445	41.856688499450684	166.21441268920898	27.965643882751465	124.34064483642578	80.68440532684326	14.061639308929443
log-sigma-1-0-mm-3D	firstorder	RobustMeanAbsoluteDeviation	6.61933606090686	7.381845791140912	6.273542549610139	9.416936962890286	3.0898416116833687	17.259043167608354	11.338979649300475	2.006347894668579
log-sigma-1-0-mm-3D	firstorder	RootMeanSquared	293.64700112249386	288.6485860469546	269.2164555782038	279.94791653677555	289.6691717720505	290.16468723217673	269.6926833179731	285.446283218326
log-sigma-1-0-mm-3D	firstorder	Skewness	-0.12962666349119734	0.3446976244066957	0.028454365646657827	2.1020118929422216	0.8323514654724632	0.11627457211807056	-0.25141938451929324	0.8765407945163438
log-sigma-1-0-mm-3D	firstorder	TotalEnergy	524269652.51086223	59322420.4335572	3623874.997704549	22962654.940171465	10068987.489012685	117116004.0917168	5091390.040467396	488877.4836189407
log-sigma-1-0-mm-3D	firstorder	Uniformity	0.49757482470567865	0.4943978033076632	0.5591999999999999	0.39100047758273243	0.8612500000000001	0.245877136630108	0.33346938775510204	1.0
log-sigma-1-0-mm-3D	firstorder	Variance	148.77089842911562	166.37785098036625	101.68439105119003	552.0319240895019	33.34322897390016	716.007145718049	350.2469362164279	22.472141286741575
log-sigma-1-0-mm-3D	glcm	Autocorrelation	10.415348601265357	4.302824330108492	4.44916773547958	7.635691279900862	1.151433150035052	18.04153182070234	4.165666447729058	1.0
log-sigma-1-0-mm-3D	glcm	JointAverage	3.2073517394206337	2.0379847206778816	2.1035913783589946	2.6805283960998176	1.071605514681834	4.155936086616043	2.0084474556523326	1.0
log-sigma-1-0-mm-3D	glcm	ClusterProminence	2.7627467752268084	2.9442979614090183	0.7682925392377657	84.73990662645393	0.1642806160174065	36.85356715570393	6.185997203131229	0.0
log-sigma-1-0-mm-3D	glcm	ClusterShade	0.0742848236220566	0.1699388201692681	0.11871571584206363	11.529526619971849	0.1287155416565207	0.43969386041425185	0.42315125228326694	0.0
log-sigma-1-0-mm-3D	glcm	ClusterTendency	0.9025498966254839	1.0230949526262045	0.4664180229841792	3.2845731052801934	0.13884950186439052	4.159580994392257	1.6145786884185567	0.0
log-sigma-1-0-mm-3D	glcm	Contrast	0.3895840992658198	0.42598441691195216	0.3727654548793979	1.4855959513268056	0.12676678802090063	1.0864418196094248	1.0934463253636575	0.0
